episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,96,11.57494044303894,42,True,False,all_finished,0.0,9.599999999999982,10.369006665547674,6.614999999999992,30,True,,,,30,30,629,0.22521908581256866,0.21613571047782898,1.0973293483257294,-0.920818030834198,2.111607551574707,0.4086059033870697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05189459356996752,-0.05189459356996752,0.15848016738891654,0.05847722084080387,0.555350053310394,6.605909381963163e-05,0.0,10.369006665547674,,,0.7690066655476926,0.6666666666666666,0.6666666666666666,0.9459459459459459,0.3333333333333333,0.0,0.0,0.42668863261943984,0.2751235584843493,0.2981878088962109,0.42668863261943984,0.2751235584843493,0.2981878088962109,0.10413331706594262,0.7256209850311279,1.4775051772594452,0.011370659922249615,0.06384674832224846,-0.023300955072045326,1.384216547012329,0.6658523082733154,0.7367620915174484,1.4775051772594452,-1.4775051772594452,0.2107638888888889,607,2880,4.913907051086426,7.976922035217285,5.058795750141144,8.254023790359497,0.1859329156577587,0.041026828810572624,0.0,0,1.0,0.6180555555555555,0.8372023809523809,4.549652777777775,95687040.77321295,1.0,0.0,0.15565063400820722,0.17055315071940508,0.3262037847276123,0.9297120929094083,0.0,0.0,0.5969792560516575,0.0,0.0,0.1462266415284312,10681433097.344444,9429166666.666666,1217343.7127409156,123598975.60967454,0.011809129925711296,0.00615594049084398,0.9080844951952587,-1.2972635645646582,0.0390645270720004,0.003906452707200029,0.015629793516794742,-0.05747574796326351,7.903016455637629e-06,-0.000298512935808663,-0.005334198278163499,0.49885901099834074,4.583333333333333,10.25,False,0.0,0.0,0.0
2,108,11.615354061126709,42,True,False,all_finished,0.0,10.799999999999978,11.435337155659976,6.019047619047614,30,True,,,,30,30,616,0.15076683461666107,0.15423236787319183,1.090032982826233,-1.0280520915985107,3.0449471473693848,0.4301227331161499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05803183355449163,-0.05803183355449163,0.02951145172119149,0.05157151561414386,0.500599935650825,3.596750100703438e-05,0.0,11.435337155659976,,,0.6353371556599985,0.7,0.7,0.9512987012987013,0.3,0.0,0.0,0.4257095158597663,0.2988313856427379,0.27545909849749584,0.4257095158597663,0.2988313856427379,0.27545909849749584,0.09112938463423446,0.6856988668441772,1.3789320488770802,0.0023336594070618353,0.06891719127694766,0.013261779715927938,1.3388222952683766,0.6799150655666987,0.8962733000516891,1.3789320488770802,-1.3789320488770802,0.18487654320987654,599,3240,5.742239475250244,8.785198211669922,6.2373433113098145,8.695400158564249,1.4829109460115433,0.11349061566094558,0.21369280914465585,0,1.0,0.5441358024691352,0.8665784832451509,4.6043209876543205,102837905.75621326,1.0,0.00030864197530864197,0.13039675327658837,0.16646514340488097,0.2968618966814694,0.9328982632408355,0.0,0.0,0.5947038631113322,0.0,0.0,0.1226258875683129,8485626837.274074,8203703703.703704,882498.1131380642,115543606.495821,0.007197745838566142,0.0021762882813493676,0.7165096038927501,-1.023585148418213,0.03281870871788694,0.003281870871788666,0.035072126294067994,-0.10936968414478149,2.696727155102741e-06,-0.00010497812185322171,-0.0045551398796675755,0.4977234907699806,3.962962962962963,11.0,False,0.0,0.0,0.0
3,109,12.02802038192749,42,True,False,all_finished,0.0,10.899999999999977,11.826255938212064,6.231249999999994,30,True,,,,30,30,614,-0.013925005681812763,0.10129958391189575,1.1411814212799067,-1.6020914316177368,2.3565187454223633,0.47776907682418823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05532453385332682,-0.05532453385332682,0.04427194595336967,0.05002311443460006,0.510636022686958,7.787076707976231e-05,0.0,11.826255938212064,,,0.926255938212087,0.5,0.5,0.9169381107491856,0.5,0.0,0.0,0.4354561101549053,0.28399311531841653,0.28055077452667815,0.4354561101549053,0.28399311531841653,0.28055077452667815,0.08800315040274771,0.6729803681373596,1.4033751487731934,0.016705175240834553,0.01721132919192314,-0.0030399740984042487,1.0226146380106609,0.5054605603218079,1.0276466409365337,1.4033751487731934,-1.4033751487731934,0.17767584097859326,581,3270,1.551509141921997,9.785825729370117,4.312526861826579,10.234268506368002,2.933042049407959,0.2106954058011373,0.0,0,1.0,0.48256880733944957,0.8242900830056783,4.347400611620796,90873883.92836961,1.0,0.0,0.15473369917706267,0.16502341151684638,0.319757110693909,1.0797810441433717,0.0,0.0,0.6688934089319739,0.0,0.0,0.11893217395293197,9236728212.922323,9200000000.0,1094474.711534465,115074396.6545789,0.010173056752384124,0.0053264154985673915,0.7852268233278119,-1.121752604754015,0.029876124346010155,0.002987612434601022,0.059759293739727985,-0.1861064264438264,8.360082800419405e-06,-0.0003142980090395901,-0.004469940543039368,0.4992713727159511,3.128440366972477,9.599999999999994,False,0.0,0.0,0.0
4,109,12.266453266143799,42,True,False,all_finished,0.0,10.899999999999977,11.737225284576402,6.594444444444437,30,True,,,,30,30,634,0.04169928655028343,0.15158475935459137,0.9327281951904293,-1.167423129081726,2.3077046871185303,0.43177279829978943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05262270971175736,-0.05262270971175736,0.20121272404988452,0.05500081770338505,0.5307991534471502,7.90342566841617e-05,0.0,11.737225284576402,,,0.8372252845764248,0.5666666666666667,0.5666666666666667,0.9274447949526814,0.43333333333333335,0.0,0.0,0.41487603305785126,0.29421487603305785,0.2909090909090909,0.41487603305785126,0.29421487603305785,0.2909090909090909,0.09266690594693845,0.6614753603935242,1.353486680984497,-5.09277917444706e-05,0.034761906042695044,-0.03078620433807373,1.070738959312439,0.5018763780593872,0.9894772171974182,1.353486680984497,-1.353486680984497,0.18501529051987767,605,3270,2.3054778575897217,8.388901710510254,5.760318756103516,8.308421611785889,3.6294241905212403,0.272945037484169,0.0,0,1.0,0.6437308868501525,0.7707295762341627,4.156269113149848,86877384.86583148,1.0,0.0,0.1517073336088816,0.16566689612867236,0.31737422973755386,1.0932636766055468,0.0,0.0,0.6445262661883112,0.0,0.0,0.12567587340658173,8837178170.529663,9089908256.880733,983887.1274460166,136941221.7143281,0.0073063970239328506,0.008997055307516167,0.752734966542253,-1.075335666488937,0.030301239898336343,0.0030301239898336096,0.05384797127159522,-0.16738141664141684,6.7192718694596176e-06,-0.00026166789891377793,-0.004990521321242492,0.4998788185839168,3.9541284403669725,12.199999999999989,False,0.0,0.0,0.0
5,91,10.422656774520874,42,True,False,all_finished,0.0,9.099999999999984,9.539007612864163,6.166666666666661,30,True,,,,30,30,629,0.32539886236190796,0.2300611287355423,1.2499650716781616,-0.8848699927330017,2.2232229709625244,0.4295943081378937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516069008404519,-0.0516069008404519,0.06645107269287118,0.06916712088290357,0.6080633640289291,6.796340811581877e-05,0.0,9.539007612864163,,,0.4390076128641791,0.7333333333333333,0.7333333333333333,0.9682034976152624,0.26666666666666666,0.0,0.0,0.383739837398374,0.2845528455284553,0.33170731707317075,0.383739837398374,0.2845528455284553,0.33170731707317075,0.11544821569107595,0.6795697212219238,1.4461214542388916,0.006922646425664425,0.016129031777381897,0.07580739259719849,1.947781503200531,1.04680597782135,2.834542751312256,1.4461214542388916,-1.4461214542388916,0.22527472527472528,615,2730,5.87902307510376,7.1641669273376465,9.64387321472168,5.129068613052368,4.64666223526001,0.3259333074092865,0.008064515888690948,0,1.0,0.6318681318681331,0.8250654107796969,4.477289377289376,107093495.14763053,1.0,0.0,0.1257300006360733,0.16597806022848255,0.29170806086455586,0.8138845779942842,0.0,0.0,0.5156424273590847,0.0,0.0,0.16157660277427321,9823055931.358242,8800000000.0,1059479.464890319,120175581.1261841,0.010614745035216077,0.0013857208946391813,0.8305884602097079,-1.1865549431567226,0.039648391668377914,0.00396483916683781,0.010604564972881024,-0.03860709224195069,7.8095604844163e-06,-0.0003027038896910597,-0.006360966443230256,0.4984076766194025,4.516483516483516,11.5,False,0.0,0.0,0.0
6,91,10.613653421401978,42,True,False,all_finished,0.0,9.099999999999984,9.92025172551472,6.423529411764698,30,True,,,,30,30,629,0.1650014966726303,0.17980073392391205,1.1048510074615479,-1.601509690284729,1.9275615215301514,0.40294021368026733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050044498583336094,-0.050044498583336094,0.130826752980553,0.06575773773039435,0.5730922877788542,5.196102666048807e-05,0.0,9.92025172551472,,,0.820251725514737,0.5666666666666667,0.5666666666666667,0.9379968203497615,0.43333333333333335,0.0,0.0,0.3956953642384106,0.3029801324503311,0.30132450331125826,0.3956953642384106,0.3029801324503311,0.30132450331125826,0.11095576800521968,0.6877123713493347,1.3976688385009766,0.009055126924067736,0.03490475518628955,0.016323674470186234,1.133623719215393,0.580340176820755,1.17257958650589,1.3976688385009766,-1.3976688385009766,0.22124542124542124,604,2730,2.3764896392822266,8.226271629333496,7.2889299392700195,7.893371105194092,5.69307816028595,0.4220258295536041,0.02443321095779538,0,1.0,0.6344322344322341,0.8162742019884871,4.4289377289377265,104041763.88280879,1.0,0.0,0.14182504890120387,0.16557360938267135,0.3073986582838753,0.9405386706847029,0.0,0.0,0.5613568706882287,0.0,0.0,0.14746553626320197,10682463822.62857,9925274725.274725,1098962.2774944685,147141712.35255474,0.0097812443946707,0.001817416584559435,0.9018039795316096,-1.2882913993308738,0.03951376494013688,0.003951376494013687,0.019960118236317766,-0.07203680637848774,4.03488176587725e-06,-0.00016043563454723963,-0.0057932538466492975,0.4953826837088135,5.164835164835165,14.0,False,0.0,0.0,0.0
7,109,12.066988468170166,42,True,False,all_finished,0.0,10.899999999999977,11.61488242467243,5.978947368421048,30,True,,,,30,30,618,0.10703630745410919,0.13566702604293823,1.1241920948028563,-1.1076242923736572,2.042659044265747,0.3937058448791504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05359414348543974,-0.05359414348543974,0.07169818878173836,0.053551032815117174,0.5264585435390465,5.0614804731987855e-05,0.0,11.61488242467243,,,0.714882424672453,0.6333333333333333,0.6333333333333333,0.9401294498381877,0.36666666666666664,0.0,0.0,0.38552188552188554,0.32323232323232326,0.29124579124579125,0.38552188552188554,0.32323232323232326,0.29124579124579125,0.09064906819720699,0.6574532389640808,1.4057320952415466,0.009951415006071329,0.06388889066874981,0.022804387845098972,1.1236542463302612,0.5818201005458832,1.086090862751007,1.4057320952415466,-1.4057320952415466,0.181651376146789,594,3270,3.0832865238189697,8.146925926208496,9.688983917236328,7.754127740859985,7.075177431106567,0.5157842636108398,0.0,0,1.0,0.6363914373088688,0.8277413717780678,4.48195718654434,103615063.15378216,1.0,0.006422018348623853,0.14489934843084093,0.16842741369184908,0.31332676212269,1.011038899138129,0.0,0.0,0.5859487036139451,0.0,0.0,0.11742860878126794,8572994111.47156,8499082568.80734,894592.4357896519,128425876.34230188,0.006869649383146167,0.0031966321366233437,0.7244824574757328,-1.0349749392510448,0.032315010855968336,0.003231501085596842,0.035111229996002156,-0.11545921936685855,5.3105084254159565e-06,-0.00020822293268599965,-0.004989979203142068,0.49672321451924717,4.669724770642202,13.0,False,0.0,0.0,0.0
8,123,12.60589337348938,42,True,False,all_finished,0.0,12.299999999999972,12.747004470825173,6.409523809523803,30,True,,,,30,30,606,0.06114562228322029,0.11205204576253891,0.979862737655639,-1.1704602241516113,3.0373740196228027,0.4406338036060333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06236216273734245,-0.06236216273734245,0.02782649993896466,0.04472041189529224,0.44762011915445266,3.955998642723189e-05,0.0,12.747004470825173,,,0.4470044708252008,0.7,0.7,0.9554455445544554,0.3,0.0,0.0,0.45254237288135596,0.2745762711864407,0.27288135593220336,0.45254237288135596,0.2745762711864407,0.27288135593220336,0.08280903638206766,0.6596112251281738,1.3204737901687622,0.030182592570781708,0.0555555559694767,-0.09201163053512573,1.3354946374893188,0.5730944871902466,1.8021481037139893,1.3204737901687622,-1.3204737901687622,0.15989159891598917,590,3690,3.4987549781799316,8.569051742553711,11.814824104309082,7.282181739807129,7.738265037536621,0.5366113185882568,0.0,0,1.0,0.5317073170731708,0.84959349593496,4.566124661246612,92617567.63687782,1.0,0.0,0.15574907803437055,0.16967288144967982,0.32542195948405045,0.9427898301176802,0.0,0.0,0.6129263514629427,0.0,0.0,0.11187921166877068,7865564463.973984,7908943089.430894,848007.5813224432,99378081.80066349,0.008747218813751328,0.004571607850564949,0.6687825319954819,-0.9554036171364011,0.02868568074776537,0.002868568074776533,0.05921007254104685,-0.1712992209117689,4.328599608846855e-06,-0.0001684839850469987,-0.004085678589117106,0.5034564750705691,2.7560975609756095,8.899999999999991,False,0.0,0.0,0.0
9,102,12.059595823287964,42,True,False,all_finished,0.0,10.19999999999998,10.887470296223947,7.0333333333333234,30,True,,,,30,30,633,0.13275407254695892,0.19339066743850708,1.0336335718631744,-1.5704529285430908,1.930078148841858,0.373577356338501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053287237329420784,-0.053287237329420784,0.060344696044921514,0.058413652170546886,0.5604059845209118,7.748445281210717e-05,0.0,10.887470296223947,,,0.6874702962239674,0.6,0.6,0.9399684044233807,0.4,0.0,0.0,0.42105263157894735,0.26480263157894735,0.31414473684210525,0.42105263157894735,0.26480263157894735,0.31414473684210525,0.10025440169668763,0.6300678849220276,1.3472375273704529,-0.0011468690354377031,0.03871606787045797,-0.008301915290455023,1.0835664570331573,0.530786911646525,1.2934088905652363,1.3472375273704529,-1.3472375273704529,0.19869281045751633,608,3060,1.6663306951522827,8.201627731323242,10.284122308095297,7.561347405115764,9.897037506103516,0.6338564157485962,0.4527754485607147,0,1.0,0.5826797385620918,0.810224089635854,4.254248366013071,108928397.91704407,1.0,0.0,0.16978129061918473,0.16906034338321682,0.3388416340024016,0.9585188401791239,0.0,0.0,0.61771044814768,0.0,0.0,0.1337410831693109,10348172854.891502,9694117647.058823,1165365.3250674603,127480531.65747967,0.01280120500608423,0.004962554281592441,0.8801114971952969,-1.2573021388504317,0.03620941139122389,0.0036209411391224036,0.028832114556164423,-0.0969431553305842,8.411912494046542e-06,-0.00032472558291421363,-0.00537928139528964,0.501695276125109,3.9705882352941178,13.0,False,0.0,0.0,0.0
10,90,10.30146312713623,42,True,False,all_finished,0.0,8.999999999999984,9.535972150166819,6.763157894736833,30,True,,,,30,30,621,0.22110983729362488,0.21118313819169998,1.0657313287258146,-0.9701505303382874,1.999657154083252,0.4113406240940094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04950292827464923,-0.04950292827464923,0.2726602554321286,0.05727671262152769,0.5367415219545353,0.00011029367283225365,0.0,9.535972150166819,,,0.5359721501668346,0.6333333333333333,0.6333333333333333,0.9565217391304348,0.36666666666666664,0.0,0.0,0.47029702970297027,0.25412541254125415,0.2755775577557756,0.47029702970297027,0.25412541254125415,0.2755775577557756,0.111445463946848,0.6507558822631836,1.317315936088562,0.0017365340143442153,0.06420205384492875,0.04243683852255344,0.9962162494659423,0.5379103422164917,0.9528754353523254,1.317315936088562,-1.317315936088562,0.22444444444444445,606,2700,1.8253767490386963,8.03372573852539,12.679781341552735,8.301768016815185,11.66677646636963,0.7694133281707763,0.05712662152945995,0,1.0,0.5322222222222227,0.7968253968253963,4.252962962962961,89634913.07778499,1.0,0.0,0.15216185202709734,0.17027496278596949,0.32243681481306674,0.9290546111814734,0.0,0.0,0.6108982499716556,0.0,0.0,0.16190450255264086,10677440883.63852,10026666666.666666,1151169.7635848857,133807927.39454077,0.0102796951274644,0.010538906420372451,0.9106053418510505,-1.300864774072922,0.039987034861735715,0.003998703486173562,0.01920890368196106,-0.06886173780754129,8.516004327436255e-06,-0.000328338766668307,-0.005232913411634995,0.4947846567666986,3.3666666666666667,8.0,False,0.0,0.0,0.0
