episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,28.717208862304688,42,False,True,time_limit,1.0,20.000000000000014,24.96935272216797,0.0,20,True,1.3406324935953386,11.482704431218782,23773150942.36216,-0.0017835024020501553,-12918.222242855789,-0.004320510674609357,-1.923,0.00420450119934693,-2.145402674925378e-05,-12920.192677851515,-2.9537463541966433,1.3803987781975157e-07,3.198943717836404e-06,0.9998471647710528,3.343997546380855e-07,0.00014883674097788927,3.2544411584547936e-07,1.6605030796731111e-09,6.185592593688227e-10,3.5743228168905014e-11,0.617606520652771,0.5,0.5,0.875,0.5693430656934306,0.656934306569343,0.12614630162715912,137,0.05000000000000004,0.010000000000000007,0.0,99,20,0.20202020202020202,20,20,20,415,-2.9537463188171387,-2.4300613403320312,-2.0167118906974792,-7.690360069274902,-1.45180082321167,2.9537463188171387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427958241495003,0.4589204196914995,0.0,0.0,24.96935272216797,,,4.9693527221679545,0.0,0.0,0.21927710843373494,1.0,0.0,0.0,0.11038961038961038,0.13636363636363635,0.7532467532467533,0.11038961038961038,0.13636363636363635,0.7532467532467533,0.49054626653688704,0.8638077795505522,2.3337632417678833,-0.008361059240996838,0.047727273777127266,0.05525340046733618,4.084353089332581,2.095096170902252,1.4059061706066132,2.3337632417678833,-2.3337632417678833,0.0385,154,4000,-52.04056167602539,44.54294967651367,-54.206642150878906,32.43645143508911,-0.16768959164619446,0.0421691439114511,0.0,0,1.0,1.0,0.585315789473683,11.121000000000016,34871134.140146226,1.0,0.0,0.28829165717254046,0.1719795313639897,0.46027118853652993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041330982719604586,0.0,0.4923998758776579,0.135,1.0,True,-1.0,4.9693527221679545,0.0
2,200,28.429543495178223,42,False,True,time_limit,1.0,20.000000000000014,25.222122192382812,0.0,20,True,1.3779989047582037,11.880689095581113,22828511309.266254,-0.0017116283330079606,-344400061.88961834,-0.00446671245419175,-1.914,0.0034774782636294924,-1.8391943804479503e-05,-344400063.8514793,-4.800203150821129,4.969883901440529e-12,1.2102153216805918e-10,0.9999999942933729,1.2969545952443782e-11,5.557490258787934e-09,1.012246052582115e-11,5.3402846673756504e-14,1.3483845577866305e-06,3.3344467742501824e-10,0.6188556551933289,0.5,0.6666666865348816,0.8227272808551788,0.4513888888888889,0.6458333333333334,0.12407533079385757,144,0.05000000000000004,0.010000000000000007,0.0,114,21,0.18421052631578946,21,20,20,420,-4.800203323364258,-5.2045207023620605,-2.0660613417625426,-13.65421199798584,-0.8468260169029236,4.800203323364258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07507301895244609,0.44624404831185227,0.0,0.0,25.222122192382812,,,5.222122192382798,0.0,0.0,0.26904761904761904,1.0,0.0,0.0,0.16279069767441862,0.21511627906976744,0.622093023255814,0.16279069767441862,0.21511627906976744,0.622093023255814,0.5017475738139882,0.8616104125976561,2.357412576675415,0.048772428184747696,0.07692307978868484,-0.4143911898136139,7.27698278427124,3.2217421531677246,1.4583693742752075,2.357412576675415,-2.357412576675415,0.043,172,4000,-73.2641372680664,60.868350982666016,-48.252899169921875,19.068761825561523,-0.4862024784088135,0.044436078518629074,0.0,0,1.0,1.0,0.5573421052631572,10.589499999999992,34359652.8225316,1.0,0.0,0.2888652560333348,0.1743578604585816,0.46322311649191583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04167982340650723,0.0,0.5039595468889456,0.235,1.049999999999983,True,-1.0,5.222122192382798,0.0
3,200,26.259188652038574,42,False,True,time_limit,1.0,20.000000000000014,23.766828060150146,10.166666666666648,20,True,1.3424045855584399,11.470846345209585,23637905475.71218,-0.0017721015987762487,-5.675650185126697,-0.004943797440815024,-1.888,0.0033379314244894854,0.0006959934668496627,-7.643712220681972,-2.319563273118621,0.00023171460222894585,0.009590517191286167,0.7421307141449784,0.000646435880589471,0.246869123819061,0.0004365961281555847,9.489823370042429e-05,6.834536409039416e-12,1.762649210618193e-11,0.679018497467041,0.5,0.6666666865348816,0.9206153988838195,0.37055837563451777,0.5482233502538071,0.10038166493177414,197,0.05000000000000004,0.010000000000000007,0.0,166,27,0.16265060240963855,27,20,20,421,-2.319563388824463,-2.111856698989868,-1.990209549665451,-4.7776288986206055,-1.6349011659622192,2.319563388824463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13461313687315496,0.8293814540776364,0.0,0.0,23.766828060150146,,,3.7668280601501323,0.15,0.15,0.3919239904988123,0.85,0.0,0.0,0.12053571428571429,0.22321428571428573,0.65625,0.12053571428571429,0.22321428571428573,0.65625,0.5000804487600508,0.8629495352506638,2.1612696647644043,0.020082582719624043,0.10238095745444298,-0.03125166054815054,12.380756855010986,6.156965732574463,1.99103444814682,2.1612696647644043,-2.1612696647644043,0.056,224,4000,-35.45561981201172,16.00446128845215,-35.40789985656738,12.190522193908691,-0.6913515329360962,0.059238579124212265,0.0,0,1.0,1.0,0.5025657894736831,9.548749999999979,34736471.50904813,1.0,0.0,0.23640234028298532,0.1707044971169866,0.407106837399972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07334613651571696,0.0,0.5011791911612963,0.335,2.0,True,-1.0,3.7668280601501323,0.0
4,200,28.315824508666992,42,False,True,time_limit,1.0,20.000000000000014,25.466693878173828,0.0,20,True,1.3559129365171028,11.647018905437463,23424828122.481358,-0.0017457869607249855,-170.6218672891436,-0.004109802178607828,-1.912,0.003971844273209532,-1.6675837140315987e-05,-172.58252959437775,-2.6662280162924565,1.011543052351473e-05,0.0002480304712509742,0.988616413791377,2.3812996280962532e-05,0.01107850132694794,2.3029360562961113e-05,9.662305642623347e-08,5.445766407263797e-11,1.7607142219905316e-11,0.6652907729148865,0.5,0.6666666865348816,0.8999999761581421,0.3630573248407643,0.5923566878980892,0.10470833629369736,157,0.05000000000000004,0.010000000000000007,0.0,124,20,0.16129032258064516,20,20,20,428,-2.6662280559539795,-2.2209912538528442,-1.9297810018062593,-5.332982063293457,-1.5470472574234009,2.6662280559539795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081494935512586,0.46089152484025625,0.0,0.0,25.466693878173828,,,5.466693878173814,0.0,0.0,0.27102803738317754,1.0,0.0,0.0,0.10795454545454546,0.19318181818181818,0.6988636363636364,0.10795454545454546,0.19318181818181818,0.6988636363636364,0.5098947266038125,0.8654324829578399,2.299265146255493,0.009181245851020018,0.023809524873892467,-0.18072865158319473,12.447680155436197,6.040811936060588,1.941455602645874,2.299265146255493,-2.299265146255493,0.044,176,4000,-44.46061325073242,28.400745391845703,-40.55121103922526,12.774348894755045,-1.0068462491035461,0.05653326337536176,0.0,0,1.0,1.0,0.5251842105263148,9.978499999999974,34632693.96788797,1.0,0.0,0.3377419306073471,0.16751223332427775,0.5052541639316247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04280671609239328,0.0,0.5088110670181922,0.23,2.0,True,-1.0,5.466693878173814,0.0
5,200,27.85582995414734,42,False,True,time_limit,1.0,20.000000000000014,25.1920223236084,0.0,20,True,1.3714903344551357,10.844126558332071,21824469457.035122,-0.0019049420858011372,-0.46922109186246247,-0.005729421737646801,-1.899,0.003780764031227538,-1.6763102919570017e-05,-2.4336151755835034,-2.3163617994753993,0.0007815425480487726,0.023697139666244635,0.19250781977352918,0.0023506157468316633,0.7791046823979687,0.0015513224519078542,6.877415469276493e-06,4.0799069851715775e-12,1.6202895882638775e-11,0.6119623184204102,0.3333333432674408,0.6666666865348816,0.8571428656578064,0.4147727272727273,0.6931818181818182,0.13021411001682281,176,0.05000000000000004,0.010000000000000007,0.0,137,31,0.22627737226277372,31,20,20,414,-2.316361665725708,-2.0448209047317505,-1.9071374475955964,-4.631134510040283,-1.6524063348770142,2.316361665725708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09934001612217241,0.5304500606577188,0.0,0.0,25.1920223236084,,,5.192022323608384,0.0,0.0,0.30676328502415456,1.0,0.0,0.0,0.12871287128712872,0.2079207920792079,0.6633663366336634,0.12871287128712872,0.2079207920792079,0.6633663366336634,0.4974649995443047,0.8668868541717529,2.3024187088012695,0.06742174178361893,0.0,-0.15726259350776672,11.57669448852539,5.628781795501709,2.069012403488159,2.3024187088012695,-2.3024187088012695,0.0505,202,4000,-41.14384460449219,16.419687271118164,-39.88370895385742,11.836286544799805,-1.3835716247558594,0.04671553522348404,0.0,0,1.0,1.0,0.5139078947368432,9.764250000000015,31821254.786270767,1.0,0.0,0.28322429665999205,0.15879294781845574,0.44201724447844803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05775971989757854,0.0,0.49755605002259834,0.27,2.0,True,-1.0,5.192022323608384,0.0
6,200,29.019646406173706,42,False,True,time_limit,1.0,20.000000000000014,24.605493545532227,0.0,20,True,1.3501641029297173,11.285641546005772,22475495377.238304,-0.001813545069890701,-2185.515087163556,-0.0049304928340442545,-1.931,0.004673455509401609,-1.9912713096822363e-05,-2187.491785878704,-3.1304714564594547,8.290505035658469e-07,1.7807880987456358e-05,0.9990942125705768,2.253943193779321e-06,0.0008827442719590825,2.14317981014535e-06,9.10296914830893e-09,2.0746440676511213e-10,5.1085593567867785e-11,0.5318195819854736,0.3333333432674408,0.5,0.75,0.6470588235294118,0.8823529411764706,0.16573086380958557,119,0.05000000000000004,0.010000000000000007,0.0,82,31,0.3780487804878049,31,20,20,409,-3.1304712295532227,-3.047270894050598,-2.090067136287689,-6.288942813873291,-1.647139549255371,3.1304712295532227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696168937305809,0.507909061678793,0.0,0.0,24.605493545532227,,,4.605493545532212,0.0,0.0,0.15403422982885084,1.0,0.0,0.0,0.13768115942028986,0.2028985507246377,0.6594202898550725,0.13768115942028986,0.2028985507246377,0.6594202898550725,0.5045896735087945,0.861477318406105,2.3560397624969482,-0.010990212361017862,0.0,-0.19704929242531458,16.074377059936523,7.837783018747966,2.703519582748413,2.3560397624969482,-2.3560397624969482,0.0345,138,4000,-54.88283920288086,46.82654571533203,-47.60208002726237,12.433293024698893,-1.8568301598230998,0.07802288730939229,0.0,0,1.0,1.0,0.5881052631578941,11.174000000000003,37343913.58990755,1.0,0.0,0.29039467948834286,0.17070525841804587,0.4610999379063887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03895467722544696,0.0,0.506207838375587,0.21,1.0,True,-1.0,4.605493545532212,0.0
7,200,28.4877610206604,42,False,True,time_limit,1.0,20.000000000000014,24.364248275756836,0.0,20,True,1.3471191896848875,11.67511713527789,23485108197.674847,-0.0017386264983228804,-2240.5456344836966,-0.00519291064363932,-1.9255,0.004252796161464879,-1.5667367183012796e-05,-2242.5214608418205,-3.246796446285488,7.752983502455796e-07,1.9350868702320984e-05,0.9991170246978199,2.3156526481506536e-06,0.0008586300593243511,1.8964366724218754e-06,6.986482686993855e-09,5.389021451307485e-10,7.776642350909399e-11,0.5572500824928284,0.3333333432674408,0.5,0.800000011920929,0.5703703703703704,0.8222222222222222,0.15386401116847992,135,0.05000000000000004,0.010000000000000007,0.0,98,29,0.29591836734693877,29,20,20,425,-3.2467963695526123,-3.186654806137085,-1.9920585095882415,-5.475292205810547,-1.6324957609176636,3.2467963695526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07996528454985712,0.6428268746435777,0.0,0.0,24.364248275756836,,,4.364248275756822,0.0,0.0,0.18352941176470589,1.0,0.0,0.0,0.09395973154362416,0.18120805369127516,0.7248322147651006,0.09395973154362416,0.18120805369127516,0.7248322147651006,0.4971844797599111,0.8631469190120696,2.4170093536376953,0.05166585370898247,0.0,0.24692806601524353,1.6737060546875,1.0813642740249634,3.2967734336853027,2.4170093536376953,-2.4170093536376953,0.03725,149,4000,-54.27900695800781,60.94361877441406,-70.09551239013672,82.59461212158203,-2.3744122982025146,0.14637739956378937,0.0,0,1.0,1.0,0.5455526315789481,10.365500000000004,38010684.4701124,1.0,0.0,0.3513842258313598,0.1703986151142776,0.5217828409456372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043394820949593495,0.0,0.4954233295180602,0.17,1.0,True,-1.0,4.364248275756822,0.0
8,200,28.81058645248413,42,False,True,time_limit,1.0,20.000000000000014,24.876785278320312,0.0,20,True,1.3393140858809862,11.510893102830414,23057218425.72175,-0.0017686043163880885,-4.623406695824313,-0.0044282297312191405,-1.917,0.004159826468715253,-1.5343512089094214e-05,-6.606887965842253,-3.474232774884371,0.0002675218825455186,0.009118719008853436,0.6993437998423774,0.0006698210238789389,0.2899684480512292,0.000629369307240689,2.3208838748721558e-06,1.7690930317892928e-11,6.197820971720609e-11,0.6243532299995422,0.5,0.6666666865348816,0.8333333134651184,0.3904109589041096,0.726027397260274,0.12132135033607483,146,0.05000000000000004,0.010000000000000007,0.0,109,21,0.1926605504587156,21,20,20,432,-3.4742326736450195,-2.842032790184021,-2.1590356826782227,-7.277690410614014,-0.5011426210403442,3.4742326736450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09126598373913711,0.445520338979145,0.0,0.0,24.876785278320312,,,4.876785278320298,0.0,0.0,0.2361111111111111,1.0,0.0,0.0,0.12048192771084337,0.20481927710843373,0.6746987951807228,0.12048192771084337,0.20481927710843373,0.6746987951807228,0.4978312466031963,0.8586557149887084,2.389813184738159,0.015722882701084018,0.0555555559694767,-0.15976424887776375,4.748456716537476,2.2120745182037354,1.9731588959693909,2.389813184738159,-2.389813184738159,0.0415,166,4000,-54.50163650512695,43.264976501464844,-50.23991584777832,24.364405632019043,-2.8210465908050537,0.1402781382203102,0.0,0,1.0,1.0,0.5519473684210522,10.486999999999991,37028609.346086405,1.0,0.0,0.2877818299688607,0.16593493826192496,0.4537167682307858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060284435970370524,0.0,0.49790197451785206,0.28,2.0,True,-1.0,4.876785278320298,0.0
9,200,28.118000984191895,42,False,True,time_limit,1.0,20.000000000000014,24.59737377166748,8.499999999999986,20,True,1.3446853152483327,11.296465500574424,22739605904.46712,-0.001813420512715741,-547.412010053745,-0.003703492817067354,-1.9275,0.004122440073756618,0.0004876643713465583,-549.376644668368,-5.654721830175222,3.300841434212989e-06,5.755147123015026e-05,0.9964154655255402,6.741206717452829e-06,0.0035084922773468467,7.503809560622574e-06,9.448681704574275e-07,1.7783501060630869e-10,3.6252901791655736e-10,0.6309823393821716,0.5,0.6666666865348816,0.875,0.4796747967479675,0.6178861788617886,0.12043877691030502,123,0.05000000000000004,0.010000000000000007,0.0,92,14,0.15217391304347827,14,20,20,410,-5.654721736907959,-5.69165301322937,-2.0227476358413696,-10.600035667419434,-0.5989887118339539,5.654721736907959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053085191230691706,0.13014355264945815,0.0,0.0,24.59737377166748,,,4.597373771667467,0.05,0.05,0.23414634146341465,0.95,0.0,0.0,0.15172413793103448,0.30344827586206896,0.5448275862068965,0.15172413793103448,0.30344827586206896,0.5448275862068965,0.5037888871990964,0.863363990187645,2.414400339126587,0.10815548896789551,0.1538461595773697,0.2526642978191376,1.6775240898132324,1.0890121459960938,1.649232029914856,2.414400339126587,-2.414400339126587,0.03625,145,4000,-63.30076599121094,73.31394958496094,-88.35903930664062,103.41482543945312,-3.2936928272247314,0.09941814839839935,0.0,0,1.0,0.9977499999999995,0.6013684210526316,11.426000000000013,34650363.110409826,1.0,0.0,0.300972241692673,0.1713820373824805,0.47235427907515315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03161770128791654,0.0,0.5007712799280416,0.28,1.049999999999983,True,-1.0,4.597373771667467,0.0
10,200,26.73234987258911,42,False,True,time_limit,1.0,20.000000000000014,24.528045654296875,0.0,20,True,1.3781957290390858,10.882925382346983,21106475593.309414,-0.0019045556025541264,-986.0883674320306,-0.004755004832607807,-1.9255,0.004156158048705892,-1.9105496607381747e-05,-988.0656655445656,-3.2972828067643674,1.927551594733253e-06,4.5683564158146695e-05,0.9979945991823584,4.812417729241393e-06,0.0019487488790988971,4.209068880292237e-06,1.9336180263964146e-08,3.763389877509127e-10,8.243313323608111e-11,0.5702461004257202,0.5,0.5,0.75,0.5572519083969466,0.8320610687022901,0.1451909840106964,131,0.05000000000000004,0.010000000000000007,0.0,103,26,0.2524271844660194,26,20,20,401,-3.2972826957702637,-3.183060050010681,-2.374533867835999,-4.539621353149414,-1.5716373920440674,3.2972826957702637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006150518633415,0.2597460361892271,0.0,0.0,24.528045654296875,,,4.528045654296861,0.0,0.0,0.2169576059850374,1.0,0.0,0.0,0.12080536912751678,0.2684563758389262,0.610738255033557,0.12080536912751678,0.2684563758389262,0.610738255033557,0.4965865891541582,0.8672075152397156,2.2682140171527863,-0.012967574322829023,0.11011904943734407,-0.08514198660850525,5.276289656758308,2.550734721124172,2.748702645301819,2.2682140171527863,-2.2682140171527863,0.03725,149,4000,-47.75347900390625,43.38069534301758,-48.55976867675781,32.56057000160217,-4.631342113018036,0.15165555197745562,0.0,0,1.0,1.0,0.4732763157894727,8.992249999999988,35808940.04070023,1.0,0.0,0.25013687352184477,0.16368219627099742,0.41381906979284183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045138552088448636,0.0,0.4959357486295048,0.33,2.049999999999983,True,-1.0,4.528045654296861,0.0
