run_id,stage,episodes,seed,clip_range,min_active_samples,elapsed_sec,run_dir,reward_mean,reward_mean_std,value_loss,value_loss_std,policy_loss,policy_loss_std,value_clip_fraction,value_clip_fraction_std,skipped_update_count,skipped_update_count_std,active_ratio,active_ratio_std,active_samples,active_samples_std,skipped_update_ratio,active_samples_p10,active_samples_p50,nan_inf_count
stage2_ep2_s0_clip0p2_min64_20260115_232658,2,2,0,0.2,64,18.62225580215454,runs/stage2_ep2/clip0p2_min64/seed0/stage2_ep2_s0_clip0p2_min64_20260115_232658,0.12993896380066866,0.025899738903770498,6.019781227906545,0.8590931418880491,-0.0203643889833862,0.0016603469443089197,0.8160911684234937,0.14694927886583695,0.0,0.0,0.031,0.0021213203435596446,124.0,8.48528137423857,0.0,119.2,124.0,0
