episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,CP-EFT,-3.3922416105765585,-678.4483221153117,0.2,0.2,0.4663536776212832,0.7956204379562044,0.5736666666666667,0.3288333333333333,0.0975,0.0245790848179361,0.0576522708786617,0.4675088240784048,20.00000000000001,23.608772722880044,8.783333333333319,8.783333333333319,12.349999999999971,0.8,1.0,4.2061805427540116e-11,8.379788911383467e-11,0.6941564083099365,0.5,0.0935432612895965,,,,,342,0.0,0.0,0.0,311,51,0.1639871382636656,51,0.1031666666666666,3.44
1,EFT,-2.984616002128604,-596.9232004257208,0.1666666666666666,0.1666666666666666,0.4826498422712933,0.726027397260274,0.9385,0.0321666666666666,0.0293333333333333,0.0089459819419033,0.1454631210065593,0.8273667336500505,20.00000000000001,24.165685017903645,9.399999999999984,9.399999999999984,12.439999999999973,0.8333333333333334,1.0,1.3315677449554641e-07,2.1514723596433053e-11,0.6936814785003662,0.5,0.0952309221029281,,,,,368,0.0,0.0,0.0,326,63,0.1932515337423312,63,0.1008333333333333,3.265
1,Greedy,-1.6685400153373369,-235.2641421625645,0.4333333333333333,0.4333333333333333,0.8385093167701864,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.099999999999966,14.96376545588174,11.64615384615382,11.64615384615382,13.379999999999969,0.5666666666666667,0.0,0.0,0.0,0.777432918548584,0.4767441749572754,0.0643656924366951,,,,,722,0.0,0.0,0.0,696,156,0.2241379310344827,156,0.0,40.87943262411348
1,Local-Only,-2.112768526487105,-333.81742718496264,0.7666666666666667,0.7666666666666667,0.953968253968254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.79999999999996,16.3171125857035,7.326086956521732,7.326086956521732,11.689999999999973,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.0128691983122362,0.0
1,Random,-4.132673455780334,-826.5346911560669,0.0,0.0,0.1172741679873217,0.4958677685950413,0.0606666666666666,0.106,0.8333333333333334,0.6312304801365433,0.6074135700530977,0.9607974713212636,20.00000000000001,24.54903221130371,0.0,0.0,0.0,1.0,1.0,8.568035725353694e-10,1.1742090841315723e-10,0.5633016228675842,0.5,0.149070456624031,,,,,150,0.0,0.0,0.0,89,20,0.2247191011235955,20,0.0776666666666666,0.12
1,Static,-1.7651491407615232,-273.5981168180361,0.1333333333333333,0.1333333333333333,0.7288676236044657,0.0,0.221505376344086,0.7784946236559139,0.0,1.0,1.0,1.0,15.49999999999996,17.04318253199259,10.52499999999998,10.52499999999998,12.70999999999997,0.8666666666666667,0.0,0.0,0.0,0.5991869568824768,0.5,0.1301876902580261,,,,,617,0.0,0.0,0.0,589,219,0.3718166383701188,219,0.2167741935483871,32.329032258064515
2,CP-EFT,-2.291314227207591,-458.26284544151815,0.2,0.2,0.53198127925117,0.8181818181818182,0.6015,0.2741666666666666,0.1243333333333333,0.0271532020358957,0.0681385245568276,0.6091498483403015,20.00000000000001,25.0158229192098,8.81666666666665,8.81666666666665,11.299999999999976,0.8,1.0,1.3302499723977237e-07,1.2254953649093468e-11,0.6621156930923462,0.4850713014602661,0.1114813163876533,,,,,416,0.0,0.0,0.0,385,99,0.2571428571428571,99,0.169,3.66
2,EFT,-2.513986201874975,-502.797240374995,0.1333333333333333,0.1333333333333333,0.4800637958532695,0.7727272727272727,0.945,0.0288333333333333,0.0261666666666666,0.0056453289592863,0.1026423447142976,0.7604436626933404,20.00000000000001,24.69849974314372,8.439999999999985,8.439999999999985,9.97999999999998,0.8666666666666667,1.0,6.653805684209146e-08,1.817408203097504e-11,0.7168348431587219,0.5,0.0882546454668045,,,,,326,0.0,0.0,0.0,295,36,0.1220338983050847,36,0.1176666666666666,2.8
2,Greedy,-1.7271903111656617,-255.6241660525179,0.1666666666666666,0.1666666666666666,0.6699186991869919,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.799999999999963,16.499463558197014,11.619999999999974,11.619999999999974,14.339999999999964,0.8333333333333334,0.0,0.0,0.0,0.6665844917297363,0.5869841277599335,0.0980662703514099,,,,,636,0.0,0.0,0.0,595,183,0.307563025210084,183,0.0,39.898648648648646
2,Local-Only,-2.0188194862576543,-302.82292293864816,0.6666666666666666,0.6666666666666666,0.9208074534161492,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.999999999999964,15.85655940373736,8.249999999999986,8.249999999999986,11.659999999999975,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.2224444444444444,0.0
