episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,run_tag,config_overrides
42000,200,0.0305,0.9695,6.1,6.0,8.0,1.64,1.0,3.0,6.049999999999983,0.20125,1.0,4.7094017094017095,4.0,8.0,0.015,0.18,0.82,0.0,0.1119722073757349,1.0,0.051666666666666666,0.0,0.8,0.2,fat_high,DAG_FAT=0.8
42001,200,0.02975,0.97025,5.95,6.0,7.0,0.71,0.0,2.0,6.0,0.3145,1.0,5.769911504424779,5.0,10.0,0.005,0.18,0.82,0.0,0.1389666581827437,1.0,0.028333333333333332,0.0,0.75,0.25,fat_high,DAG_FAT=0.8
42002,200,0.02925,0.97075,5.85,6.0,7.100000000000001,0.69,0.0,2.0,5.049999999999983,0.221,1.0,5.526315789473684,5.0,9.700000000000003,0.005,0.195,0.805,0.0,0.12204424103737604,1.0,0.07666666666666666,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42003,200,0.03375,0.96625,6.75,7.0,8.0,0.82,0.0,2.0,7.049999999999983,0.175,1.0,4.946153846153846,5.0,8.0,0.02,0.135,0.865,0.0,0.12429530201342281,1.0,0.08,0.0,0.95,0.05,fat_high,DAG_FAT=0.8
42004,200,0.0325,0.9675,6.5,6.5,8.100000000000001,0.79,0.0,3.0,7.0,0.2735,1.0,5.390243902439025,5.0,10.799999999999997,0.015,0.185,0.815,0.0,0.14445628997867804,1.0,0.06333333333333334,0.0,0.8,0.2,fat_high,DAG_FAT=0.8
42005,200,0.029,0.971,5.8,6.5,7.100000000000001,0.66,0.0,1.0999999999999943,5.049999999999983,0.29425,1.0,5.155963302752293,5.0,10.0,0.015,0.175,0.825,0.0,0.11754732975416785,1.0,0.08666666666666667,0.0,0.75,0.25,fat_high,DAG_FAT=0.8
42006,200,0.03075,0.96925,6.15,6.0,8.0,0.725,0.0,2.0,5.0,0.40875,1.0,6.043859649122807,5.0,11.0,0.015,0.195,0.805,0.0,0.15609103078982597,1.0,0.055,0.0,0.7,0.3,fat_high,DAG_FAT=0.8
42007,200,0.0345,0.9655,6.9,7.0,8.0,0.83,0.0,3.0,6.0,0.209,1.0,5.99236641221374,6.0,10.0,0.03,0.22,0.78,0.0,0.1645367412140575,1.0,0.07,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42008,200,0.0305,0.9695,6.1,6.0,9.0,0.71,0.0,1.0,6.049999999999983,0.15425,1.0,4.7155172413793105,4.0,8.0,0.025,0.17,0.83,0.0,0.09868421052631579,1.0,0.06666666666666667,0.0,0.95,0.05,fat_high,DAG_FAT=0.8
42009,200,0.0295,0.9705,5.9,6.0,9.0,0.69,0.0,1.0999999999999943,4.0,0.3025,1.0,5.533333333333333,5.0,10.0,0.04,0.175,0.825,0.0,0.11501516683518706,1.0,0.051666666666666666,0.0,0.8,0.2,fat_high,DAG_FAT=0.8
42010,200,0.0315,0.9685,6.3,6.0,8.0,1.63,1.0,4.0,6.0,0.321,1.0,5.905982905982906,5.0,10.0,0.02,0.205,0.795,0.0,0.14271073533179607,1.0,0.04833333333333333,0.0,0.7,0.3,fat_high,DAG_FAT=0.8
42011,200,0.0305,0.9695,6.1,6.0,8.100000000000001,1.565,1.0,2.0999999999999943,5.0,0.275,1.0,5.955357142857143,5.0,10.0,0.03,0.165,0.835,0.0,0.14144235652615542,1.0,0.03,0.0,0.75,0.25,fat_high,DAG_FAT=0.8
42012,200,0.028,0.972,5.6,5.5,8.0,0.66,0.0,1.0999999999999943,5.0,0.24775,1.0,5.125,5.0,9.0,0.02,0.15,0.85,0.0,0.11679049034175334,1.0,0.075,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42013,200,0.03025,0.96975,6.05,6.5,8.0,1.595,1.0,2.0,6.049999999999983,0.27225,1.0,5.555555555555555,5.0,9.400000000000006,0.005,0.165,0.835,0.0,0.13782912412681353,1.0,0.08833333333333333,0.0,0.75,0.25,fat_high,DAG_FAT=0.8
42014,200,0.03,0.97,6.0,6.0,8.0,2.39,2.0,2.0,5.049999999999983,0.314,1.0,5.666666666666667,5.0,10.0,0.01,0.205,0.795,0.0,0.1361082737487232,1.0,0.051666666666666666,0.0,0.7,0.3,fat_high,DAG_FAT=0.8
42015,200,0.03025,0.96975,6.05,6.0,8.0,0.67,0.0,2.0999999999999943,5.0,0.17275,1.0,5.456896551724138,5.0,10.0,0.02,0.165,0.835,0.0,0.13174772848743987,1.0,0.03833333333333333,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42016,200,0.032,0.968,6.4,6.0,8.0,0.745,0.0,2.0,6.049999999999983,0.21875,1.0,5.297520661157025,5.0,9.0,0.02,0.18,0.82,0.0,0.12468322351748606,1.0,0.06166666666666667,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42017,200,0.032,0.968,6.4,6.5,8.0,1.66,1.0,3.0,6.0,0.13325,1.0,5.298387096774194,5.0,8.700000000000003,0.015,0.165,0.835,0.0,0.12420785804816223,1.0,0.065,0.0,0.95,0.05,fat_high,DAG_FAT=0.8
42018,200,0.033,0.967,6.6,7.0,8.100000000000001,0.785,0.0,2.0,6.049999999999983,0.29025,1.0,5.887096774193548,5.0,9.700000000000003,0.02,0.18,0.82,0.0,0.15567349001769018,1.0,0.02666666666666667,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42019,200,0.032,0.968,6.4,6.5,9.100000000000001,0.78,0.0,2.0,5.049999999999983,0.17325,1.0,5.305084745762712,5.0,8.299999999999997,0.04,0.155,0.845,0.0,0.12138141188420518,1.0,0.041666666666666664,0.0,0.9,0.1,fat_high,DAG_FAT=0.8
42020,200,0.03,0.97,6.0,6.0,8.0,0.68,0.0,1.0999999999999943,5.0,0.27325,1.0,5.517241379310345,5.0,11.0,0.005,0.18,0.82,0.0,0.13247213779128672,1.0,0.04,0.0,0.8,0.2,fat_high,DAG_FAT=0.8
42021,200,0.03025,0.96975,6.05,6.0,8.0,0.725,0.0,2.0,5.0,0.2755,1.0,6.072727272727272,6.0,10.100000000000009,0.035,0.17,0.83,0.0,0.1482371794871795,1.0,0.03,0.0,0.8,0.2,fat_high,DAG_FAT=0.8
42022,200,0.03075,0.96925,6.15,6.0,8.0,0.755,0.0,2.0,6.049999999999983,0.206,1.0,4.948717948717949,4.0,10.0,0.02,0.15,0.85,0.0,0.10626426578747147,1.0,0.08166666666666667,0.0,0.9,0.1,fat_high,DAG_FAT=0.8
42023,200,0.03325,0.96675,6.65,7.0,8.0,0.8,0.0,3.0,7.049999999999983,0.43375,1.0,6.4227642276422765,6.0,11.799999999999997,0.02,0.205,0.795,0.0,0.17615658362989323,1.0,0.03,0.0,0.7,0.3,fat_high,DAG_FAT=0.8
42024,200,0.0275,0.9725,5.5,5.0,7.0,0.645,0.0,2.0,5.0,0.4235,1.0,6.951456310679611,6.0,11.0,0.005,0.21,0.79,0.0,0.16449885233358838,1.0,0.045,0.0,0.65,0.35,fat_high,DAG_FAT=0.8
42025,200,0.03325,0.96675,6.65,7.0,8.100000000000001,0.805,0.0,3.0999999999999943,6.049999999999983,0.28125,2.0,5.536,5.0,10.0,0.03,0.205,0.795,0.0,0.14700399467376832,1.0,0.056666666666666664,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42026,200,0.0315,0.9685,6.3,6.0,8.0,0.745,0.0,2.0999999999999943,5.049999999999983,0.222,1.0,5.478632478632479,5.0,9.0,0.035,0.165,0.83,0.0,0.12005076142131979,1.0,0.09666666666666666,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
42027,200,0.03,0.97,6.0,5.5,8.0,0.73,0.0,2.0,7.0,0.3295,1.0,6.086206896551724,6.0,11.0,0.0,0.18,0.82,0.0,0.15093387178192832,1.0,0.03833333333333333,0.0,0.75,0.25,fat_high,DAG_FAT=0.8
42028,200,0.03475,0.96525,6.95,7.0,8.100000000000001,1.715,1.0,3.0,6.0,0.14575,1.0,5.383458646616542,5.0,10.0,0.03,0.16,0.84,0.0,0.14664545213471228,1.0,0.04,0.0,0.9,0.1,fat_high,DAG_FAT=0.8
42029,200,0.02825,0.97175,5.65,5.5,8.0,1.54,1.0,3.0,5.0,0.15875,1.0,5.081818181818182,5.0,8.100000000000009,0.005,0.175,0.825,0.0,0.10968087959238401,1.0,0.07,0.0,0.85,0.15,fat_high,DAG_FAT=0.8
