episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
291,105,10.786623477935791,42,True,False,all_finished,0.0,10.499999999999979,10.534752035140972,7.905555555555542,20,True,1.3629232872959387,11.039519614247503,22534671835.74703,-0.0018521811460958384,0.0,-0.018534967023240655,0.0,0.0002117504286254995,0.018547011410267576,-0.04004088119580666,-0.021282119356913366,0.03149665402331957,0.3342150581255196,0.0,0.3151902527974664,0.0,0.0036106342825216273,0.31548740077117293,0.0,0.0,0.0,0.0,0.0,0.7340179681777954,0.5,0.07241766899824142,0.25,0.800000011920929,0.9090909361839294,0.19603960396039605,0.41386138613861384,0.07707609981298447,505,0.0,0.0,0.0,503,111,0.220675944333996,111,20,20,398,-0.021282121539115906,-0.02204645425081253,0.1095167353749275,-0.3321063220500946,0.21763364970684052,0.05007914453744888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03280321773503093,0.00033045041815967186,0.0,0.0,10.534752035140972,,,0.03475203514099334,0.9,0.9,0.992462311557789,0.1,0.0,,0,0.758095238095238,0.0,0.0,0.005905511811023622,0.9645669291338582,0.02952755905511811,0.005905511811023622,0.9645669291338582,0.02952755905511811,0.4990363440009582,0.8659628510475158,0.5807657837867737,0.026741744950413704,0.28333333134651184,-0.21470864117145538,0.5994102358818054,0.0844157412648201,2.6760451793670654,0.5807657837867737,-0.5807657837867737,0.2419047619047619,508,2100,0.04968459904193878,1.152485966682434,-4.906007766723633,1.4266234636306763,-5.232113838195801,1.0248218774795532,0.5,0,1.0,1.0,0.5862155388471174,11.138095238095236,70092740.342254,1.0,0.3442857142857139,-0.028510312766894454,0.3023393100468525,0.273828997279958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01965373302646991,0.0,0.49965219944538103,19.752380952380953,35.0,False,0.0,0.0,0.0
292,114,10.886395931243896,42,True,False,all_finished,0.0,11.399999999999975,11.399999999999975,7.669999999999989,20,True,1.3513175583211214,11.529412553234192,23107642870.781876,-0.0018032368654349786,0.0,-0.02170972606327097,0.0,0.00016698762932506456,0.021020539756230475,-0.05173351972530175,-0.030545992339746357,0.024728312933894363,0.38699672406410646,0.0,0.2977118037525197,0.0,0.0023023682823164523,0.28826079096716306,0.0,0.0,0.0,0.0,0.0,0.7086194753646851,0.5,0.06298283487558365,0.20000000298023224,0.6666666865348816,0.9525238096714019,0.2060931899641577,0.5949820788530465,0.08870641142129898,558,0.0,0.0,0.0,558,134,0.24014336917562723,134,20,20,428,-0.03054598905146122,-0.02571417111903429,0.14538342356681808,-0.30384501814842224,0.2405156046152115,0.0663285031914711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04027764118903512,0.00019911337357442744,0.0,0.0,11.399999999999975,,,0.0,1.0,1.0,1.0,0.0,0.0,,0,0.7535087719298246,0.0,0.0,0.0071174377224199285,0.9661921708185054,0.026690391459074734,0.0071174377224199285,0.9661921708185054,0.026690391459074734,0.4968784575861308,0.8742313861846926,0.506921797990799,0.03399663884192705,0.20973198115825653,0.11135533265769482,0.7751672863960266,0.49843207001686096,1.3002330660820007,0.506921797990799,-0.506921797990799,0.24649122807017543,562,2280,-0.13285665214061737,1.4318314790725708,-5.408605337142944,1.9583351016044617,-5.253682374954224,1.0695114731788635,0.3692427724599838,0,1.0,1.0,0.4958910433979687,9.421929824561406,75892208.91788986,1.0,0.3131578947368421,0.014096037526692917,0.25420708620868615,0.26830312373537907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028220556796595974,0.0,0.49671293193752175,17.87719298245614,37.349999999999994,False,0.0,0.0,0.0
293,154,17.735257863998413,42,True,False,all_finished,0.0,15.399999999999961,16.389375181198112,12.016666666666639,20,True,1.3804690414373633,12.391796079603603,24400615890.280083,-0.0016519091889568936,0.0,-0.05165795626397758,0.0,0.0006798467383293659,0.0010726675983519763,-0.06361559071716048,-0.061863076380479616,0.025258415425247323,0.15757905562996444,0.0,0.789872789652998,0.0,0.010397395549612937,0.016892343742177456,0.0,0.0,0.0,0.0,0.0,0.4654223620891571,0.2838164329528809,0.050639763474464417,0.1428571492433548,0.37198880314826965,0.7148289084434509,0.6423076923076924,0.8128205128205128,0.20398269593715668,780,0.0,0.0,0.0,765,402,0.5254901960784314,402,20,20,437,-0.06186307594180107,-0.05800187401473522,-0.0035323168034665335,-0.178304523229599,0.024355242028832436,0.06247143819928169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020747232482660694,4.2400377654560965e-05,0.0,0.0,16.389375181198112,,,0.9893751811981506,0.3,0.3,0.8398169336384439,0.7,0.0,,0,0.7454545454545455,0.0,0.0,0.00510204081632653,0.9706632653061225,0.02423469387755102,0.00510204081632653,0.9706632653061225,0.02423469387755102,0.4883518319122723,0.8611670792102813,0.5453230142593384,0.05110901966691017,0.22857142984867096,0.037176717072725296,1.4533761739730835,0.7633194923400879,9.789361000061035,0.5453230142593384,-0.5453230142593384,0.2545454545454545,784,3080,-0.9398916363716125,0.8808496594429016,-6.646073818206787,1.1876232624053955,-5.687707424163818,1.0392292737960815,0.6285714507102966,0,1.0,1.0,0.6032467532467544,11.461688311688302,66774835.263509326,1.0,0.3678571428571434,-0.08369736194448084,0.3801161226484988,0.29641876070401757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010305725264226028,0.0,0.488262798721893,23.818181818181817,40.0,False,0.0,0.0,0.0
294,88,8.987468957901001,42,True,False,all_finished,0.0,8.799999999999985,8.799999999999985,6.9849999999999905,20,True,1.388495319825632,11.77097333266473,23478328789.366158,-0.0017325437454005531,0.0,-0.012587446580839245,0.0,0.00020280601046268121,0.03458351606894593,-0.04458884381781651,-0.009802521738408178,0.021827145579056552,0.3813367907308103,0.0,0.1585807167743726,0.0,0.002561043740745697,0.43569430317501484,0.0,0.0,0.0,0.0,0.0,0.8183172941207886,0.7106642127037048,0.07217104732990265,0.25,0.8571428656578064,0.9835232138633728,0.07231404958677685,0.09504132231404959,0.04577253386378288,484,0.0,0.0,0.0,484,68,0.14049586776859505,68,20,20,421,-0.009802521206438541,-0.015383850317448378,0.1996383011341094,-0.2369193434715271,0.3571985363960266,0.07533320784568787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347683215064156,0.0,0.0,0.0,8.799999999999985,,,0.0,1.0,1.0,1.0,0.0,0.0,,0,0.7221590909090909,0.0,0.0,0.010224948875255624,0.9713701431492843,0.018404907975460124,0.010224948875255624,0.9713701431492843,0.018404907975460124,0.4953451322609825,0.8692202568054199,0.5006739695866903,0.012828271836042404,0.18993710974852243,-0.12074306855599086,0.6616590221722921,0.2095857709646225,3.540170669555664,0.5006739695866903,-0.5006739695866903,0.2778409090909091,489,1760,0.6419215202331543,1.5576255321502686,-4.89951229095459,2.0427032311757407,-5.747344334920247,1.0518579681714375,0.3463413119316101,0,1.0,1.0,0.5334928229665067,10.136363636363656,71859010.74899773,1.0,0.38409090909090887,-0.005135674373694205,0.27942664153561764,0.27429096716192336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03026885349157698,0.0,0.4947924292344727,22.193181818181817,36.0,False,0.0,0.0,0.0
295,111,11.402477025985718,42,True,False,all_finished,0.0,11.099999999999977,11.257827024459818,7.868749999999988,20,True,1.3393778960007752,11.15351180507745,22502150509.702908,-0.0018415554244668913,0.0,-0.03926104470482396,0.0,0.00023943244627077357,0.016460478366226047,-0.06318444916925413,-0.04648453835675737,0.023046233559606718,0.27634435740662283,0.0,0.491334224341072,0.0,0.0030055095422877663,0.20626967515041053,0.0,0.0,0.0,0.0,0.0,0.6366488933563232,0.25773194432258606,0.06133326515555382,0.20000000298023224,0.8561151027679443,0.9594594836235046,0.44761904761904764,0.4587301587301587,0.13834843039512634,630,0.0,0.0,0.0,627,219,0.3492822966507177,219,20,20,417,-0.046484533697366714,-0.04815463721752167,0.0754111260175705,-0.1935892552137375,0.17857250571250916,0.06415103375911713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03722497303681024,0.000312636216721566,0.0,0.0,11.257827024459818,,,0.15782702445984143,0.8,0.8,0.9832134292565947,0.2,0.0,,0,0.7153153153153153,0.0,0.0,0.0031645569620253164,0.9636075949367089,0.03322784810126582,0.0031645569620253164,0.9636075949367089,0.03322784810126582,0.49150676234599583,0.855333000421524,0.4906703978776932,0.017341058235615492,0.24579787999391556,-0.015475166961550713,0.7494083940982819,0.35873839259147644,1.9812029004096985,0.4906703978776932,-0.4906703978776932,0.28468468468468466,632,2220,-0.5267375707626343,1.6970560550689697,-6.027310609817505,2.0849274396896362,-5.429842710494995,1.0012686848640442,0.34301722049713135,0,1.0,1.0,0.5878615457562828,11.169369369369363,71389181.70896292,1.0,0.2923423423423424,0.03526935084017383,0.24159794449789596,0.27686729533806975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02208184903996382,0.0,0.4915900945915161,19.054054054054053,33.0,False,0.0,0.0,0.0
296,79,8.372445583343506,42,True,False,all_finished,0.0,7.899999999999988,7.899999999999986,6.484999999999992,20,True,1.3629319051537596,11.372204798167775,22039817912.839725,-0.0017973058327367694,0.0,-0.006630446192008499,0.0,0.00021262378443570265,0.041983252779938224,-0.02986998219987344,0.012325894364500555,0.024939738244789834,0.29753623351788705,0.0,0.09200526113191225,0.0,0.0029516180286438746,0.582567149076767,0.0,0.0,0.0,0.0,0.0,0.9019724130630493,0.6666666865348816,0.08634030818939209,0.3333333432674408,0.95652174949646,0.9924868404865265,0.0883054892601432,0.12171837708830549,0.02500263601541519,419,0.0,0.0,0.0,419,8,0.01909307875894988,8,20,20,411,0.012325895018875599,-0.0061374083161354065,0.21665972024202285,-0.33434492349624634,0.5217150449752808,0.06943163275718689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03426197679764539,0.0002786381062279094,0.0,0.0,7.899999999999986,,,0.0,1.0,1.0,1.0,0.0,0.0,,0,0.7348101265822785,0.0,0.0,0.0,0.964200477326969,0.03579952267303103,0.0,0.964200477326969,0.03579952267303103,0.4814214064257437,0.8521925359964371,0.5229789912700653,0.025785664251695078,0.25803832213083905,0.10235366163154443,0.7904426256815592,0.4970519741376241,4.089052836100261,0.5229789912700653,-0.5229789912700653,0.26518987341772154,419,1580,1.0979617834091187,1.3664909601211548,-4.492561022440593,1.9992563327153523,-5.368340492248535,1.0560190478960674,0.35889746248722076,0,1.0,1.0,0.5864090606262478,11.141772151898746,67920501.8850335,1.0,0.46075949367088587,-0.07172893267941637,0.34514492508245215,0.27341599240303577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02144223017512806,0.0,0.48147908517312776,23.60759493670886,40.099999999999994,False,0.0,0.0,0.0
297,149,15.778019905090332,42,True,False,all_finished,0.0,14.899999999999963,15.365568027496314,9.646153846153826,20,True,1.375192790136846,11.696747360028745,22582512119.26686,-0.001748659333726849,0.0,-0.027432310473960445,0.0,0.0004588187284338959,0.00700376649466645,-0.03607401631123322,-0.02861143108813268,0.040150697255668,0.1582701776127263,0.0,0.6298690497456982,0.0,0.010536058761850688,0.1611740166240569,0.0,0.0,0.0,0.0,0.0,0.603526771068573,0.5,0.060297880321741104,0.1666666716337204,0.6019053757190704,0.7530793696641922,0.43808049535603716,0.8622291021671826,0.12654533982276917,646,0.0,0.0,0.0,637,247,0.3877551020408163,247,20,20,424,-0.028611432760953903,-0.031056063249707222,-0.0005422044661827386,-0.17840476334095,0.22895486652851105,0.03944561630487442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015434670572284719,2.2069687270938404e-05,0.0,0.0,15.365568027496314,,,0.4655680274963512,0.65,0.65,0.9245283018867925,0.35,0.0,,0,0.7825503355704698,0.0,0.0,0.0030864197530864196,0.970679012345679,0.026234567901234566,0.0030864197530864196,0.970679012345679,0.026234567901234566,0.4791697907669436,0.8471603691577911,0.47749513387680054,0.06114792823791504,0.1785714328289032,0.1408243328332901,1.2085634469985962,0.7446284294128418,3.7893433570861816,0.47749513387680054,-0.47749513387680054,0.2174496644295302,648,2980,-0.4547477662563324,0.9692779779434204,-5.05482816696167,1.2138421535491943,-4.549686908721924,1.0845612287521362,0.5178571343421936,0,1.0,1.0,0.6539385376192159,12.42483221476512,62615077.29160578,1.0,0.34261744966442953,-0.030675057464401297,0.340070986040986,0.3093959285765847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006893046503545595,0.0,0.47935019952304436,20.100671140939596,35.599999999999994,False,0.0,0.0,0.0
298,122,12.808520793914795,42,True,False,all_finished,0.0,12.199999999999973,12.37890511512754,8.806249999999984,20,True,1.366999805464297,10.885999523084637,21745137052.863487,-0.0018693161613432838,0.0,-0.0146130659069431,0.0,0.0002055742940302595,0.008616271397079022,-0.03239118003777842,-0.023569334346668996,0.045337728504984416,0.38584632075463093,0.0,0.35442009672582264,0.0,0.004999915379023793,0.2093959386355381,0.0,0.0,0.0,0.0,0.0,0.740044355392456,0.6666666865348816,0.06848868727684021,0.20000000298023224,0.75,0.8152866363525391,0.06500956022944551,0.11854684512428298,0.06817568838596344,523,0.0,0.0,0.0,520,120,0.23076923076923078,120,20,20,412,-0.02356933429837227,-0.017315384931862354,0.0389631963334975,-0.20245815813541412,0.11270789802074432,0.03258315473794937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02518810268432548,0.0,0.0,0.0,12.37890511512754,,,0.17890511512756824,0.8,0.8,0.9805825242718447,0.2,0.0,,0,0.784016393442623,0.0,0.0,0.007590132827324478,0.9715370018975332,0.020872865275142316,0.007590132827324478,0.9715370018975332,0.020872865275142316,0.4842527115700688,0.8663265109062195,0.5884566704432169,-0.0010429387912154198,0.2385494907697042,-0.005634859825174014,1.31299885114034,0.6502761046091715,3.6344221035639444,0.5884566704432169,-0.5884566704432169,0.21598360655737706,527,2440,-0.3771837055683136,1.0667381286621094,-5.08798344930013,0.9676958719889323,-4.819548765818278,1.0857609113057454,0.6169782479604086,0,1.0,1.0,0.6934426229508193,13.175409836065572,73346040.9790451,1.0,0.4811475409836067,-0.1224653168041656,0.38073330858236576,0.2582679917782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01590879796949201,0.0,0.4846041262558219,21.401639344262296,37.0,False,0.0,0.0,0.0
299,100,10.913923025131226,42,True,False,all_finished,0.0,9.99999999999998,10.115225028991679,8.336842105263143,20,True,1.3501292634184328,11.846195571799468,23917305650.76436,-0.0017137501122478104,0.0,-0.015950131867176146,0.0,0.00020953550137256725,0.020783993079680943,-0.03514978314977753,-0.014156254568723993,0.030520131964402123,0.3114059671953604,0.0,0.2840554909124579,0.0,0.0037425532595093533,0.3702758566682702,0.0,0.0,0.0,0.0,0.0,0.7669827938079834,0.6666666865348816,0.0674283504486084,0.25,0.801980197429657,0.8390804529190063,0.0856610800744879,0.148975791433892,0.059404585510492325,537,0.0,0.0,0.0,535,111,0.20747663551401868,111,20,20,433,-0.014156253077089787,-0.017775028944015503,0.15945573672652244,-0.2868775725364685,0.4460913836956024,0.05261870473623276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029935372294328126,0.0001113239504337245,0.0,0.0,10.115225028991679,,,0.11522502899169851,0.9,0.9,0.9861431870669746,0.1,0.0,,0,0.73,0.0,0.0,0.005555555555555556,0.9722222222222222,0.022222222222222223,0.005555555555555556,0.9722222222222222,0.022222222222222223,0.4822798471526997,0.8575983524322509,0.47763049602508545,0.03809511661529541,0.20000000298023224,-0.09812847524881363,0.6376470327377319,0.22021739184856415,5.143743515014648,0.47763049602508545,-0.47763049602508545,0.27,540,2000,0.3694019615650177,1.0820175409317017,-4.481191635131836,1.23451828956604,-5.006226062774658,0.9401991963386536,0.4571428596973419,0,1.0,1.0,0.5570000000000006,10.583000000000006,66815260.06363435,1.0,0.5320000000000001,-0.10183859488112627,0.37405715059092887,0.2722185557098024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01748590117035365,0.0,0.48175353385973724,24.75,39.05,False,0.0,0.0,0.0
300,105,10.746674060821533,42,True,False,all_finished,0.0,10.499999999999979,10.542929697036723,7.749999999999988,20,True,1.3971195988662448,11.646030358316668,22659002194.478737,-0.001763875788286521,0.0,-0.0212283570861735,0.0,0.0001775169504196941,0.021453200557669336,-0.037951506420707,-0.016320788912617814,0.029601758124683415,0.2510498756078208,0.0,0.35625903820572286,0.0,0.0029868615294430362,0.3601024665323299,0.0,0.0,0.0,0.0,0.0,0.7209335565567017,0.5388889074325564,0.062287587672472,0.1666666716337204,0.800000011920929,0.8872180581092834,0.3193430656934307,0.4835766423357664,0.08134954422712326,548,0.0,0.0,0.0,548,134,0.24452554744525548,134,20,20,419,-0.016320791095495224,-0.021808618679642677,0.19107824862003323,-0.17841856181621552,0.23098239302635193,0.0525970384478569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023694091502496253,0.0,0.0,0.0,10.542929697036723,,,0.042929697036743875,0.9,0.9,0.9952267303102625,0.1,0.0,,0,0.7376190476190476,0.0,0.0,0.0054446460980036296,0.9764065335753176,0.018148820326678767,0.0054446460980036296,0.9764065335753176,0.018148820326678767,0.48271490731568584,0.8380321860313413,0.506067156791687,0.05040041357278824,0.14754098653793335,0.04962313547730446,0.6466052532196045,0.37241965532302856,1.308544635772705,0.506067156791687,-0.506067156791687,0.2623809523809524,551,2100,0.20001904666423798,1.3545030355453491,-4.45247220993042,1.8311575651168823,-4.7115254402160645,0.8784642219543457,0.2786885201931,0,1.0,1.0,0.5716290726817038,10.860952380952378,73030239.26114479,1.0,0.3614285714285716,0.010469552309819954,0.29075972977055964,0.30122928208037963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014959273546246972,0.0,0.4826595637450616,21.20952380952381,36.8,False,0.0,0.0,0.0
301,81,8.116069555282593,42,True,False,all_finished,0.0,8.099999999999987,8.099999999999989,6.339999999999994,20,True,1.3188240255672936,10.71726267406603,22444964692.275673,-0.001906585621138605,0.0,-0.007157214208029303,0.0,0.00022645125843962296,0.0386714460523204,-0.023805984488085064,0.015091912822674986,0.030405775471462754,0.2351048658544818,0.0,0.11414155535303992,0.0,0.003624749928094893,0.6167230533929207,0.0,0.0,0.0,0.0,0.0,0.8883310556411743,0.6666666865348816,0.08307362347841263,0.3333333432674408,0.9577465057373047,0.9841008067131043,0.09443099273607748,0.1162227602905569,0.02807430364191532,413,0.0,0.0,0.0,413,14,0.03389830508474576,14,20,20,402,0.015091913752257824,-0.011581250466406345,0.25153791904449463,-0.2788594961166382,0.2879039943218231,0.058124564588069916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030211945943182886,5.0223920591007014e-05,0.0,0.0,8.099999999999989,,,1.7763568394002505e-15,1.0,1.0,1.0,0.0,0.0,,0,0.7432098765432099,0.0,0.0,0.007211538461538462,0.9711538461538461,0.021634615384615384,0.007211538461538462,0.9711538461538461,0.021634615384615384,0.49060935878139916,0.8357515573501586,0.3759526491165161,0.0058765994850546125,0.16129466891288757,0.031448514107614754,0.7976450085639953,0.42989508509635926,3.5562023639678957,0.3759526491165161,-0.3759526491165161,0.25679012345679014,416,1620,1.0312803983688354,1.1601319313049316,-3.612807559967041,1.6236451148986817,-3.99395694732666,0.7049730896949769,0.7495058298110961,0,1.0,1.0,0.5415204678362565,10.288888888888875,64445957.518176444,1.0,0.5086419753086424,-0.0638424520634835,0.34958421181934246,0.28574175975585897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014742184658917084,0.0,0.48997553843404107,22.839506172839506,37.0,False,0.0,0.0,0.0
302,129,13.298468112945557,42,True,False,all_finished,0.0,12.89999999999997,13.335478668212872,9.121428571428554,20,True,1.3539765998579605,11.139325184932353,21955208080.796516,-0.001838571477123115,0.0,-0.03402882634877797,0.0,0.000401309672283807,0.008236381247211662,-0.03985089638978263,-0.031213205470287345,0.03790377439626385,0.08212334018663249,0.0,0.7015343014631948,0.0,0.008277041018398955,0.1701615429355099,0.0,0.0,0.0,0.0,0.0,0.5930001139640808,0.3541666567325592,0.056094691157341,0.147619053721429,0.6190476417541504,0.8870967626571655,0.4717285945072698,0.5993537964458805,0.14183259010314941,619,0.0,0.0,0.0,615,232,0.3772357723577236,232,20,20,417,-0.03121320530772209,-0.037074245512485504,0.028037803620099958,-0.17849242687225342,0.2164584994316101,0.042652830481529236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008856517316874495,0.0,0.0,0.0,13.335478668212872,,,0.4354786682129017,0.65,0.65,0.9232613908872902,0.35,0.0,,0,0.7593023255813953,0.0,0.0,0.00322061191626409,0.9822866344605475,0.014492753623188406,0.00322061191626409,0.9822866344605475,0.014492753623188406,0.4825792714822082,0.855955770611763,0.40491804480552673,0.052121181041002274,0.21666666865348816,0.1631176620721817,2.6132757663726807,1.469350814819336,16.240161895751953,0.40491804480552673,-0.40491804480552673,0.24069767441860465,621,2580,-0.6357359886169434,0.8827787041664124,-3.938347578048706,0.7208264470100403,-3.190398931503296,0.6692875623703003,0.4333333373069763,0,1.0,1.0,0.5643002855977148,10.721705426356591,67199012.59233905,1.0,0.3127906976744184,-0.013893724674307127,0.29888288316997325,0.2849891584956659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003983498563881911,0.0,0.48277656360612387,21.015503875968992,39.599999999999994,False,0.0,0.0,0.0
303,126,13.706266164779663,42,True,False,all_finished,0.0,12.599999999999971,12.816250371932961,9.293333333333315,20,True,1.33840093649447,11.15859016615869,22720487636.617867,-0.0018350619332656878,0.0,-0.02275427163254883,0.0,0.0004326321088805572,0.007983778184384211,-0.027148146968838764,-0.018731736675574154,0.05157088905111004,0.07191053321836227,0.0,0.6394650755534462,0.0,0.0121591681793938,0.22489433399768766,0.0,0.0,0.0,0.0,0.0,0.6736029386520386,0.5559290170669556,0.05876781791448593,0.1666666716337204,0.6785714030265808,0.8095238208770752,0.37796610169491524,0.511864406779661,0.09718772768974304,590,0.0,0.0,0.0,584,180,0.3082191780821918,180,20,20,424,-0.01873173378407955,-0.021961216814815998,0.02564920438453555,-0.17848458886146545,0.17657335102558136,0.030250396579504013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00623882272220849,0.0,0.0,0.0,12.816250371932961,,,0.2162503719329898,0.75,0.75,0.9528301886792453,0.25,0.0,,0,0.7658730158730159,0.0,0.0,0.0,0.9847457627118644,0.015254237288135594,0.0,0.9847457627118644,0.015254237288135594,0.4858219005539976,0.8518852829933166,0.5299233198165894,0.018550566358802218,0.2485355039437612,0.08788827310005824,0.6017324527104696,0.38822460174560547,3.1821172634760537,0.5299233198165894,-0.5299233198165894,0.23412698412698413,590,2520,-0.20376212894916534,0.6350088715553284,-3.751156489054362,0.9245641032854716,-3.7250194549560547,0.7010366717974345,0.6062804559866587,0,1.0,1.0,0.6576858813700925,12.496031746031743,61483256.7484004,1.0,0.40952380952380973,-0.1246107551878477,0.3774380996699212,0.2528273444820734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025588134030242,0.0,0.485741324911526,22.428571428571427,38.0,False,0.0,0.0,0.0
