episode,steps,physical_steps,decision_steps,active_decision_ratio,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_prog,mean_r_prog,r_interf,r_risk,r_illegal,r_pbrs,r_term,mean_r_term,r_step,mean_cost_power,mean_cost_trust,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_prog_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,v2v_link_break_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,mode_aux_loss,mode_aux_acc,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,best_mode_compare_rate,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,mode_match_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p50,action_regret_p95,oracle_match_rate_on_task,action_regret_mean_on_task,target_match_within_mode_rate,target_regret_within_mode_mean,oracle_local_chosen_local_rate,oracle_local_chosen_rsu_rate,oracle_local_chosen_v2v_rate,oracle_rsu_chosen_local_rate,oracle_rsu_chosen_rsu_rate,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_local_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,oracle_v2v_chosen_rsu_count,oracle_v2v_chosen_rsu_adv_mean,oracle_v2v_chosen_rsu_ret_mean,oracle_v2v_chosen_rsu_rew_mean,oracle_v2v_chosen_v2v_count,oracle_v2v_chosen_v2v_adv_mean,oracle_v2v_chosen_v2v_ret_mean,oracle_v2v_chosen_v2v_rew_mean,oracle_rsu_chosen_rsu_count,oracle_rsu_chosen_rsu_adv_mean,oracle_rsu_chosen_rsu_ret_mean,oracle_rsu_chosen_rsu_rew_mean,oracle_rsu_chosen_v2v_count,oracle_rsu_chosen_v2v_adv_mean,oracle_rsu_chosen_v2v_ret_mean,oracle_rsu_chosen_v2v_rew_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
65,5,5,100,20.0,1.8812055587768555,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.004234847612679005,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,133,0.004234847612679005,0.0030931741930544376,0.010606296919286249,-0.000669624365400523,0.012337328866124153,0.0045026978477835655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6766917293233082,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.1,0.85,0.05,0.1,0.5552259991566341,0.90260471701622,1.1464457988739014,0.001452178554609418,0.06999999955296517,-0.0009668379556387663,1.1178128480911256,0.0002423994999844581,0.0003796366625465453,0.0,0.0,0.535322082042694,35.41635449072118,1.1464457988739014,-1.1464457988739014,1.0,1.0,100,100,-0.008539530448615551,0.03585148602724075,0.017152991518378256,0.03592285066843033,0.02370857894420624,0.02165517620742321,0.556000006198883,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5082838998734951,0.0,0.0,False,0.0,0.0,0.0
66,5,5,100,20.0,2.060513496398926,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.006515379995107651,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,128,0.006515379995107651,0.0032259130384773016,0.01802338510751724,-0.00025619787629693747,0.021190116181969643,0.0066178590059280396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.6953125,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.76,0.09,0.15,0.76,0.09,0.15,0.5761573814476529,0.8783746480941772,1.1234456300735474,0.010567187052220105,0.0739999994635582,0.0003314633388072252,0.8620341897010804,0.000244653903064318,0.00042644288623705506,0.0,0.0,0.4092154026031494,11.078081560232295,1.1234456300735474,-1.1234456300735474,1.0,1.0,100,100,0.002929512644186616,0.04526549577713013,0.025930851325392724,0.050322599709033966,0.02158179394900799,0.024085377901792528,0.5300000071525574,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182777715474367,0.8,3.1999999999999993,False,0.0,0.0,0.0
67,5,5,100,20.0,1.8723950386047363,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.005059076473116875,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,130,0.005059076473116875,0.003891098080202937,0.009502599947154522,0.0020930729806423187,0.010587331838905811,0.005059076473116875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.7230769230769231,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.83,0.07,0.1,0.83,0.07,0.1,0.564047007876284,0.9114260911941529,1.1278146505355835,-0.00370900584384799,0.07400000095367432,-0.012086717505007982,0.9322672843933105,0.000262821456999518,0.0003856587456539273,0.0,0.0,0.43181519508361815,35.353428224160254,1.1278146505355835,-1.1278146505355835,1.0,1.0,100,100,0.003434947691857815,0.03348222002387047,0.01799878552556038,0.03763410672545433,0.0235266188159585,0.0238646287471056,0.6699999988079071,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108879913389682,0.0,0.0,False,0.0,0.0,0.0
68,10,10,200,20.0,4.875172138214111,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.9999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0007293153321370482,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,195,-0.0007293153321370482,0.003062764066271484,0.018192952126264563,-0.03331699222326279,0.021855589002370834,0.012986655347049236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.676923076923077,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.77,0.13,0.1,0.77,0.13,0.1,0.5814341753721237,0.9141046553850174,1.1430142641067504,-0.008792157517746091,0.06399999931454659,-0.00038833307044114915,0.8933873772621155,0.00024377330555580556,0.00033632085542194544,0.0,0.0,0.4237351894378662,19.37130006356184,1.1430142641067504,-1.1430142641067504,1.0,1.0,200,200,0.01938348077237606,0.059211909770965576,0.008941367641091347,0.06552195399999619,-0.005562122981064022,0.026376236602663992,0.36600000262260435,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5187298603355884,1.2,3.0,False,0.0,0.0,0.0
69,5,5,100,20.0,1.6616885662078857,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.008454243652522564,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,127,0.008454243652522564,0.004143988247960806,0.02436377555131912,-0.0009441549773328006,0.02867259830236435,0.008831906132400036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.15,0.15,0.7244094488188977,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.73,0.16,0.11,0.73,0.16,0.11,0.596610879180608,0.927104091644287,1.1254690647125245,-0.009855792461894452,0.08200000002980232,0.008762676871265284,0.7237037539482116,0.00022341354633681476,0.00035100001259706913,0.0,0.0,0.34839252233505247,6.770299643861506,1.1254690647125245,-1.1254690647125245,1.0,1.0,100,100,-0.0033876746892929077,0.05212734267115593,0.035315632820129395,0.06019019111990929,0.036532261967659,0.030408469960093498,0.29399999380111697,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5260849373787642,0.2,0.7999999999999998,False,0.0,0.0,0.0
70,12,12,240,20.0,6.187114238739014,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.2,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0027580710593611,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,205,-0.0027580710593611,-0.0005376842964324169,0.01076811370439827,-0.04109068959951401,0.013898452743887901,0.008618851192295551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.7219512195121951,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.6625,0.13333333333333333,0.20416666666666666,0.6625,0.13333333333333333,0.20416666666666666,0.5780227210050748,0.8948883414268494,1.1744227409362793,0.016953570768237114,0.09583333283662795,0.0023344551038462667,0.8386884570121765,0.00021133599511813372,0.00026897267962340267,0.0,0.0,0.39843047261238096,8.85681358282424,1.1744227409362793,-1.1744227409362793,1.0,1.0,240,240,-0.014140937477350235,0.06989843398332596,0.004589045606553555,0.07736209034919739,0.006826030078809708,0.034494245797395705,0.3749999970197678,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263326683392128,1.9166666666666667,5.349999999999998,False,0.0,0.0,0.0
71,10,10,200,20.0,4.853126764297485,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.9999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0009575067088007927,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,195,-0.0009575067088007927,0.003965763142332435,0.013961893413215873,-0.035729698836803436,0.015263300389051437,0.012316741980612278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.5948717948717949,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.72,0.105,0.175,0.72,0.105,0.175,0.518208319720413,0.8997272253036499,1.20953049659729,0.007977578975260257,0.07500000149011612,-0.005027735233306884,0.8667733430862427,0.0001725624519167468,0.00023353139986284077,0.0,0.0,0.4043715298175812,13.673256282473002,1.20953049659729,-1.20953049659729,1.0,1.0,200,200,0.0003587236860767007,0.04824180155992508,0.00538801122456789,0.05224393382668495,0.0036257082829251885,0.039229866862297055,0.3749999970197678,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050983295217156,0.4,1.549999999999999,False,0.0,0.0,0.0
72,16,16,320,20.0,9.533572435379028,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.6000000000000003,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.005809359718114138,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,274,-0.005809359718114138,-0.003649993217550218,0.009018701035529375,-0.047379687428474426,0.01094070915132761,0.00958659965544939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.7007299270072993,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.5625,0.190625,0.246875,0.5625,0.190625,0.246875,0.5604839812964201,0.8955736607313153,1.141545057296753,0.008897643769159913,0.13359375,0.007719350978732109,0.8361082196235656,0.00020223592291586102,0.0003077208471950144,0.0,0.0,0.4031976342201233,13.365196977952134,1.141545057296753,-1.141545057296753,1.0,1.0,320,320,-0.019049838185310364,0.06555643677711487,-0.02384318932890892,0.07579860538244247,-0.01652209567837417,0.026467666774988175,0.40390625,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264617418171837,4.3125,8.0,False,0.0,0.0,0.0
73,5,5,100,20.0,2.0302093029022217,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0035265155602246523,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,134,0.0035265155602246523,0.003082569222897291,0.009815077297389507,-0.0022636360954493284,0.010807134211063385,0.004431969951838255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6791044776119403,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.57,0.19,0.24,0.57,0.19,0.24,0.4976038400863492,0.8489085018634795,1.3537390232086182,0.008012423466425389,0.15999999791383743,-0.01092536561191082,1.4774572134017945,0.00030106271733529864,0.0002666378801222891,0.0,0.0,0.7010128140449524,34.537527799303376,1.3537390232086182,-1.3537390232086182,1.0,1.0,100,100,0.018970344215631485,0.04153263941407204,0.012744827196002007,0.03766870051622391,0.0006822178140282631,0.04008342772722244,0.6120000064373017,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49896965123713016,2.0,4.0,False,0.0,0.0,0.0
74,5,5,100,20.0,1.9434702396392822,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.004204966593533754,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,129,0.004204966593533754,0.0031867821235209703,0.010951338242739438,-0.0013615433126688004,0.012328378856182098,0.004749584011733532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.689922480620155,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.42,0.29,0.29,0.42,0.29,0.29,0.524526519765114,0.906003549695015,1.3596388816833496,0.00685868770815432,0.07400000020861626,-0.002328860283159884,1.1408022880554198,0.0002781592251267284,0.0003173427830915898,0.0,0.0,0.5411775588989258,31.67364189572706,1.3596388816833496,-1.3596388816833496,1.0,1.0,100,100,0.01946849189698696,0.035157911479473114,0.014894922450184821,0.03692486509680748,0.006452294817427174,0.027547289431095124,0.685999995470047,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142253814637661,1.8,4.3999999999999995,False,0.0,0.0,0.0
75,13,13,260,20.0,8.847769260406494,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.3,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.014483330771327019,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,194,-0.014483330771327019,-0.013840913772583008,0.018178242817521086,-0.04983752220869064,0.021885354071855545,0.020266743376851082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.15,0.15,0.6443298969072165,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.4346153846153846,0.2692307692307692,0.29615384615384616,0.4346153846153846,0.2692307692307692,0.29615384615384616,0.5893705979901918,0.9432237565517425,1.2603055715560914,0.00899109006859362,0.07578125,-0.0034798456355929373,0.8460991382598877,0.00018271849548909814,0.00020572178182192146,0.0,0.0,0.394557911157608,6.170876526959215,1.2603055715560914,-1.2603055715560914,1.0,1.0,260,260,-0.04557498171925545,0.13702523708343506,-0.06322504505515099,0.1527739942073822,-0.043252895772457126,0.03396929353475571,0.4453125,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505287611713776,5.230769230769231,10.0,False,0.0,0.0,0.0
76,12,12,240,20.0,5.546424627304077,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.2,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0014539831317961216,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,191,-0.0014539831317961216,0.004060653038322926,0.01726549034938216,-0.047655608505010605,0.017816605046391487,0.012930856086313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.15,0.15,0.8010471204188482,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.4708333333333333,0.19583333333333333,0.3333333333333333,0.4708333333333333,0.19583333333333333,0.3333333333333333,0.6131546502624909,0.9162510693073271,1.2282499551773072,0.004761263076215982,0.08583333343267441,0.014217595104128122,1.0744715690612794,0.00019218187953811138,0.00026772890414576976,0.0,0.0,0.5271184206008911,18.02373946393546,1.2282499551773072,-1.2282499551773072,1.0,1.0,240,240,0.044685568660497665,0.0634358748793602,0.0038011676631867887,0.07222340404987335,-0.01958667142316699,0.04123273566365242,0.5683333322405815,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598776690972348,7.833333333333333,11.45,False,0.0,0.0,0.0
