episode,steps,physical_steps,decision_steps,active_decision_ratio,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_prog,mean_r_prog,r_interf,r_risk,r_illegal,r_pbrs,r_term,mean_r_term,r_step,mean_cost_power,mean_cost_trust,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_prog_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,v2v_link_break_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,mode_aux_loss,mode_aux_acc,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,best_mode_compare_rate,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,mode_match_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p50,action_regret_p95,oracle_match_rate_on_task,action_regret_mean_on_task,target_match_within_mode_rate,target_regret_within_mode_mean,oracle_local_chosen_local_rate,oracle_local_chosen_rsu_rate,oracle_local_chosen_v2v_rate,oracle_rsu_chosen_local_rate,oracle_rsu_chosen_rsu_rate,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_local_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,oracle_v2v_chosen_rsu_count,oracle_v2v_chosen_rsu_adv_mean,oracle_v2v_chosen_rsu_ret_mean,oracle_v2v_chosen_rsu_rew_mean,oracle_v2v_chosen_v2v_count,oracle_v2v_chosen_v2v_adv_mean,oracle_v2v_chosen_v2v_ret_mean,oracle_v2v_chosen_v2v_rew_mean,oracle_rsu_chosen_rsu_count,oracle_rsu_chosen_rsu_adv_mean,oracle_rsu_chosen_rsu_ret_mean,oracle_rsu_chosen_rsu_rew_mean,oracle_rsu_chosen_v2v_count,oracle_rsu_chosen_v2v_adv_mean,oracle_rsu_chosen_v2v_ret_mean,oracle_rsu_chosen_v2v_rew_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
31,5,5,100,20.0,2.206098794937134,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.004168652929365635,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,138,0.004168652929365635,0.0032688751816749573,0.010892226640135049,-0.0027392825577408075,0.01220652274787426,0.005264365579932928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6376811594202898,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.59,0.18,0.23,0.59,0.18,0.23,0.5392080809830165,0.8624616861343384,1.5556150913238525,0.007547382253687829,0.03799999952316284,0.0017869004514068365,3.53143253326416,0.0011952436878345906,0.0007625918253324926,0.0,0.0,1.7373708724975585,132.22393643753603,1.5556150913238525,-1.5556150913238525,1.0,1.0,100,100,0.011739620007574558,0.057550959289073944,0.017650512233376502,0.037173906713724135,0.03734307549893856,0.05252510383725166,0.8820000052452087,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5160753132030368,2.2,7.599999999999999,False,0.0,0.0,0.0
32,11,11,220,20.0,5.283959150314331,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.0999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.004931094124913216,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,190,-0.004931094124913216,0.00010210204345639795,0.013978367205709219,-0.044565603137016296,0.021066006273031235,0.011651438660919666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6947368421052632,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.6090909090909091,0.13636363636363635,0.2545454545454545,0.6090909090909091,0.13636363636363635,0.2545454545454545,0.5255072841983895,0.8298043757677078,1.5364641189575194,-0.0021178400435019284,0.03999999910593033,-0.004269369516987353,0.836574113368988,0.001638445840217173,0.0009933561203069984,0.0,0.0,0.38460440635681153,14.15387019950486,1.5364641189575194,-1.5364641189575194,1.0,1.0,220,220,-0.012211636640131474,0.06123537942767143,-0.008469120785593986,0.06994528323411942,-0.013902907771989704,0.0438250482082367,0.5909090876579285,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5099710292775522,2.272727272727273,4.5,False,0.0,0.0,0.0
33,5,5,100,20.0,3.3386783599853516,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0058637456968426704,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,128,0.0058637456968426704,0.0016449819086119533,0.01710917856544256,-0.0007412521517835557,0.019442792981863022,0.0061602466739714146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.640625,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.55,0.23,0.22,0.55,0.23,0.22,0.570569707122114,0.9394610047340392,1.7297266483306886,0.02831637393683195,0.03599999919533729,4.885871894657612e-05,0.9900730848312378,0.0007529546041041612,0.000612457760144025,0.0,0.0,0.46117379069328307,21.186257312187923,1.7297266483306886,-1.7297266483306886,1.0,1.0,100,100,0.006546339951455593,0.051569338887929916,0.022390298545360565,0.05182332843542099,0.020114565268158913,0.032423273846507075,0.5839999854564667,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5317563682049513,1.8,7.199999999999998,False,0.0,0.0,0.0
34,12,12,240,20.0,7.0462353229522705,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.2,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.005899166222661734,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,203,-0.005899166222661734,-0.0053958045318722725,0.014754028385505071,-0.04533209279179573,0.020769065245985985,0.013666216284036636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6059113300492611,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.22083333333333333,0.2375,0.5416666666666666,0.22083333333333333,0.2375,0.5389797384088689,0.8815399080514907,1.5281579971313477,0.008746501873247325,0.05083333402872085,0.0037608437123708427,0.9304232716560363,0.0005395099753513933,0.0004993246810045093,0.0,0.0,0.43892881870269773,8.605128205031098,1.5281579971313477,-1.5281579971313477,1.0,1.0,240,240,-0.017529791221022606,0.07621278613805771,-0.021980342268943787,0.07961331009864807,-0.011165220849215984,0.026784320175647736,0.3991666615009308,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5178657134373983,1.6666666666666667,4.0,False,0.0,0.0,0.0
35,12,12,240,20.0,10.919160842895508,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.2,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.006028504576534033,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,197,-0.006028504576534033,-0.005750398617237806,0.010862797219306225,-0.02672627940773964,0.015739332884550095,0.009797210805118084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6091370558375635,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.48333333333333334,0.20833333333333334,0.30833333333333335,0.48333333333333334,0.20833333333333334,0.30833333333333335,0.5690784140850508,0.9099161833524704,1.7257867574691772,0.005482462036889046,0.04583333432674408,-0.007081322243902832,0.6334017395973206,0.0004680948331952095,0.00044614295475184915,0.0,0.0,0.275560998916626,7.890007379830395,1.7257867574691772,-1.7257867574691772,1.0,1.0,240,240,-0.020806459710001945,0.06653717160224915,-0.025909215211868286,0.08615595996379852,-0.018607305083423852,0.047034581750631334,0.43166667222976685,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5356905139439428,2.3333333333333335,6.449999999999999,False,0.0,0.0,0.0
36,18,18,360,20.0,16.333813428878784,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.8000000000000005,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.013065263628959656,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,259,-0.013065263628959656,-0.012453274801373482,0.001259092497639338,-0.041832663118839264,0.013146700337529182,0.014526007696986198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6023166023166023,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.46944444444444444,0.18888888888888888,0.3416666666666667,0.46944444444444444,0.18888888888888888,0.3416666666666667,0.5653976927955113,0.8970016539096832,1.5340381860733032,0.01048784088343382,0.06875,0.0036483675241470335,0.8178549766540527,0.00029641943401657043,0.00040887330542318525,0.0,0.0,0.38224782347679137,8.428275427945518,1.5340381860733032,-1.5340381860733032,1.0,1.0,360,360,-0.05407001078128815,0.11303738504648209,-0.09026612341403961,0.1353217124938965,-0.046207796037197116,0.05094940960407257,0.22265625,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534697109233174,2.9444444444444446,7.0,False,0.0,0.0,0.0
37,5,5,100,20.0,1.779472827911377,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.5,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.005759528838098049,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,125,0.005759528838098049,0.0032784014474600554,0.017378621920943256,-0.0028793811798095703,0.020550638437271118,0.006911280564963818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.688,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.68,0.15,0.17,0.68,0.15,0.17,0.5812618669588119,0.8600884675979614,1.5241747140884399,0.0035934598243329676,0.0780000001192093,0.0010902413574513047,1.7125906705856324,0.0005207721551414579,0.0006323063629679382,0.0,0.0,0.8274789571762085,44.13556962036519,1.5241747140884399,-1.5241747140884399,1.0,1.0,100,100,0.04096246883273125,0.050837691873311996,0.021760139614343643,0.05008332282304764,-0.0039929205551743506,0.04144728407263756,0.6819999992847443,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5260037974268198,0.0,0.0,False,0.0,0.0,0.0
38,12,12,240,20.0,5.890153646469116,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.2,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0033906579483300447,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,195,-0.0033906579483300447,0.0009892135567497462,0.0072136484785005435,-0.032938260585069656,0.008457696996629238,0.007750619202852249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.6358974358974359,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.6291666666666667,0.12083333333333333,0.25,0.6291666666666667,0.12083333333333333,0.25,0.5804271732320946,0.9118762016296387,1.3902443170547485,0.016506158746778965,0.05750000029802323,-0.005112105375155806,0.950664758682251,0.0003670258854981512,0.00043821894214488564,0.0,0.0,0.44281819462776184,10.626294831334791,1.3902443170547485,-1.3902443170547485,1.0,1.0,240,240,0.006281906273216009,0.055789414793252945,-0.00979020595550537,0.05696815699338913,-0.016682809963822366,0.04624678492546082,0.6083333194255829,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529825076740235,1.8333333333333333,5.0,False,0.0,0.0,0.0
39,13,13,260,20.0,6.319402456283569,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.3,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0027159450110048056,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,199,-0.0027159450110048056,-5.763000444858335e-05,0.021641177311539632,-0.03713025897741318,0.028889035806059837,0.01277434453368187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.6834170854271356,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.676923076923077,0.13076923076923078,0.19230769230769232,0.676923076923077,0.13076923076923078,0.19230769230769232,0.5589821731139507,0.9229926049709319,1.3369163990020752,0.0032259935745969416,0.07109375,-0.008391551487147809,0.8191261053085327,0.0002844515547621995,0.0003728542767930776,0.0,0.0,0.37476189732551574,9.758421580472486,1.3369163990020752,-1.3369163990020752,1.0,1.0,260,260,0.008253820240497589,0.062029581516981125,-0.004235888924449682,0.06982385218143464,-0.00713248930987902,0.033160987123847005,0.39375,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190557790060456,0.6923076923076923,2.0,False,0.0,0.0,0.0
40,10,10,200,20.0,5.028479099273682,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,0.9999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0009562714258208871,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,204,-0.0009562714258208871,0.0017597529804334044,0.013966797385364767,-0.030536487698554993,0.015276842750608921,0.01043672300875187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05,0.05,0.5490196078431373,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.7,0.08,0.22,0.7,0.08,0.22,0.6728914366414149,0.9554328620433806,1.3844592094421386,-0.0035501259146258233,0.06200000047683716,0.007242126204073429,0.7642510294914245,0.0002800928574288264,0.0004121574980672449,0.0,0.0,0.3620247483253479,16.414298135405815,1.3844592094421386,-1.3844592094421386,1.0,1.0,200,200,0.01879630610346794,0.04859387129545212,-0.0015695716487243772,0.05974141582846641,-0.005947866092901677,0.04035570025444031,0.603000009059906,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5518674309924245,0.6,1.549999999999999,False,0.0,0.0,0.0
41,11,11,220,20.0,5.947166204452515,42,True,False,terminated_unknown,terminated_unknown,terminated,0.0,1.0999999999999999,,,0,False,,,,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0010533020831644535,nan,0.0,nan,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,20,20,197,-0.0010533020831644535,0.001736961305141449,0.013396760448813438,-0.027702001854777336,0.016826070845127106,0.009402313269674778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0,0,0.0,unified_mainline,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.1,0.1,0.6649746192893401,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.6954545454545454,0.07727272727272727,0.22727272727272727,0.6954545454545454,0.07727272727272727,0.22727272727272727,0.6037166770269622,0.9425077438354491,1.351013445854187,0.0054359109490178525,0.051818182319402696,-0.0033734750933945177,0.7808804869651794,0.0002654078241903335,0.00042691692360676827,0.0,0.0,0.3603927314281464,10.919674035971026,1.351013445854187,-1.351013445854187,1.0,1.0,220,220,0.012058259919285774,0.0624760277569294,0.0022121851798146963,0.07264043390750885,-0.0033686294220387934,0.03877527639269829,0.34000000059604646,,,0,0.0,0.0,0.0,0.0,nan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315864425491202,0.9090909090909091,2.5,False,0.0,0.0,0.0
