episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,3.923048257827759,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,120,0.12185383588075638,5.789744682260789e-05,1.5016331672668457,-0.9998281002044678,4.503631114959717,0.13185212016105652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08684502983093263,-0.08684502983093263,-0.02907128047942137,0.010188570890575647,0.0,2.2636806801944583e-05,0.0,20.126959800720226,,,0.1269598007202113,0.8,0.8,0.9583333333333334,0.2,0.0,0.0,0.33613445378151263,0.31092436974789917,0.35294117647058826,0.33613445378151263,0.31092436974789917,0.35294117647058826,,,1.5488827482859293,0.027759270258247853,0.34576994031667707,0.007044772731217866,6.419154502550761,0.311228624790286,1.9034295012553533,1.5488827482859293,-1.5488827482859293,0.02975,119,4000,12.039152145385742,9.652655601501465,11.95573924700419,8.280618802706401,1.5306231101353964,0.09500811753173669,0.43387508889039356,0,1.0,1.0,1.0,5.0,112032182.24218534,1.0,0.0,,,,True,-1.0,0.1269598007202113,0.0
2,200,3.9251437187194824,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,104,0.1254301518201828,6.563433271367103e-05,0.3900483548641205,-0.9999343752861023,6.009743690490723,0.1354295313358307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906961760520935,-0.0906961760520935,-0.016965823948385597,0.009659398359246552,0.0,0.0001144025760918473,0.0,20.17789764404298,,,0.1778976440429645,0.85,0.85,0.9423076923076923,0.15,0.0,0.0,0.2523364485981308,0.308411214953271,0.4392523364485981,0.2523364485981308,0.308411214953271,0.4392523364485981,,,1.548649738629659,0.035645461486031614,0.36391631156206133,0.0028705269284546374,18.987681818008422,33.99488138888652,1.7551475544770558,1.548649738629659,-1.548649738629659,0.02675,107,4000,14.128093719482422,8.922924041748047,16.361656951904298,7.222544454733531,5.252601299285889,0.3111584752301375,0.8757037041584651,0,1.0,1.0,0.9986,4.993,104402003.17504476,1.0,0.0,,,,True,-1.0,0.1778976440429645,0.0
3,200,3.7910540103912354,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,131,0.16864489018917084,0.0,1.5022997856140137,0.0,4.583873271942139,0.16864489018917084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08934402704238895,-0.08934402704238895,-0.009919810295105465,0.012310023695230484,0.0,3.2118759276392715e-05,0.0,20.00000000000001,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12878787878787878,0.4166666666666667,0.45454545454545453,0.12878787878787878,0.4166666666666667,0.45454545454545453,,,1.492606404622396,0.03421624304105838,0.2277927420536677,-0.03492869876946012,17.145998191833495,9.726112057010953,1.6759496633211772,1.492606404622396,-1.492606404622396,0.033,132,4000,15.441425323486328,6.253391742706299,20.57817882537842,5.466248944600423,8.760446898142497,0.5706448930501938,0.9208888893326124,0,1.0,1.0,1.0,5.0,114983597.22874892,1.0,0.0,,,,False,0.0,0.0,0.0
4,200,3.739863872528076,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,116,0.146173894405365,1.4186236512614414e-05,1.507529377937317,1.4186236512614414e-05,6.006979942321777,0.146173894405365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09112013459205627,-0.09112013459205627,-0.03155446052551316,0.011728550709784031,0.0,5.246239099987604e-05,0.0,20.028778076171886,,,0.028778076171871447,0.9,0.9,0.9913793103448276,0.1,0.0,0.0,0.1452991452991453,0.4700854700854701,0.38461538461538464,0.1452991452991453,0.4700854700854701,0.38461538461538464,,,1.5162878115971883,0.045498572798096576,0.22047456592321396,-0.004785671933204867,4.179243697176577e+16,2.08962183514129e+24,1.7374265877405803,1.5162878115971883,-1.5162878115971883,0.02925,117,4000,13.203956604003906,8.5364351272583,22.433532015482584,7.536020679473877,15.307238616943359,1.3366760512193043,0.9312063492337863,0,1.0,1.0,1.0,5.0,106236274.57324421,1.0,0.0,,,,True,-1.0,0.028778076171871447,0.0
5,200,4.097444772720337,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,103,0.15198343992233276,1.8699638530961238e-05,1.5050561428070068,1.8699638530961238e-05,4.6138386726379395,0.15198343992233276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09097134065628053,-0.09097134065628053,-0.028185957849025823,0.012223006128333509,0.0,7.515173014207573e-05,0.0,20.022128009796155,,,0.022128009796141157,0.95,0.95,0.9805825242718447,0.05,0.0,0.0,0.1320754716981132,0.42452830188679247,0.44339622641509435,0.1320754716981132,0.42452830188679247,0.44339622641509435,,,1.4532933521270752,0.00982413764616164,0.32612951199213663,0.0004720556239287058,18.17576844215393,10.547405322516958,1.9207798191905021,1.4532933521270752,-1.4532933521270752,0.0265,106,4000,14.356913566589355,8.777690887451172,29.145668665568035,7.194823389848073,23.72336151123047,3.0126439360777537,0.9681904769937197,0,1.0,1.0,1.0,5.0,110264492.0037153,1.0,0.0,,,,True,-1.0,0.022128009796141157,0.0
6,200,3.581702947616577,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,110,0.16383308172225952,0.0,1.5052876472473145,0.0,4.628694534301758,0.16383308172225952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09146004080772403,-0.09146004080772403,-0.01915741503238906,0.011807341284584254,0.0,3.341829442305129e-05,0.0,20.00000000000001,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.44642857142857145,0.48214285714285715,0.07142857142857142,0.44642857142857145,0.48214285714285715,,,1.36678098042806,0.02758334731993576,0.3392399150133133,-0.015989648352066677,10.473204323450725,0.35101052353779477,1.8575438324610392,1.36678098042806,-1.36678098042806,0.028,112,4000,14.34529972076416,5.810576438903809,31.992997538248698,4.892414782842001,23.355626500447592,1.9173401606082916,0.9597696389754613,0,1.0,1.0,1.0,5.0,116532047.2864185,1.0,0.0,,,,False,0.0,0.0,0.0
7,200,3.755363941192627,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,124,0.14085866510868073,2.9702880055992864e-05,1.5049787759780884,2.9702880055992864e-05,3.0738580226898193,0.14085866510868073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904438616037369,-0.0904438616037369,-0.02393174314498966,0.014439723593182862,0.0,3.424526811704346e-05,0.0,20.081693553924573,,,0.08169355392455913,0.9,0.9,0.9758064516129032,0.1,0.0,0.0,0.08064516129032258,0.5564516129032258,0.3629032258064516,0.08064516129032258,0.5564516129032258,0.3629032258064516,,,1.413302441438039,0.09104337201143305,0.418626971244812,-0.0319954481224219,6.330520744323731,0.3151426867333551,1.590630001279836,1.413302441438039,-1.413302441438039,0.031,124,4000,10.92371654510498,8.890396118164062,34.44921460469564,7.403394509951274,30.26200798034668,3.4928717549641926,0.9383766249815623,0,1.0,1.0,1.0,5.0,119073647.2859783,1.0,0.0,,,,True,-1.0,0.08169355392455913,0.0
8,200,3.694701910018921,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,118,0.14330258965492249,2.1720174117945135e-05,1.502261757850647,-0.9865673780441284,4.564141273498535,0.15316826105117798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08952487182617189,-0.08952487182617189,0.016779927968977454,0.012925191063433886,0.0,0.00010944070119012763,0.0,20.075992488861097,,,0.07599248886108256,0.9,0.9,0.9745762711864406,0.1,0.0,0.0,0.06779661016949153,0.3474576271186441,0.5847457627118644,0.06779661016949153,0.3474576271186441,0.5847457627118644,,,1.5311267503102621,0.05433191169053316,0.34298124512036643,-0.023463453360212345,4.870273698533212e+16,2.4351369455515136e+24,4.43104439510343,1.5311267503102621,-1.5311267503102621,0.0295,118,4000,9.494711875915527,9.595446586608887,38.910244369506835,6.8509591507911685,36.40771275838216,3.310687381426493,0.9297930967807769,0,1.0,1.0,0.9993000000000001,4.9965,98849153.67162561,1.0,0.0,,,,True,-1.0,0.07599248886108256,0.0
9,200,3.6450369358062744,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,122,0.16484865546226501,0.0,1.5485690832138062,-0.0004448216350283474,4.632856369018555,0.16485309600830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08739195585250857,-0.08739195585250857,-0.020937986731529544,0.013504975736141204,0.0,0.00012820124113117803,0.0,20.00000000000001,,,0.0,0.95,0.95,1.0,0.05,0.0,0.0,0.03225806451612903,0.3064516129032258,0.6612903225806451,0.03225806451612903,0.3064516129032258,0.6612903225806451,,,1.3852783608436585,0.08557419699306289,0.4729298170407613,-0.0235282164812088,4.4371080382665,0.11735422498546541,2.0668925523757933,1.3852783608436585,-1.3852783608436585,0.031,124,4000,9.400731086730957,6.563309669494629,45.37804951985677,5.8415391031901045,41.929913380940754,4.800796394348144,0.8939090939362844,0,1.0,1.0,0.99625,4.98125,103277084.33419734,1.0,0.0,,,,True,-1.0,0.0,0.0
10,200,3.600165843963623,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,116,0.16281311213970184,0.0,1.501686930656433,0.0,4.536515235900879,0.16281311213970184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09072898887395861,-0.09072898887395861,-0.023939450979242705,0.013465750644914806,0.0,7.969832365267696e-05,0.0,20.00000000000001,,,0.0,0.95,0.95,1.0,0.05,0.0,0.0,0.01694915254237288,0.5169491525423728,0.4661016949152542,0.01694915254237288,0.5169491525423728,0.4661016949152542,,,1.2387720370292663,0.050442492193542424,0.37975843280553817,-0.03628124160692096,9.891846071879069,2.0416890582814813,1.9058868592977525,1.2387720370292663,-1.2387720370292663,0.0295,118,4000,11.66968822479248,5.054854393005371,49.427305959065755,5.130150022506714,44.3559228515625,3.6977297496795654,0.9750317466259003,0,1.0,1.0,0.9999000000000001,4.9995,110472977.25526823,1.0,0.0,,,,True,-1.0,0.0,0.0
