episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,energy_mean,deadline_misses,ratio_local,ratio_rsu,ratio_v2v,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,actor_loss,critic_loss,entropy,approx_kl,clip_frac,bias_rsu,bias_local
1,200,11.789132356643677,20.0,-0.040880631655454636,-9.176127281000706,0.07489439211785787,0.2,0.2,0.7017543859649122,0.0,0.0,0,0.0,16,0.24742268041237114,0.36082474226804123,0.3917525773195876,72,24,32.37671285714289,0.7199999999999996,0.0002335259939233462,19.061951382954916,1.5908840227127075,0.01198125177063048,0.17770833333333333,1.6,1.6
2,200,10.633325099945068,20.0,0.011032010428607464,1.206401809972483,0.11779577657580317,0.4,0.4,0.8373983739837398,0.0,0.0,0,0.0,12,0.28695652173913044,0.2782608695652174,0.43478260869565216,80,33,43.69836725721366,0.7649999999999996,-0.002840581933657328,24.83224750518799,1.6063389937082926,0.007550673031558593,0.18880208333333334,1.6,1.6
3,200,9.468698740005493,20.0,0.11700558662414551,22.401115483897197,1.502863311767578,0.8,0.8,0.9692307692307692,0.0,0.0,0,0.0,4,0.32061068702290074,0.15267175572519084,0.5267175572519084,88,41,55.88054739959505,0.7999999999999995,-0.004074818330506483,28.397521832784015,1.612574135462443,0.011872983919456601,0.12875,1.6,1.6
4,200,9.878978967666626,20.0,0.08594100922346115,16.188203233588332,0.5025186955928799,0.7,0.7,0.9193548387096774,0.0,0.0,0,0.0,6,0.3140495867768595,0.18181818181818182,0.5041322314049587,82,36,63.18631788362985,0.8299999999999996,-0.0019262220958868662,22.145569864908854,1.6061358165740967,0.00895712203035752,0.12604166666666666,1.6,1.6
5,200,9.606842517852783,20.0,0.11086296290159225,21.17259195269705,1.5063687264919279,0.8,0.8,0.9391304347826087,0.0,0.0,0,0.0,4,0.2542372881355932,0.1440677966101695,0.6016949152542372,84,29,71.28772616881976,0.8449999999999998,-0.001093301164607207,18.000796337127685,1.5557335488001505,0.006887286864221096,0.07520833333333334,1.6,1.6
6,200,9.311212301254272,20.0,0.12917588651180267,24.835178496370816,0.2705197051167437,0.85,0.85,0.9752066115702479,0.0,0.0,0,0.0,3,0.30158730158730157,0.11904761904761904,0.5793650793650794,85,35,66.73847343084451,0.8399999999999996,-0.004705503849933545,11.996749477386475,1.5384514617919922,0.006810233971724908,0.10453125,1.6,1.6
7,200,10.265563726425171,20.0,0.07287286967039108,13.574575385531679,0.25258239209651834,0.65,0.65,0.8934426229508197,0.0,0.0,0,0.0,7,0.31932773109243695,0.17647058823529413,0.5042016806722689,78,38,54.57528973798728,0.8149999999999995,0.0005013313268621763,16.081799608866373,1.5535777870814005,0.006676989197731018,0.08901041666666666,1.6,1.6
8,200,10.052121639251709,20.0,0.0622844398021698,11.456889901023686,0.19523736685514445,0.6,0.6,0.9098360655737705,0.0,0.0,0,0.0,8,0.2,0.18333333333333332,0.6166666666666667,93,24,56.82134647206079,0.8099999999999996,0.0029908039048314097,16.889349352518717,1.5749249696731566,0.009475065406101445,0.10276041666666667,1.6,1.6
9,200,11.212332010269165,20.0,0.010547356680035591,1.1094734141002291,0.12862633839249604,0.4,0.4,0.7704918032786885,0.0,0.0,0,0.0,12,0.29906542056074764,0.21495327102803738,0.48598130841121495,74,32,48.29172771009135,0.7849999999999996,0.0025028583904107412,22.049098383585612,1.5785178422927857,0.006938376243536671,0.09369791666666667,1.6,1.6
10,200,9.468416929244995,20.0,0.1304769665002823,25.095391096560427,1.503418987989425,0.85,0.85,0.9732142857142857,0.0,0.0,0,0.0,3,0.2605042016806723,0.10084033613445378,0.6386554621848739,82,29,67.08681943463121,0.8449999999999998,0.00019823562974731127,12.375800870259603,1.5617356204986572,0.009455596107679109,0.08510416666666666,1.6,1.6
11,200,9.764008045196533,20.0,0.098321333527565,18.66426213447652,0.6533036977052536,0.75,0.75,0.9333333333333333,0.0,0.0,0,0.0,5,0.2231404958677686,0.1487603305785124,0.628099173553719,91,25,61.749894636244505,0.8199999999999996,-0.0004800579821070035,12.400062783559163,1.603655327161153,0.008823497284514209,0.11598958333333333,1.6,1.6
12,200,9.514044761657715,20.0,0.11324158310890198,21.648316333429914,1.5026366651058196,0.75,0.75,0.9652173913043478,0.0,0.0,0,0.0,5,0.18548387096774194,0.07258064516129033,0.7419354838709677,92,21,65.11170387137886,0.8399999999999996,-0.0005639061331748962,8.194154024124146,1.6280756711959838,0.006846499953729411,0.06953125,1.6,1.6
