episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,14.52500033378601,20.0,-0.03687206655740738,-8.374413533077089,-0.029306830652058146,0.05556008964776993,0.2,0.2,0.6052631578947368,2.2750000000000004,2.825000000000001,4,22.00772638320923,20.000000000000014,0.0021550503088954196,0.0,0.0,-0.09484835135936824,16,0.8,0.38636363636363635,0.3352272727272727,0.2784090909090909,0.38636363636363635,0.3352272727272727,0.2784090909090909,0.4968319566715509,0.61,4.049999999999983,0.49504024527835755,0.8657329797744749,0.0,1.946607230875888e-12,6.433408493433657e-12,0.0,0.11363636363636363,0.5,0.5,98,68,15.425153747199984,0.0,1.0,0.0,0.956,0.04400000000000004,0.04400000000000004,0.0,0.0,0.010877475142478943,1.5982715487480164,1.5078647136688232,0.014441944658756256,0.11538461595773697,3.8035566806793213,0.044,0.04296875,0.0859375,0,True,0.0002,0.0499,0.0
2,200,14.76913833618164,20.0,-0.04629432037472725,-10.258864307446668,-0.03093922873958949,0.04763086885213852,0.05,0.05,0.5748031496062992,2.600000000000001,2.600000000000001,1,22.380039024353028,20.000000000000014,0.0035445763664741794,0.0,0.0,-0.09522393482923529,19,0.95,0.3484848484848485,0.3181818181818182,0.3333333333333333,0.3484848484848485,0.3181818181818182,0.3333333333333333,0.5014007433186053,0.495,4.0,0.502175067264915,0.8626178354024887,0.0,5.2772802641221673e-14,1.5411149786870304e-11,0.0,0.1440677966101695,0.5,0.5,112,69,16.62832637534669,0.0,1.0,0.0,0.9505,0.04949999999999999,0.04949999999999999,0.0,0.0,0.07841166978081067,11.377063115437826,1.5437859694163005,-0.007942562767614922,0.11011904974778493,15.67113478978475,0.0495,0.049479166666666664,0.6731770833333334,0,True,0.0002,0.049800000000000004,0.0
3,71,4.7553088665008545,7.1000000000000005,-0.05067215859889984,-3.5977231721192213,-0.014026791788637638,0.08228155225515366,0.1,0.1,0.6769911504424779,2.3500000000000005,2.575000000000001,2,8.60637930393219,7.099999999999991,0.004477453600173456,0.0,0.0,-0.08046850315282021,18,0.9,0.3010204081632653,0.34183673469387754,0.35714285714285715,0.3010204081632653,0.34183673469387754,0.35714285714285715,0.49614455952099196,1.7464788732394365,9.0,0.49395725664438034,0.8783934414386749,0.0,1.5851408117421667e-14,2.289907152785986e-11,5.6878472684055275e-15,0.125,0.5,0.5,122,59,54.499093650716254,0.01408450704225354,0.0,0.0007042253521126761,0.8619718309859155,0.13802816901408455,0.13802816901408455,0.0007042253521126761,0.0007042253521126761,-0.09970762332280476,1.0103497505187988,1.4997230370839436,0.03170009050518274,0.029086845616499584,1.0344185431798298,0.13732394366197184,0.13671875,0.0,0,True,0.0002,0.0497645,0.0
4,107,6.991940498352051,10.700000000000001,-0.04874603450298309,-5.215825362622855,-0.01949062999337912,0.0493072010576725,0.05,0.05,0.6864406779661016,3.5000000000000018,3.5000000000000018,1,12.431125650405884,10.699999999999978,0.003083311231906054,0.0,0.0,-0.08897823644575653,19,0.95,0.413265306122449,0.3112244897959184,0.2755102040816326,0.413265306122449,0.3112244897959184,0.2755102040816326,0.49856959270208934,1.1869158878504673,5.699999999999989,0.497691499534292,0.850735142827034,0.0,0.0,2.1055464663466417e-11,0.0,0.09900990099009901,0.5,0.5,105,81,36.21894902037748,0.009345794392523385,0.0,0.0,0.908411214953271,0.09158878504672896,0.09158878504672896,0.0,0.0,-0.005525615997612476,1.9357311725616455,1.3891948461532593,0.058767788112163544,0.0,10.80808162689209,0.09158878504672897,0.12109375,0.03515625,0,True,0.0002,0.049711000000000005,0.0
5,50,3.2458927631378174,5.0,-0.05713849514722824,-2.8569247242904794,0.020831891149282324,0.0998711884021759,0.15,0.15,0.7535545023696683,3.233333333333334,4.3999999999999995,3,6.068515014648438,4.999999999999998,0.0046742527503101615,0.0,0.0,-0.07120274507999419,17,0.85,0.4221105527638191,0.3417085427135678,0.23618090452261306,0.4221105527638191,0.3417085427135678,0.23618090452261306,0.5017992955716327,2.06,5.0,0.5029448372694479,0.8594850301742554,0.0,1.6421976695157786e-10,9.562476505076134e-11,1.2003044252972647e-10,0.17117117117117117,0.5,0.5,96,84,76.67418569250842,0.020000000000000007,0.0,0.001,0.801,0.19899999999999995,0.19899999999999995,0.001,0.001,0.006139825763446944,0.9804752469062805,1.3553970541272844,0.0106939481473611,0.06746273221714157,0.9002384628568377,0.198,0.20089285714285715,0.0027901785714285715,0,True,0.0002,0.049686,0.0
6,64,4.010409116744995,6.4,-0.022290442138910294,-1.4265882252701108,-0.004851466137915929,0.07209371030330658,0.3,0.3,0.777292576419214,2.957142857142858,4.14,7,7.404155364036558,6.399999999999993,0.011237559968287875,0.0,0.0,-0.07428617546334824,14,0.7,0.355,0.445,0.2,0.355,0.445,0.2,0.5026776337304909,2.640625,11.0,0.5042576039441347,0.8706776976585388,0.0,1.662828555404338e-10,4.248546653373708e-11,1.0271135192363411e-10,0.03389830508474576,0.5,0.5,125,71,61.81263034357043,0.015625000000000017,0.0,0.0,0.84375,0.15625,0.15625,0.0,0.0,0.00826981607824564,0.9937973022460938,1.2993218183517456,0.0090899498318322,0.06804103963077068,0.9327182769775391,0.15625,0.15625,0.015625,0,True,0.0002,0.049654000000000004,0.0
7,63,4.165723085403442,6.300000000000001,0.015732020139694214,0.9911170016182325,0.3224239319562911,0.106082022190094,0.3,0.3,0.7061611374407583,2.557142857142858,3.2000000000000015,7,7.852298765182492,6.299999999999994,0.010418904869463216,0.0,0.0,-0.07049308975537599,14,0.7,0.2742857142857143,0.5257142857142857,0.2,0.2742857142857143,0.5257142857142857,0.2,0.5070809214213301,2.8253968253968256,11.899999999999999,0.510634041705454,0.8750048816204071,0.0,4.0743891316363765e-10,5.614435652501193e-11,2.5841425943529046e-10,0.05982905982905983,0.5,0.5,120,48,53.26546661542151,0.01587301587301589,0.0,0.0,0.8611111111111112,0.13888888888888884,0.13888888888888884,0.0,0.0,-0.04601028962060809,1.0102906664212545,1.1985432704289753,-0.01292493607228001,0.250151431063811,0.8515827894210816,0.1388888888888889,0.13203125,0.05286458333333333,0,True,0.0002,0.0496225,0.0
8,195,12.650683879852295,19.5,-0.037119101732969284,-7.238224359015168,-0.0191645834594965,0.05367918685078621,0.2,0.2,0.8095238095238095,3.7800000000000002,5.039999999999998,5,20.448201751708986,19.500000000000007,0.003684742402963427,0.0,0.0,-0.08982102332971105,16,0.8,0.2719665271966527,0.5648535564853556,0.16317991631799164,0.2719665271966527,0.5648535564853556,0.16317991631799164,0.5039872202575685,2.2974358974358973,17.0,0.5059148569815584,0.8743234634399414,0.0,0.0,1.7735249033257183e-11,0.0,0.06369426751592357,0.5,0.5,164,65,24.397777841649486,0.0051282051282051265,0.0,0.0,0.9387179487179487,0.06128205128205133,0.06128205128205133,0.0,0.0,-0.06876377761363983,1.2306475639343262,1.0483976602554321,0.06300541013479233,0.095238097012043,2.48333740234375,0.06128205128205128,0.08203125,0.0,0,True,0.0002,0.049525,0.0
9,58,4.0625104904174805,5.800000000000001,-0.015072261914610863,-0.8741910913583245,0.2108812391757964,0.07158810645341873,0.3,0.3,0.8346774193548387,3.866666666666667,5.124999999999998,6,6.652989497184753,5.799999999999995,0.009429744756323908,0.0,0.0,-0.05969995880949091,14,0.7,0.28879310344827586,0.5646551724137931,0.14655172413793102,0.28879310344827586,0.5646551724137931,0.14655172413793102,0.5039756895179442,9.086206896551724,21.0,0.5059353923305218,0.8741095304489136,0.0,1.645133307359709e-10,4.459019958824584e-11,2.7599645763265373e-10,0.06289308176100629,0.5,0.5,155,67,79.41647127367708,0.03448275862068968,0.0,0.0,0.8,0.19999999999999996,0.19999999999999996,0.0,0.0,-0.04299382838819708,0.997093209198543,1.0341807688985551,0.0029888409855110304,0.10398376014615808,0.7289986738136837,0.2,0.19587053571428573,0.0016741071428571428,0,True,0.0002,0.049496000000000005,0.0
10,53,3.709563970565796,5.300000000000001,0.01907636970281601,1.0110475322433137,0.5520804166793822,0.1030900627374649,0.35,0.35,0.7941176470588235,3.1750000000000007,4.879999999999998,8,6.124307770729064,5.299999999999997,0.008819509893688836,0.0,0.0,-0.063283395339858,13,0.65,0.25925925925925924,0.6064814814814815,0.13425925925925927,0.25925925925925924,0.6064814814814815,0.13425925925925927,0.5006542258597207,7.245283018867925,19.4,0.5009308448473879,0.8637372255325316,0.0,4.514496734775441e-10,8.305682530629355e-11,4.332639372273118e-10,0.06040268456375839,0.5,0.5,151,56,80.69753829404287,0.018867924528301896,0.0,0.0,0.7962264150943397,0.20377358490566033,0.20377358490566033,0.0,0.0,-0.17875142395496368,1.0503569841384888,0.9750096201896667,0.03698017820715904,0.10204081982374191,0.9729175567626953,0.2037735849056604,0.19140625,0.0,0,True,0.0002,0.0494695,0.0
