episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,power_ratio_mean,power_ratio_p95,mean_cost_power,mean_cost_trust,episode_time_seconds,mean_cft_completed,act_seconds,makespan_seconds,task_duration_mean,task_duration_p95,deadline_miss_rate,deadline_meet_ratio,time_limit_rate,energy_mean,energy_p95,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,v2v_link_break_rate,unified_illegal_trigger_rate,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,avg_queue_len,avg_rsu_queue
3,EFT,0.0003039861028351769,0.09119583085055308,0.4,0.4,0.7486910994764397,0.75,0.23423423423423423,0.5,0.26576576576576577,0.23423423423423423,0.5,0.26576576576576577,0.0010149176271036628,0.0013253630189236068,0.0,,,30.000000000000156,1.1721603274862962,1.1721603274862962,30.000000000000156,1.1721603274862962,1.9490531884263749,0.6,0.4,1.0,0.14098890913054474,0.9970176720282066,0.0,0.963,0.03700000000000003,0.03700000000000003,,0.0,3.325800790321409e-08,0.0,0.0,3.5428463548287104e-13,0.0,170,0.0,0.0,0.0,0.27927927927927926,0.22
3,CP-EFT,0.0005666016285197016,0.16998048855591047,0.5,0.5,0.8010471204188482,0.8490566037735849,0.415929203539823,0.26548672566371684,0.3185840707964602,0.415929203539823,0.26548672566371684,0.3185840707964602,0.001636124087460548,0.0028012427558036655,0.0,,,30.000000000000156,1.197758779935048,1.197758779935048,30.000000000000156,1.197758779935048,2.058505001166162,0.5,0.5,1.0,0.1410631877683936,0.996500227902843,0.0,0.9623333333333334,0.037666666666666626,0.037666666666666626,,0.0,8.200269348106193e-13,0.0,0.0,2.5465515655388737e-13,0.0,132,0.0,0.0,0.0,0.3141592920353982,0.09666666666666666
4,Local-Only,0.021316385483929518,0.44764409516251985,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2.1000000000000005,1.3421817511780156,1.3421817511780156,2.1000000000000005,1.3421817511780156,1.9369742426879133,0.0,1.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.48571428571428577,0.48571428571428577,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8088235294117647,0.2857142857142857
4,Greedy,-0.000288358712438902,-0.0865076137316706,0.25,0.25,0.6813725490196079,0.4782608695652174,0.147239263803681,0.7116564417177914,0.1411042944785276,0.147239263803681,0.7116564417177914,0.1411042944785276,0.852760736196319,1.0,1.0,,,30.000000000000156,1.36308828544,1.36308828544,30.000000000000156,1.36308828544,1.7669419187200004,0.75,0.25,1.0,0.3788930098411858,0.9976299556826363,0.0,0.9728333333333333,0.027166666666666672,0.027166666666666672,,0.0,1.3711468592469966e-11,0.0,0.0,8.776940979560166e-12,0.0,139,0.0,0.0,0.0,0.09202453987730061,0.5266666666666666
4,EFT,-0.00043691511378834324,-0.13107453413650297,0.2,0.2,0.6323529411764706,0.6666666666666666,0.36363636363636365,0.42207792207792205,0.21428571428571427,0.36363636363636365,0.42207792207792205,0.21428571428571427,0.0,0.0,0.0,,,30.000000000000156,2.1288433611513193,2.1288433611513193,30.000000000000156,2.1288433611513193,3.0990385947944845,0.8,0.19999999999999996,1.0,0.24936730730114934,0.9975943945020526,0.0,0.9743333333333334,0.025666666666666615,0.025666666666666615,,0.0,1.5870171496401575e-11,0.0,1.0829036370999852e-14,6.424635129453904e-13,0.0,98,0.0,0.0,0.0,0.2727272727272727,0.19
4,CP-EFT,-0.0004110830434033593,-0.1233249130210078,0.2,0.2,0.7254901960784313,0.8,0.5988372093023255,0.22674418604651161,0.1744186046511628,0.5988372093023255,0.22674418604651161,0.1744186046511628,0.0,0.0,0.0,,,30.000000000000156,1.272656182125946,1.272656182125946,30.000000000000156,1.272656182125946,1.6069327423959427,0.8,0.19999999999999996,1.0,0.10723144952598068,0.9897132720239429,0.0,0.9713333333333334,0.028666666666666618,0.028666666666666618,,0.0,2.900975249950366e-12,0.0,0.0,5.915731229530485e-13,0.0,69,0.0,0.0,0.0,0.3313953488372093,0.11
5,Local-Only,0.02112549205184722,0.4436353330887916,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2.1000000000000005,0.8308766540636816,0.8308766540636816,2.1000000000000005,0.8308766540636816,1.3276396637997667,0.0,1.0,0.0,0.0,0.0,0.0,0.6595238095238095,0.3404761904761905,0.3404761904761905,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4825174825174825,0.0
5,Greedy,0.002715281366688493,0.3068267944357997,0.85,0.85,0.9370629370629371,0.8235294117647058,0.15328467153284672,0.7226277372262774,0.12408759124087591,0.15328467153284672,0.7226277372262774,0.12408759124087591,0.8467153284671532,1.0,1.0,,,11.299999999999976,1.0700007863809753,1.0700007863809753,11.299999999999976,1.0700007863809753,1.6484437382400003,0.15,0.85,0.0,0.12847254802689773,0.997404713027761,0.0,0.9393805309734513,0.06061946902654869,0.06061946902654869,,0.0,4.643974007428886e-12,0.0,0.0,4.2889537407719835e-12,0.0,116,0.0,0.0,0.0,0.072992700729927,1.3185840707964602
5,EFT,6.516061223319263e-05,0.01016505550837805,0.4,0.4,0.75177304964539,0.5925925925925926,0.3484848484848485,0.3939393939393939,0.25757575757575757,0.3484848484848485,0.3939393939393939,0.25757575757575757,0.0,0.0,0.0,,,15.59999999999996,1.0984346275983257,1.0984346275983257,15.59999999999996,1.0984346275983257,1.6566086438400003,0.6,0.4,0.0,0.27665579564938264,0.9973869678183915,0.0,0.9576923076923077,0.04230769230769227,0.04230769230769227,,0.0,8.046251165350071e-12,0.0,0.0,2.8599084905822636e-13,0.0,86,0.0,0.0,0.0,0.16666666666666666,0.2692307692307692
5,CP-EFT,0.0005063611959613857,0.09063865407708803,0.5,0.5,0.7943262411347518,0.6785714285714286,0.5789473684210527,0.18045112781954886,0.24060150375939848,0.5789473684210527,0.18045112781954886,0.24060150375939848,0.0,0.0,0.0,,,17.899999999999984,0.9569020247341623,0.9569020247341623,17.899999999999984,0.9569020247341623,1.7415963750064551,0.5,0.5,0.0,0.25726633615328914,0.9976100098786964,0.0,0.9628491620111732,0.03715083798882679,0.03715083798882679,,0.0,1.8778597112630718e-13,0.0,0.0,1.559109964613739e-13,0.0,56,0.0,0.0,0.0,0.24060150375939848,0.08379888268156424
6,Local-Only,0.03437841478447437,0.4469193921981668,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.3,0.7418951349514139,0.7418951349514139,1.3,0.7418951349514139,1.2133893330921302,0.0,1.0,0.0,0.0,0.0,0.0,0.4846153846153846,0.5153846153846153,0.5153846153846153,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.44776119402985076,0.0
6,Greedy,0.030150480395380035,0.42210672553532047,1.0,1.0,1.0,1.0,0.15441176470588236,0.7279411764705882,0.11764705882352941,0.15441176470588236,0.7279411764705882,0.11764705882352941,0.8455882352941176,1.0,1.0,,,1.4000000000000001,0.9390638549936288,0.9390638549936288,1.4000000000000001,0.9390638549936288,1.1955118441600001,0.0,1.0,0.0,0.071603916059615,0.4704065807733659,0.0,0.5142857142857142,0.48571428571428577,0.48571428571428577,,0.0,5.539298533752124e-11,0.0,2.2338728991599951e-10,5.539298533752124e-11,2.229508182238771e-10,115,0.0,0.0,0.0,0.08823529411764706,9.071428571428571
6,EFT,0.0018800622336786255,0.0883629249828954,0.55,0.55,0.8134328358208955,0.7272727272727273,0.3220338983050847,0.3983050847457627,0.2796610169491525,0.3220338983050847,0.3983050847457627,0.2796610169491525,0.0,0.0,0.0,,,4.699999999999999,1.38433011058556,1.38433011058556,4.699999999999999,1.38433011058556,2.5755500064129375,0.45,0.55,0.0,0.2910465812505463,0.9946224412005843,0.0,0.874468085106383,0.12553191489361704,0.12553191489361704,,0.0,2.1226331625712191e-07,0.0,2.3981539410549955e-13,1.3708652268906718e-12,2.203857883066219e-14,80,0.0,0.0,0.0,0.2796610169491525,0.6170212765957447
6,CP-EFT,-2.6605943173388928e-05,-0.002554170544645337,0.4,0.4,0.7686567164179104,0.7692307692307693,0.46956521739130436,0.1826086956521739,0.34782608695652173,0.46956521739130436,0.1826086956521739,0.34782608695652173,0.0,0.0,0.0,,,9.599999999999982,0.9447184798534266,0.9447184798534266,9.599999999999982,0.9447184798534266,1.475789230103629,0.6,0.4,0.0,0.24384641638719906,0.9964452375848746,0.0,0.9401041666666666,0.05989583333333337,0.05989583333333337,,0.0,4.68128465679063e-13,0.0,0.0,4.673211687414303e-13,0.0,61,0.0,0.0,0.0,0.3826086956521739,0.10416666666666667
7,Local-Only,0.03684247561195968,0.4421097073435161,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.2,0.6258259993876849,0.6258259993876849,1.2,0.6258259993876849,1.0567741973650704,0.0,1.0,0.0,0.0,0.0,0.0,0.48333333333333334,0.5166666666666666,0.5166666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.16129032258064516,0.0
7,Greedy,0.0010495101279247743,0.3148530383774323,0.75,0.75,0.8914728682170543,0.6666666666666666,0.15827338129496402,0.7985611510791367,0.04316546762589928,0.15827338129496402,0.7985611510791367,0.04316546762589928,0.841726618705036,1.0,1.0,,,30.000000000000156,0.7457078842949276,0.7457078842949276,30.000000000000156,0.7457078842949276,1.1360695674359185,0.25,0.75,1.0,0.025315742359365914,0.0,0.0,0.9768333333333333,0.02316666666666667,0.02316666666666667,,0.0,3.1603311547584445e-12,0.0,0.0,2.845039525148363e-12,0.0,117,0.0,0.0,0.0,0.02158273381294964,0.23333333333333334
7,EFT,0.0009078080262886345,0.27234240788659037,0.7,0.7,0.8837209302325582,0.9310344827586207,0.28776978417266186,0.49640287769784175,0.2158273381294964,0.28776978417266186,0.49640287769784175,0.2158273381294964,0.0001753733500059961,0.000246231269200338,0.0,,,30.000000000000156,0.8234103218454085,0.8234103218454085,30.000000000000156,0.8234103218454085,1.5036701811376472,0.3,0.7,1.0,0.021785975205536653,0.0,0.0,0.9768333333333333,0.02316666666666667,0.02316666666666667,,0.0,1.1452685045980349e-13,0.0,0.0,1.1326930468872828e-13,0.0,99,0.0,0.0,0.0,0.11510791366906475,0.11333333333333333
7,CP-EFT,0.02453008912740865,0.3924814260385384,0.95,0.95,1.0,1.0,0.5564516129032258,0.18548387096774194,0.25806451612903225,0.5564516129032258,0.18548387096774194,0.25806451612903225,0.0,0.0,0.0,,,1.6000000000000003,0.7909792315279734,0.7909792315279734,1.6000000000000003,0.7909792315279734,1.4694729797258588,0.05,0.95,0.0,0.12180595716299503,0.9976311567496875,0.0,0.6125,0.38749999999999996,0.38749999999999996,,0.0,1.805026939548371e-12,0.0,0.0,1.805026939548371e-12,0.0,55,0.0,0.0,0.0,0.1532258064516129,0.5625
8,Local-Only,0.023257601050876514,0.4418944199666538,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.9000000000000006,0.9392910411092205,0.9392910411092205,1.9000000000000006,0.9392910411092205,1.6564183495793507,0.0,1.0,0.0,0.0,0.0,0.0,0.5447368421052632,0.4552631578947368,0.4552631578947368,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3930635838150289,0.15789473684210525
8,Greedy,0.0015263862984561327,0.4579158895368398,0.85,0.85,0.9230769230769231,1.0,0.09722222222222222,0.8425925925925926,0.06018518518518518,0.09722222222222222,0.8425925925925926,0.06018518518518518,0.9027777777777778,1.0,1.0,,,30.000000000000156,0.9900785157399201,0.9900785157399201,30.000000000000156,0.9900785157399201,1.4416898514924117,0.1,0.9,1.0,0.008433297562845265,0.0,0.0,0.964,0.03600000000000003,0.03600000000000003,,0.0,3.983089899572967e-12,0.0,0.0,3.7203616923275895e-12,0.0,195,0.0,0.0,0.0,0.032407407407407406,0.5333333333333333
8,EFT,0.0013380610476685492,0.40141831430056474,0.8,0.8,0.9349112426035503,0.975609756097561,0.2191780821917808,0.5205479452054794,0.2602739726027397,0.2191780821917808,0.5205479452054794,0.2602739726027397,0.0006479365556435713,0.0008298134835435211,0.0,,,30.000000000000156,1.2468432080180114,1.2468432080180114,30.000000000000156,1.2468432080180114,2.004792068304346,0.15,0.85,1.0,0.021402525918845464,0.0,0.0,0.9635,0.03649999999999998,0.03649999999999998,,0.0,1.5866107256137796e-12,0.0,0.0,4.767622386291082e-13,0.0,171,0.0,0.0,0.0,0.2146118721461187,0.18
8,CP-EFT,0.0015072951935429196,0.4521885580628759,0.95,0.95,0.9704142011834319,1.0,0.43946188340807174,0.20179372197309417,0.35874439461883406,0.43946188340807174,0.20179372197309417,0.35874439461883406,0.0015187342963298403,0.002709421984652435,0.0,,,30.000000000000156,1.3179579428105146,1.3179579428105146,30.000000000000156,1.3179579428105146,2.221252837277126,0.0,1.0,1.0,0.01988446302679565,0.0,0.0,0.9628333333333333,0.03716666666666668,0.03716666666666668,,0.0,1.8280860224033357e-13,0.0,0.0,1.8212505342816293e-13,0.0,125,0.0,0.0,0.0,0.24663677130044842,0.043333333333333335
9,Local-Only,0.027134799803689033,0.4612915966627136,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.7000000000000004,1.1710439679839983,1.1710439679839983,1.7000000000000004,1.1710439679839983,1.5367299719764083,0.0,1.0,0.0,0.0,0.0,0.0,0.4147058823529412,0.5852941176470587,0.5852941176470587,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6834170854271356,0.23529411764705882
9,Greedy,0.0008859225499019093,0.2657767649705728,0.55,0.55,0.7939698492462312,0.8823529411764706,0.16810344827586207,0.728448275862069,0.10344827586206896,0.16810344827586207,0.728448275862069,0.10344827586206896,0.8318965517241379,1.0,1.0,,,30.000000000000156,1.2713108383109917,1.2713108383109917,30.000000000000156,1.2713108383109917,1.626005409542691,0.35,0.65,1.0,0.027820070251606495,0.0,0.0,0.9613333333333334,0.03866666666666663,0.03866666666666663,,0.0,5.581914271080013e-12,0.0,0.0,4.665883131249604e-12,0.0,193,0.0,0.0,0.0,0.14224137931034483,0.67
9,EFT,0.00027959080427919156,0.08387724128375747,0.4,0.4,0.7738693467336684,0.8285714285714286,0.2857142857142857,0.46875,0.24553571428571427,0.2857142857142857,0.46875,0.24553571428571427,1.902688635840741e-05,2.6637640901770375e-05,0.0,,,30.000000000000156,1.5761124613895185,1.5761124613895185,30.000000000000156,1.5761124613895185,2.5221761420703044,0.5,0.5,1.0,0.07363545279402099,0.9487762756620773,0.0,0.9626666666666667,0.03733333333333333,0.03733333333333333,,0.0,2.286346459379196e-12,0.0,0.0,5.428469631273136e-13,0.0,160,0.0,0.0,0.0,0.28125,0.23666666666666666
9,CP-EFT,0.00038998395040821924,0.11699518512246578,0.35,0.35,0.7537688442211056,0.8958333333333334,0.4759825327510917,0.20087336244541484,0.3231441048034934,0.4759825327510917,0.20087336244541484,0.3231441048034934,0.0,0.0,0.0,,,30.000000000000156,1.6199056690773135,1.6199056690773135,30.000000000000156,1.6199056690773135,2.7845770798017333,0.6,0.4,1.0,0.07622642530654386,0.9632567619634833,0.0,0.9618333333333333,0.03816666666666668,0.03816666666666668,,0.0,1.5010804827863405e-13,0.0,0.0,1.4492941081186567e-13,0.0,120,0.0,0.0,0.0,0.27074235807860264,0.15666666666666668
10,Local-Only,0.02016128505448841,0.44354827119874507,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2.2000000000000006,1.2181543367237464,1.2181543367237464,2.2000000000000006,1.2181543367237464,2.0616410845637048,0.0,1.0,0.0,0.0,0.0,0.0,0.5659090909090909,0.4340909090909091,0.4340909090909091,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.675392670157068,0.2727272727272727
10,Greedy,0.0015982211191849574,0.4794663357554872,0.85,0.85,0.9444444444444444,1.0,0.116,0.756,0.128,0.116,0.756,0.128,0.884,1.0,1.0,,,30.000000000000156,1.2494599609886206,1.2494599609886206,30.000000000000156,1.2494599609886206,1.5150833715200003,0.1,0.9,1.0,0.007576255940419325,0.0,0.0,0.9583333333333334,0.04166666666666663,0.04166666666666663,,0.0,4.254743692783114e-12,0.0,0.0,3.721611560592031e-12,0.0,221,0.0,0.0,0.0,0.136,0.5766666666666667
10,EFT,0.0005253916602507307,0.1576174980752192,0.55,0.55,0.8181818181818182,0.8372093023255814,0.2236842105263158,0.4824561403508772,0.29385964912280704,0.2236842105263158,0.4824561403508772,0.29385964912280704,0.0007905191313304937,0.0010182958301884325,0.0,,,30.000000000000156,1.2060993450323605,1.2060993450323605,30.000000000000156,1.2060993450323605,1.5788456387025267,0.4,0.6,1.0,0.03618462140370472,0.0,0.0,0.962,0.038000000000000034,0.038000000000000034,,0.0,1.4406469723768356e-12,0.0,0.0,2.1162229141367256e-13,0.0,177,0.0,0.0,0.0,0.3815789473684211,0.22
10,CP-EFT,0.0006041126609510703,0.1812337982853211,0.6,0.6,0.8282828282828283,0.935064935064935,0.3852813852813853,0.19913419913419914,0.4155844155844156,0.3852813852813853,0.19913419913419914,0.4155844155844156,0.0011122605995925424,0.0018093816796188541,0.0,,,30.000000000000156,1.2634313553488985,1.2634313553488985,30.000000000000156,1.2634313553488985,1.6478821287830534,0.3,0.7,1.0,0.021263878313808608,0.0,0.0,0.9615,0.03849999999999998,0.03849999999999998,,0.0,8.33519451376441e-13,0.0,0.0,1.6504099519323856e-13,0.0,142,0.0,0.0,0.0,0.42857142857142855,0.08333333333333333
