episode,steps,wall_time,sim_time,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,10.130431413650513,20.0,-0.0006978051387704909,-1.1395610365690778,-1.1395610365690778,0.003265717253088949,0.002377619966864586,0.0,0.0,0.6331360946745562,0.0,0.0,0,26.762420654296875,20.000000000000014,0.003497043755817502,0.0,0.0010806372022468562,3.3563689126968383,10,1.0,0.31,0.32,0.37,0.31,0.32,0.37,0.5002717284145765,0.505,2.0,0.5004058676842069,0.8709997117519377,0.0,6.510399316005106e-13,1.1434473625856144e-15,0.0,0.03968253968253968,0.800000011920929,0.20000000298023224,86,36,20.0481536581869,0.0,1.0,0.0,0.0,0.9,0.09999999999999998,0.09999999999999998,0.0,0.0,-0.008536643523257226,1.2500176280736923,1.2500176280736923,1.250017799437046,1.7045384347438812,0.030523818772053346,0.08172651613131166,8.245322525501251,0.1,0.1005859375,0.611933147534728,1.1761889606714249,1.288616493344307,2,8,0.13520634174346924,0.10187526606023306,1,0,0,True,0.0002,0.0,0.0999
2,200,9.424799919128418,20.0,0.0027318764477968216,-0.45362480128121396,-0.45362480128121396,0.003946886304765939,0.004073151387274265,0.1,0.1,0.42702702702702705,5.874999999999986,9.029999999999973,4,25.31823863983154,20.000000000000014,0.001710834015560057,0.0,0.0014902546540604053,-0.05248873631954144,4,0.4,0.38164251207729466,0.33816425120772947,0.28019323671497587,0.38164251207729466,0.33816425120772947,0.28019323671497587,0.49756435126438736,0.525,2.0,0.4960136681904867,0.872966518998146,0.0,0.0,3.995335298190327e-16,0.0,0.008264462809917356,0.800000011920929,0.20000000298023224,50,37,20.730154290707652,0.05499999999999999,1.0,0.0,0.0,0.8965,0.10350000000000004,0.10350000000000004,0.0,0.0,-0.015085905895224036,1.286470169822375,1.286470169822375,1.2864701350529988,1.6557432661453884,0.010746608003197858,0.11982282080377142,1.6374568231403828,0.1035,0.10367838541666667,0.31147311301901937,1.9962823390960693,0.8482215243081251,4,24,0.12963102757930756,0.054289421625435326,3,2,0,True,0.0002,0.0,0.0998
3,200,9.122496128082275,20.0,0.0011500432156026363,-0.7699913995774166,-0.7699913995774166,0.0025463355705142013,0.0032192887738347054,0.1,0.1,0.5602094240837696,4.350000000000008,5.410000000000001,4,22.7220552444458,20.000000000000014,0.0004312229005640578,0.0,0.00016111791116862147,-0.07439731082916202,3,0.3,0.39928057553956836,0.3776978417266187,0.22302158273381295,0.39928057553956836,0.3776978417266187,0.22302158273381295,0.5048659784281626,0.675,3.0,0.5088231703139848,0.872340679168701,0.0,0.0,1.2584752309161365e-17,0.0,0.03773584905660377,0.800000011920929,0.20000000298023224,67,48,26.117675283929348,0.004999999999999997,1.0,0.0,0.0,0.861,0.139,0.139,0.0,0.0,-0.011899961519520729,1.6685277734483992,1.6685277734483992,1.6685277530125209,1.7116409812654767,0.012156395896870112,0.10351636335253715,1.5562010833195277,0.139,0.13973214285714286,0.3005696081888995,2.8348402930157524,0.7537531835692269,5,35,0.07050233334302902,0.05698256790637966,-1,-1,0,False,0.0002,0.0,0.09970000000000001
4,200,10.038097381591797,20.0,-0.0007777326391078532,-1.1555465253621573,-1.1555465253621573,0.0030417314730584607,0.002007433446124196,0.0,0.0,0.3356164383561644,0.0,0.0,0,24.414472579956055,20.000000000000014,0.004966861300837407,0.0,0.001008628340906426,-0.1496047614812851,6,0.6,0.48299319727891155,0.30612244897959184,0.2108843537414966,0.48299319727891155,0.30612244897959184,0.2108843537414966,0.4973288319979329,0.29,1.0,0.49497428409771,0.8670931816101074,0.0,5.385645683760041e-12,6.3939257534395555e-12,0.0,0.03076923076923077,0.800000011920929,0.20000000298023224,31,35,13.415064436194953,0.0,1.0,0.0,0.0,0.9265,0.07350000000000001,0.07350000000000001,0.0,0.0,-0.023195663187652826,2.1307519137859345,2.1307519137859345,2.1307520866394043,1.7379012703895569,0.030546873714774846,0.027636364102363586,2.681410622596741,0.0735,0.07421875,0.34848202466964723,5.827279612421989,0.6374863758683205,2,10,0.07921979576349258,0.0709276996552944,1,2,0,True,0.0002,0.0,0.09960000000000001
5,200,10.106297254562378,20.0,0.0018683478701859713,-0.6263304361652904,-0.6263304361652904,0.0036925456486642328,0.0032550760079175234,0.1,0.1,0.5257142857142857,6.5666666666666655,8.399999999999986,3,24.323611259460453,20.000000000000014,0.001985755468902847,0.0,0.000711577153905983,-0.07520233159065193,7,0.7,0.4658385093167702,0.2795031055900621,0.2546583850931677,0.4658385093167702,0.2795031055900621,0.2546583850931677,0.4897554723257199,0.29,1.049999999999983,0.48236742224736645,0.8527647614479066,0.0,0.0,1.944122048405921e-14,0.0,0.01282051282051282,0.800000011920929,0.20000000298023224,49,54,15.703576329712263,0.009999999999999995,1.0,0.0,0.0,0.9195,0.08050000000000002,0.08050000000000002,0.0,0.0,0.06163641934593519,2.1109135448932648,2.1109135448932648,2.110913634300232,1.7997320890426636,0.04205533757340163,0.06178804921607176,1.9242813835541408,0.0805,0.07877604166666667,0.01570855841661493,6.165959847470124,0.630940223733584,1,6,0.07738033682107925,0.07601442001760006,0,5,0,True,0.0002,0.0,0.0995
6,200,10.571794271469116,20.0,0.0008261536713689566,-0.8347692550507427,-0.8347692550507427,0.003857962414622307,0.003013117704540491,0.1,0.1,0.4576271186440678,2.500000000000001,2.500000000000001,1,28.0738676071167,20.000000000000014,0.009864930469456322,0.14009199299966635,0.001767033423936594,0.05724878108501751,7,0.7,0.35135135135135137,0.3783783783783784,0.2702702702702703,0.35135135135135137,0.3783783783783784,0.2702702702702703,0.4933819027065765,0.46,3.0,0.4894616285136569,0.8534712642431259,0.0,1.198633455944814e-12,7.417553916466528e-15,0.0,0.024096385542168676,0.800000011920929,0.20000000298023224,65,32,14.607614099415121,0.0,1.0,0.0,0.0,0.926,0.07399999999999995,0.07399999999999995,0.0,0.0,0.002893919746081034,1.5234776933987935,1.5234776933987935,1.5234777530034382,1.9243267244762845,0.01875010769193371,0.0287908555732833,1.726542870203654,0.074,0.0646701388888889,0.12298097360568742,3.4758048984739514,0.8013774355252584,2,9,0.08449644595384598,0.06960195153951644,1,1,0,True,0.0002,0.0,0.0994
7,200,8.930156469345093,20.0,0.002586659509688616,-0.4826681174118199,-0.4826681174118199,0.004539053095504641,0.0038242603186517954,0.6,0.6,0.8209876543209876,5.114285714285708,6.639999999999982,7,21.51770496368409,20.000000000000014,0.002398956435973096,0.0,0.0006607705326229789,-0.05060297608375497,2,0.2,0.2711864406779661,0.4152542372881356,0.3135593220338983,0.2711864406779661,0.4152542372881356,0.3135593220338983,0.4824332574205473,0.72,3.0,0.4728279310449301,0.8441648602485656,0.0,0.0,0.0,0.0,0.02976190476190476,0.800000011920929,0.20000000298023224,100,37,23.39261277174169,0.004999999999999997,1.0,0.0,0.0,0.882,0.118,0.118,0.0,0.0,-0.023580906489356,1.4587939842180773,1.4587939842180773,1.4587939517064528,1.7115165970542214,0.0021207094912163234,0.1813965096053752,1.9533850970593365,0.118,0.11629971590909091,0.140386754731563,2.575463815338232,0.7334847553548488,4,22,0.1332639753818512,0.0699721463024616,3,0,0,True,0.0002,0.0,0.0993
8,200,10.089622259140015,20.0,-0.0012910894583910704,-1.258217883155088,-1.258217883155088,0.003758014109916976,0.0029047674033790827,0.0,0.0,0.49693251533742333,0.0,0.0,0,23.07689094543457,20.000000000000014,0.002898965025565887,0.0,0.0009547546179256058,0.17683622795343404,10,1.0,0.3046875,0.265625,0.4296875,0.3046875,0.265625,0.4296875,0.4958703889953904,0.23,1.0,0.49429611739694806,0.8739121139049527,0.0,0.0,1.0120597834447926e-14,0.0,0.06329113924050633,0.800000011920929,0.20000000298023224,66,29,12.818310975772809,0.0,1.0,0.0,0.0,0.936,0.06399999999999995,0.06399999999999995,0.0,0.0,-0.02237880602478981,0.783006064593792,0.783006064593792,0.7830061838030815,1.838300734758377,0.022669970290735364,0.08152274275198579,2.5809083729982376,0.064,0.06396484375,0.6090384945273399,0.2881636880338192,0.9515057057142258,2,8,0.08789987117052078,0.07717634364962576,1,0,0,True,0.0002,0.0,0.09920000000000001
9,200,9.050344228744507,20.0,0.002012581331655383,-0.597483742782615,-0.597483742782615,0.0037708239979110623,0.003795173717662692,0.4,0.4,0.6666666666666666,7.499999999999986,11.819999999999974,5,23.259469795227055,20.000000000000014,0.005451724952884232,0.0,0.0014499465111175202,-0.07073544807434001,1,0.1,0.15625,0.4322916666666667,0.4114583333333333,0.15625,0.4322916666666667,0.4114583333333333,0.48755696579487995,0.675,3.0,0.4832642445122797,0.8486198902130128,0.0,0.0,4.1095033327881794e-14,0.0,0.025806451612903226,0.800000011920929,0.20000000298023224,99,23,19.984088255318383,0.02499999999999999,1.0,0.0,0.0,0.904,0.09599999999999997,0.09599999999999997,0.0,0.0,-0.014745945909193583,1.12988304240363,1.12988304240363,1.1298830458096096,1.7412949459893363,0.0025906674647038536,0.1500957228243351,1.0001191952398845,0.096,0.09508928571428571,0.18398532002632106,1.6885340478271247,0.846978594149862,5,35,0.061793260276317596,0.05276364758610725,-1,-1,0,False,0.0002,0.0,0.09910000000000001
10,200,10.632457971572876,20.0,-0.0002532746584620327,-1.0506549251101807,-1.0506549251101807,0.002955276658758518,0.0018318167421966791,0.0,0.0,0.5967741935483871,0.0,0.0,0,22.809436798095703,20.000000000000014,0.005664451076651184,0.0,0.3104937668965877,-0.05460998308658599,8,0.8,0.28634361233480177,0.34801762114537443,0.3656387665198238,0.28634361233480177,0.34801762114537443,0.3656387665198238,0.4857577936826274,0.645,3.0,0.4791780609395137,0.8390390008687972,0.0,6.3162469612215634e-12,3.711474270279291e-12,0.0,0.019867549668874173,0.800000011920929,0.20000000298023224,78,46,21.730159435457587,0.0,1.0,0.0,0.0,0.8865,0.11350000000000005,0.11350000000000005,0.0,0.0,-0.025472311165045808,0.8826404876179166,0.8826404876179166,0.8826406200726827,1.8667268488142226,0.019138608455519984,0.09636806468996736,2.784629570113288,0.1135,0.11559606481481481,0.5774074389978692,0.6359185537806263,1.0362862878375583,4,27,0.08734776824712753,0.056356768310070034,3,5,0,True,0.0002,0.0,0.099
