episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_interf,r_risk,r_illegal,r_pbrs,r_term,r_step,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
149,117,11.87769627571106,42,True,False,all_finished,0.0,11.699999999999974,11.822720355987528,7.888235294117635,20,True,1.372958933419262,10.996517037006715,21277942640.59986,-0.0018525815213749457,0.0,-0.029390989534252385,-1.4974358974358974,0.00016114850834189542,0.01463091691200248,-1.591728228403363,-1.5769361629830143,0.0011531559849450356,0.039245266130979686,0.0,0.018294685061808154,0.932092405800404,0.0001016343637066659,0.009112852658156496,0.0,0.0,0.6223573684692383,0.5,0.6055555641651154,0.7916666865348816,0.4807692307692308,0.6328671328671329,0.1202358528971672,572,0.0,0.0,0.0,571,182,0.318739054290718,182,20,20,411,-1.57693612575531,-1.5682467222213745,-1.050072193145752,-2.0250985622406006,-0.17850689589977264,1.57693612575531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11213795487371307,0.8435951741163686,0.0,0.0,11.822720355987528,,,0.12272035598755338,0.85,0.85,0.9854014598540146,0.15,0.0,0.0,0.027210884353741496,0.8826530612244898,0.09013605442176871,0.027210884353741496,0.8826530612244898,0.09013605442176871,0.49787462097271507,0.8603112697601318,0.8107796013355255,0.014208213348562518,0.15872379392385483,0.021740893212457497,0.9051819940408071,0.4735211133956909,1.9233216444651287,0.8107796013355255,-0.8107796013355255,0.2512820512820513,588,2340,0.45946216583251953,10.017532348632812,-92.48283386230469,11.032191038131714,-91.96940994262695,5.766741832097371,0.6557984699805578,0,1.0,1.0,0.5962213225371121,11.328205128205129,33548490.33399294,1.0,0.2752136752136752,-0.008573468317577028,0.2878522356269434,0.279278767309366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06304875991183484,0.0,0.4971548743691279,17.931623931623932,32.0,False,0.0,0.0,0.0
150,107,11.4735746383667,42,True,False,all_finished,0.0,10.699999999999978,10.767452821731553,8.206249999999986,20,True,1.3753477737542243,11.326897357139275,21881985148.451286,-0.0018008702978147535,0.0,-0.025102459688043824,-1.4747663551401868,0.00019206772446102164,0.015609347430625467,-1.5481279509343056,-1.5323265357792217,0.001151492688172396,0.029705833589625374,0.0,0.0160507388127838,0.9429788901328549,0.00012364905851280905,0.009989395718050615,0.0,0.0,0.6814727783203125,0.3872177302837372,0.7348168194293976,0.8787878751754761,0.28308823529411764,0.40625,0.09874863922595978,544,0.0,0.0,0.0,541,152,0.2809611829944547,152,20,20,413,-1.532326579093933,-1.535415768623352,-1.1061611652374275,-2.148577928543091,-0.17294609546661377,1.532326579093933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08364047996862897,0.4141886572307262,0.0,0.0,10.767452821731553,,,0.06745282173157463,0.8,0.8,0.9854721549636803,0.2,0.0,0.0,0.03202846975088968,0.8879003558718861,0.0800711743772242,0.03202846975088968,0.8879003558718861,0.0800711743772242,0.500871807031945,0.8592059195041656,0.7120023965835571,0.03096161223948002,0.1355932205915451,-0.06475204229354858,0.8241526484489441,0.34661227464675903,3.8138997554779053,0.7120023965835571,-0.7120023965835571,0.2626168224299065,562,2140,3.8240904808044434,11.314027786254883,-88.51103210449219,13.54116153717041,-92.40597534179688,5.190670967102051,0.4237288236618042,0,1.0,1.0,0.5779636005902606,10.981308411214957,34640706.43158952,1.0,0.404672897196262,-0.05935591500641347,0.3329978437574264,0.27364192875101306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046458265808262726,0.0,0.5022556087985705,20.364485981308412,36.0,False,0.0,0.0,0.0
151,93,9.59735894203186,42,True,False,all_finished,0.0,9.299999999999983,9.315307102203352,6.163157894736837,20,True,1.3628260916785933,10.898142596935987,21247672215.05994,-0.001880389578211557,0.0,-0.009311444342604206,-1.5397849462365591,0.00018871594921620902,0.0352422844266713,-1.6083818829037526,-1.572950882527873,0.0011439107270077447,0.0349216532453994,0.0,0.005664496969596671,0.9367082958204292,0.0001156759568298507,0.021445967280737083,0.0,0.0,0.8409005403518677,0.5,0.8695651888847351,0.9878636598587036,0.12832929782082325,0.15738498789346247,0.04193531721830368,413,0.0,0.0,0.0,413,28,0.06779661016949153,28,20,20,401,-1.5729506015777588,-1.6071527004241943,-1.0472188949584962,-2.0995798110961914,-0.22465649247169495,1.5729506015777588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09854525207663113,0.7992533090893821,0.0,0.0,9.315307102203352,,,0.015307102203369283,0.95,0.95,0.9975062344139651,0.05,0.0,0.0,0.035046728971962614,0.8925233644859814,0.07242990654205607,0.035046728971962614,0.8925233644859814,0.07242990654205607,0.48547994966965113,0.8389153778553009,0.9829846620559692,0.0308542437851429,0.1964285671710968,-0.3651784360408783,0.8449517488479614,0.05631454288959503,3.0190770626068115,0.9829846620559692,-0.9829846620559692,0.23010752688172043,428,1860,3.593951940536499,11.820595741271973,-84.08232879638672,20.85417938232422,-91.45064544677734,5.929754734039307,0.3035714328289032,0,1.0,1.0,0.6738256932654207,12.802688172042993,37296015.80218197,1.0,0.23548387096774212,0.01736804436444371,0.25706097907817693,0.2744290234426206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05740510274638087,0.0,0.48631813301734866,15.053763440860216,31.0,False,0.0,0.0,0.0
152,89,8.988099336624146,42,True,False,all_finished,0.0,8.899999999999984,8.899999999999983,6.8999999999999915,20,True,1.365912345808652,10.736262203856507,20941999831.95983,-0.001910166832575153,0.0,-0.0238901293569258,-1.4146067415730337,0.0001935582343588626,0.029016557217695547,-1.4994502950819668,-1.4702401796299212,0.0012495665632694846,0.03862410281379255,0.0,0.015628114951798427,0.9253879055486709,0.00012865937757140469,0.018981650744897254,0.0,0.0,0.7172496914863586,0.5,0.6732673048973083,0.9090909361839294,0.22287968441814596,0.5069033530571992,0.08387461304664612,507,0.0,0.0,0.0,507,112,0.22090729783037474,112,20,20,409,-1.4702399969100952,-1.4337983131408691,-1.0640136241912843,-2.0772831439971924,-0.21133705973625183,1.4702399969100952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09443437194890573,0.7194007524326644,0.0,0.0,8.899999999999983,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.026871401151631478,0.9078694817658349,0.06525911708253358,0.026871401151631478,0.9078694817658349,0.06525911708253358,0.49261289827656346,0.858188709616661,0.6764020919799805,0.026371799409389496,0.12195122241973877,-0.05346457660198212,0.7652111649513245,0.32846468687057495,2.174880266189575,0.6764020919799805,-0.6764020919799805,0.29269662921348316,521,1780,5.124983310699463,9.78466510772705,-85.00823974609375,18.312101364135742,-90.61995697021484,7.625879764556885,0.37804877758026123,0,1.0,1.0,0.5026611472501479,9.550561797752808,39135970.88833715,1.0,0.30000000000000004,0.012758278660882439,0.2451502974922849,0.2579085761531674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05904325731943255,0.0,0.4928895199527504,19.40449438202247,37.0,False,0.0,0.0,0.0
153,126,13.472854614257812,42,True,False,all_finished,0.0,12.599999999999971,12.903814973831157,8.953846153846138,20,True,1.3651215371591037,11.244177249107999,22290812061.668663,-0.0018324103086546511,0.0,-0.036401726486871795,-1.4666666666666666,0.0003039935374763268,0.008756564180143128,-1.5738526485897246,-1.564792090872103,0.0011576070340951993,0.04355964412362729,0.0,0.02299642958533154,0.9265521166232841,0.00019286021308389124,0.005541342420577953,0.0,0.0,0.584090530872345,0.41999998688697815,0.621004581451416,0.75,0.3975720789074355,0.7101669195751138,0.13919931650161743,659,0.0,0.0,0.0,652,267,0.40950920245398775,267,20,20,423,-1.5647921562194824,-1.5582860112190247,-1.1668529212474823,-2.251880168914795,-0.1784830391407013,1.5647921562194824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10527220747510234,0.7658034096311149,0.0,0.0,12.903814973831157,,,0.3038149738311855,0.6,0.6,0.9385342789598109,0.4,0.0,0.0,0.019345238095238096,0.9122023809523809,0.06845238095238096,0.019345238095238096,0.9122023809523809,0.06845238095238096,0.48726781301948185,0.860202819108963,0.8424702882766724,0.05616708844900131,0.23943662643432617,-0.07297179847955704,0.7465608716011047,0.29946619272232056,1.6366575956344604,0.8424702882766724,-0.8424702882766724,0.26666666666666666,672,2520,1.154881477355957,9.739892959594727,-89.09143829345703,11.926021575927734,-90.29913330078125,5.562216758728027,0.5211267471313477,0,1.0,1.0,0.5568922305764417,10.580952380952391,34888882.6133324,1.0,0.3638888888888891,-0.030390854535176128,0.2945515162575605,0.2641606617223844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06895184512752232,0.0,0.4863067093741385,20.46825396825397,35.0,False,0.0,0.0,0.0
154,103,9.828827619552612,42,True,False,all_finished,0.0,10.29999999999998,10.339451227188091,6.973684210526307,20,True,1.3535856376413762,11.29140304261406,23321860548.792896,-0.0018048500088534154,0.0,-0.016755217531809065,-1.5126213592233009,0.00018843863104069285,0.026797459718516787,-1.6169270959968183,-1.5899411976472608,0.0010978944559528136,0.05215928991934064,0.0,0.010192237773898353,0.9201310890659992,0.00011492439230711235,0.016304564392501972,0.0,0.0,0.7423218488693237,0.5,0.7614678740501404,0.8823529481887817,0.13184584178498987,0.2738336713995943,0.07001166045665741,493,0.0,0.0,0.0,493,91,0.1845841784989858,91,20,20,411,-1.5899412631988525,-1.600101113319397,-1.0985478281974794,-2.1399991512298584,-0.3035303056240082,1.5899412631988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12434459268618213,0.9016103432356829,0.0,0.0,10.339451227188091,,,0.03945122718811156,0.95,0.95,0.9975669099756691,0.05,0.0,0.0,0.017928286852589643,0.9023904382470119,0.0796812749003984,0.017928286852589643,0.9023904382470119,0.0796812749003984,0.4885542965719829,0.8377607464790344,0.7479216456413269,0.023922390304505825,0.19182900339365005,-0.1363539956510067,0.6858383119106293,0.20581723377108574,2.9505255222320557,0.7479216456413269,-0.7479216456413269,0.2436893203883495,502,2060,-0.6308228969573975,7.415075302124023,-88.12336349487305,10.032538414001465,-87.53400421142578,6.50744104385376,0.6596320271492004,0,1.0,1.0,0.5050587634133877,9.596116504854368,34682508.387544416,1.0,0.3048543689320389,0.015233891396093996,0.25515302763673037,0.27038691903282436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08574566923285006,0.0,0.48721143468463957,16.815533980582526,32.89999999999999,False,0.0,0.0,0.0
155,129,12.648460865020752,42,True,False,all_finished,0.0,12.89999999999997,13.103868646621681,8.312499999999986,20,True,1.3358828590018295,11.296673255860927,23041042333.7013,-0.0018017335446475645,0.0,-0.02334375849210562,-1.5263565891472868,0.00024510280908426234,0.012506486236183431,-1.5771537553305885,-1.564402166285313,0.001133223436620512,0.016133949671841275,0.0,0.014682356500854166,0.9600215662300925,0.00015519311564098743,0.00787371104495064,0.0,0.0,0.6642152667045593,0.5,0.6666666865348816,0.8108108043670654,0.3764705882352941,0.5394957983193277,0.10122167319059372,595,0.0,0.0,0.0,592,188,0.31756756756756754,188,20,20,427,-1.5644021034240723,-1.5537114143371582,-0.9856797575950625,-2.1072418689727783,-0.28408265113830566,1.5644021034240723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051414548424187606,0.21044318328458472,0.0,0.0,13.103868646621681,,,0.20386864662171078,0.75,0.75,0.9812646370023419,0.25,0.0,0.0,0.02618657937806874,0.9067103109656302,0.06710310965630115,0.02618657937806874,0.9067103109656302,0.06710310965630115,0.4909001263280481,0.8636205285787582,0.8207321763038635,0.0036849341122433543,0.15267064794898033,-0.019553940510377288,2.1356796473264694,1.0474651996046305,11.039502829313278,0.8207321763038635,-0.8207321763038635,0.23682170542635658,611,2580,-2.821727991104126,7.936877727508545,-87.85116767883301,6.806372135877609,-87.16133880615234,7.629283428192139,0.8509095311164856,0,1.0,1.0,0.5371277029783766,10.205426356589136,34403075.559665516,1.0,0.24457364341085258,0.06711337915592341,0.23787905059479922,0.3049924297507228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02565167414654035,0.0,0.4908488703469291,15.682170542635658,32.0,False,0.0,0.0,0.0
156,93,9.521183967590332,42,True,False,all_finished,0.0,9.299999999999983,9.299999999999983,7.014999999999992,20,True,1.3288733906602055,11.518159895231781,23694852237.48455,-0.0017818247044388514,0.0,-0.016005142573963908,-1.4623655913978495,0.00019781421919706847,0.03129050931321119,-1.5193854456858233,-1.4878971221534225,0.0011489162059243245,0.02529726946663153,0.0,0.010320076736812102,0.9429297521566364,0.00012794165594271235,0.020176043778052846,0.0,0.0,0.7855309844017029,0.5,0.7874999940395355,0.9788913577795029,0.12757201646090535,0.3436213991769547,0.06125425174832344,486,0.0,0.0,0.0,486,73,0.15020576131687244,73,20,20,427,-1.4878970384597778,-1.510245442390442,-1.0543116569519049,-2.008065938949585,-0.28795933723449707,1.4878970384597778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07931862843261935,0.5840596615373367,0.0,0.0,9.299999999999983,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.028,0.9,0.072,0.028,0.9,0.072,0.4974584054381697,0.8703325688838958,0.9191814959049225,0.034491166472435,0.14433357119560242,-0.04154201038181782,0.7093032002449036,0.3121904581785202,2.9020341634750366,0.9191814959049225,-0.9191814959049225,0.26881720430107525,500,1860,3.5960278511047363,10.619606971740723,-84.97869873046875,14.09432315826416,-88.16296768188477,6.208483934402466,0.4913281053304672,0,1.0,1.0,0.5409734012450471,10.278494623655918,35077041.6957492,1.0,0.27419354838709675,0.05458299092222669,0.2556422469964865,0.31022523791871326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039232887009568104,0.0,0.4967084239036726,19.096774193548388,34.39999999999999,False,0.0,0.0,0.0
157,104,11.39196228981018,42,True,False,all_finished,0.0,10.399999999999979,10.455756978988626,8.21052631578946,20,True,1.3370878940375586,11.298941692957431,23526165742.542458,-0.0017909522471870854,0.0,-0.015012370275058416,-1.5048076923076923,0.00019419190310137905,0.017668311938272525,-1.5896181282089896,-1.571755624367635,0.0011141351631298564,0.042306608943693265,0.0,0.009339059504036466,0.9361272286190431,0.00012151784982696272,0.010991449920270409,0.0,0.0,0.7681452035903931,0.6000000238418579,0.7857142686843872,0.9230015128850937,0.09362549800796813,0.3107569721115538,0.06220265105366707,502,0.0,0.0,0.0,501,95,0.18962075848303392,95,20,20,421,-1.5717556476593018,-1.5466523170471191,-1.2295142412185671,-2.051891803741455,-0.21987904608249664,1.5717556476593018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11359613867180372,0.9000333942253754,0.0,0.0,10.455756978988626,,,0.05575697898864718,0.95,0.95,0.995249406175772,0.05,0.0,0.0,0.02524271844660194,0.883495145631068,0.0912621359223301,0.02524271844660194,0.883495145631068,0.0912621359223301,0.4875157383134667,0.8489038795232773,0.999510645866394,0.04833240434527397,0.1267605572938919,0.052485935389995575,0.9419423341751099,0.5224575996398926,1.0131640434265137,0.999510645866394,-0.999510645866394,0.24759615384615385,515,2080,0.8245894908905029,10.198753356933594,-85.2690200805664,10.623380661010742,-85.03771209716797,5.202497482299805,0.6056337952613831,0,1.0,1.0,0.6234817813765183,11.846153846153824,36884724.9708475,1.0,0.3043269230769231,-0.007858262391190788,0.2972493903797681,0.2893911279885771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06800711337906273,0.0,0.48712004405746345,19.884615384615383,33.0,False,0.0,0.0,0.0
158,91,9.754681587219238,42,True,False,all_finished,0.0,9.099999999999984,9.099999999999985,7.119999999999992,20,True,1.342334024057629,11.368845054253779,22155697508.33761,-0.0018047643153510384,0.0,-0.014030645477923624,-1.4648351648351647,0.0001875777850191544,0.029891623977977577,-1.5471462513930874,-1.5170670496300984,0.0011442640669296208,0.042147180991782544,0.0,0.008895767341839216,0.9287407939300835,0.00011998374250738981,0.018952009926857794,0.0,0.0,0.8032927513122559,0.5,0.8260869383811951,0.991999477148056,0.15074309978768577,0.20382165605095542,0.05421607196331024,471,0.0,0.0,0.0,471,63,0.1337579617834395,63,20,20,424,-1.5170670747756958,-1.4960925579071045,-1.0495933294296265,-2.0147600173950195,-0.22380928695201874,1.5170670747756958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11464899356438654,0.9063975611275888,0.0,0.0,9.099999999999985,,,1.7763568394002505e-15,1.0,1.0,1.0,0.0,0.0,0.0,0.03285420944558522,0.8850102669404517,0.08213552361396304,0.03285420944558522,0.8850102669404517,0.08213552361396304,0.4998469409203057,0.8653921604156494,1.0251986980438232,0.0337638221681118,0.145454540848732,0.042102254927158356,0.7931852340698242,0.43766966462135315,1.757384181022644,1.0251986980438232,-1.0251986980438232,0.2675824175824176,487,1820,0.7182561159133911,8.413504600524902,-85.3035659790039,7.604609489440918,-84.49295043945312,5.939262866973877,0.6909090876579285,0,1.0,1.0,0.6327356853672638,12.021978021978029,35741000.32695113,1.0,0.3428571428571427,-0.022134683819989967,0.3019500402336784,0.27981535641368827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06647567676464425,0.0,0.5002058397528234,20.703296703296704,38.5,False,0.0,0.0,0.0
159,91,10.006547212600708,42,True,False,all_finished,0.0,9.099999999999984,9.178983707427966,7.268421052631569,20,True,1.3373725358619981,11.279493447180275,22668160793.33537,-0.0018214337090038996,0.0,-0.019094927120376852,-1.4263736263736264,0.00022649773875464473,0.02829230719459683,-1.5333770654899719,-1.5048582605566196,0.0011661628783380764,0.05511677669441517,0.0,0.012225421689671162,0.9132278410654071,0.00014748378592777404,0.018116313886240607,0.0,0.0,0.7647302746772766,0.5839999914169312,0.75,0.9896907210350037,0.15737051792828685,0.45617529880478086,0.0692286267876625,502,0.0,0.0,0.0,501,94,0.18762475049900199,94,20,20,431,-1.504858374595642,-1.480115294456482,-1.0536866188049316,-2.0848309993743896,-0.3064184784889221,1.504858374595642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1453361105837317,1.2540996438817749,0.0,0.0,9.178983707427966,,,0.078983707427982,0.95,0.95,0.9907192575406032,0.05,0.0,0.0,0.038314176245210725,0.8773946360153256,0.0842911877394636,0.038314176245210725,0.8773946360153256,0.0842911877394636,0.49144806154231574,0.8606854021549224,1.0248581171035767,0.04965415969491005,0.23188406229019165,-0.13426098227500916,0.6287255883216858,0.17907698452472687,2.245918035507202,1.0248581171035767,-1.0248581171035767,0.2868131868131868,522,1820,1.6701925992965698,8.785957336425781,-80.58207702636719,14.051990509033203,-83.11023712158203,6.288740634918213,0.3188405930995941,0,1.0,1.0,0.6518796992481206,12.385714285714279,36906792.645298116,1.0,0.42637362637362625,-0.024831356007746417,0.29719890025477325,0.27236754424702675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08608707828697004,0.0,0.4926691648268888,19.45054945054945,31.0,False,0.0,0.0,0.0
160,118,12.806152820587158,42,True,False,all_finished,0.0,11.799999999999974,11.889337930679298,9.031578947368404,20,True,1.3542746822990548,12.077996004644117,23297805577.86954,-0.0016981178053253937,0.0,-0.027156557966568153,-1.4847457627118643,0.0001578732827883241,0.01336567475430254,-1.6207305355622537,-1.607206987525169,0.0010390750954508531,0.06555270517651929,0.0,0.016617046810731336,0.9085131433590119,9.853181094113169e-05,0.008179497747345492,0.0,0.0,0.6486232280731201,0.46264222264289856,0.7093023061752319,0.7692307829856873,0.313458262350937,0.47018739352640543,0.10918138921260834,587,0.0,0.0,0.0,586,181,0.30887372013651876,181,20,20,428,-1.6072068214416504,-1.6320300698280334,-1.1795368373394013,-2.026007890701294,-0.17120417952537537,1.6072068214416504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15695571428715185,0.7893677420438299,0.0,0.0,11.889337930679298,,,0.08933793067932427,0.95,0.95,0.9953271028037384,0.05,0.0,0.0,0.03453947368421053,0.868421052631579,0.09703947368421052,0.03453947368421053,0.868421052631579,0.09703947368421052,0.48492233251019157,0.8530483067035675,0.9546374479929606,0.007786435695985953,0.11544665445884068,-0.029272677997748058,0.9238097866376241,0.4316776841878891,4.07002067565918,0.9546374479929606,-0.9546374479929606,0.2576271186440678,608,2360,-2.514253854751587,9.429960250854492,-85.6603266398112,9.620895385742188,-82.9735590616862,6.008909543355306,0.5931507349014282,0,1.0,1.0,0.6436663693131136,12.229661016949155,32131023.021754585,1.0,0.35042372881355976,-0.05454565053208558,0.34344380490811693,0.2888981543760314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10713009707849228,0.0,0.48521165150036183,19.35593220338983,37.0,False,0.0,0.0,0.0
161,87,8.831341981887817,42,True,False,all_finished,0.0,8.699999999999985,8.699999999999985,6.604999999999992,20,True,1.3223304779923952,10.42989517170712,20744060620.030346,-0.0019760794080452048,0.0,-0.017213780980741777,-1.439080459770115,0.0001990632985975402,0.030778768728080448,-1.5124899879547256,-1.4815121559280349,0.0012802837007695087,0.03512842482822463,0.0,0.011152650611374477,0.9323670138145691,0.0001303454488449657,0.01994128159621722,0.0,0.0,0.7701992988586426,0.5,0.8181818127632141,0.9759036302566528,0.13771186440677965,0.19915254237288135,0.06345757842063904,472,0.0,0.0,0.0,472,84,0.17796610169491525,84,20,20,404,-1.481512188911438,-1.4837719202041626,-1.0028030931949612,-2.0093324184417725,-0.17739158868789673,1.481512188911438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848690722249058,0.46997243907843467,0.0,0.0,8.699999999999985,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03278688524590164,0.8831967213114754,0.08401639344262295,0.03278688524590164,0.8831967213114754,0.08401639344262295,0.48778895592818466,0.8503640472888946,0.8954943418502808,0.004706584848463535,0.19871795177459717,0.029614548198878765,0.7615260481834412,0.40948206186294556,2.0604376792907715,0.8954943418502808,-0.8954943418502808,0.28045977011494255,488,1740,2.6179637908935547,8.949172973632812,-82.38732147216797,10.606136322021484,-84.04989242553711,5.643009662628174,0.5256410241127014,0,1.0,1.0,0.5557168784029053,10.55862068965518,34128992.28321709,1.0,0.3270114942528733,0.007931841401960892,0.26650948726740864,0.2744413286693696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05421966779581439,0.0,0.48781601364761806,18.908045977011493,34.0,False,0.0,0.0,0.0
