episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,run_tag,config_overrides
42000,200,0.02475,0.97525,4.95,5.0,6.0,1.475,1.0,2.0,4.0,0.12175,1.0,5.058333333333334,5.0,9.0,0.005,0.16,0.84,0.0,0.12731871838111297,1.0,0.05333333333333334,0.0,0.95,0.05,sched_2,MAX_SCHEDULE_PER_STEP=2
42001,200,0.02425,0.97575,4.85,5.0,6.0,1.435,1.0,3.0,4.0,0.28675,1.0,6.482456140350878,5.0,12.0,0.015,0.19,0.81,0.0,0.1676470588235294,1.0,0.02666666666666667,0.0,0.75,0.25,sched_2,MAX_SCHEDULE_PER_STEP=2
42002,200,0.0235,0.9765,4.7,4.0,6.0,1.36,1.0,1.0999999999999943,4.0,0.2395,1.0,6.297297297297297,6.0,11.0,0.005,0.165,0.835,0.0,0.15285943345804381,1.0,0.041666666666666664,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42003,200,0.02675,0.97325,5.35,6.0,6.100000000000001,0.615,0.0,2.0,4.049999999999983,0.19325,1.0,5.480916030534351,5.0,11.0,0.01,0.175,0.825,0.0,0.14785553047404063,1.0,0.10166666666666667,0.0,0.95,0.05,sched_2,MAX_SCHEDULE_PER_STEP=2
42004,200,0.02625,0.97375,5.25,5.5,6.0,0.59,0.0,2.0,5.0,0.3175,1.0,5.556451612903226,5.0,11.0,0.01,0.17,0.83,0.0,0.12443136205512444,1.0,0.2,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42005,200,0.0235,0.9765,4.7,5.0,6.0,0.515,0.0,2.0,4.0,0.1745,1.0,5.495575221238938,5.0,10.0,0.015,0.18,0.82,0.0,0.12799784424683375,1.0,0.08833333333333333,0.0,0.9,0.1,sched_2,MAX_SCHEDULE_PER_STEP=2
42006,200,0.02325,0.97675,4.65,5.0,6.0,2.205,2.0,2.0,4.0,0.439,2.0,6.964285714285714,6.0,13.0,0.015,0.195,0.805,0.0,0.18044147843942504,1.0,0.03166666666666667,0.0,0.55,0.45,sched_2,MAX_SCHEDULE_PER_STEP=2
42007,200,0.02625,0.97375,5.25,5.0,6.100000000000001,0.665,0.0,2.0,5.0,0.31075,1.0,6.4921875,5.0,11.0,0.03,0.19,0.81,0.0,0.18640546156129414,1.0,0.13333333333333333,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42008,200,0.0235,0.9765,4.7,4.5,6.100000000000001,1.47,1.0,2.0,5.049999999999983,0.11475,1.0,4.923076923076923,4.0,9.400000000000006,0.03,0.165,0.835,0.0,0.11487811711964135,1.0,0.06833333333333333,0.0,0.95,0.05,sched_2,MAX_SCHEDULE_PER_STEP=2
42009,200,0.02275,0.97725,4.55,5.0,6.0,1.455,1.0,2.0,4.0,0.3165,1.0,6.133333333333334,5.0,11.600000000000009,0.02,0.195,0.805,0.0,0.12966252220248667,1.0,0.06833333333333333,0.0,0.75,0.25,sched_2,MAX_SCHEDULE_PER_STEP=2
42010,200,0.0235,0.9765,4.7,5.0,6.0,1.435,1.0,2.0,5.0,0.32475,2.0,6.105263157894737,5.0,12.0,0.025,0.205,0.795,0.0,0.14691579216790376,1.0,0.06166666666666667,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42011,200,0.02375,0.97625,4.75,4.5,6.100000000000001,0.555,0.0,2.0,4.0,0.38425,1.0,6.646017699115045,6.0,11.0,0.035,0.195,0.805,0.0,0.17210920770877944,1.0,0.023333333333333334,0.0,0.6,0.4,sched_2,MAX_SCHEDULE_PER_STEP=2
42012,200,0.0215,0.9785,4.3,4.0,6.0,1.36,1.0,1.0999999999999943,4.0,0.254,2.0,5.598039215686274,4.5,10.0,0.02,0.175,0.825,0.0,0.13387000596302923,1.0,0.09333333333333334,0.0,0.85,0.15,sched_2,MAX_SCHEDULE_PER_STEP=2
42013,200,0.02525,0.97475,5.05,5.0,6.0,0.55,0.0,2.0,4.0,0.33075,1.0,6.423728813559322,5.0,11.299999999999997,0.015,0.23,0.77,0.0,0.17340546697038725,1.0,0.07333333333333333,0.0,0.75,0.25,sched_2,MAX_SCHEDULE_PER_STEP=2
42014,200,0.024,0.976,4.8,5.0,6.0,0.565,0.0,2.0,4.049999999999983,0.3645,2.0,6.173913043478261,5.0,11.0,0.01,0.255,0.745,0.0,0.17142050268285794,2.0,0.06833333333333333,0.0,0.75,0.25,sched_2,MAX_SCHEDULE_PER_STEP=2
42015,200,0.02425,0.97575,4.85,5.0,6.0,0.54,0.0,2.0,4.0,0.36725,1.0,6.405405405405405,6.0,12.0,0.02,0.225,0.775,0.0,0.17278679191574153,1.0,0.03166666666666667,0.0,0.65,0.35,sched_2,MAX_SCHEDULE_PER_STEP=2
42016,200,0.025,0.975,5.0,5.0,6.100000000000001,0.615,0.0,3.0,4.0,0.19625,1.0,5.894308943089431,5.0,10.799999999999997,0.03,0.18,0.82,0.0,0.15682967959527824,1.0,0.06333333333333334,0.0,0.9,0.1,sched_2,MAX_SCHEDULE_PER_STEP=2
42017,200,0.02575,0.97425,5.15,5.5,7.0,0.59,0.0,2.0999999999999943,4.0,0.1995,1.0,5.943548387096774,5.0,10.0,0.02,0.19,0.81,0.0,0.14547304170905392,1.0,0.06666666666666667,0.0,0.95,0.05,sched_2,MAX_SCHEDULE_PER_STEP=2
42018,200,0.02575,0.97425,5.15,5.0,6.100000000000001,0.64,0.0,2.0,4.049999999999983,0.296,1.0,6.256,5.0,12.0,0.03,0.175,0.825,0.0,0.1651106961856495,1.0,0.06833333333333333,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42019,200,0.02375,0.97625,4.75,5.0,6.0,1.505,1.0,3.0,5.0,0.315,2.0,5.4375,5.0,10.0,0.045,0.16,0.84,0.0,0.13008130081300814,1.0,0.04666666666666667,0.0,0.7,0.3,sched_2,MAX_SCHEDULE_PER_STEP=2
42020,200,0.02375,0.97625,4.75,5.0,6.0,0.545,0.0,1.0999999999999943,4.0,0.34075,2.0,6.447368421052632,5.0,12.0,0.015,0.225,0.775,0.0,0.15731769505354412,1.0,0.035,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42021,200,0.0215,0.9785,4.3,4.0,6.0,2.155,2.0,2.0,3.049999999999983,0.35675,1.0,7.685714285714286,6.0,14.0,0.01,0.22,0.78,0.0,0.1908458244111349,1.0,0.023333333333333334,0.0,0.7,0.3,sched_2,MAX_SCHEDULE_PER_STEP=2
42022,200,0.024,0.976,4.8,5.0,6.0,1.365,1.0,1.0,4.049999999999983,0.2375,1.0,6.119658119658119,5.0,10.400000000000006,0.03,0.24,0.76,0.0,0.16177658142664872,1.0,0.056666666666666664,0.0,0.85,0.15,sched_2,MAX_SCHEDULE_PER_STEP=2
42023,200,0.02575,0.97425,5.15,5.0,7.0,1.47,1.0,3.0,4.0,0.276,1.0,6.88,6.0,13.600000000000009,0.01,0.205,0.795,0.0,0.18135376756066413,1.0,0.055,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42024,200,0.0215,0.9785,4.3,4.0,5.100000000000001,2.13,2.0,2.0,3.0,0.44075,2.0,7.782178217821782,7.0,15.0,0.005,0.235,0.765,0.0,0.19506305339415078,2.0,0.018333333333333333,0.0,0.6,0.4,sched_2,MAX_SCHEDULE_PER_STEP=2
42025,200,0.0265,0.9735,5.3,6.0,7.0,0.635,0.0,2.0999999999999943,5.0,0.29825,1.0,6.063492063492063,5.0,12.0,0.03,0.19,0.81,0.0,0.16693376068376067,1.0,0.058333333333333334,0.0,0.7,0.3,sched_2,MAX_SCHEDULE_PER_STEP=2
42026,200,0.02425,0.97575,4.85,5.0,7.0,1.475,1.0,2.0,4.0,0.239,1.0,6.130434782608695,5.0,11.600000000000009,0.02,0.185,0.815,0.0,0.14042228440600357,1.0,0.07833333333333334,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
42027,200,0.02325,0.97675,4.65,4.5,6.0,3.145,3.0,3.0,4.049999999999983,0.3595,2.0,7.0701754385964914,6.0,13.0,0.01,0.195,0.805,0.0,0.1936,1.0,0.04833333333333333,0.0,0.65,0.35,sched_2,MAX_SCHEDULE_PER_STEP=2
42028,200,0.02725,0.97275,5.45,6.0,7.0,1.545,1.0,3.0,5.0,0.15675,1.0,5.75,5.0,11.0,0.035,0.2,0.8,0.0,0.15543766578249338,1.0,0.056666666666666664,0.0,0.9,0.1,sched_2,MAX_SCHEDULE_PER_STEP=2
42029,200,0.02325,0.97675,4.65,4.0,6.100000000000001,0.505,0.0,2.0,4.0,0.30875,1.0,5.5514018691588785,5.0,10.0,0.015,0.155,0.845,0.0,0.13748231966053748,1.0,0.075,0.0,0.8,0.2,sched_2,MAX_SCHEDULE_PER_STEP=2
