success_rate_mean,success_rate_p95,makespan_mean,makespan_p95,illegal_rate_mean,illegal_rate_p95,scenario,episodes
0.63,0.85,2.268754133522282,2.436302116938288,0.0,0.0,dag_max,5
0.8699999999999999,0.95,1.9283062591556301,2.0299590979454747,0.0,0.0,dag_dense,5
0.8,0.9,1.919304591937643,2.020467813931999,0.0,0.0,range_small,5
0.75,0.8,1.8925296149419073,2.0159432158918613,0.0,0.0,range_large,5
