episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,run_tag,config_overrides
42000,200,0.05325,0.94675,10.65,10.5,13.100000000000001,1.305,0.0,5.0,9.049999999999983,0.31125,2.0,6.264705882352941,5.5,11.700000000000017,0.035,0.245,0.755,0.0,0.26512455516014233,2.0,0.04666666666666667,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42001,200,0.0495,0.9505,9.9,9.5,11.100000000000001,1.235,0.0,6.0,8.049999999999983,0.289,2.0,6.130208333333333,6.0,10.900000000000006,0.025,0.31,0.685,0.0,0.24169414151661173,2.0,0.055,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42002,200,0.05075,0.94925,10.15,10.0,12.0,1.255,0.0,5.0,9.0,0.261,2.0,6.1940298507462686,6.0,11.0,0.01,0.325,0.005,0.67,0.25329280648429586,2.0,0.07,0.0,1.0,0.0,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42003,200,0.05075,0.94925,10.15,10.0,13.0,1.24,0.0,5.0,7.0,0.3465,2.0,7.398963730569948,7.0,14.0,0.035,0.27,0.73,0.0,0.3011592741935484,2.0,0.06,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42004,200,0.05225,0.94775,10.45,10.5,12.100000000000001,2.095,1.0,7.0,8.0,0.2955,2.0,6.09,5.5,11.0,0.04,0.235,0.765,0.0,0.24771573604060915,2.0,0.06,0.0,0.85,0.15,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42005,200,0.0495,0.9505,9.9,10.0,12.0,1.185,0.0,5.0,7.049999999999983,0.32475,2.0,5.958549222797927,5.0,10.0,0.015,0.24,0.76,0.0,0.2269969666329626,2.0,0.125,1.0,0.9,0.1,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42006,200,0.05175,0.94825,10.35,11.0,12.0,1.275,0.0,4.099999999999994,8.049999999999983,0.271,2.0,6.287804878048781,5.0,11.0,0.01,0.285,0.005,0.71,0.25983252981476784,2.0,0.09666666666666666,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42007,200,0.054,0.946,10.8,11.5,12.100000000000001,1.37,0.0,5.0,10.0,0.25125,2.0,5.785714285714286,6.0,10.0,0.03,0.29,0.005,0.705,0.23442664632595983,2.0,0.12833333333333333,0.0,1.0,0.0,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42008,200,0.05325,0.94675,10.65,11.0,13.0,1.32,0.0,5.0,8.049999999999983,0.45,2.0,6.800995024875622,6.0,12.0,0.03,0.28,0.72,0.0,0.2868374334263251,2.0,0.09166666666666666,1.0,0.85,0.15,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42009,200,0.0505,0.9495,10.1,10.0,12.0,1.3,0.0,5.099999999999994,9.049999999999983,0.2245,2.0,5.5353535353535355,5.0,9.0,0.02,0.21,0.0,0.79,0.2175012645422357,2.0,0.056666666666666664,0.0,1.0,0.0,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42010,200,0.04825,0.95175,9.65,10.0,12.0,2.88,2.0,5.0,7.049999999999983,0.3545,2.0,6.949720670391062,6.0,13.0,0.055,0.335,0.665,0.0,0.2709072478459199,2.0,0.05333333333333334,0.0,0.8,0.2,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42011,200,0.05025,0.94975,10.05,10.0,12.0,1.235,0.0,5.099999999999994,9.0,0.22575,2.0,5.607142857142857,5.0,10.0,0.025,0.23,0.005,0.765,0.215556685307575,2.0,0.08333333333333333,0.0,1.0,0.0,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42012,200,0.0505,0.9495,10.1,10.0,12.0,2.085,1.0,5.099999999999994,9.0,0.2905,2.0,6.186528497409326,6.0,10.800000000000011,0.025,0.23,0.77,0.0,0.24124809741248096,2.0,0.07666666666666666,0.0,0.85,0.15,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42013,200,0.05375,0.94625,10.75,11.0,13.0,1.36,0.0,5.0,9.099999999999966,0.31625,2.0,6.348039215686274,6.0,11.0,0.045,0.28,0.715,0.0,0.26031584309730005,2.0,0.11166666666666666,0.0,0.9,0.1,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42014,200,0.048,0.952,9.6,9.5,11.100000000000001,2.04,1.0,5.0,8.049999999999983,0.3655,2.0,6.2032967032967035,5.0,10.900000000000006,0.035,0.235,0.765,0.0,0.2278738555442523,2.0,0.09666666666666666,0.0,0.75,0.25,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42015,200,0.05025,0.94975,10.05,10.5,12.0,1.23,0.0,5.0,9.049999999999983,0.338,2.0,6.1450777202072535,5.0,10.0,0.03,0.275,0.725,0.0,0.24353775975671565,2.0,0.08333333333333333,0.0,0.85,0.15,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42016,200,0.05175,0.94825,10.35,10.5,12.0,2.035,1.0,5.0,7.0,0.35925,2.0,7.351485148514851,6.0,14.0,0.02,0.29,0.71,0.0,0.3141772151898734,2.0,0.07166666666666667,0.0,0.85,0.15,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42017,200,0.05,0.95,10.0,10.0,12.0,2.0,1.0,5.0,9.0,0.39425,2.0,6.835106382978723,6.0,13.0,0.04,0.285,0.715,0.0,0.2669039145907473,2.0,0.10166666666666667,1.0,0.8,0.2,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42018,200,0.05475,0.94525,10.95,11.0,12.100000000000001,1.365,0.0,7.0,9.0,0.3055,2.0,5.9904761904761905,5.0,10.099999999999994,0.035,0.275,0.725,0.0,0.25448028673835127,2.0,0.09666666666666666,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42019,200,0.052,0.948,10.4,11.0,12.0,1.3,0.0,5.099999999999994,9.0,0.266,2.0,6.373737373737374,6.0,11.0,0.05,0.235,0.01,0.755,0.2546190837762592,2.0,0.08,0.0,1.0,0.0,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42020,200,0.051,0.949,10.2,10.0,12.0,1.215,0.0,4.0,7.049999999999983,0.36575,2.0,7.673469387755102,7.0,13.0,0.035,0.29,0.71,0.0,0.32370088719898604,2.0,0.056666666666666664,0.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42021,200,0.0505,0.9495,10.1,10.0,12.0,2.81,2.0,5.0,9.0,0.25175,2.0,6.3563829787234045,6.0,11.0,0.055,0.235,0.765,0.0,0.2430520464881253,2.0,0.051666666666666666,0.0,0.9,0.1,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42022,200,0.05275,0.94725,10.55,10.5,12.0,1.35,0.0,6.0,9.0,0.28525,2.0,5.832512315270936,5.0,10.800000000000011,0.03,0.255,0.745,0.0,0.23381939114863137,2.0,0.10166666666666667,1.0,0.95,0.05,nodes_high,"MIN_NODES=8,MAX_NODES=12"
42023,200,0.0495,0.9505,9.9,10.0,12.0,1.175,0.0,4.099999999999994,8.049999999999983,0.32775,2.0,6.911458333333333,6.0,12.0,0.015,0.3,0.7,0.0,0.27759367830741777,2.0,0.07666666666666666,0.0,0.9,0.1,nodes_high,"MIN_NODES=8,MAX_NODES=12"
