episode,reward,task_sr,subtask_sr,task_duration,completed_tasks,energy,ratio_local,ratio_rsu,ratio_v2v,actor_loss,critic_loss,entropy
35,3.2882150262594223,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,-0.000707695788393418,0.18821661844849585,2.1395828472243417
36,4.024263843894005,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,-0.001014742369039191,0.33130179329050913,2.110889365937975
37,2.88434699177742,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0023091460164222453,0.1532381385564804,2.1457541412777372
38,3.2441169023513794,0.0,0.09523809523809523,0.0,0,0.0,0.0,1.0,0.0,0.0034869950057731733,0.17317081983718607,2.143868006600274
39,4.352011531591415,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,-0.0004506415894462003,0.3748788389066855,2.123396317164103
40,4.621971771121025,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.0034725280271636115,0.3403617354730765,2.1086938275231257
41,3.411320596933365,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,0.0012331333684010638,0.20352650980154674,2.1009557300143773
42,3.3103421330451965,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.0032170290334357157,0.1886416724158658,2.2146360052956475
43,4.14222851395607,0.0,0.09523809523809523,0.0,0,0.0,0.0,1.0,0.0,0.003753473868386613,0.2995997064643436,2.2009420924716525
44,3.6508921533823013,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.011300156601808137,0.23466516497234505,2.1886529127756753
45,3.700614720582962,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.006889720064484411,0.27336883453859223,2.2054324573940702
46,3.8929354399442673,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.00834636434705721,0.2768766649895244,2.1838622728983563
47,5.015582591295242,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.005445233773854044,0.4976158313453197,2.169574428929223
48,4.5754436403512955,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.0010314564427567853,0.37099497922592695,2.1584640436702305
49,3.6861296743154526,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.0071004994420541655,0.34417374717692534,2.273999410205417
50,4.581201076507568,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.0032381637435820367,0.3834056533045239,2.205925522910224
51,3.312717378139496,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.003572982880804274,0.22004852501882446,2.260093763139513
52,5.312056094408035,0.0,0.10909090909090909,0.0,0,0.0,0.0,1.0,0.0,0.0038659779768851067,0.37433454510238434,2.2088999191919965
53,3.6903731524944305,0.0,0.09523809523809523,0.0,0,0.0,0.0,1.0,0.0,0.006905452710472875,0.34243796616792677,2.2900271839565702
54,3.3051807433366776,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0016344159945017762,0.19140949298938115,2.3212464756435818
55,3.909868374466896,0.0,0.11214953271028037,0.0,0,0.0,0.0,1.0,0.0,0.005769070186134841,0.2393415951066547,2.2590626981523303
56,3.9726201444864273,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.0020078209332293935,0.351353969424963,2.2708595010969375
57,4.284058138728142,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.0017520358372065756,0.33600995706187353,2.2999601046244305
58,4.440701380372047,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.005860967178725534,0.36313208523723817,2.29900594552358
59,3.25043685734272,0.0,0.09375,0.0,0,0.0,0.0,1.0,0.0,0.0063298036706530385,0.19802417842050393,2.3096080859502157
60,4.127939790487289,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.0022231417087217173,0.27815288826823237,2.272373914718628
61,4.273325577378273,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0002975377978550063,0.40847181313567693,2.2596018075942994
62,4.52093780040741,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,-0.0010267475412951575,0.4217206565042337,2.277662279870775
63,2.8314804658293724,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.0030145925055775377,0.20153889449106321,2.314856619305081
64,4.559676349163055,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,0.0028603613376617433,0.470412003993988,2.2496272140079077
65,3.3158645033836365,0.0,0.09448818897637795,0.0,0,0.0,0.0,1.0,0.0,0.004663180021776093,0.19325922143956026,2.24918393029107
66,3.889509290456772,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,0.007618920608527131,0.30524600487616327,2.2443846702575683
67,4.052523523569107,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.005020707131673892,0.35446379838718306,2.30476078192393
68,4.02936078608036,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.0004906512382957671,0.33160881507727835,2.291189996401469
69,4.694968089461327,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0027070025292535624,0.3624412178993225,2.2857420629925196
70,3.6988943815231323,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.0012913561736543973,0.23579329194294082,2.3259138716591727
71,3.3720742911100388,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-0.0004193886493643125,0.19577742922637198,2.300053866704305
72,5.488099157810211,0.0,0.10909090909090909,0.0,0,0.0,0.0,1.0,0.0,0.0018345874009860887,0.549031585537725,2.227937920888265
73,3.523728996515274,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.005323139381491476,0.2785156254967054,2.2681921164194745
74,4.681747406721115,0.0,0.11214953271028037,0.0,0,0.0,0.0,1.0,0.0,0.003524273447692394,0.42883992393811543,2.2952114793989393
75,3.84245403110981,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,0.006771961123579078,0.383262647771173,2.29721712536282
76,4.577051103115082,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0014526808737880654,0.4243768269817034,2.322422726949056
77,2.9784569516777992,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.007017484421117438,0.1702959134346909,2.345145320892334
78,4.900184273719788,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,-0.0056756452605542206,0.4614060954915153,2.3123509645462037
79,4.431678727269173,0.0,0.09523809523809523,0.0,0,0.0,0.0,1.0,0.0,0.003998625257776843,0.47923381858401826,2.2930705732769434
80,4.173864051699638,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.0010975161360369788,0.3425176387031873,2.3139257457521225
81,3.991353139281273,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.002768006765594085,0.3540280554857519,2.322187317742242
82,4.9994319677352905,0.0,0.09375,0.0,0,0.0,0.0,1.0,0.0,0.006300131759295861,0.4577259009083112,2.3126005278693307
83,3.178974986076355,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,0.003647732755376233,0.24520452059805392,2.371618300014072
84,4.7354575246572495,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.022651083653585778,0.4448173123101393,2.304440755314297
85,3.1880054622888565,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,3.8578899370299445e-06,0.19076505282686818,2.3041172557406955
86,3.9561640471220016,0.0,0.09375,0.0,0,0.0,0.0,1.0,0.0,0.005776220187544823,0.27797728371289043,2.326985319455465
87,5.455784872174263,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.0019862759030527537,0.4091244032813443,2.2937274085150823
88,3.4821223467588425,0.0,0.09375,0.0,0,0.0,0.0,1.0,0.0,-0.00036671585920784207,0.2003402430564165,2.332617531882392
89,4.878738895058632,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.0016415826976299286,0.4540463520420922,2.333285347620646
90,3.669923171401024,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.0007324256468564272,0.2313584669182698,2.354038265016344
91,4.0500208735466,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0036589638537002935,0.2150687798857689,2.359828485382928
92,0.14081724220886827,0.0,0.09448818897637795,0.0,0,0.0,0.0,0.7857142857142857,0.21428571428571427,-0.004184780676021344,2.649233818716473,2.331500538190206
93,-8.468151092529297,0.0,0.1,0.0,0,0.0,0.0,0.8888888888888888,0.1111111111111111,-0.0025983159533805316,23.021935963879027,2.323273211055332
94,-20.242533087730408,0.0,0.0975609756097561,0.0,0,0.0,0.13043478260869565,0.6521739130434783,0.21739130434782608,0.002428698917436931,19.246083397335475,2.3724249998728433
95,-36.939629912376404,0.0,0.10344827586206896,0.0,0,0.0,0.03333333333333333,0.6666666666666666,0.3,0.004077661182317469,55.91279477212164,2.337800900141398
96,-22.95631915330887,0.0,0.09836065573770492,0.0,0,0.0,0.0,0.6,0.4,0.003525195482911335,32.04467359118991,2.348263661066691
97,1.0685335844755173,0.0,0.09836065573770492,0.0,0,0.0,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.04196521661554774,4.690797232422564,2.3620731221305
98,-8.409741520881653,0.0,0.09917355371900827,0.0,0,0.0,0.16666666666666666,0.4444444444444444,0.3888888888888889,-0.004484953451901674,22.64714848233594,2.342936809857686
99,-19.506768882274628,0.0,0.10256410256410256,0.0,0,0.0,0.04,0.68,0.28,0.018548844589127436,68.61738212770886,2.3286461618211534
100,4.681074619293213,0.0,0.09917355371900827,0.0,0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.005508771104117235,3.7525688795579804,2.3459845781326294
101,3.465507924556732,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.0018763794667190975,0.2536220425946845,2.3676425483491688
102,4.024297744035721,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.006819697738521629,0.3395143180257744,2.3615972227520414
103,4.492222145199776,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0010077629134886794,0.4112861153152254,2.333362921079
104,4.078390076756477,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,0.009484663522905773,0.35593081187042924,2.3236114581425986
105,3.394823521375656,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.0025358813090456856,0.19959126942687563,2.3343950695461695
106,4.489847645163536,0.0,0.09448818897637795,0.0,0,0.0,0.0,1.0,0.0,-0.0014449034972737233,0.31576850699881714,2.335483349694146
107,4.159685969352722,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.0013554320463703739,0.372929564366738,2.3237782955169677
108,5.256036669015884,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,-0.002221765783098009,0.4490449529555109,2.3207404613494873
109,4.192178696393967,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0020820752096672853,0.36187787238094543,2.3571072816848755
110,4.478848353028297,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0009949176468782954,0.37601183437638813,2.3547762049569023
111,3.221084177494049,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.002141284683926238,0.17658570317758454,2.3555615928437974
112,5.806658789515495,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0015503113985889487,0.6210963590277566,2.3167189995447797
113,2.9252540320158005,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.003210609902938207,0.1463182075156106,2.377999766667684
114,4.09117266535759,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.001070435427957111,0.29828968995975125,2.3502781126234265
115,4.266560077667236,0.0,0.10714285714285714,0.0,0,0.0,0.0,0.9166666666666666,0.08333333333333333,-0.00031375779459873833,0.3056444419754876,2.393493742412991
116,5.204777792096138,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,-0.0016348791619141896,0.496509977347321,2.3430368423461916
117,4.095837101340294,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0022657735273241995,0.2817099940859609,2.344264033105638
118,4.116319119930267,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0008267002387179269,0.28492290559742184,2.3695703162087334
119,4.246710613369942,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,-0.0011539831343624328,0.3923137156913678,2.3385833422342936
120,5.013373494148254,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0013141354132029746,0.3857482425040669,2.318905888663398
121,4.018902406096458,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0020397319665385618,0.31194378352827495,2.367377003033956
122,3.5122137516736984,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.0013753743738763862,0.24650443005892966,2.356401056713528
123,4.045001044869423,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,-0.0009172965668969684,0.3019825136495961,2.3324545118543836
124,4.266031831502914,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,-0.0031682266025907465,0.3192001876731714,2.3250217967563205
125,3.7953581660985947,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0014956688870572381,0.25101427791847125,2.3094474580552844
126,4.061954841017723,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.004199248769630988,0.3161968340476354,2.3133342848883736
127,4.494297504425049,0.0,0.09090909090909091,0.0,0,0.0,0.0,1.0,0.0,-0.0015030551184382704,0.3635818044344584,2.272943056954278
128,4.1428107768297195,0.0,0.09375,0.0,0,0.0,0.0,1.0,0.0,-0.0019979620559348,0.37957587142785393,2.2974551386303372
129,3.595465049147606,0.0,0.11009174311926606,0.0,0,0.0,0.0,1.0,0.0,-0.0005728431356449922,0.2427524292634593,2.337415252791511
130,4.0735941380262375,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0006523977758155928,0.2807305794623163,2.313878787888421
131,3.8395896553993225,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.0047159508905477,0.28718757844633525,2.325390656789144
132,4.622869938611984,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.002698328532278538,0.40017623553673426,2.2833000659942626
133,4.863447695970535,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,-0.004380337707698345,0.43702566540903515,2.295980037583245
134,4.055153951048851,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,-0.005168545535869069,0.3665531119538678,2.291677408748203
135,5.834408104419708,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,0.0019222685756782691,0.5290292292833328,2.257049043973287
136,4.307849705219269,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,-0.00318255548675855,0.4023682350913684,2.2707564142015246
137,3.994069993495941,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,0.0012546165018445916,0.33454295280906887,2.3201245864232383
138,4.281169548630714,0.0,0.09448818897637795,0.0,0,0.0,0.0,1.0,0.0,0.003155548767083221,0.41794072745574845,2.325440589586894
139,4.097475856542587,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,0.00020610216177172132,0.34710332734717264,2.3184037579430474
140,4.468157887458801,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-0.0008804266858432028,0.4023280161122481,2.3205502483579847
141,4.049937799572945,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,-0.003919756919559505,0.2919622247417768,2.3061083104875353
142,4.493222758173943,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0017200692142877313,0.31476137704319423,2.2370785567495557
143,3.3073540776968002,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,0.005139230103749368,0.19801219246453708,2.3370749314626056
144,3.9501935243606567,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.0028733343144671784,0.37586034225920834,2.326349067687988
145,4.719214513897896,0.0,0.11009174311926606,0.0,0,0.0,0.0,1.0,0.0,0.002918083717425664,0.32144195445709756,2.307402981652154
146,4.839543253183365,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.003192000122119983,0.3577470265328884,2.2836194939083523
147,5.013549700379372,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.0034102855146759085,0.44711398763789073,2.2994052118725246
148,3.2035235315561295,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,0.0041639969166782165,0.17311493688159518,2.3442265431086224
149,3.993072360754013,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.0028645775384373135,0.3587738821903865,2.3045012924406265
150,4.878214001655579,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0005498151087926494,0.5195028314159976,2.2887132671144275
151,4.1493963450193405,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,0.0037764100771811274,0.33719298785759344,2.3157866424984404
152,3.8017582148313522,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,-0.0026120219172702896,0.24425652217533853,2.322078744570414
153,4.117763042449951,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0003649387870811754,0.4805328239169386,2.3179531547758314
154,3.5166390240192413,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,-0.0022250393509036966,0.2323943383163876,2.278018501069811
155,4.284318909049034,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.010975802400045925,0.3169048555195332,2.287862049208747
156,3.796294704079628,0.0,0.10619469026548672,0.0,0,0.0,0.0,1.0,0.0,0.0060307239182293415,0.26526308813028865,2.308228463596768
157,3.7216082215309143,0.0,0.10434782608695652,0.0,0,0.0,0.0,1.0,0.0,0.0014368256347046958,0.20795139090882409,2.3480322731865777
158,6.1680372804403305,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,0.0015938531503909164,0.5597883547345798,2.2819394244088067
159,4.646836593747139,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,-0.0007177920184201664,0.42994380568464596,2.283471449216207
160,3.8479190319776535,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-9.352130194505056e-05,0.3523097651700179,2.2994981553819445
161,5.332184210419655,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0011072488501667976,0.580463147825665,2.2877576642566257
162,4.300667718052864,0.0,0.10344827586206896,0.0,0,0.0,0.0,1.0,0.0,0.0014023207541969088,0.4395893209510379,2.290344058142768
163,3.613691031932831,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,-3.168750554323196e-05,0.23669985582431158,2.297821791966756
164,3.5280469805002213,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0010606065599454773,0.25351680670347476,2.2918832222620646
165,5.519534647464752,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0004905314029504856,0.6529636274609301,2.2646724118126764
166,4.452690109610558,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,-0.0033960886454830566,0.3908639634648959,2.265041971206665
167,3.810128942131996,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-0.00035124922999077375,0.31941806164880593,2.3150282038582697
168,4.364868625998497,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,-0.004814723475525777,0.3511570040550497,2.2863824791378446
169,4.024295881390572,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0016936293803155422,0.3037343084812164,2.2982052114274767
170,4.163644462823868,0.0,0.10714285714285714,0.0,0,0.0,0.0,1.0,0.0,0.0036452906930612193,0.31041480443543856,2.2996113512251113
171,3.7138186395168304,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0010461240696410339,0.2351736714442571,2.3129546218448214
172,3.515958786010742,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.0016015804890129302,0.2027822730441888,2.306708969010247
173,3.2065827399492264,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-7.812970628341039e-05,0.16268548236952887,2.354432797431946
174,3.969784826040268,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-0.0010476085771289137,0.27437676265835764,2.3343550576104057
175,4.612236469984055,0.0,0.10084033613445378,0.0,0,0.0,0.0,1.0,0.0,0.004402253073122767,0.43578140594893033,2.3303420729107325
176,4.460446909070015,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,-0.0033697810851865346,0.3629363253712654,2.3049362738927206
177,4.6637121587991714,0.0,0.09523809523809523,0.0,0,0.0,0.0,1.0,0.0,0.001234883571871453,0.402020588517189,2.337104606628418
178,4.066862165927887,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,-0.004041931302183204,0.36674392053650484,2.3298095252778794
179,3.5260841250419617,0.0,0.09836065573770492,0.0,0,0.0,0.0,1.0,0.0,-0.003128355886373255,0.24181310882170995,2.337564714749654
180,4.008741676807404,0.0,0.0975609756097561,0.0,0,0.0,0.0,1.0,0.0,-0.00014090815352069006,0.3097633917298582,2.334297580189175
181,3.6451976746320724,0.0,0.0967741935483871,0.0,0,0.0,0.0,1.0,0.0,-0.002242702535457081,0.2939883879489369,2.3390554269154866
182,3.668852150440216,0.0,0.09448818897637795,0.0,0,0.0,0.0,1.0,0.0,0.0028106032663749326,0.19671646070977053,2.329778390460544
183,4.237725585699081,0.0,0.10526315789473684,0.0,0,0.0,0.0,1.0,0.0,-0.0012239427098797427,0.27543533340924314,2.3120216502083673
184,3.9452411234378815,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,0.0032593649501601856,0.2564599472615454,2.3469398498535154
185,4.424384236335754,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,-0.00036916514444682334,0.32246780540380215,2.3122090922461616
186,3.4453142434358597,0.0,0.1,0.0,0,0.0,0.0,1.0,0.0,-0.0010325952226089108,0.28680771763126056,2.345634176996019
187,3.546370565891266,0.0,0.096,0.0,0,0.0,0.0,1.0,0.0,-0.00035391137417819764,0.22454184869097338,2.3070974323484634
188,4.845256730914116,0.0,0.10256410256410256,0.0,0,0.0,0.0,1.0,0.0,-0.0031679468229413033,0.39766233207450974,2.3275317774878608
189,4.012235254049301,0.0,0.09917355371900827,0.0,0,0.0,0.0,1.0,0.0,0.004722541115350193,0.2970389878584279,2.3509074131647747
190,4.386421665549278,0.0,0.1016949152542373,0.0,0,0.0,0.0,1.0,0.0,0.028696391472799912,0.3055545609030459,2.1209514008627997
