run_id,stage,episodes,seed,value_clip_range,min_active_samples,elapsed_sec,run_dir,reward_mean,reward_mean_std,value_loss,value_loss_std,policy_loss,policy_loss_std,value_clip_fraction,value_clip_fraction_std,skipped_update_count,skipped_update_count_std,active_ratio,active_ratio_std,active_samples_mean,active_samples_std,skipped_update_ratio,active_samples_p10,active_samples_p50,nan_inf_count
stage1_ep10_s0_clip0p2_min128_20260115_234448,1,10,0,0.2,128,63.46499300003052,runs/stage1_ep10/clip0p2_min128/seed0/stage1_ep10_s0_clip0p2_min128_20260115_234448,0.13280716985464092,0.023688315233041345,2.2166731559435524,3.6226006732807603,-0.00606514466895412,0.013179237002211502,0.2564016688764095,0.415108295674737,0.7,0.48304589153964794,0.030525000000000004,0.0018236486625565918,122.1,7.294594650226365,0.7,112.6,122.0,0
