episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,act_seconds,makespan_seconds,task_duration_mean,task_duration_p95,deadline_miss_rate,deadline_meet_ratio,time_limit_rate,energy_mean,energy_p95,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,uncertainty_selected_mean,uncertainty_selected_p90,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,Random,-0.002174596931766675,-0.43491938635333505,0.0,0.0,0.4067796610169492,0.5777777777777777,0.14625,0.1585,0.69525,0.14625,0.1585,0.69525,0.6612059740604546,0.6031695157369886,0.9625622838885903,20.000000000000014,21.65613555908203,0.0,0.0,20.000000000000014,0.0,0.0,1.0,0.0,1.0,0.004088137574235112,0.0,0.0,0.9645,0.035499999999999976,0.035499999999999976,0.0,5.625914231005558e-12,0.0,4.0746045589217655e-15,2.1766009133949993e-12,0.0,0.8270177245140076,0.800000011920929,0.00654838141053915,,,,,0.172982320189476,0.20000000298023224,118,0.0,0.0,0.0,80,0,0.0,0,0.07925,0.0
1,Local-Only,-0.002349196701543382,-0.12685662188334262,0.15,0.15,0.7161016949152542,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.399999999999997,6.292983608245849,2.3250000000000006,2.3250000000000006,5.399999999999997,2.3250000000000006,2.685000000000001,0.85,0.15000000000000002,0.0,0.0,0.0,0.0,0.8157407407407408,0.18425925925925923,0.18425925925925923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.112962962962963,0.0
1,Greedy,0.06226960657154246,1.619009770860104,0.95,0.95,0.9872881355932204,1.0,0.5557692307692308,0.4403846153846154,0.0038461538461538464,0.5557692307692308,0.4403846153846154,0.0038461538461538464,1.0,1.0,1.0,2.600000000000001,2.6226841282844555,1.5947368421052635,1.5947368421052635,2.600000000000001,1.5947368421052635,2.1100000000000003,0.05,0.95,0.0,0.15794950924200335,0.9976311574844399,0.0,0.551923076923077,0.44807692307692304,0.44807692307692304,0.0,1.7426850240642722e-10,6.682794595480601e-11,9.481542218026107e-10,1.716354836034384e-10,7.544074254184352e-10,0.9302781224250793,0.800000011920929,0.011678890325129032,,,,,0.06972198933362961,0.20000000298023224,231,0.0,0.0,0.0,231,0,0.0,0,0.0,3.423076923076923
1,Oracle-Min,0.04584611205239823,1.191998913362354,0.9,0.9,0.9830508474576272,1.0,0.5634615384615385,0.4,0.03653846153846154,0.5634615384615385,0.4,0.03653846153846154,0.43653846153846154,1.0,1.0,2.600000000000001,2.6242341899871837,1.805555555555556,1.805555555555556,2.600000000000001,1.805555555555556,2.5150000000000006,0.1,0.9,0.0,0.15432552825023788,0.9976311574844399,0.0,0.55,0.44999999999999996,0.44999999999999996,0.0,1.7701397292402277e-10,4.895187727393946e-11,9.67704139043235e-10,1.6971690719458365e-10,7.61342378030605e-10,0.9197885394096375,0.800000011920929,0.011107143014669418,,,,,0.07892107963562012,0.20000000298023224,227,0.0,0.0,0.0,226,1,0.004424778761061947,1,0.019230769230769232,2.730769230769231
1,EFT,0.036370589194069866,1.0547470866280262,0.8,0.8,0.9745762711864406,0.9444444444444444,0.6103448275862069,0.3568965517241379,0.032758620689655175,0.6103448275862069,0.3568965517241379,0.032758620689655175,0.0018228932032511034,0.004678221495069203,0.0,2.9000000000000012,2.9729823493957523,1.8117647058823534,1.8117647058823534,2.9000000000000012,1.8117647058823534,2.500000000000001,0.2,0.8,0.0,0.014164935063037532,0.09976311574844399,0.0,0.6,0.4,0.4,0.0,1.9987293070622414e-11,0.0,9.435997122553275e-11,1.5446382020667393e-11,7.54407508685162e-11,0.9202955365180969,0.800000011920929,0.008355576545000076,,,,,0.07970452308654785,0.20000000298023224,226,0.0,0.0,0.0,225,1,0.0044444444444444444,1,0.01206896551724138,2.206896551724138
1,CP-EFT,0.057713410204058006,1.3274084346933341,1.0,1.0,1.0,1.0,0.5804347826086956,0.3695652173913043,0.05,0.5804347826086956,0.3695652173913043,0.05,0.0022621446797056887,0.005391640169246718,0.0,2.3000000000000007,2.3,1.7700000000000002,1.7700000000000002,2.3000000000000007,1.7700000000000002,2.2050000000000005,0.0,1.0,0.0,0.0007629656363437793,0.0,0.0,0.48478260869565215,0.5152173913043478,0.5152173913043478,0.0,8.693668007708766e-11,0.0,4.4442666213839743e-10,1.3615916553966212e-11,7.522002465343292e-11,0.9115369915962219,0.800000011920929,0.009409456513822079,,,,,0.08846307545900345,0.20000000298023224,193,0.0,0.0,0.0,193,1,0.0051813471502590676,1,0.1391304347826087,1.826086956521739
1,LB-Greedy,0.03633418258688369,1.0536912950196269,0.8,0.8,0.9745762711864406,0.95,0.6120689655172413,0.35344827586206895,0.034482758620689655,0.6120689655172413,0.35344827586206895,0.034482758620689655,0.0018228932032511034,0.0046990135906028446,0.0,2.9000000000000012,2.9729823493957523,1.8117647058823534,1.8117647058823534,2.9000000000000012,1.8117647058823534,2.500000000000001,0.2,0.8,0.0,0.014164935063037532,0.09976311574844399,0.0,0.6017241379310345,0.3982758620689655,0.3982758620689655,0.0,2.005199305210592e-11,0.0,9.680267004652521e-11,1.5446803558472055e-11,7.54407508685162e-11,0.9196667671203613,0.800000011920929,0.00782729685306549,,,,,0.08033335208892822,0.20000000298023224,225,0.0,0.0,0.0,224,0,0.0,0,0.013793103448275862,2.206896551724138
1,Static,0.053616894715808404,1.3940392626110185,0.85,0.85,0.9872881355932204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.600000000000001,2.6226841282844555,1.6842105263157898,1.6842105263157898,2.600000000000001,1.6842105263157898,2.1100000000000003,0.15,0.85,0.0,0.18789758491468186,0.9976311574844399,0.0,0.551923076923077,0.44807692307692304,0.44807692307692304,0.0,1.7457989220925896e-10,7.354276215787436e-11,8.709584164989792e-10,1.7457989220925896e-10,7.544074254184352e-10,0.9346791505813599,0.800000011920929,0.006975924130529165,,,,,0.06532081961631775,0.20000000298023224,233,0.0,0.0,0.0,233,0,0.0,0,0.0,3.769230769230769
2,Random,-0.002191633181663543,-0.4383266363327086,0.0,0.0,0.3360323886639676,0.5247524752475248,0.13075,0.14575,0.7235,0.13075,0.14575,0.7235,0.6507761515634247,0.5982469388132585,0.9616579730089337,20.000000000000014,21.734683990478516,0.0,0.0,20.000000000000014,0.0,0.0,1.0,0.0,1.0,0.004969378113715618,0.0,0.0,0.9645,0.035499999999999976,0.035499999999999976,0.0,5.847367403645498e-13,0.0,0.0,5.829438494420192e-13,0.0,0.822101891040802,0.800000011920929,0.02110234834253788,,,,,0.17488093674182892,0.20000000298023224,121,0.0,0.0,0.0,73,3,0.0410958904109589,3,0.0635,0.0
2,Local-Only,-0.0022810797398949033,-0.10264858829527065,0.15,0.15,0.7004048582995951,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5,5.267493796348572,2.233333333333334,2.233333333333334,4.5,2.233333333333334,2.480000000000001,0.85,0.15000000000000002,0.0,0.0,0.0,0.0,0.7788888888888889,0.22111111111111115,0.22111111111111115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.251111111111111,0.0
2,Greedy,0.036018013030041644,1.0445223778712076,0.8,0.8,0.979757085020243,0.0,0.5948275862068966,0.4051724137931034,0.0,0.5948275862068966,0.4051724137931034,0.0,1.0,1.0,1.0,2.9000000000000012,3.0003419923782353,1.8894736842105266,1.8894736842105266,2.9000000000000012,1.8894736842105266,2.600000000000001,0.2,0.8,0.0,0.19189072796429102,0.9976311574844399,0.0,0.5827586206896552,0.4172413793103448,0.4172413793103448,0.0,3.0466504319370813e-10,2.45745729321456e-10,7.679839542085176e-10,2.480143035388238e-10,9.91551396545276e-10,0.9340795278549194,0.800000011920929,0.010310444980859756,,,,,0.06592050194740295,0.20000000298023224,235,0.0,0.0,0.0,235,0,0.0,0,0.017241379310344827,3.5517241379310347
