episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,ratio_local,ratio_rsu,ratio_v2v
1,Random,0.12604450391528044,25.208900783056087,0.8,0.8,0.9753086419753086,0.14275,0.146,0.71125
1,Local-Only,0.07593934686694434,15.18786937338887,0.7,0.7,0.9248554913294798,1.0,0.0,0.0
1,Greedy,-0.09074546064382139,-18.149092128764277,0.0,0.0,0.17763157894736842,0.0,1.0,0.0
2,Random,0.15421243565142587,30.842487130285175,0.95,0.95,0.9938271604938271,0.14175,0.14325,0.715
2,Local-Only,0.08341078288141286,16.682156576282573,0.7,0.7,0.937888198757764,1.0,0.0,0.0
2,Greedy,-0.09120834699018823,-18.241669398037647,0.0,0.0,0.17721518987341772,0.0,1.0,0.0
3,Random,0.15567089870525685,31.134179741051373,0.9,0.9,1.0,0.1375,0.15025,0.71225
3,Local-Only,0.11081246010683307,22.162492021366614,0.75,0.75,0.9530201342281879,1.0,0.0,0.0
3,Greedy,-0.08999805660631653,-17.999611321263306,0.0,0.0,0.1686746987951807,0.0,1.0,0.0
4,Random,0.1488759987363054,29.775199747261077,0.9,0.9,0.9935897435897436,0.1515,0.14425,0.70425
4,Local-Only,0.11342367493094098,22.684734986188197,0.85,0.85,0.9583333333333334,1.0,0.0,0.0
4,Greedy,-0.08959316504945633,-17.918633009891266,0.0,0.0,0.17419354838709677,0.0,1.0,0.0
5,Random,0.14355986839230264,28.71197367846053,0.9,0.9,0.9879518072289156,0.14,0.146,0.714
5,Local-Only,0.038373522532392096,7.6747045064784185,0.55,0.55,0.869281045751634,1.0,0.0,0.0
5,Greedy,-0.08848275659821246,-17.69655131964249,0.0,0.0,0.16875,0.0,1.0,0.0
6,Random,0.12601422895120235,25.202845790240467,0.75,0.75,0.9806451612903225,0.1435,0.144,0.7125
6,Local-Only,0.1009027753648323,20.18055507296646,0.8,0.8,0.9375,1.0,0.0,0.0
6,Greedy,-0.09105225490744012,-18.210450981488023,0.0,0.0,0.1656441717791411,0.0,1.0,0.0
7,Random,0.13272548969071812,26.545097938143623,0.85,0.85,0.9875,0.14225,0.152,0.70575
7,Local-Only,0.05090292852128868,10.180585704257735,0.6,0.6,0.8758169934640523,1.0,0.0,0.0
7,Greedy,-0.0888293484769014,-17.765869695380278,0.0,0.0,0.15789473684210525,0.0,1.0,0.0
8,Random,0.15784939284806376,31.569878569612754,0.95,0.95,1.0,0.14175,0.1405,0.71775
8,Local-Only,0.05347749162085397,10.695498324170794,0.55,0.55,0.9050632911392406,1.0,0.0,0.0
8,Greedy,-0.0901378854233586,-18.02757708467172,0.0,0.0,0.174496644295302,0.0,1.0,0.0
