episode,steps,elapsed_sec,reward_mode,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,2.274219036102295,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.255846679210663,,16,True,6.605055173271758,2.5268192350028587,639320476.5940177,16,16,83,-0.492514044046402,-0.5000005960464478,-0.4462157189846039,-0.5000041723251343,-0.1555633544921875,0.49327800123433385,0.0007177857038497853,0.24975135827060102,0.24903357256675118,0.04999999999999932,0.049999999999999996,-0.04928221429615021,-0.044674338022867896,0.0009117165456670734,0.0,7.14562369066626e-05,10.000000000000007,0.0007177857038497853,7.152557390810443e-07,0.24903357256675118,0.0625,0.0625,0.3132530120481928,0.875,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0,0.6153846153846154,0.38461538461538464,0.0,0.4903296504456263,0.7874466776847839,0.5736085623502731,0.008895678720860318,0.150390625,-0.0014613915647549386,2.2526912001300263,1.1134120442015543,4.4437290225178,0.5736085623502731,-0.5736085623502731,1.0,1.0,0.9903080669330641,12.263668269230761,164249000.0757845,1.0,0.0,0.04459844607333738,0.013924835216031913,0.05852328128936934,True,-1.0,0.24903357256675118,0.0
2,200,1.8940541744232178,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.135910987854004,,12,True,6.591070984320328,1.7381265650990165,514695097.5780758,12,12,53,-0.4944402575492859,-0.5000001192092896,-0.4999828338623047,-0.5419432520866394,0.012082457542419434,0.4945611042441648,0.0006393773853779213,0.13771995320916924,0.13708057582379135,0.04999999999999805,0.05,-0.04936062261462208,-0.04999828338622976,0.0016681070450387581,0.0,0.000166646111521794,10.000000000000007,0.0006393773853779213,7.629394538355427e-07,0.13708057582379135,0.0,0.0,0.5283018867924528,1.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.0,0.49239165681813446,0.87305748462677,0.5817818540979076,0.009324409158875209,0.13819679054054054,0.004069235201018887,1.1768436107683826,0.5808554038002685,5.197701939859906,0.5817818540979076,-0.5817818540979076,1.0,1.0,1.0,11.0,187838207.39689064,1.0,0.0,0.03909090833692172,0.013540278756203384,0.052631187093707274,True,-1.0,0.13708057582379135,0.0
3,200,1.8970658779144287,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.253679789029635,,13,True,6.658899183770836,2.608238927283195,647013702.2420243,13,13,68,-0.4930400550365448,-0.5000001788139343,-0.4999929666519165,-0.5000033378601074,0.12009143829345703,0.49428011023166957,0.0007519694534172408,0.2484826920829945,0.24773072262957724,0.04999999999999804,0.049999999999999996,-0.049248030546582756,-0.04999929574819646,0.0012264563665521575,0.0,0.00013650333505502802,10.000000000000007,0.0007519694534172408,7.042518053168578e-07,0.24773072262957724,0.07692307692307693,0.07692307692307693,0.36764705882352944,0.8461538461538461,0.0,0.0,0.48,0.52,0.0,0.48,0.52,0.0,0.5167743097245693,0.84991055727005,0.5903810282816758,0.004508222868615711,0.04951435810810811,0.003396261074404056,1.422136498564804,0.702656892707219,4.441260763922253,0.5903810282816758,-0.5903810282816758,1.0,1.0,0.9970629370629382,11.05384615384615,162379039.50187728,1.0,0.0,0.04664593812553974,0.014308257989009318,0.060954196116466804,True,-1.0,0.24773072262957724,0.0
4,200,2.0243020057678223,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.228195190429688,,13,True,6.242591575501409,2.061350752229771,652221970.0551822,13,13,65,-0.49382758140563965,-0.5000004172325134,-0.4999828338623047,-0.5000114440917969,0.04106968641281128,0.4944818114549837,0.0006041879740938251,0.22403491429515413,0.22343072632106034,0.04999999999999801,0.05,-0.04939581202590618,-0.04999828338622976,0.0002654129559783099,0.0,2.761950926845141e-05,10.000000000000007,0.0006041879740938251,1.7166137702417927e-06,0.22343072632106034,0.0,0.0,0.2923076923076923,1.0,0.0,0.0,0.6842105263157895,0.3157894736842105,0.0,0.6842105263157895,0.3157894736842105,0.0,0.5469522560505491,0.8105961680412292,0.5902356551243708,0.006353048748002412,0.04397035256410257,-0.0008404722902923822,1.5536278158617325,0.7641687215520785,4.2720900273475895,0.5902356551243708,-0.5902356551243708,1.0,1.0,1.0,11.599230769230768,170548051.72068152,1.0,0.0,0.045656655628414554,0.014599278363487553,0.060255933991163003,True,-1.0,0.22343072632106034,0.0
5,200,2.053508758544922,incremental_cost,42,False,True,time_limit,1.0,10.000000000000007,10.24086405436198,,15,True,6.164535326408584,2.1432545498819393,619826051.7717097,15,15,75,-0.4938030242919922,-0.5000005960464478,-0.4718484878540039,-0.5000162124633789,-0.14407187700271606,0.4939990531846695,0.0006242778965201622,0.25770745782053656,0.2570831799240165,0.04999999999999814,0.05,-0.04937572210347984,-0.047128677368163355,0.00048366429974878837,0.0,3.680553835371621e-05,10.000000000000007,0.0006242778965201622,1.7166137693536143e-06,0.2570831799240165,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.8666666666666667,0.0,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.45056536972522737,0.7203215956687927,0.567486773058772,0.007716950723261107,0.0560546875,0.0034183682524599134,1.6920855488628148,0.8381114089861512,4.997969810292124,0.567486773058772,-0.567486773058772,1.0,1.0,0.9972251082251077,11.701520146520146,165477476.15149575,1.0,0.0,0.04902209671654959,0.014121597696963056,0.0631436944162134,True,-1.0,0.2570831799240165,0.0
