episode,steps,physical_steps,decision_steps,active_decision_ratio,elapsed_sec,seed,terminated,truncated,termination_reason,termination_reason_raw,termination_reason_bucket,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,r_time,r_prog,mean_r_prog,r_interf,r_risk,r_illegal,r_pbrs,r_term,mean_r_term,r_step,mean_cost_power,mean_cost_trust,r_margin,r_margin_raw,r_margin_norm,r_total,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,abs_ratio_r_pbrs,abs_ratio_r_term,abs_ratio_r_margin,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,uncertainty_selected_mean,uncertainty_selected_p90,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,risk_penalty_mean,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,margin_pre_mean,margin_post_mean,r_margin_abs_mean,r_prog_abs_mean,r_margin_nonzero_rate,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,v2v_link_break_rate,top_illegal_reason,top_illegal_reason_count,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,total_loss,grad_norm,policy_entropy,entropy_loss,active_ratio,actor_update_active_frac,active_samples,total_samples,adv_mean,adv_std,value_target_mean,value_target_std,value_pred_mean,value_pred_std,value_clip_fraction,mode_aux_loss,mode_aux_acc,skipped_update_count,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,best_mode_compare_rate,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p50,action_regret_p95,oracle_match_rate_on_task,action_regret_mean_on_task,target_match_within_mode_rate,target_regret_within_mode_mean,oracle_local_chosen_local_rate,oracle_local_chosen_rsu_rate,oracle_local_chosen_v2v_rate,oracle_rsu_chosen_local_rate,oracle_rsu_chosen_rsu_rate,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_local_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,oracle_v2v_chosen_rsu_count,oracle_v2v_chosen_rsu_adv_mean,oracle_v2v_chosen_rsu_ret_mean,oracle_v2v_chosen_rsu_rew_mean,oracle_v2v_chosen_v2v_count,oracle_v2v_chosen_v2v_adv_mean,oracle_v2v_chosen_v2v_ret_mean,oracle_v2v_chosen_v2v_rew_mean,oracle_rsu_chosen_rsu_count,oracle_rsu_chosen_rsu_adv_mean,oracle_rsu_chosen_rsu_ret_mean,oracle_rsu_chosen_rsu_rew_mean,oracle_rsu_chosen_v2v_count,oracle_rsu_chosen_v2v_adv_mean,oracle_rsu_chosen_v2v_ret_mean,oracle_rsu_chosen_v2v_rew_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,t_L,t_R,t_V,t_a,t_alt,A_t,r_lat,cp_rem,f_max,d_cp_lb,rate_best,comm_lb,queue_lb,lb,phi,delta_phi,r_shape,overtime_ratio,r_timeout,e_tx,r_energy,r_power,avg_power,avg_rsu_queue,rsu_queue_p95,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,300,300,165,0.55,25.99366521835327,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,1.6530361676000667,3,,3.1488761670408474,2.480437891438605,1426789215.0244787,nan,0.0021069890436941113,0.0021069890436941113,nan,0.0,0.0,nan,-0.009362710455644073,-0.009362710455644073,0.002106989043694113,0.03356119990900352,0.0,nan,nan,nan,-0.0007255721411949981,nan,0.0,nan,0.0,0.0,nan,1.0,nan,1.4399971666467781e-11,0.0,0.0,1.439997253382952e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,0.0,0.0,0,0,0.0,0,20,20,201,-0.000725572113879025,0.0,0.0011462699563708166,-0.09832686185836792,0.02418431080877781,0.0014716850128024817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0027428385068055563,nan,0,0,0,0.0,unified_mainline,0.01945543799503483,nan,nan,0.0261776170932191,nan,nan,0.37716177306622406,nan,nan,0.622838226933776,0.10000000000001132,0.10000000000001132,0.0,0.0,0.03356119990900353,0.0,0.004161466571488187,0.019262695851962587,1.6530361676000667,,,0.0,0.15,0.15,0.6318407960199005,0.8,0.0,0.0,,0,0.9725,0.02749999999999997,0.02749999999999997,0.0,0.0,0.3212121212121212,0.45454545454545453,0.22424242424242424,0.3212121212121212,0.45454545454545453,0.22424242424242424,0.5039077996233663,0.8693417996168135,2.3464351654052735,0.012101314030587673,0.058181818947196005,-0.0058198069484205915,7.9210103988647464,97.03483734130859,0.008064966695383192,0.0,0.0,52.44797973632812,11.603600358963012,2.3464351654052735,-2.3464351654052735,0.0275,1.0,165,165,-1.0360980033874512,0.3549954295158386,-0.7929628610610961,0.36964157223701477,-0.2537292420864105,0.08850630968809128,0.8315151512622834,,,0,1.0,0.02750000000000001,0.9279561403508749,17.631166666666626,41342299.89884727,0.9424999999999949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5017064058355366,0.11333333333333333,0.0,True,-1.0,0.0,0.0
2,300,300,145,0.48333333333333334,16.072622060775757,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,0.8083974837748173,13,,2.985132991872711,2.038608126958727,303943632.3012452,nan,0.0008185394713879967,0.0008185394713879967,nan,0.0,0.0,nan,0.003552383521266425,0.003552383521266425,0.0008185394713879974,0.04672241665559881,0.0,nan,nan,nan,0.00043709229926544016,nan,0.0,nan,0.0,0.0,nan,1.0,nan,6.262377769128413e-12,0.0,0.0,6.262377769128413e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0.0,0.0,0.0,0,0,0.0,0,20,20,134,0.00043709229794330895,0.0,0.0009423935291124513,-0.07201240211725235,0.06674802303314209,0.0016137410420924425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0017568920900864573,nan,0,0,0,0.0,unified_mainline,0.009481304003031916,nan,nan,0.027704027634401537,nan,nan,0.06832000319412758,nan,nan,0.9316799968058724,0.10000000000001132,0.10000000000001132,0.0,0.0,0.0467224166555988,0.16006755806801076,0.004918750242101948,0.005431147949247589,0.8083974837748173,,,0.0,0.55,0.55,0.8208955223880597,0.45,0.0,0.0,,0,0.9758333333333333,0.02416666666666667,0.02416666666666667,0.0,0.0,0.3310344827586207,0.45517241379310347,0.21379310344827587,0.3310344827586207,0.45517241379310347,0.21379310344827587,0.5050015034492289,0.8664753764867783,2.1489846229553224,0.010710115637630224,0.039999999850988385,0.0025048853654880076,1.1458378314971924,306.8576232910156,0.020022681169211864,0.0004712239981800705,0.0,153.98846740722655,35.28836154937744,2.1489846229553224,-2.1489846229553224,0.024166666666666666,1.0,145,145,-0.15266583859920502,0.40143638849258423,-0.7418502688407898,0.3959037661552429,-0.6464183568954468,0.11382623761892319,0.3958620637655258,,,0,1.0,0.024166666666666656,0.5597894736842113,10.635999999999989,28572976.35931691,0.8935000000000036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022906885797468,0.05,0.0,True,-1.0,0.0,0.0
3,300,300,277,0.9233333333333333,19.85734486579895,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,2.2746518812818004,8,,3.7646141458871574,3.3728593506970745,2048109017.9801,nan,0.010574278577660532,0.010574278577660532,nan,0.0,0.0,nan,-0.006665084533038452,-0.006665084533038452,0.010574278577660566,0.19252219354171843,0.0,nan,nan,nan,0.0003909194044622102,nan,0.0,nan,0.0,0.0,nan,1.0,nan,3.459170233241493e-12,0.0,0.0,3.4585197119380018e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,0.0,0.0,0.0,0,0,0.0,0,20,20,266,0.00039091944927349687,0.0,0.009849309176206593,-0.07976093888282776,0.026726912707090378,0.0029322481714189053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.015903073087211537,nan,0,0,0,0.0,unified_mainline,0.03343579506432496,nan,nan,0.09464885452395111,nan,nan,0.7161864895411562,nan,nan,0.2838135104588439,0.10000000000001132,0.10000000000001132,0.0,0.0,0.1925221935417182,0.997109264549858,0.01973508540698768,0.07000848135481537,2.2746518812818004,,,0.0,0.35,0.35,0.7406015037593985,0.65,0.0,0.003436426116838488,,0,0.9538333333333333,0.04616666666666669,0.04616666666666669,0.0,0.0,0.34657039711191334,0.3971119133574007,0.2563176895306859,0.34657039711191334,0.3971119133574007,0.2563176895306859,0.5006325768355671,0.8640031099319457,1.8777289152145387,0.00019702683202922345,0.02578125,0.010713991266675294,1.5927669048309325,1416.1789306640626,0.010694743320345878,0.0012056723312920468,0.0,708.8794189453125,50.026249170303345,1.8777289152145387,-1.8777289152145387,0.04616666666666667,1.0,277,277,-0.1669064462184906,0.3272591233253479,-0.7147271990776062,0.29018607139587405,-0.5788434267044067,0.11522226631641388,0.428125,,,0,1.0,0.04616666666666681,0.2609122807017547,4.957333333333326,23291034.67437651,0.7501666666666683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5002614650920344,0.20333333333333334,1.0,True,-1.0,0.0,0.0
4,300,300,281,0.9366666666666666,23.884248733520508,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,2.042373915586896,11,,3.755903236117706,3.380746110253649,2084723333.5566432,nan,0.010635430703099885,0.010635430703099885,nan,0.0,0.0,nan,-0.002909457771683923,-0.002909457771683923,0.010635430703099769,0.17193748469694484,0.0,nan,nan,nan,0.0007725972931415989,nan,0.0,nan,0.0,0.0,nan,1.0,nan,7.032948008689477e-12,0.0,0.0,7.0287187528550454e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,0.0,0.0,0.0,0,0,0.0,0,20,20,268,0.0007725972682237625,0.0,0.007623366545885801,-0.06540029495954514,0.037851229310035706,0.002978262258693576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.017159360177755992,nan,0,0,0,0.0,unified_mainline,0.018864618309204568,nan,nan,0.0739186685342636,nan,nan,0.5705728980905823,nan,nan,0.42942710190941774,0.10000000000001132,0.10000000000001132,0.0,0.0,0.17193748469694436,0.9966103446552906,0.017761792131573615,0.06216215649341779,2.042373915586896,,,0.0,0.4,0.4,0.6156716417910447,0.55,0.0,0.003913894324853229,,0,0.9531666666666667,0.04683333333333328,0.04683333333333328,0.0,0.0,0.3416370106761566,0.40569395017793597,0.2526690391459075,0.3416370106761566,0.40569395017793597,0.2526690391459075,0.5016829870591798,0.8805156469345092,1.944305157661438,0.00603046016767621,0.034375,-0.0020201724022626878,1.0946651935577392,907.5144775390625,0.005234016943722964,0.00485611620212641,0.0,454.2818359375,54.052089309692384,1.944305157661438,-1.944305157661438,0.04683333333333333,1.0,281,281,-0.05136434733867645,0.3563411235809326,-0.6352023720741272,0.35483198761940005,-0.5526627182960511,0.07596723139286041,0.3328125,,,0,1.0,0.04683333333333352,0.2694210526315796,5.118999999999994,21518325.076013733,0.7023333333333339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500660572420728,0.13333333333333333,0.05000000000001137,True,-1.0,0.0,0.0
5,300,300,210,0.7,20.518378019332886,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,1.799456060948209,11,,3.1474930199244895,2.479184734576918,1266225902.593783,nan,0.006278033178258178,0.006278033178258178,nan,0.0,0.0,nan,-0.000129526638031421,-0.000129526638031421,0.006278033178258155,0.09299147173365911,0.0,nan,nan,nan,0.000614850654022671,nan,0.0,nan,0.0,0.0,nan,1.0,nan,1.1123785920164053e-11,0.0,0.0,8.850228709611496e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0.0,0.0,0.0,0,0,0.0,0,20,20,205,0.0006148506072349846,0.0,0.005398218566551807,-0.10000000149011612,0.10000000149011612,0.00239162752404809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.013731946794209336,nan,0,0,0,0.0,unified_mainline,-0.03818682915736868,nan,nan,0.15348471113193998,nan,nan,0.5246499982185561,nan,nan,0.475350001781444,0.10000000000001132,0.10000000000001132,0.0,0.0,0.09299147173365907,0.9975807737686895,0.00961019888396646,0.03533268495001631,1.799456060948209,,,0.0,0.45,0.45,0.8292682926829268,0.5,0.0,0.0018867924528301887,,0,0.965,0.03500000000000003,0.03500000000000003,0.0,0.0,0.319047619047619,0.45714285714285713,0.22380952380952382,0.319047619047619,0.45714285714285713,0.22380952380952382,0.49523828070907683,0.8598517179489137,2.0782628059387207,0.003731435164809227,0.027619048207998275,0.004659530930803157,1.2518826007843018,646.4478881835937,0.003808786207810044,0.008094865896065296,0.0,323.8315124511719,44.04209384918213,2.0782628059387207,-2.0782628059387207,0.035,1.0,210,210,-0.12527184188365936,0.3748430013656616,-0.7515109539031982,0.3563971519470215,-0.7134686708450317,0.08471008092164993,0.602857132256031,,,0,1.0,0.03433333333333338,0.5300087719298235,10.070166666666674,26175194.024518736,0.7914999999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4980135694358032,0.15333333333333332,0.0,True,-1.0,0.0,0.0
6,300,300,157,0.5233333333333333,14.864609003067017,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,0.7304987551827868,15,,2.9840594323438427,2.0663710426227144,392670964.59767985,nan,0.002037742237018696,0.002037742237018696,nan,0.0,0.0,nan,0.0041979488444618684,0.0041979488444618684,0.0020377422370187145,0.07439256207471837,0.0,nan,nan,nan,0.0006235691081480591,nan,0.0,nan,0.0,0.0,nan,1.0,nan,2.3822684276642025e-12,0.0,0.0,1.337712059179541e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0,0,0,0.0,0,20,20,127,0.0006235690671019256,0.0,0.001889178139390425,-0.05137503519654274,0.10896975547075272,0.001842646743170917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0022351038338658227,nan,0,0,0,0.0,unified_mainline,0.01375584645875713,nan,nan,0.014572092364491489,nan,nan,0.04236896391420969,nan,nan,0.9576310360857904,0.10000000000001132,0.10000000000001132,0.0,0.0,0.07439256207471845,0.9973893122058558,0.007557713383414036,0.010456209229749585,0.7304987551827868,,,0.0,0.7,0.7,0.8740157480314961,0.25,0.0,0.0035087719298245615,,0,0.9738333333333333,0.02616666666666667,0.02616666666666667,0.0,0.0,0.31210191082802546,0.34394904458598724,0.34394904458598724,0.31210191082802546,0.34394904458598724,0.34394904458598724,0.4956883770674214,0.8650264620780944,2.0081908226013185,0.0178858520463109,0.035668790340423584,-0.010851202718913554,1.1387097835540771,569.8379638671875,0.0019566183211281894,0.009754695330738477,0.0,285.4543701171875,43.3931360244751,2.0081908226013185,-2.0081908226013185,0.026166666666666668,1.0,157,157,-0.045834701508283615,0.3462940454483032,-0.6868776917457581,0.3386435806751251,-0.5883183240890503,0.072038933634758,0.40891720056533815,,,0,1.0,0.02616666666666664,0.38389473684210434,7.294000000000011,29661919.087536,0.8400000000000017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49809641847526653,0.02,0.0,True,-1.0,0.0,0.0
7,77,77,127,1.6493506493506493,4.6237781047821045,42,True,False,idle,idle,terminated,0.0,7.699999999999989,,0.8811556066615159,18,,2.9666987341059636,2.0569971770834004,329610992.3451273,nan,0.0020374394873371223,0.0020374394873371223,nan,0.0,0.0,nan,0.04447227084224267,0.04447227084224267,0.002037439487337102,0.12216495838992851,0.0,nan,nan,nan,0.0046509710329579726,nan,0.0,nan,0.0,0.0,nan,1.0,nan,4.300537790463688e-12,0.0,0.0,4.300303169113562e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0,0,0.0,0,20,20,127,0.004650970920920372,0.0,0.04154386445879936,-0.016592245548963547,0.1074947640299797,0.005368510726839304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.002523379729446014,nan,0,0,0,0.0,unified_mainline,0.017496765384994856,nan,nan,0.017804357940192837,nan,nan,0.03733776722165473,nan,nan,0.9626622327783452,0.0999999999999971,0.0999999999999971,0.0,0.0,0.12216495838992841,0.9976217133923975,0.012438332998105758,0.01879314210858818,0.8811556066615159,,,0.0,0.9,0.9,0.9763779527559056,0.1,0.0,0.0,,0,0.9175324675324675,0.08246753246753247,0.08246753246753247,0.0,0.0,0.31496062992125984,0.4015748031496063,0.28346456692913385,0.31496062992125984,0.4015748031496063,0.28346456692913385,0.4934789624032597,0.8578625261783598,1.968706202507019,0.017910614050924777,0.014173228293657303,0.00998297706246376,15.59244613647461,229.14761657714843,0.001303747436031699,0.011042546572232846,0.0,122.35704498291015,69.56795654296874,1.968706202507019,-1.968706202507019,0.08246753246753247,1.0,127,127,0.8455399870872498,0.19278720021247864,0.1776709109544754,0.21449576318264008,-0.5925134003162384,0.07104320377111435,0.6015748023986817,,,0,1.0,0.08246753246753247,0.4398496240601502,8.357142857142868,26115310.769885413,0.9246753246753242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49697237540151346,0.05194805194805195,0.0,False,0.0,0.0,0.0
8,300,300,223,0.7433333333333333,15.407951831817627,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,1.634178721717226,19,,3.193991309982596,2.484841788000936,1303494382.851903,nan,0.004429090703129452,0.004429090703129452,nan,0.0,0.0,nan,0.009528386437750343,0.009528386437750343,0.0044290907031294315,0.024869459268401277,0.0,nan,nan,nan,0.0013957477140879796,nan,0.0,nan,0.0,0.0,nan,1.0,nan,3.712373290720716e-12,0.0,0.0,3.712373290720716e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,0.0,0.0,0.0,0,0,0.0,0,20,20,197,0.0013957476476207376,0.0,0.006879443931393382,-0.019614841789007187,0.06018498167395592,0.0017817473271861672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.005547294863915581,nan,0,0,0,0.0,unified_mainline,0.029305957355229537,nan,nan,0.03614334472547185,nan,nan,0.21042777015521524,nan,nan,0.7895722298447848,0.10000000000001132,0.10000000000001132,0.0,0.0,0.024869459268401266,0.0,0.00302665633537047,0.02969758852009794,1.634178721717226,,,0.0,0.8,0.8,0.883248730964467,0.15,0.0,0.015267175572519083,,0,0.9628333333333333,0.03716666666666668,0.03716666666666668,0.0,0.0,0.3183856502242152,0.40358744394618834,0.27802690582959644,0.3183856502242152,0.40358744394618834,0.27802690582959644,0.48708108191731236,0.859336170554161,1.9894418478012086,0.012186730094254018,0.020627802424132823,0.0043875080533325676,1.178209662437439,33.87595062255859,0.0009200737811625003,0.013285845740031416,0.0,17.508055114746092,17.435550880432128,1.9894418478012086,-1.9894418478012086,0.03716666666666667,1.0,223,223,-0.08007874339818954,0.2841399312019348,-0.4934119462966919,0.2774416506290436,-0.3910477221012115,0.06468787565827369,0.2798206299543381,,,0,1.0,0.08266666666666729,0.3706842105263146,7.0429999999999975,32909642.419865787,0.9453333333333325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49369126166962085,0.19,0.05000000000001137,True,-1.0,0.0,0.0
9,300,300,246,0.82,15.576366186141968,42,False,True,time_limit,time_limit,time_limit,1.0,30.000000000000156,,1.489844379040969,19,,3.127521864195404,2.4696344942274004,1378635603.9843087,nan,0.008067782412510511,0.008067782412510511,nan,0.0,0.0,nan,0.00756399028355255,0.00756399028355255,0.00806778241251044,0.018729293920440326,0.0,nan,nan,nan,0.0015631772696062963,nan,0.0,nan,0.0,0.0,nan,1.0,nan,4.185356488467518e-12,0.0,0.0,4.185356488467518e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,0.0,0.0,0.0,0,0,0.0,0,20,20,194,0.0015631773276254535,0.0,0.009093741513788703,-0.0829811841249466,0.07447360455989838,0.0023926817812025547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.009044215508970155,nan,0,0,0,0.0,unified_mainline,0.026618126680770827,nan,nan,0.03795634265356534,nan,nan,0.1792366395689166,nan,nan,0.8207633604310833,0.10000000000001132,0.10000000000001132,0.0,0.0,0.01872929392044032,0.0,0.002077070350285701,0.043578200749450846,1.489844379040969,,,0.0,0.6,0.6,0.8608247422680413,0.35,0.0,0.015151515151515152,,0,0.959,0.041000000000000036,0.041000000000000036,0.0,0.0,0.27235772357723576,0.4634146341463415,0.26422764227642276,0.27235772357723576,0.4634146341463415,0.26422764227642276,0.48695210622215057,0.848156201839447,1.949746322631836,0.009362953156232834,0.04471544548869133,-0.0010233848181087524,0.9682917356491089,35.58597106933594,0.0008797279791906476,0.01358323492539944,0.0,18.253150939941406,3.357225704193115,1.949746322631836,-1.949746322631836,0.041,1.0,246,246,-0.022722037509083748,0.3719833493232727,-0.5056422233581543,0.3791782557964325,-0.5194096803665161,0.04954846501350403,0.18617886006832124,,,0,1.0,0.08666666666666731,0.3500701754385971,6.651333333333339,35772772.73338004,0.8133333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945959973270074,0.13,0.0,True,-1.0,0.0,0.0
