episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,ratio_local,ratio_rsu,ratio_v2v
1,Random,0.12605626505125653,25.211253010251305,0.8,0.8,0.9727272727272728,0.1435,0.14875,0.70775
1,Local-Only,0.0759682911919091,15.193658238381818,0.7,0.7,0.9166666666666666,1.0,0.0,0.0
1,Greedy,-0.090122586397977,-18.0245172795954,0.0,0.0,0.1896551724137931,0.0,1.0,0.0
2,Random,0.1504461903677242,30.089238073544838,0.95,0.95,0.9911504424778761,0.138,0.14725,0.71475
2,Local-Only,0.05356926355761104,10.713852711522208,0.55,0.55,0.9097744360902256,1.0,0.0,0.0
2,Greedy,-0.09224118055258397,-18.448236110516795,0.0,0.0,0.13821138211382114,0.0,1.0,0.0
3,Random,0.0772094889989759,15.441897799795179,0.6,0.6,0.9126984126984127,0.1365,0.141,0.7225
3,Local-Only,0.07594557794179659,15.189115588359318,0.7,0.7,0.8951612903225806,1.0,0.0,0.0
3,Greedy,-0.09249059454574604,-18.49811890914921,0.0,0.0,0.1557377049180328,0.0,1.0,0.0
4,Random,0.05760227542642792,11.520455085285585,0.55,0.55,0.9338842975206612,0.14175,0.13875,0.7195
4,Local-Only,0.10841087846851227,21.682175693702455,0.8,0.8,0.9534883720930233,1.0,0.0,0.0
4,Greedy,-0.08905419121484609,-17.81083824296922,0.0,0.0,0.16,0.0,1.0,0.0
5,Random,0.0960065074413012,19.20130148826024,0.7,0.7,0.937984496124031,0.1345,0.134,0.7315
5,Local-Only,0.11324914910537251,22.6498298210745,0.85,0.85,0.956140350877193,1.0,0.0,0.0
5,Greedy,-0.09021299365665308,-18.042598731330617,0.0,0.0,0.175,0.0,1.0,0.0
6,Random,0.08300949166617205,16.60189833323441,0.65,0.65,0.9298245614035088,0.13825,0.1535,0.70825
6,Local-Only,0.04093364179541127,8.186728359082254,0.5,0.5,0.8739495798319328,1.0,0.0,0.0
6,Greedy,-0.09044992527311585,-18.08998505462317,0.0,0.0,0.1743119266055046,0.0,1.0,0.0
7,Random,0.10959952730421278,21.919905460842557,0.75,0.75,0.9453125,0.145,0.13775,0.71725
7,Local-Only,0.07586404938397877,15.172809876795753,0.7,0.7,0.9099099099099099,1.0,0.0,0.0
7,Greedy,-0.09164212264906642,-18.328424529813283,0.0,0.0,0.1623931623931624,0.0,1.0,0.0
8,Random,0.09257980753450137,18.515961506900275,0.7,0.7,0.9482758620689655,0.1445,0.142,0.7135
8,Local-Only,0.0660107792651153,13.20215585302306,0.6,0.6,0.9159663865546218,1.0,0.0,0.0
8,Greedy,-0.08947444643611639,-17.89488928722328,0.0,0.0,0.16129032258064516,0.0,1.0,0.0
9,Random,0.11002857399095083,22.005714798190166,0.8,0.8,0.940677966101695,0.1355,0.13775,0.72675
9,Local-Only,0.07597718211525552,15.195436423051103,0.7,0.7,0.88,1.0,0.0,0.0
9,Greedy,-0.09188530497644695,-18.37706099528939,0.0,0.0,0.18518518518518517,0.0,1.0,0.0
10,Random,0.10588612799903725,21.17722559980745,0.75,0.75,0.9572649572649573,0.14675,0.132,0.72125
10,Local-Only,0.12097949869269709,24.195899738539417,0.85,0.85,0.9754098360655737,1.0,0.0,0.0
10,Greedy,-0.08996819166432601,-17.993638332865203,0.0,0.0,0.1322314049586777,0.0,1.0,0.0
11,Random,0.11399404203394653,22.798808406789306,0.8,0.8,0.9421487603305785,0.14025,0.14475,0.715
11,Local-Only,0.10100302893124542,20.200605786249085,0.8,0.8,0.9448818897637795,1.0,0.0,0.0
11,Greedy,-0.09110778756631585,-18.22155751326317,0.0,0.0,0.1557377049180328,0.0,1.0,0.0
12,Random,0.14605441911941905,29.210883823883808,0.95,0.95,0.9754098360655737,0.1365,0.14575,0.71775
