episode,seed,terminated,truncated,illegal_count,no_task_count,delta_t_norm_p50,delta_t_norm_p90,delta_t_norm_p95,delta_phi_p50,delta_phi_p90,delta_phi_p95,r_base_mean,r_base_p95,r_shape_mean,r_shape_p95,r_illegal_mean,r_term_mean,r_energy_mean,r_total_mean,r_total_p95,r_base_clip_ratio,r_shape_clip_ratio,r_total_clip_ratio,rsu_mismatch_count,rsu_mismatch_ratio
1,1,False,True,0,3887,0.0,0.0,0.0,0.0,0.008052502826666696,0.014045338026666743,0.01761893142261186,0.0,0.0009877994665173338,0.0014045338026666744,0.0,0.0575,0.0,0.0761067308891292,0.0016759138015999945,0.00625,0.0,0.0,14,1.0
