step,vehicle_id,delta_t,delta_t_norm,phi_prev,phi_next,delta_phi,r_base,r_shape,r_illegal,r_term,r_energy,r_total,base_clipped,shape_clipped,total_clipped,serving_rsu_id,rsu_id_used,f_local,f_serving_rsu,f_candidates_max,f_max
1,17,0.4839886541982299,0.9679773083964598,-1.4371556053333334,-1.4371556053333334,0.01437155605333329,1.4519659625946897,0.001437155605333329,0.0,0.0,0.0,1.453403118200023,False,False,False,-1,-1,2400349985.8361387,12000000000.0,7739213940.023133,12000000000.0
1,18,0.06861920394593624,0.13723840789187247,-2.0154804266666666,-2.0154804266666666,0.020154804266666604,0.2058576118378087,0.0020154804266666604,0.0,0.0,0.0,0.20787309226447537,False,False,False,-1,-1,6128696576.224159,12000000000.0,7739213940.023133,12000000000.0
1,19,-0.07625481151646762,-0.15250962303293525,-1.7311054933333334,-1.7311054933333334,0.017311054933333292,-0.22876443454940287,0.0017311054933333292,0.0,0.0,0.0,-0.22703332905606954,False,False,False,-1,-1,7086739894.641823,12000000000.0,7739213940.023133,12000000000.0
2,0,0.0,0.0,-1.746149632,-1.746149632,0.017461496319999936,0.0,0.0017461496319999938,0.0,0.0,0.0,0.0017461496319999938,False,False,False,-1,-1,7613234424.836191,12000000000.0,6128696576.224159,12000000000.0
2,1,0.0,0.0,-0.8942559466666666,-0.8942559466666666,0.008942559466666666,0.0,0.0008942559466666667,0.0,0.0,0.0,0.0008942559466666667,False,False,False,-1,-1,6500865889.669805,12000000000.0,7613234424.836191,12000000000.0
2,2,0.0,0.0,-1.5058956373333334,-1.5058956373333334,0.015058956373333432,0.0,0.0015058956373333434,0.0,0.0,0.0,0.0015058956373333434,False,False,False,-1,-1,7739213940.023133,12000000000.0,7613234424.836191,12000000000.0
2,3,0.0,0.0,-1.5953850026666667,-1.5953850026666667,0.015953850026666716,0.0,0.0015953850026666717,0.0,0.0,0.0,0.0015953850026666717,False,False,False,-1,-1,5230548165.679911,12000000000.0,7613234424.836191,12000000000.0
2,4,0.0,0.0,-0.9576793386666667,-0.9576793386666667,0.009576793386666727,0.0,0.0009576793386666727,0.0,0.0,0.0,0.0009576793386666727,False,False,False,-1,-1,5307949647.187717,12000000000.0,7613234424.836191,12000000000.0
2,5,0.0,0.0,-1.099091456,-1.099091456,0.010990914560000009,0.0,0.001099091456000001,0.0,0.0,0.0,0.001099091456000001,False,False,False,-1,-1,7160167692.097328,12000000000.0,7613234424.836191,12000000000.0
2,6,0.0,0.0,-1.5129492053333333,-1.5129492053333333,0.01512949205333336,0.0,0.001512949205333336,0.0,0.0,0.0,0.001512949205333336,False,False,False,-1,-1,2728060734.444424,12000000000.0,7613234424.836191,12000000000.0
2,7,0.0,0.0,-1.694153984,-1.694153984,0.01694153983999991,0.0,0.001694153983999991,0.0,0.0,0.0,0.001694153983999991,False,False,False,-1,-1,3904174455.9329643,12000000000.0,7613234424.836191,12000000000.0
2,8,0.0,0.0,-1.4607775253333333,-1.4607775253333333,0.014607775253333344,0.0,0.0014607775253333345,0.0,0.0,0.0,0.0014607775253333345,False,False,False,-1,-1,2992436689.0775585,12000000000.0,7613234424.836191,12000000000.0
2,9,0.0,0.0,-2.082865632,-2.082865632,0.020828656319999972,0.0,0.002082865631999997,0.0,0.0,0.0,0.002082865631999997,False,False,False,-1,-1,4127508144.766726,12000000000.0,7613234424.836191,12000000000.0
2,10,0.0,0.0,-1.4045338026666667,-1.4045338026666667,0.014045338026666743,0.0,0.0014045338026666744,0.0,0.0,0.0,0.0014045338026666744,False,False,False,-1,-1,3256957288.4460464,12000000000.0,7613234424.836191,12000000000.0
2,11,0.0,0.0,-2.0331158186666665,-2.0331158186666665,0.02033115818666653,0.0,0.0020331158186666534,0.0,0.0,0.0,0.0020331158186666534,False,False,False,-1,-1,2781168324.735136,12000000000.0,7613234424.836191,12000000000.0
2,12,0.0,0.0,-1.674953792,-1.674953792,0.01674953792,0.0,0.0016749537920000002,0.0,0.0,0.0,0.0016749537920000002,False,False,False,-1,-1,3429265498.346855,12000000000.0,7613234424.836191,12000000000.0
2,13,0.0,0.0,-1.2057956373333334,-1.2057956373333334,0.0120579563733334,0.0,0.0012057956373333401,0.0,0.0,0.0,0.0012057956373333401,False,False,False,-1,-1,2665347804.464175,12000000000.0,7613234424.836191,12000000000.0
2,14,0.0,0.0,-1.5430813226666666,-1.5430813226666666,0.015430813226666729,0.0,0.0015430813226666729,0.0,0.0,0.0,0.0015430813226666729,False,False,False,-1,-1,4357641601.842152,12000000000.0,7613234424.836191,12000000000.0
2,15,0.0,0.0,-2.1559252906666666,-1.829220608,0.34499688874666656,0.0,0.03449968887466666,0.0,0.0,0.0,0.03449968887466666,False,False,False,-1,-1,5819626400.011383,12000000000.0,7613234424.836191,12000000000.0
2,16,0.0,0.0,-1.3225427733333333,-1.3225427733333333,0.01322542773333324,0.0,0.001322542773333324,0.0,0.0,0.0,0.001322542773333324,False,False,False,-1,-1,6499149864.35686,12000000000.0,7613234424.836191,12000000000.0
2,17,0.0,0.0,-1.4371556053333334,-1.4371556053333334,0.01437155605333329,0.0,0.001437155605333329,0.0,0.0,0.0,0.001437155605333329,False,False,False,-1,-1,2400349985.8361387,12000000000.0,7613234424.836191,12000000000.0
2,18,0.0,0.0,-2.0154804266666666,-2.0154804266666666,0.020154804266666604,0.0,0.0020154804266666604,0.0,0.0,0.0,0.0020154804266666604,False,False,False,-1,-1,6128696576.224159,12000000000.0,7613234424.836191,12000000000.0
2,19,0.0,0.0,-1.7311054933333334,-1.7311054933333334,0.017311054933333292,0.0,0.0017311054933333292,0.0,0.0,0.0,0.0017311054933333292,False,False,False,-1,-1,7086739894.641823,12000000000.0,7613234424.836191,12000000000.0
3,0,0.0,0.0,-1.746149632,-1.746149632,0.017461496319999936,0.0,0.0017461496319999938,0.0,0.0,0.0,0.0017461496319999938,False,False,False,-1,-1,7613234424.836191,12000000000.0,6128696576.224159,12000000000.0
3,1,0.0,0.0,-0.8942559466666666,-0.6641155306666666,0.23678157130666666,0.0,0.023678157130666667,0.0,0.0,0.0,0.023678157130666667,False,False,False,-1,-1,6500865889.669805,12000000000.0,7613234424.836191,12000000000.0
3,2,0.0,0.0,-1.5058956373333334,-1.5058956373333334,0.015058956373333432,0.0,0.0015058956373333434,0.0,0.0,0.0,0.0015058956373333434,False,False,False,-1,-1,7739213940.023133,12000000000.0,7613234424.836191,12000000000.0
3,3,0.0,0.0,-1.5953850026666667,-1.5953850026666667,0.015953850026666716,0.0,0.0015953850026666717,0.0,0.0,0.0,0.0015953850026666717,False,False,False,-1,-1,5230548165.679911,12000000000.0,7613234424.836191,12000000000.0
3,4,0.0,0.0,-0.9576793386666667,-0.6202222293333334,0.3436593316266666,0.0,0.034365933162666666,0.0,0.0,0.0,0.034365933162666666,False,False,False,-1,-1,5307949647.187717,12000000000.0,7613234424.836191,12000000000.0
3,5,0.0,0.0,-1.099091456,-1.099091456,0.010990914560000009,0.0,0.001099091456000001,0.0,0.0,0.0,0.001099091456000001,False,False,False,-1,-1,7160167692.097328,12000000000.0,7613234424.836191,12000000000.0
3,6,1.3542683124542236,2.7085366249084473,-1.5129492053333333,-1.5129492053333333,0.01512949205333336,1.5,0.001512949205333336,0.0,0.0,0.0,1.5015129492053334,True,False,False,-1,-1,2728060734.444424,12000000000.0,7613234424.836191,12000000000.0
3,7,0.0,0.0,-1.694153984,-1.694153984,0.01694153983999991,0.0,0.001694153983999991,0.0,0.0,0.0,0.001694153983999991,False,False,False,-1,-1,3904174455.9329643,12000000000.0,7613234424.836191,12000000000.0
3,8,0.0,0.0,-1.4607775253333333,-1.3142794346666666,0.1596408850133333,0.0,0.01596408850133333,0.0,0.0,0.0,0.01596408850133333,False,False,False,-1,-1,2992436689.0775585,12000000000.0,7613234424.836191,12000000000.0
3,9,0.0,0.0,-2.082865632,-2.082865632,0.020828656319999972,0.0,0.002082865631999997,0.0,0.0,0.0,0.002082865631999997,False,False,False,-1,-1,4127508144.766726,12000000000.0,7613234424.836191,12000000000.0
3,10,0.0,0.0,-1.4045338026666667,-1.4045338026666667,0.014045338026666743,0.0,0.0014045338026666744,0.0,0.0,0.0,0.0014045338026666744,False,False,False,-1,-1,3256957288.4460464,12000000000.0,7613234424.836191,12000000000.0
3,11,0.0,0.0,-2.0331158186666665,-2.0331158186666665,0.02033115818666653,0.0,0.0020331158186666534,0.0,0.0,0.0,0.0020331158186666534,False,False,False,-1,-1,2781168324.735136,12000000000.0,7613234424.836191,12000000000.0
3,12,0.0,0.0,-1.674953792,-1.674953792,0.01674953792,0.0,0.0016749537920000002,0.0,0.0,0.0,0.0016749537920000002,False,False,False,-1,-1,3429265498.346855,12000000000.0,7613234424.836191,12000000000.0
3,13,0.0,0.0,-1.2057956373333334,-1.2057956373333334,0.0120579563733334,0.0,0.0012057956373333401,0.0,0.0,0.0,0.0012057956373333401,False,False,False,-1,-1,2665347804.464175,12000000000.0,7613234424.836191,12000000000.0
3,14,0.0,0.0,-1.5430813226666666,-1.5430813226666666,0.015430813226666729,0.0,0.0015430813226666729,0.0,0.0,0.0,0.0015430813226666729,False,False,False,-1,-1,4357641601.842152,12000000000.0,7613234424.836191,12000000000.0
3,15,0.13126927614212036,0.2625385522842407,-1.829220608,-1.829220608,0.01829220607999993,0.3938078284263611,0.001829220607999993,0.0,0.0,0.0,0.3956370490343611,False,False,False,-1,-1,5819626400.011383,12000000000.0,7613234424.836191,12000000000.0
3,16,0.0,0.0,-1.3225427733333333,-1.21630368,0.11840213013333334,0.0,0.011840213013333335,0.0,0.0,0.0,0.011840213013333335,False,False,False,-1,-1,6499149864.35686,12000000000.0,7613234424.836191,12000000000.0
3,17,0.0,0.0,-1.4371556053333334,-1.4371556053333334,0.01437155605333329,0.0,0.001437155605333329,0.0,0.0,0.0,0.001437155605333329,False,False,False,-1,-1,2400349985.8361387,12000000000.0,7613234424.836191,12000000000.0
3,18,0.0,0.0,-2.0154804266666666,-2.0154804266666666,0.020154804266666604,0.0,0.0020154804266666604,0.0,0.0,0.0,0.0020154804266666604,False,False,False,-1,-1,6128696576.224159,12000000000.0,7613234424.836191,12000000000.0
3,19,0.0,0.0,-1.7311054933333334,-1.7311054933333334,0.017311054933333292,0.0,0.0017311054933333292,0.0,0.0,0.0,0.0017311054933333292,False,False,False,-1,-1,7086739894.641823,12000000000.0,7613234424.836191,12000000000.0
4,0,0.0,0.0,-1.746149632,-1.746149632,0.017461496319999936,0.0,0.0017461496319999938,0.0,0.0,0.0,0.0017461496319999938,False,False,False,-1,-1,7613234424.836191,12000000000.0,6128696576.224159,12000000000.0
4,1,1.2161006927490234,2.432201385498047,-0.6641155306666666,-0.6641155306666666,0.006641155306666646,1.5,0.0006641155306666646,0.0,0.0,0.0,1.5006641155306666,True,False,False,-1,-1,6500865889.669805,12000000000.0,6128696576.224159,12000000000.0
4,2,0.0,0.0,-1.5058956373333334,-1.5058956373333334,0.015058956373333432,0.0,0.0015058956373333434,0.0,0.0,0.0,0.0015058956373333434,False,False,False,-1,-1,7739213940.023133,12000000000.0,6128696576.224159,12000000000.0
4,3,0.0,0.0,-1.5953850026666667,-1.3079832746666666,0.30048156074666665,0.0,0.030048156074666668,0.0,0.0,0.0,0.030048156074666668,False,False,False,-1,-1,5230548165.679911,12000000000.0,6128696576.224159,12000000000.0
4,4,0.06807186590544756,0.13614373181089512,-0.6202222293333334,-0.5122367786666666,0.1131078184533334,0.20421559771634268,0.01131078184533334,0.0,0.0,0.0,0.21552637956167603,False,False,False,-1,0,5307949647.187717,12000000000.0,6128696576.224159,12000000000.0
4,5,0.0,0.0,-1.099091456,-1.099091456,0.010990914560000009,0.0,0.001099091456000001,0.0,0.0,0.0,0.001099091456000001,False,False,False,-1,-1,7160167692.097328,12000000000.0,6128696576.224159,12000000000.0
4,6,0.0,0.0,-1.5129492053333333,-1.5129492053333333,0.01512949205333336,0.0,0.001512949205333336,0.0,0.0,0.0,0.001512949205333336,False,False,False,-1,-1,2728060734.444424,12000000000.0,6128696576.224159,12000000000.0
4,7,0.0,0.0,-1.694153984,-1.23444288,0.4720555328,0.0,0.04720555328000001,0.0,0.0,0.0,0.04720555328000001,False,False,False,-1,-1,3904174455.9329643,12000000000.0,6128696576.224159,12000000000.0
4,8,0.0,0.0,-1.3142794346666666,-1.3142794346666666,0.013142794346666653,0.0,0.0013142794346666653,0.0,0.0,0.0,0.0013142794346666653,False,False,False,-1,-1,2992436689.0775585,12000000000.0,6128696576.224159,12000000000.0
4,9,0.0,0.0,-2.082865632,-2.082865632,0.020828656319999972,0.0,0.002082865631999997,0.0,0.0,0.0,0.002082865631999997,False,False,False,-1,-1,4127508144.766726,12000000000.0,6128696576.224159,12000000000.0
4,10,0.0,0.0,-1.4045338026666667,-1.4045338026666667,0.014045338026666743,0.0,0.0014045338026666744,0.0,0.0,0.0,0.0014045338026666744,False,False,False,-1,-1,3256957288.4460464,12000000000.0,6128696576.224159,12000000000.0
4,11,0.0,0.0,-2.0331158186666665,-1.8146783573333334,0.2365842449066664,0.0,0.023658424490666644,0.0,0.0,0.0,0.023658424490666644,False,False,False,-1,-1,2781168324.735136,12000000000.0,6128696576.224159,12000000000.0
4,12,0.0,0.0,-1.674953792,-1.330477184,0.35778137984,0.0,0.035778137984,0.0,0.0,0.0,0.035778137984,False,False,False,-1,-1,3429265498.346855,12000000000.0,6128696576.224159,12000000000.0
4,13,0.0,0.0,-1.2057956373333334,-1.2057956373333334,0.0120579563733334,0.0,0.0012057956373333401,0.0,0.0,0.0,0.0012057956373333401,False,False,False,-1,-1,2665347804.464175,12000000000.0,6128696576.224159,12000000000.0
4,14,0.0,0.0,-1.5430813226666666,-1.5430813226666666,0.015430813226666729,0.0,0.0015430813226666729,0.0,0.0,0.0,0.0015430813226666729,False,False,False,-1,-1,4357641601.842152,12000000000.0,6128696576.224159,12000000000.0
4,15,-0.1719032383823647,-0.3438064767647294,-1.829220608,-1.829220608,0.01829220607999993,-0.5157097151470942,0.001829220607999993,0.0,0.0,0.0,-0.5138804945390942,False,False,False,-1,-1,5819626400.011383,12000000000.0,6128696576.224159,12000000000.0
4,16,0.0,0.0,-1.21630368,-1.21630368,0.012163036800000082,0.0,0.0012163036800000083,0.0,0.0,0.0,0.0012163036800000083,False,False,False,-1,-1,6499149864.35686,12000000000.0,7613234424.836191,12000000000.0
4,17,0.0,0.0,-1.4371556053333334,-1.4371556053333334,0.01437155605333329,0.0,0.001437155605333329,0.0,0.0,0.0,0.001437155605333329,False,False,False,-1,-1,2400349985.8361387,12000000000.0,6128696576.224159,12000000000.0
4,18,0.0,0.0,-2.0154804266666666,-2.0154804266666666,0.020154804266666604,0.0,0.0020154804266666604,0.0,0.0,0.0,0.0020154804266666604,False,False,False,-1,-1,6128696576.224159,12000000000.0,5819626400.011383,12000000000.0
4,19,0.0,0.0,-1.7311054933333334,-1.7311054933333334,0.017311054933333292,0.0,0.0017311054933333292,0.0,0.0,0.0,0.0017311054933333292,False,False,False,-1,-1,7086739894.641823,12000000000.0,6128696576.224159,12000000000.0
5,0,0.0,0.0,-1.746149632,-1.746149632,0.017461496319999936,0.0,0.0017461496319999938,0.0,0.0,0.0,0.0017461496319999938,False,False,False,-1,-1,7613234424.836191,12000000000.0,7086739894.641823,12000000000.0
5,1,0.0,0.0,-0.6641155306666666,-0.5157679146666667,0.15350529514666655,0.0,0.015350529514666656,0.0,0.0,0.0,0.015350529514666656,False,False,False,-1,-1,6500865889.669805,12000000000.0,6128696576.224159,12000000000.0
5,2,0.0,0.0,-1.5058956373333334,-1.5058956373333334,0.015058956373333432,0.0,0.0015058956373333434,0.0,0.0,0.0,0.0015058956373333434,False,False,False,-1,-1,7739213940.023133,12000000000.0,7613234424.836191,12000000000.0
5,3,0.0,0.0,-1.3079832746666666,-1.3079832746666666,0.013079832746666575,0.0,0.0013079832746666577,0.0,0.0,0.0,0.0013079832746666577,False,False,False,-1,-1,5230548165.679911,12000000000.0,7613234424.836191,12000000000.0
5,4,0.0340659556652429,0.0681319113304858,-0.5122367786666666,-0.5122367786666666,0.005122367786666637,0.10219786699572869,0.0005122367786666637,0.0,0.0,0.0,0.10271010377439535,False,False,False,-1,-1,5307949647.187717,12000000000.0,7613234424.836191,12000000000.0
5,5,0.0,0.0,-1.099091456,-1.099091456,0.010990914560000009,0.0,0.001099091456000001,0.0,0.0,0.0,0.001099091456000001,False,False,False,-1,-1,7160167692.097328,12000000000.0,7613234424.836191,12000000000.0
5,6,0.0,0.0,-1.5129492053333333,-1.5129492053333333,0.01512949205333336,0.0,0.001512949205333336,0.0,0.0,0.0,0.001512949205333336,False,False,False,-1,-1,2728060734.444424,12000000000.0,7613234424.836191,12000000000.0
5,7,0.11973345279693604,0.23946690559387207,-1.23444288,-1.23444288,0.012344428800000085,0.3592003583908081,0.0012344428800000085,0.0,0.0,0.0,0.3604348012708081,False,False,False,-1,-1,3904174455.9329643,12000000000.0,7613234424.836191,12000000000.0
5,8,0.6563313007354736,1.3126626014709473,-1.3142794346666666,-1.3142794346666666,0.013142794346666653,1.5,0.0013142794346666653,0.0,0.0,0.0,1.5013142794346668,True,False,False,-1,-1,2992436689.0775585,12000000000.0,6128696576.224159,12000000000.0
5,9,0.0,0.0,-2.082865632,-2.082865632,0.020828656319999972,0.0,0.002082865631999997,0.0,0.0,0.0,0.002082865631999997,False,False,False,-1,-1,4127508144.766726,12000000000.0,7613234424.836191,12000000000.0
5,10,0.0,0.0,-1.4045338026666667,-1.4045338026666667,0.014045338026666743,0.0,0.0014045338026666744,0.0,0.0,0.0,0.0014045338026666744,False,False,False,-1,-1,3256957288.4460464,12000000000.0,7086739894.641823,12000000000.0
5,11,0.0,0.0,-1.8146783573333334,-1.8146783573333334,0.018146783573333325,0.0,0.0018146783573333325,0.0,0.0,0.0,0.0018146783573333325,False,False,False,-1,-1,2781168324.735136,12000000000.0,7613234424.836191,12000000000.0
5,12,0.09350919723510742,0.18701839447021484,-1.330477184,-1.330477184,0.013304771840000118,0.28052759170532227,0.0013304771840000119,0.0,0.0,0.0,0.2818580688893223,False,False,False,-1,-1,3429265498.346855,12000000000.0,7613234424.836191,12000000000.0
5,13,0.0,0.0,-1.2057956373333334,-1.2057956373333334,0.0120579563733334,0.0,0.0012057956373333401,0.0,0.0,0.0,0.0012057956373333401,False,False,False,-1,-1,2665347804.464175,12000000000.0,6128696576.224159,12000000000.0
5,14,0.0,0.0,-1.5430813226666666,-1.5430813226666666,0.015430813226666729,0.0,0.0015430813226666729,0.0,0.0,0.0,0.0015430813226666729,False,False,False,-1,-1,4357641601.842152,12000000000.0,7613234424.836191,12000000000.0
5,15,0.010192119000889899,0.020384238001779798,-1.829220608,-1.829220608,0.01829220607999993,0.030576357002669696,0.001829220607999993,0.0,0.0,0.0,0.032405577610669686,False,False,False,-1,-1,5819626400.011383,12000000000.0,6128696576.224159,12000000000.0
5,16,0.7229805588722229,1.4459611177444458,-1.21630368,-1.21630368,0.012163036800000082,1.5,0.0012163036800000083,0.0,0.0,0.0,1.50121630368,True,False,False,-1,-1,6499149864.35686,12000000000.0,7613234424.836191,12000000000.0
5,17,0.0,0.0,-1.4371556053333334,-1.4371556053333334,0.01437155605333329,0.0,0.001437155605333329,0.0,0.0,0.0,0.001437155605333329,False,False,False,-1,-1,2400349985.8361387,12000000000.0,7613234424.836191,12000000000.0
5,18,0.0,0.0,-2.0154804266666666,-1.4792423466666667,0.5510305034666667,0.0,0.055103050346666675,0.0,0.0,0.0,0.055103050346666675,False,False,False,-1,-1,6128696576.224159,12000000000.0,7613234424.836191,12000000000.0
5,19,0.0,0.0,-1.7311054933333334,-1.7311054933333334,0.017311054933333292,0.0,0.0017311054933333292,0.0,0.0,0.0,0.0017311054933333292,False,False,False,-1,-1,7086739894.641823,12000000000.0,7613234424.836191,12000000000.0
6,0,0.0,0.0,-1.746149632,-1.746149632,0.017461496319999936,0.0,0.0017461496319999938,0.0,0.0,0.0,0.0017461496319999938,False,False,False,-1,-1,7613234424.836191,12000000000.0,7739213940.023133,12000000000.0
6,1,1.0533757209777832,2.1067514419555664,-0.5157679146666667,-0.5157679146666667,0.005157679146666649,1.5,0.000515767914666665,0.0,0.0,0.0,1.5005157679146666,True,False,False,-1,-1,6500865889.669805,12000000000.0,5307949647.187717,12000000000.0
6,2,0.0,0.0,-1.5058956373333334,-1.5058956373333334,0.015058956373333432,0.0,0.0015058956373333434,0.0,0.0,0.0,0.0015058956373333434,False,False,False,-1,-1,7739213940.023133,12000000000.0,7613234424.836191,12000000000.0
6,3,0.0,0.0,-1.3079832746666666,-1.3079832746666666,0.013079832746666575,0.0,0.0013079832746666577,0.0,0.0,0.0,0.0013079832746666577,False,False,False,-1,-1,5230548165.679911,12000000000.0,7739213940.023133,12000000000.0
6,4,0.0,0.0,-0.5122367786666666,-0.5122367786666666,0.005122367786666637,0.0,0.0005122367786666637,0.0,0.0,0.0,0.0005122367786666637,False,False,False,-1,-1,5307949647.187717,12000000000.0,7613234424.836191,12000000000.0
6,5,0.0,0.0,-1.099091456,-1.099091456,0.010990914560000009,0.0,0.001099091456000001,0.0,0.0,0.0,0.001099091456000001,False,False,False,-1,-1,7160167692.097328,12000000000.0,7739213940.023133,12000000000.0
6,6,0.0,0.0,-1.5129492053333333,-1.5129492053333333,0.01512949205333336,0.0,0.001512949205333336,0.0,0.0,0.0,0.001512949205333336,False,False,False,-1,-1,2728060734.444424,12000000000.0,7739213940.023133,12000000000.0
6,7,0.08040659129619598,0.16081318259239197,-1.23444288,-1.23444288,0.012344428800000085,0.24121977388858795,0.0012344428800000085,0.0,0.0,0.0,0.24245421676858797,False,False,False,-1,-1,3904174455.9329643,12000000000.0,7613234424.836191,12000000000.0
6,8,0.0,0.0,-1.3142794346666666,-1.3142794346666666,0.013142794346666653,0.0,0.0013142794346666653,0.0,0.0,0.0,0.0013142794346666653,False,False,False,-1,-1,2992436689.0775585,12000000000.0,7613234424.836191,12000000000.0
6,9,0.0,0.0,-2.082865632,-2.082865632,0.020828656319999972,0.0,0.002082865631999997,0.0,0.0,0.0,0.002082865631999997,False,False,False,-1,-1,4127508144.766726,12000000000.0,7739213940.023133,12000000000.0
6,10,0.0,0.0,-1.4045338026666667,-1.4045338026666667,0.014045338026666743,0.0,0.0014045338026666744,0.0,0.0,0.0,0.0014045338026666744,False,False,False,-1,-1,3256957288.4460464,12000000000.0,7739213940.023133,12000000000.0
6,11,1.5773669481277466,3.154733896255493,-1.8146783573333334,-1.8146783573333334,0.018146783573333325,1.5,0.0018146783573333325,0.0,0.0,0.0,1.5018146783573334,True,False,False,-1,0,2781168324.735136,12000000000.0,7739213940.023133,12000000000.0
6,12,0.0,0.0,-1.330477184,-1.330477184,0.013304771840000118,0.0,0.0013304771840000119,0.0,0.0,0.0,0.0013304771840000119,False,False,False,-1,-1,3429265498.346855,12000000000.0,7739213940.023133,12000000000.0
6,13,0.0,0.0,-1.2057956373333334,-1.2057956373333334,0.0120579563733334,0.0,0.0012057956373333401,0.0,0.0,0.0,0.0012057956373333401,False,False,False,-1,-1,2665347804.464175,12000000000.0,7613234424.836191,12000000000.0
