episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p95,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,-1.2137651269160785,-0.0007125504230535949,2513.1185546875,0.05,0.05,0.05,0.5771144278606966,0.7551020408163265,0.3333333333333333,0.3525641025641026,0.3141025641025641,0.4966532714119336,0.027,0.027,0.09,0.6878377221599681,0.6748445974860364,28.57142857142857,-418.46094780935897,0.2857142857142857,0.08388406156120402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.40987419440293404,-0.26497040308310243,1.6399822836291167,20,20,26.419933319091797
2,,-0.7475490644108516,0.000841503118630495,5.6331178665161135,0.7,0.7,0.7,0.8208955223880597,0.9736842105263158,0.2222222222222222,0.4375,0.3402777777777778,0.4978514754975525,0.0026666666666666666,0.0026666666666666666,0.043333333333333335,0.3017422036068746,1.1118877056696,48.97959183673469,-11.778504344215868,0.4897959183673469,0.014321312784379597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8124121744808479,-0.2994755311887519,2.1389768830533527,20,20,14.11163592338562
3,,-1.0583234540717097,-0.00019441151357236575,486.5054992675781,0.3,0.3,0.3,0.7320754716981132,0.8,0.27972027972027974,0.3881118881118881,0.3321678321678322,0.5021693010820697,0.06933333333333333,0.06933333333333333,0.24,0.030958240986087657,0.9686154881957905,47.368421052631575,-284.4760515818865,0.47368421052631576,0.16135889016107283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4747603651759008,-0.49385512301988965,2.402801777181879,20,20,17.19095015525818
4,,-1.0738998767148977,-0.00024633292238299235,584.5907470703125,0.25,0.25,0.25,0.6404494382022472,0.8571428571428571,0.25925925925925924,0.4222222222222222,0.31851851851851853,0.5021011026877289,0.04566666666666667,0.04566666666666667,0.2,0.05482152823347974,1.1861930272378178,48.837209302325576,-0.9284841145969186,0.4883720930232558,0.12586514503156895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7063529836659843,-0.47984004357183346,2.330512695204293,20,20,18.979502201080322
5,,-1.074807596772107,-0.00024935865590702334,55.17175369262695,0.25,0.25,0.25,0.6731707317073171,0.8048780487804879,0.25263157894736843,0.45263157894736844,0.29473684210526313,0.5063143558577479,0.0245,0.0245,0.15333333333333332,0.03694657490787068,1.5635145380210236,46.42857142857143,-23.12467213673972,0.4642857142857143,0.07881046842309117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8273387325354953,-0.7361758054855283,1.9066181524073613,20,20,17.76553177833557
6,,-0.7332577331548895,0.0008891408894837016,360.4080383300781,0.7,0.7,0.7,0.8976377952755905,0.9210526315789473,0.30538922155688625,0.38323353293413176,0.31137724550898205,0.5048159933489127,0.003833333333333333,0.003833333333333333,0.013333333333333334,0.22220642849331473,1.5082059686462985,46.15384615384615,-0.12723995112618505,0.46153846153846156,0.020936425643530085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.912537940062652,-0.5956680285836464,2.344067018571117,20,20,13.69862985610962
7,,0.4462596176984614,0.04462596176984614,36.6784912109375,1.0,1.0,1.0,1.0,1.0,0.171875,0.5546875,0.2734375,0.5081802061572671,0.085,0.085,0.9,0.9994898104057156,0.03524725220845926,40.0,-0.008202205129295455,0.4,0.013078555580043186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46462320799560763,0.4293759557871484,2.5515329148896764,20,20,1.0082778930664062
8,,-0.6479768671911672,0.0011734104426961093,1.866426682472229,0.75,0.75,0.75,0.883248730964467,0.9302325581395349,0.20175438596491227,0.5394736842105263,0.25877192982456143,0.5074174705887369,0.03266666666666666,0.03266666666666666,0.23,0.5952686731151335,1.1342605422951935,42.3728813559322,-0.02170850154080443,0.423728813559322,0.07547695286611732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8791825676144444,-0.2550779746807491,2.602045928935389,20,20,14.194490909576416
9,,-0.5793088463407192,0.0014023038455309362,1.8030574798583985,0.75,0.75,0.75,0.9278350515463918,0.9743589743589743,0.1946564885496183,0.5648854961832062,0.24045801526717558,0.5080446741213867,0.029,0.029,0.2833333333333333,0.5388621079887338,1.1528129356572872,49.2063492063492,0.008427544906962034,0.49206349206349204,0.10329016066503394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9082061191152729,-0.24460681654201424,2.505929069809641,20,20,13.598557949066162
10,,-0.7214679459554258,0.0009284401801485807,1.075071883201599,0.8,0.8,0.8,0.8865979381443299,0.9310344827586207,0.2235294117647059,0.5647058823529412,0.21176470588235294,0.5067814545398578,0.0565,0.0565,0.24,0.35813105073352636,1.590158794884827,37.03703703703704,-0.17942390824055454,0.37037037037037035,0.1752692859893206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8394723240848627,-0.7506864707999644,2.6922522459562925,20,20,14.086907148361206
11,,-0.574591175852779,0.0014180294138240702,22.962399673461913,0.75,0.75,0.75,0.8625,0.9512195121951219,0.25524475524475526,0.534965034965035,0.2097902097902098,0.5087073072075533,0.07283333333333333,0.07283333333333333,0.44666666666666666,0.6703478543567328,1.2635338214181986,28.333333333333332,-0.11145725751325945,0.2833333333333333,0.21360354122316078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.061776684324436,-0.20175713709376258,2.663264095821319,20,20,17.679908990859985
12,,-0.7586986932216344,0.0008043376892612184,6.420342254638672,0.55,0.55,0.55,0.7976653696498055,0.9259259259259259,0.16825396825396827,0.546031746031746,0.2857142857142857,0.5062872706006747,0.049166666666666664,0.049166666666666664,0.44,0.24457406628161352,1.586610179201754,54.44444444444444,-0.3358991805959739,0.5444444444444444,0.08583044094874488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.343378958748466,-0.2432312204532881,2.1344733566400085,20,20,22.3390371799469
13,,-0.6883346956002585,0.001038884347999138,1.23841712474823,0.65,0.65,0.65,0.827906976744186,0.9347826086956522,0.18992248062015504,0.5542635658914729,0.2558139534883721,0.5028307476711925,0.0345,0.0345,0.22,0.3669385738682242,1.1579095394311834,46.96969696969697,-0.01759939923312531,0.4696969696969697,0.07821857845982151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8890292443254053,-0.26888029510577804,2.2235130656433038,20,20,17.53394365310669
14,,-0.6367801576586856,0.0012107328078043817,5.182462120056153,0.8,0.8,0.8,0.921875,1.0,0.1464968152866242,0.6050955414012739,0.2484076433121019,0.5043059590331589,0.004666666666666667,0.004666666666666667,0.04666666666666667,0.5513691551854859,1.164072123112397,30.76923076923077,-0.018726264772966274,0.3076923076923077,0.013079557747327638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8723503235840545,-0.29172179952834243,2.226056452080109,20,20,13.363311767578125
