phase,method,policy,metric_id,metric_cn,direction,mean,std,n,matched_k,stat_basis
后期,当前算法(MAPPO),MAPPO,reward_mean,平均步奖励,higher,-0.005057929913649178,0.018775248044798156,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.45964765052000683,0.06863856367036526,120,120,matched_tail_raw_baseline
中期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4603118772308032,0.06340961059760121,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5731265941013892,0.14311485264934531,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.4589307023833195,0.06756735902547743,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,120,120,matched_tail_raw_baseline
中期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.46037797903021177,0.06653648569614254,120,120,matched_tail_raw_baseline
中期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.5910997979342938,0.1523538701723244,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5710738994181156,0.12674924928840112,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.45964765052000683,0.06863856367036526,120,120,matched_tail_raw_baseline
前期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4603118772308032,0.06340961059760121,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5731265941013892,0.14311485264934531,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.4589307023833195,0.06756735902547743,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,120,120,matched_tail_raw_baseline
前期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.46037797903021177,0.06653648569614254,120,120,matched_tail_raw_baseline
前期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.5910997979342938,0.1523538701723244,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5177373296767473,0.12480370588123428,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.45964765052000683,0.06863856367036526,120,120,matched_tail_raw_baseline
后期,EFT,EFT,rho_selected_p10,远端信誉分位数(p10),higher,0.4603118772308032,0.06340961059760121,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.5731265941013892,0.14311485264934531,120,120,matched_tail_raw_baseline
后期,LB-Greedy,LB-Greedy,rho_selected_p10,远端信誉分位数(p10),higher,0.4589307023833195,0.06756735902547743,120,120,matched_tail_raw_baseline
后期,Local-Only,Local-Only,rho_selected_p10,远端信誉分位数(p10),higher,0.0,0.0,120,120,matched_tail_raw_baseline
后期,Random,Random,rho_selected_p10,远端信誉分位数(p10),higher,0.46037797903021177,0.06653648569614254,120,120,matched_tail_raw_baseline
后期,Static,Static,rho_selected_p10,远端信誉分位数(p10),higher,0.5910997979342938,0.1523538701723244,120,120,matched_tail_raw_baseline
后期,当前算法(MAPPO),MAPPO,rho_selected_p10,远端信誉分位数(p10),higher,0.5615665761381389,0.15703914298068575,120,120,matched_tail_raw_baseline
中期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,59.53826061734911,9.123628145242767,120,120,matched_tail_raw_baseline
中期,EFT,EFT,subtask_success_rate,子任务成功率,higher,61.23336107125921,9.525868627879817,120,120,matched_tail_raw_baseline
中期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,92.3059328707599,8.244444942798943,120,120,matched_tail_raw_baseline
中期,LB-Greedy,LB-Greedy,subtask_success_rate,子任务成功率,higher,51.46713176040132,10.566434376262455,120,120,matched_tail_raw_baseline
中期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.32782643962501,3.079670385237655,120,120,matched_tail_raw_baseline
中期,Random,Random,subtask_success_rate,子任务成功率,higher,11.616278594903855,3.5660944751265924,120,120,matched_tail_raw_baseline
中期,Static,Static,subtask_success_rate,子任务成功率,higher,92.29592566826098,7.710223782596462,120,120,matched_tail_raw_baseline
中期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,97.53167157432753,3.882990852850922,120,120,matched_tail_raw_baseline
前期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,59.53826061734911,9.123628145242767,120,120,matched_tail_raw_baseline
前期,EFT,EFT,subtask_success_rate,子任务成功率,higher,61.23336107125921,9.525868627879817,120,120,matched_tail_raw_baseline
前期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,92.3059328707599,8.244444942798943,120,120,matched_tail_raw_baseline
前期,LB-Greedy,LB-Greedy,subtask_success_rate,子任务成功率,higher,51.46713176040132,10.566434376262455,120,120,matched_tail_raw_baseline
前期,Local-Only,Local-Only,subtask_success_rate,子任务成功率,higher,92.32782643962501,3.079670385237655,120,120,matched_tail_raw_baseline
前期,Random,Random,subtask_success_rate,子任务成功率,higher,11.616278594903855,3.5660944751265924,120,120,matched_tail_raw_baseline
前期,Static,Static,subtask_success_rate,子任务成功率,higher,92.29592566826098,7.710223782596462,120,120,matched_tail_raw_baseline
前期,当前算法(MAPPO),MAPPO,subtask_success_rate,子任务成功率,higher,97.55378027634632,3.915677131795352,120,120,matched_tail_raw_baseline
后期,CP-EFT,CP-EFT,subtask_success_rate,子任务成功率,higher,59.53826061734911,9.123628145242767,120,120,matched_tail_raw_baseline
后期,EFT,EFT,subtask_success_rate,子任务成功率,higher,61.23336107125921,9.525868627879817,120,120,matched_tail_raw_baseline
后期,Greedy,Greedy,subtask_success_rate,子任务成功率,higher,92.3059328707599,8.244444942798943,120,120,matched_tail_raw_baseline
