window,method,policy,n,on_task_rate_mean,illegal_action_rate_all_steps_mean,illegal_action_rate_on_task_mean,unified_illegal_trigger_rate_all_steps_mean,unified_illegal_trigger_rate_on_task_mean,decision_frac_local_all_steps_mean,decision_frac_local_on_task_mean,decision_frac_rsu_all_steps_mean,decision_frac_rsu_on_task_mean,decision_frac_v2v_all_steps_mean,decision_frac_v2v_on_task_mean
全程,CP-EFT,CP-EFT,120,0.08353279219126014,0.0,0.0,0.0,0.0,0.9368555125373114,0.9368555125373114,0.037498686588039155,0.037498686588039155,0.025645800874649464,0.025645800874649464
全程,EFT,EFT,120,0.08874344244781902,0.0,0.0,0.0,0.0,0.9208769116789155,0.9208769116789155,0.04652680529861451,0.04652680529861451,0.0325962830224699,0.0325962830224699
全程,Greedy,Greedy,120,0.21135878110605766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
全程,LB-Greedy,LB-Greedy,120,0.0758460392685812,0.0,0.0,0.0,0.0,0.9306267208198442,0.9306267208198442,0.0389977452036862,0.0389977452036862,0.030375533976469728,0.030375533976469728
全程,Local-Only,Local-Only,120,0.13631066152604054,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
全程,Random,Random,120,0.025020833333333284,0.0,0.0,0.0,0.0,0.07604375000000001,0.07604375000000001,0.119275,0.119275,0.8046812499999999,0.8046812499999999
全程,Static,Static,120,0.18609527817416646,0.0,0.0,0.0,0.0,0.24758325554960825,0.24758325554960825,0.7524167444503916,0.7524167444503916,0.0,0.0
全程,当前算法(MAPPO),MAPPO,1000,0.2100295910854414,0.0,0.0,0.0,0.0,0.030609109851608866,0.030609109851608866,0.8944506101069014,0.8944506101069014,0.0749402800414897,0.0749402800414897
末100,CP-EFT,CP-EFT,100,0.08376406364825381,0.0,0.0,0.0,0.0,0.9366216694289773,0.9366216694289773,0.037693300076999066,0.037693300076999066,0.025685030494023806,0.025685030494023806
末100,EFT,EFT,100,0.08916878457685523,0.0,0.0,0.0,0.0,0.92044554144997,0.92044554144997,0.046781218629954414,0.046781218629954414,0.032773239920075754,0.032773239920075754
末100,Greedy,Greedy,100,0.21105352838210592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
末100,LB-Greedy,LB-Greedy,100,0.07690524712229747,0.0,0.0,0.0,0.0,0.9296495649838128,0.9296495649838128,0.039612294244423446,0.039612294244423446,0.03073814077176368,0.03073814077176368
末100,Local-Only,Local-Only,100,0.13614283071480074,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末100,Random,Random,100,0.025299999999999954,0.0,0.0,0.0,0.0,0.0764425,0.0764425,0.11913,0.11913,0.8044275000000002,0.8044275000000002
末100,Static,Static,100,0.18521499831266272,0.0,0.0,0.0,0.0,0.24677357416001158,0.24677357416001158,0.7532264258399884,0.7532264258399884,0.0,0.0
末100,当前算法(MAPPO),MAPPO,100,0.24371404430823207,0.0,0.0,0.0,0.0,0.0002538411985061,0.0002538411985061,0.9986327685858077,0.9986327685858077,0.0011133902156861921,0.0011133902156861921
末300,CP-EFT,CP-EFT,120,0.08353279219126014,0.0,0.0,0.0,0.0,0.9368555125373114,0.9368555125373114,0.037498686588039155,0.037498686588039155,0.025645800874649464,0.025645800874649464
末300,EFT,EFT,120,0.08874344244781902,0.0,0.0,0.0,0.0,0.9208769116789155,0.9208769116789155,0.04652680529861451,0.04652680529861451,0.0325962830224699,0.0325962830224699
末300,Greedy,Greedy,120,0.21135878110605766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
末300,LB-Greedy,LB-Greedy,120,0.0758460392685812,0.0,0.0,0.0,0.0,0.9306267208198442,0.9306267208198442,0.0389977452036862,0.0389977452036862,0.030375533976469728,0.030375533976469728
末300,Local-Only,Local-Only,120,0.13631066152604054,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末300,Random,Random,120,0.025020833333333284,0.0,0.0,0.0,0.0,0.07604375000000001,0.07604375000000001,0.119275,0.119275,0.8046812499999999,0.8046812499999999
末300,Static,Static,120,0.18609527817416646,0.0,0.0,0.0,0.0,0.24758325554960825,0.24758325554960825,0.7524167444503916,0.7524167444503916,0.0,0.0
末300,当前算法(MAPPO),MAPPO,300,0.24243147087511774,0.0,0.0,0.0,0.0,0.00022734191430230302,0.00022734191430230302,0.9983320442926716,0.9983320442926716,0.0014406137930258888,0.0014406137930258888
末500,CP-EFT,CP-EFT,120,0.08353279219126014,0.0,0.0,0.0,0.0,0.9368555125373114,0.9368555125373114,0.037498686588039155,0.037498686588039155,0.025645800874649464,0.025645800874649464
末500,EFT,EFT,120,0.08874344244781902,0.0,0.0,0.0,0.0,0.9208769116789155,0.9208769116789155,0.04652680529861451,0.04652680529861451,0.0325962830224699,0.0325962830224699
末500,Greedy,Greedy,120,0.21135878110605766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
末500,LB-Greedy,LB-Greedy,120,0.0758460392685812,0.0,0.0,0.0,0.0,0.9306267208198442,0.9306267208198442,0.0389977452036862,0.0389977452036862,0.030375533976469728,0.030375533976469728
末500,Local-Only,Local-Only,120,0.13631066152604054,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末500,Random,Random,120,0.025020833333333284,0.0,0.0,0.0,0.0,0.07604375000000001,0.07604375000000001,0.119275,0.119275,0.8046812499999999,0.8046812499999999
末500,Static,Static,120,0.18609527817416646,0.0,0.0,0.0,0.0,0.24758325554960825,0.24758325554960825,0.7524167444503916,0.7524167444503916,0.0,0.0
末500,当前算法(MAPPO),MAPPO,500,0.24211646519484492,0.0,0.0,0.0,0.0,0.0002841345131424284,0.0002841345131424284,0.9974828059385444,0.9974828059385444,0.00223305954831317,0.00223305954831317
