reward_mean,episode_reward,task_sr,deadline_miss_rate,mean_cft_completed,avg_rsu_queue,avg_power,decision_frac_local,decision_frac_rsu,decision_frac_v2v,subtask_sr,approx_kl,entropy,clip_frac,scenario_group,scenario_key,scenario_label,method,episodes,window_type
0.009682692093774634,0.20011020639149468,0.8849999999999999,0.11350000000000002,1.7315240982579587,1.1522138158496908,0.44931052796942644,0.6552358614644146,0.2940137739656465,0.050750364569938824,0.955205654637893,0.014603860437404317,1.4242374922831857,0.07075195863842962,Default,default,默认场景,F-MAPPO,1500,last100
0.012325932746753055,0.2306331633144641,0.9530000000000001,0.04699999999999999,1.588121287747081,0.9400460880934968,0.4791189561263141,0.781888030553836,0.21612367228376747,0.001988297162396492,0.9932986452936043,0.00744295111481183,1.2438401397466659,0.04530579876340925,Default,default,默认场景,TERA-MAPPO,1500,last100
0.011376758394762827,0.22589879140138616,0.9455,0.054500000000000014,1.7003270325081201,1.0283699831729245,0.4238374797256917,0.7768137385537394,0.2176676062694466,0.005518655176814026,0.9926646978423197,0.01674180791010435,1.2514157370328904,0.11327512781322001,Topology,topology_parallel,拓扑-Parallel,F-MAPPO,1500,last100
0.0123816256364807,0.2319945642894397,0.9585000000000001,0.041499999999999995,1.593477293579987,0.8742752799264122,0.49292822362173006,0.7899005385015324,0.2080061788191604,0.0020932826793071627,0.9933645267821539,0.007055178334063338,1.3524560318522985,0.0420047744454609,Topology,topology_parallel,拓扑-Parallel,TERA-MAPPO,1500,last100
0.009867886961437713,0.2011467502226737,0.9144999999999999,0.0855,1.6428399337492294,4.778725034997297,0.4703926984945547,0.3507525914821484,0.6244600326370859,0.024787375880765482,0.980638010305306,0.018164223798840747,1.3081357409556709,0.10409302236884832,Topology,topology_balanced,拓扑-Balanced,F-MAPPO,1500,last100
0.012940386426635038,0.23613697830449748,0.9620000000000001,0.038000000000000006,1.580738781825737,0.705848041112352,0.4939844243823597,0.8500141774158011,0.14989860289961826,8.721968458053601e-05,0.9957824158861655,0.007592538399912838,1.165943993806839,0.047916649428196234,Topology,topology_balanced,拓扑-Balanced,TERA-MAPPO,1500,last100
0.008427803388331035,0.1772424378668481,0.968,0.032,1.6988518437615983,3.5488857948756567,0.516075122529284,0.22062524117644344,0.7009724587288655,0.07840230009469097,0.9896984028467625,0.013237896700389632,1.4819782109657922,0.06378520374124247,Topology,topology_deep,拓扑-Deep,F-MAPPO,1500,last100
0.009728119827341241,0.18780681648432654,0.9875000000000002,0.012500000000000002,1.7403199146884878,3.1998755663617953,0.4529476896431883,0.45595289709420245,0.5413589640441806,0.002688138861616895,0.9966805040328762,0.012455268832695113,1.2520412315527598,0.07078428837284445,Topology,topology_deep,拓扑-Deep,TERA-MAPPO,1500,last100
0.012065580221824303,0.2161612306490888,0.8350000000000002,0.165,1.624062165070038,0.1363429541266587,0.500480948872881,0.9994692624689211,0.000254442456768037,0.000276295074310937,0.9756882636836886,0.004219558917013248,0.9148513081669806,0.02406872658338395,Vehicles,vehicle_10,车辆数-10,F-MAPPO,1500,last100
0.012026195875368968,0.21720229645316627,0.9380000000000002,0.06199999999999999,1.6057231071398856,0.4752297581081711,0.508981274741364,0.7572597242089336,0.241908592558502,0.000831683232564322,0.9918805186753041,0.014990723261318596,0.7608094897568226,0.07756926344707606,Vehicles,vehicle_10,车辆数-10,TERA-MAPPO,1500,last100
0.010282120285555672,0.21018105998078965,0.9259999999999999,0.07400000000000001,1.7565707018606904,2.3226808528838547,0.4880479606560714,0.5940087488986705,0.4034124881794755,0.0025787629218537883,0.9831564987087245,0.018371095422247845,1.381145242333412,0.091579002559185,Vehicles,vehicle_20,车辆数-20,F-MAPPO,1500,last100
0.012360157021321306,0.23020465733707965,0.93,0.07,1.6327547037520147,1.0153424602452603,0.4527400172354254,0.7848187554373501,0.21445919021393597,0.000722054348713932,0.9904790205931701,0.010569027842458995,1.2624768253564835,0.05847917786706238,Vehicles,vehicle_20,车辆数-20,TERA-MAPPO,1500,last100
0.009470885312184641,0.21538865229410598,0.8836666666666667,0.11633333333333329,1.7608096947518328,13.791083778747918,0.48674892971275474,0.12451165711940158,0.7859617560668458,0.0895265868137524,0.9658259750526007,0.02863980075563712,1.7416410934343654,0.08352769886363637,Vehicles,vehicle_30,车辆数-30,F-MAPPO,1500,last100
0.010628349925391325,0.22229032784126315,0.9573333333333335,0.04266666666666665,1.6945512324860876,12.529818326442312,0.49947089165555525,0.23412167926622968,0.7658783207337703,0.0,0.9941694831981047,0.007823048212798273,1.5551066246032712,0.04309505208333333,Vehicles,vehicle_30,车辆数-30,TERA-MAPPO,1500,last100
0.008363306550309013,0.18879308767255906,0.7715000000000002,0.22850000000000004,1.8151618284118862,12.571648563653584,0.46827917840996663,0.001855280631249894,0.997733174360378,0.00041154500837213293,0.9251992271067888,0.007083364959573934,1.4434673614104587,0.051477722591099645,F_RSU,frsu_4,RSU算力-4GHz,F-MAPPO,1500,last100
0.009837787067517595,0.20835268741761478,0.8765000000000001,0.12350000000000001,1.7940041045308872,12.395184262408973,0.4428279579643534,0.06985294993636146,0.9299963847567233,0.000150665306915306,0.9740905434458798,0.006611374005238719,1.3354310717185336,0.029369327709389225,F_RSU,frsu_4,RSU算力-4GHz,TERA-MAPPO,1500,last100
0.01044037139508868,0.20810835539858538,0.895,0.105,1.729831179113495,1.124154945765746,0.4712696345235852,0.6964864781244836,0.2781075382317799,0.025405983643736557,0.9732536779519653,0.01964158382154867,1.454796056535509,0.09943943175093996,F_RSU,frsu_6,RSU算力-6GHz,F-MAPPO,1500,last100
0.011939329132437657,0.22630994706403154,0.9309999999999999,0.069,1.659503046159485,1.2014675429205635,0.4951301988766557,0.7406765693182694,0.258779985812486,0.000543444869244633,0.9905179016477165,0.012099213385059513,1.1926725600361825,0.0657505067065358,F_RSU,frsu_6,RSU算力-6GHz,TERA-MAPPO,1500,last100
0.011926919245161068,0.2273718837919558,0.931,0.06899999999999999,1.6136191867254575,0.3355267155344421,0.4742863018183661,0.830302382440283,0.16459646708217135,0.005101150477545458,0.9894355741395422,0.00987614626903083,1.375933573961258,0.05877496533840894,F_RSU,frsu_8,RSU算力-8GHz,F-MAPPO,1500,last100
0.01295135673601176,0.2395702265162119,0.9595,0.0405,1.5680359535610575,0.3512635054713968,0.506155720270316,0.8534882416476615,0.14642242376792997,8.933458440847499e-05,0.9947358119586411,0.00637402643571837,1.275639365196228,0.038145208497531696,F_RSU,frsu_8,RSU算力-8GHz,TERA-MAPPO,1500,last100
