reward_mean,episode_reward,task_sr,deadline_miss_rate,mean_cft_completed,avg_rsu_queue,avg_power,decision_frac_local,decision_frac_rsu,decision_frac_v2v,subtask_sr,approx_kl,entropy,clip_frac,scenario_group,scenario_key,scenario_label,method,episodes,window_type,best50_end_episode
0.011902791941538404,0.2211932805845654,0.968,0.032,1.6567000372134537,1.3970440812265497,0.4692817175260408,0.7549611250667815,0.24241286837936019,0.0026260065538581978,0.9965848341340984,0.01712410142808217,1.3142067313194274,0.09159962126612661,Default,default,默认场景,F-MAPPO,1500,best50,783
0.012886234987527083,0.22078107396274016,0.972,0.028000000000000004,1.4259141592636584,2.7793188651389893,0.48067503247718596,0.6315265731474438,0.36762359059219807,0.0008498362603581519,0.9941806679006722,0.008087369899032604,1.2507639293670654,0.047120347484946236,Default,default,默认场景,TERA-MAPPO,1500,best50,883
0.011617407267913169,0.22319404517695962,0.9690000000000001,0.031,1.558488969389665,0.9684184097801228,0.43037757037137037,0.7691236640495255,0.22894201504551093,0.0019343209049634956,0.9968359339476421,0.011670669389073693,1.3536787638664247,0.0648194885700941,Topology,topology_parallel,拓扑-Parallel,F-MAPPO,1500,best50,1012
0.012654315261170218,0.20899584932464957,0.9840000000000001,0.016,1.299445633069019,5.164374659150525,0.40019808978953286,0.32560666205360933,0.6726063315771637,0.0017870063692268302,0.9977831290183743,0.008739488089715416,1.2130443177223207,0.058382074058055865,Topology,topology_parallel,拓扑-Parallel,TERA-MAPPO,1500,best50,348
0.012248355261981442,0.21908430192087422,0.9740000000000001,0.026000000000000002,1.483674667671503,1.240895108134478,0.4514007491805757,0.7190065856211685,0.2742429361468235,0.006750478232007909,0.9962567905705997,0.02316013157693665,1.3345142521858213,0.1336794638186693,Topology,topology_balanced,拓扑-Balanced,F-MAPPO,1500,best50,979
0.012146901441737966,0.2359312018546686,0.9810000000000002,0.019000000000000003,1.5913355307869197,1.0771716604079034,0.48975716861636487,0.7441570775056747,0.25500866816455653,0.0008342543297686781,0.9974377344708656,0.0108972687372006,1.3138393335342406,0.08110423628985881,Topology,topology_balanced,拓扑-Balanced,TERA-MAPPO,1500,best50,897
0.010138284023851108,0.18396083137908803,0.986,0.013999999999999999,1.5356324970403705,3.0882414489005146,0.49916239466150186,0.3367770707247194,0.6408532727937957,0.02236965648148475,0.9961117879634988,0.010807390669462577,1.3909732010364533,0.053470224156975735,Topology,topology_deep,拓扑-Deep,F-MAPPO,1500,best50,850
0.009991430807858656,0.18345533926284752,0.992,0.008,1.5238192488729476,4.241850672980636,0.36867054696080875,0.232872652682586,0.7662104532256027,0.0009168940918113759,0.9979719794871545,0.00832414836410313,1.1348227353493374,0.06761763276159762,Topology,topology_deep,拓扑-Deep,TERA-MAPPO,1500,best50,254
0.013177003404125523,0.20666311669064646,0.93,0.07,1.4028080968723202,0.2547681548165323,0.46231373981527246,0.8159707444795281,0.15554746266982236,0.02848179285064946,0.9908498080123338,0.007414976217492913,0.9568184792995453,0.05569753327220676,Vehicles,vehicle_10,车辆数-10,F-MAPPO,1500,best50,82
0.014338042018935033,0.21543371856149768,0.9599999999999999,0.04,1.388066862678994,0.4550472975875721,0.5007233958106283,0.7992387097388587,0.1941628419490872,0.006598448312054112,0.9944613658496878,0.01312747929667234,0.9395607135295867,0.0611097761392593,Vehicles,vehicle_10,车辆数-10,TERA-MAPPO,1500,best50,1252
0.012624143827706526,0.21845417670719938,0.9670000000000001,0.033,1.4589112083842661,0.722180282427531,0.46164715752931423,0.8291013264564984,0.16917771920601968,0.0017209543374821481,0.995827239994167,0.0157808487869333,1.3092962560653687,0.09275138621032238,Vehicles,vehicle_20,车辆数-20,F-MAPPO,1500,best50,572
0.014152399776503398,0.2270488546139682,0.977,0.023000000000000003,1.3844371893394716,0.7784430175418027,0.4952545184788651,0.8116594317845569,0.1879045028967523,0.00043606531869067397,0.9969870343957381,0.01096735529822759,1.1792067713737489,0.0859335420876741,Vehicles,vehicle_20,车辆数-20,TERA-MAPPO,1500,best50,1122
0.011305402144789646,0.2183461481313474,0.9740000000000002,0.02599999999999998,1.5868306510011703,10.572191769926148,0.4650833738522334,0.32620964796487556,0.6673933452126452,0.006397006822479335,0.9958224277226961,0.019439696707882672,1.5382511778239043,0.1025384706439394,Vehicles,vehicle_30,车辆数-30,F-MAPPO,1500,best50,1236
0.012445540269836741,0.22000738681523452,0.9826666666666668,0.016666666666666653,1.404507509435167,8.890950061716463,0.4970557879783102,0.37793618530988227,0.6213946641964617,0.000669150493656024,0.9977870574086717,0.011015305974831134,1.4830568930705388,0.048712239583333324,Vehicles,vehicle_30,车辆数-30,TERA-MAPPO,1500,best50,846
0.009203883707523296,0.1986656349804722,0.8580000000000001,0.14200000000000002,1.6651421887494962,11.066156326148922,0.4237395138717928,0.00375603238785594,0.9933892124269599,0.0028547551851840756,0.9533109635707615,0.007171111272618827,1.3686167299747467,0.05137717809528111,F_RSU,frsu_4,RSU算力-4GHz,F-MAPPO,1500,best50,990
