seed,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,mean_cft_est,episode_time_seconds,deadline_miss_rate,time_limit_rate,power_ratio_mean,power_ratio_p95,avg_power,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90
1_contract,0.0,0.7966666666666666,0.0,0.1639344262295081,0.1721311475409836,0.6639344262295082,7.884220600128174,2.0000000000000004,0.0,1.0,0.5007063539452711,0.8566100805997848,0.5006048508050541,2.32984719841442e-13,6.768929861067363e-11,6.105489031016376e-11,6.768929861067363e-11,0.1379310344827586,0.5,0.5
