episode,steps,physical_steps,decision_steps,active_decision_ratio,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_completed,episode_time_seconds,mean_r_prog,mean_r_term,mean_cost_power,mean_cost_trust,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,v2v_link_break_rate,unified_illegal_trigger_rate,hard_trigger_rate,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_prog_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_term,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,cost_power_value_loss,cost_trust_value_loss,lambda_power,lambda_trust,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,mode_aux_loss,mode_aux_acc,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,300,300,156,0.52,26.093326091766357,30.0,time_limit,time_limit,-0.0007087097619660199,-1.212612940313697,-1.212612940313697,0.001125561830122024,0.0011617294512689114,0.05,0.05,0.572139303482587,1.8216809266666671,1.8216809266666671,1,1.8216809266666671,30.000000000000156,0.0019523598729937934,-0.009039457883450355,0.3123677205734633,0.0,0.3123677205734623,0.9976296252316619,0.031818083228954304,0.0,19,0.95,0.3269230769230769,0.3717948717948718,0.30128205128205127,0.3269230769230769,0.3717948717948718,0.30128205128205127,0.4970588725246489,0.09666666666666666,0.0,0.49518768343274977,0.8607926309108733,0.0,0.0,1.0485460590070605e-11,0.0,102,45,1.2409690786078482,0.0,1.0,0.0,0.0,0.974,0.026000000000000023,0.026000000000000023,0.0,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.013204089513819123,0.046203496772942734,0.6742033200914542,0.3257966799085458,0.0006135170813649892,7.959419059753418,7.959419059753418,7.959420013427734,2.4315073013305666,0.02435546722263098,0.058974360674619676,3829.197314453125,0.023691406939178705,0.0,0.0,56.8796400308609,1.0,1.0,0.8333333343267441,7.959419059753418,0.0,,,5,5,0.03561820089817047,0.034074846655130386,-1,-1,0,False,0.0002,0.0,0.0
2,300,300,133,0.44333333333333336,16.897102117538452,30.0,time_limit,time_limit,0.00020009222498629242,-0.9399723291750723,-0.9399723291750723,6.50238041998823e-05,0.001416667248122394,0.45,0.45,0.7238805970149254,0.7693007616442677,1.2489456427185859,11,0.7693007616442677,30.000000000000156,0.00038043237772444834,0.0016204899831064742,0.03495452539753025,0.0,0.034954525397530245,0.0,0.003805886620260844,0.0,11,0.55,0.3082706766917293,0.40601503759398494,0.2857142857142857,0.3082706766917293,0.40601503759398494,0.2857142857142857,0.5010570173772673,0.03333333333333333,0.0,0.5016818096694786,0.8712731599807739,0.0,0.0,5.455449460234352e-12,0.0,81,32,0.47782239923136693,0.0,1.0,0.0,0.0,0.9778333333333333,0.022166666666666668,0.022166666666666668,0.0,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.010224872163802618,0.011203488563227901,0.03408775336875267,0.9659122466312473,-0.0025985965970903636,1.4346502542495727,1.4346502542495727,1.4346503734588623,2.1895678997039796,0.01236138939857483,0.04661654159426689,140.24114074707032,0.064894450455904,0.006047354411469249,0.0,22.748754596710206,1.0,1.0,0.7338345989584922,1.4346502542495727,0.0,,,5,5,0.01617298275232315,0.0155882453545928,-1,-1,0,False,0.0002,0.0,0.0
3,300,300,317,1.0566666666666666,17.505627870559692,30.0,time_limit,time_limit,0.0009528098744340241,-0.7141570390671346,-0.7141570390671346,0.012382890842854988,0.0018692294834181666,0.75,0.75,0.9157088122605364,2.452524641191381,3.0985045938714624,17,2.452524641191381,30.000000000000156,0.0036083058339450506,0.005919792863817128,0.17073764450391418,0.0,0.17073764450391418,0.9976101982879955,0.017541639722131477,0.0,4,0.2,0.3943217665615142,0.40063091482649843,0.20504731861198738,0.3943217665615142,0.40063091482649843,0.20504731861198738,0.5029294827571139,0.21333333333333335,1.0500000000000114,0.5046796849155174,0.867783710360527,0.0,0.0,3.688365151494066e-12,0.0,147,99,3.2867291620175547,0.0,1.0,0.0,0.0,0.9471666666666667,0.05283333333333329,0.05283333333333329,0.0,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.02865789033254206,0.07771159686087611,0.5012163957587934,0.4987836042412066,-0.029816214740276337,1.4333980560302735,1.4333980560302735,1.433398222923279,1.9859318017959595,0.00497068502008915,0.0375,1459.7756103515626,0.04000587612390518,0.006546444919419854,0.0,45.53448748588562,1.0,1.0,0.6375,1.4333980560302735,0.0,,,5,5,0.009350519627332687,0.009217355772852898,-1,-1,0,False,0.0002,0.0,0.0
4,300,300,340,1.1333333333333333,17.47055220603943,30.0,time_limit,time_limit,0.0009205858805216849,-0.7238242233165921,-0.7238242233165921,0.010217018704861422,0.001709798933006823,0.5,0.5,0.7985074626865671,2.378891350107451,3.287610456835057,17,2.378891350107451,30.000000000000156,0.0035863618974642454,0.005619497325316018,0.08853451589192181,0.0,0.08853451589192177,0.9971587023716011,0.009128182471402572,0.0,9,0.45,0.34411764705882353,0.40294117647058825,0.2529411764705882,0.34411764705882353,0.40294117647058825,0.2529411764705882,0.4997493430053194,0.24333333333333335,1.0,0.4995852338753217,0.8647305071353912,0.0,0.0,4.996838012805149e-12,0.0,149,79,3.377723402981797,0.0,1.0,0.0,0.0,0.9433333333333334,0.05666666666666664,0.05666666666666664,0.00744047619047619,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.025266087023880397,0.069152252350454,0.6299410828879786,0.37005891711202155,0.002183629013597965,1.1555370807647705,1.1555370807647705,1.1555371046066285,1.9283758401870728,0.005654752091504634,0.053125,564.1661987304688,0.017542969062924386,0.009761197809498138,0.0,26.624851608276366,1.0,1.0,0.56875,1.1555370807647705,0.0,,,5,5,0.016442328691482544,0.01443499783053994,-1,-1,0,False,0.0002,0.0,0.0
5,300,300,200,0.6666666666666666,19.827320098876953,30.0,time_limit,time_limit,-0.0001141984757850878,-1.0342595411139588,-1.0342595411139588,0.0013670379819814141,0.0012978274608030915,0.3,0.3,0.7658536585365854,1.8694690727517576,2.5114037909243287,8,1.8694690727517576,30.000000000000156,0.0022362702528364218,-0.0033782549566350488,0.08204656320833008,0.0,0.08204656320833001,0.9972934489016662,0.008382835600749254,0.0,14,0.7,0.39,0.37,0.24,0.39,0.37,0.24,0.4960983564897906,0.09666666666666666,0.0,0.49337956417950896,0.8527224957942963,0.0,0.0,7.777797503272232e-12,0.0,106,69,1.4880432951637037,0.0,1.0,0.0,0.0,0.9666666666666667,0.033333333333333326,0.033333333333333326,0.006787330316742082,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.025843144887541115,0.05880473208223039,0.3979993066027909,0.6020006933972091,0.0021071200724691154,2.6111093521118165,2.6111093521118165,2.6111090660095213,1.9922652006149293,0.005039333738386631,0.05300000011920929,590.0960815429687,0.010225953534245491,0.011331888127336572,0.0,50.01528701782227,1.0,1.0,0.5549999892711639,2.6111093521118165,0.0,,,5,5,0.014819066971540451,0.014665761031210423,-1,-1,0,False,0.0002,0.0,0.0
6,61,61,121,1.9836065573770492,3.3995869159698486,6.1000000000000005,idle,terminated,0.001102868583984673,0.06727497426144122,0.06727497426144122,0.024058986455202103,0.0060823834501206875,0.5,0.5,0.816793893129771,0.9143520057765414,1.2032303413047871,10,0.9143520057765414,6.099999999999994,0.002178412550781193,0.008850271754373105,0.18586747819339042,0.0,0.1858674781933904,0.9971674688694685,0.01893172294930259,0.0,10,0.5,0.35537190082644626,0.32231404958677684,0.32231404958677684,0.35537190082644626,0.32231404958677684,0.32231404958677684,0.4891766393740402,0.13114754098360656,0.0,0.4821560811301744,0.8486995190382003,0.0,0.0,4.1824490919217805e-12,0.0,75,43,2.025337407404322,0.016393442622950834,0.0,0.0,0.0,0.9008196721311476,0.09918032786885245,0.09918032786885245,0.0,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.014037609092264227,0.016010138242758803,0.062404503663765085,0.9375954963362348,0.007490870688343421,5.61384334564209,5.61384334564209,5.61384334564209,1.8530689477920532,0.004496992411441169,0.06446280926465989,225.5851287841797,0.01060736458748579,0.012772819391503171,0.0,56.34971313476562,1.0,1.0,0.4181818187236786,5.61384334564209,0.0,,,5,5,0.013276465237140656,0.012244047224521637,-1,-1,0,False,0.0002,0.0,0.0
7,21,21,130,6.190476190476191,1.794438123703003,2.1,success_all_done,terminated,0.01933259516954422,0.40598446433749724,0.40598446433749724,0.06628226488828659,0.01934133656322956,1.0,1.0,1.0,1.1038193947819985,1.8429602911776497,20,1.1038193947819985,2.1000000000000005,0.006551200981095513,0.1867747344177127,0.18574655027853262,0.0,0.1857465502785328,0.9971320022995982,0.019299958105787284,0.0,0,0.0,0.4153846153846154,0.34615384615384615,0.23846153846153847,0.4153846153846154,0.34615384615384615,0.23846153846153847,0.49529001393488475,0.19047619047619047,0.0,0.4916531892516945,0.8367894530296324,0.0,1.3208204807657536e-10,1.8434363410757548e-11,1.3789657679619168e-10,73,54,7.14660644352983,0.14285714285714285,0.0,0.0,0.0,0.6904761904761905,0.30952380952380953,0.30952380952380953,0.0,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.016356780863317596,0.017720499634475268,0.03845861198075262,0.9615413880192474,-0.003396930592134595,17.58921585083008,17.58921585083008,17.589219665527345,1.7710315465927124,0.009248994663357735,0.04153846241533756,16.958638763427736,0.008347002882510423,0.016290168955370977,0.0,27.95158612728119,1.0,1.0,0.8615384638309479,17.58921585083008,0.0,,,5,5,0.015341009013354778,0.015204936452209949,-1,-1,0,False,0.0002,0.0,0.0
8,300,300,229,0.7633333333333333,13.382482051849365,30.0,time_limit,time_limit,0.0012619803892448545,-0.6214059212597858,-0.6214059212597858,0.00881148856133224,0.0014754609437659383,0.8,0.8,0.9289340101522843,1.7093403946232004,2.408177922679981,20,1.7093403946232004,30.000000000000156,0.002046222823091221,0.010573579801582583,0.006118472439524372,0.0,0.006118472439524369,0.0,0.0007788451629373104,0.0,3,0.15,0.42358078602620086,0.40611353711790393,0.1703056768558952,0.42358078602620086,0.40611353711790393,0.1703056768558952,0.5007732914709486,0.15,0.0,0.5013317304321733,0.8684773653745651,0.0,0.0,4.598077127382361e-12,0.0,110,76,1.9073385085112786,0.0,1.0,0.0,0.0,0.9618333333333333,0.03816666666666668,0.03816666666666668,0.010869565217391304,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.03135319781025913,0.05285029393673493,0.39294403951400825,0.6070559604859916,-0.0002469232538715005,2.145485687255859,2.145485687255859,2.14548544883728,1.7892076253890992,0.011267369333654641,0.04366812258958817,2.5481006145477294,0.010751244612038136,0.019805099960941635,0.0,17.069914054870605,1.0,1.0,0.14497816413640977,2.145485687255859,0.0,,,5,5,0.017054328694939613,0.016637714579701424,-1,-1,0,False,0.0002,0.0,0.0
9,300,300,250,0.8333333333333334,13.741104125976562,30.0,time_limit,time_limit,0.0012008153134956956,-0.6397554135093941,-0.6397554135093941,0.019171511661261322,0.0018879759591072798,0.7,0.7,0.8917525773195877,1.5235524883602563,2.1435107249785657,21,1.5235524883602563,30.000000000000156,0.0021698867888295097,0.00983826609419068,0.04513897902266761,0.0,0.04513897902266755,0.14587994611568955,0.004650495147113652,0.0,5,0.25,0.424,0.424,0.152,0.424,0.424,0.152,0.4999432424167171,0.17333333333333334,0.0,0.4998857613218057,0.8614065051078796,0.0,0.0,2.3002251145487485e-12,0.0,100,80,2.0884092649282233,0.0,1.0,0.0,0.0,0.9583333333333334,0.04166666666666663,0.04166666666666663,0.030612244897959183,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.031858318688881254,0.043981743243209095,0.2646191201149138,0.7353808798850862,0.0021032437798567116,1.32928147315979,1.32928147315979,1.32928147315979,1.7922853231430054,0.002175880107097328,0.060000001639127734,234.48428344726562,0.006633155699819327,0.01972746940973212,0.0,32.93190956115723,1.0,1.0,0.6703999964520335,1.32928147315979,0.0,,,5,5,0.01138677541166544,0.009829567838460205,-1,-1,0,False,0.0002,0.0,0.0
10,300,300,253,0.8433333333333334,12.522067308425903,30.0,time_limit,time_limit,0.0013071722351014614,-0.6078483607823865,-0.6078483607823865,0.0058624887373299635,0.0018780557438731194,0.85,0.85,0.9072164948453608,1.568516899721876,2.2697487722286493,23,1.568516899721876,30.000000000000156,0.0020925315741703795,0.010979189733083414,0.007034411849018533,0.0,0.007034411849018537,0.0,0.0010746015464064586,0.0,2,0.1,0.3794466403162055,0.43873517786561267,0.18181818181818182,0.3794466403162055,0.43873517786561267,0.18181818181818182,0.49998992376355456,0.18666666666666668,0.0,0.4999809222408732,0.8617343902587891,0.0,0.0,4.079412155300055e-12,0.0,118,63,2.1331472715562305,0.0,1.0,0.0,0.0,0.9578333333333333,0.042166666666666686,0.042166666666666686,0.011904761904761904,0.0,0.0,nan,0.0,nan,1.0,0,0.0,unified_mainline,0.017291849382311982,0.028666908883122677,0.18875917348568416,0.8112408265143158,0.0002405873965471983,1.0775808095932007,1.0775808095932007,1.0775806903839111,1.6931920289993285,0.014290494285523892,0.049802371114492414,2.7740570545196532,0.0027583046350628136,0.02043024899018547,0.0,15.991579627990722,1.0,1.0,0.45691698491573335,1.0775808095932007,0.0,,,5,5,0.01773504912853241,0.017175959050655363,-1,-1,0,False,0.0002,0.0,0.0
