episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
11,200,28.072890043258667,20.0,-5.893471717834473,-1179.6943671989,-1.5562858939170852,5.893471717834473,0.0,0.0,0.19951923076923078,0.0,0.0,0,27.32122230529785,20.000000000000014,0.049669904775207906,0.2468838679340342,0.0,0.0,20,1.0,0.17266187050359713,0.20863309352517986,0.6187050359712231,0.17266187050359713,0.20863309352517986,0.6187050359712231,0.4972161454973684,0.245,1.0,0.49515055857481455,0.8552477419376373,1.087048474238822e-12,1.9130066704064854e-07,1.5973333802321577e-06,1.9130066704064854e-07,0.19753086419753085,0.5,0.5,99,24,10.028387031871203,0.0,1.0,0.0,0.96525,0.0,0.0,0.014779111742973328,2.6915539026260378,2.2467952251434324,-0.003871972346678376,0.125555557012558,1.775981330871582,0.03475,0.0,0,True,0.0003,1.4,1.7
12,200,29.96654987335205,20.0,-10.196094512939453,-2040.218990273702,-4.839930200576788,10.196094512939453,0.0,0.0,0.18867924528301888,0.0,0.0,0,24.36515235900879,20.000000000000014,0.07136437580976462,0.3760913700734193,0.0,0.0,20,1.0,0.19014084507042253,0.2112676056338028,0.5985915492957746,0.19014084507042253,0.2112676056338028,0.5985915492957746,0.49611467458936387,0.195,1.0,0.4983503641401399,0.8701236397027969,2.897862592249334e-11,0.00019952624279540032,1.1948052815569099e-05,0.00019952624279540032,0.25316455696202533,0.4400000035762787,0.5,95,27,8.492459772133692,0.0,1.0,0.0,0.9645,0.0,0.0,0.06879999240239461,2.9965337912241616,2.466880480448405,0.0027214400470256805,0.07196969787279765,2.41424552599589,0.0355,0.0,0,True,0.0003,1.4,1.7
13,200,27.652734994888306,20.0,-6.958942413330078,-1392.7884457540322,-3.740798079967501,6.958942413330078,0.0,0.0,0.2517985611510791,0.0,0.0,0,25.065879821777344,20.000000000000014,0.07537509128301823,0.2667670863011324,0.0,0.0,20,1.0,0.1962025316455696,0.25949367088607594,0.5443037974683544,0.1962025316455696,0.25949367088607594,0.5443037974683544,0.49085764394421133,0.3,2.0,0.48723532105702283,0.8608662486076355,4.756545905846427e-13,2.3396004991126637e-07,3.1159490845311666e-06,2.3396004991126637e-07,0.18556701030927836,0.5,0.5,109,31,10.972437023922435,0.0,1.0,0.0,0.9605,0.0,0.0,-0.4872569739818573,1.87027108669281,2.242373824119568,0.03694942267611623,0.1111111119389534,1.880801022052765,0.0395,0.0,0,True,0.0003,1.4,1.7
14,200,29.193607091903687,20.0,-6.903298377990723,-1381.659692469019,-3.590480291843421,6.903298377990723,0.0,0.0,0.27505827505827507,0.0,0.0,0,24.23794937133789,20.000000000000014,0.12014284861339633,0.7101727357954453,0.0,0.0,20,1.0,0.21910112359550563,0.24157303370786518,0.5393258426966292,0.21910112359550563,0.24157303370786518,0.5393258426966292,0.5036789041422307,0.315,2.0,0.5074682767104246,0.8686894059181213,8.368547608356147e-12,1.776392073438142e-08,3.06366678159975e-06,1.776392073438142e-08,0.2037037037037037,0.5,0.5,117,39,12.240703812671006,0.0,1.0,0.0,0.9555,0.0,0.0,0.15171149373054504,1.9521338144938152,2.157788117726644,-0.007796463731210679,0.07870370397965114,2.1364537874857583,0.0445,0.0,0,True,0.0003,1.4,1.7
15,200,31.32831859588623,20.0,-12.113110542297363,-2423.622133040974,-6.673475146293642,12.113110542297363,0.0,0.0,0.18244803695150116,0.0,0.0,0,25.174793243408203,20.000000000000014,0.07313606947503327,0.4041049975612841,0.0,0.0,20,1.0,0.14285714285714285,0.29285714285714287,0.5642857142857143,0.14285714285714285,0.29285714285714287,0.5642857142857143,0.4983305293167941,0.305,2.0,0.49434911273071414,0.858614444732666,4.587544406853272e-11,8.788312188698911e-05,9.895729817799293e-06,8.788312188698911e-05,0.3111111111111111,0.5,0.5,92,20,8.489259752904895,0.0,1.0,0.0,0.965,0.0,0.0,-0.0773889571428299,1.7310376564661663,2.4377939701080322,-0.003466355614364147,0.12169312437375386,1.6170217990875244,0.035,0.0,0,True,0.0003,1.4,1.7
16,200,28.22706913948059,20.0,-4.33729887008667,-868.4597865535186,-1.5408452570438385,4.33729887008667,0.0,0.0,0.2696078431372549,0.0,0.0,0,24.9492130279541,20.000000000000014,0.0676825994932427,0.37900887454453164,0.0,0.0,20,1.0,0.1404494382022472,0.30337078651685395,0.5561797752808989,0.1404494382022472,0.30337078651685395,0.5561797752808989,0.5051678941338323,0.385,3.0,0.5058263666107881,0.8625164747238158,5.904284656674252e-12,2.180221270187122e-09,5.57126259081997e-06,2.180221270187122e-09,0.225,0.5,0.5,126,25,10.927777573010419,0.0,1.0,0.0,0.9555,0.0,0.0,-0.16491472348570824,3.0049668550491333,2.367820978164673,0.02199428842868656,0.1071428619325161,1.6444557905197144,0.0445,0.0,0,True,0.0003,1.4,1.7
17,200,28.464881658554077,20.0,-8.21268081665039,-1643.5362488766311,-6.071269631385803,8.21268081665039,0.15,0.15,0.29691211401425177,9.033333333333317,10.02999999999998,3,25.08196449279785,20.000000000000014,0.07549270622490142,0.43481322022407554,0.0,0.0,17,0.85,0.21348314606741572,0.3595505617977528,0.42696629213483145,0.21348314606741572,0.3595505617977528,0.42696629213483145,0.501664513847325,0.505,4.0,0.5032247396744788,0.8787186324596403,1.2670940251896523e-11,3.1337349355453625e-05,2.9653022011189023e-06,3.1337349355453625e-05,0.20869565217391303,0.5,0.5,116,38,12.941595440667344,0.0,1.0,0.0,0.9555,0.0,0.0,0.16850576673944792,1.5692524512608845,2.1284339427948,0.0042045222750554485,0.05594405780235926,2.246882756551107,0.0445,0.0,0,True,0.0003,1.4,1.7
18,200,27.2677264213562,20.0,-8.132711410522461,-1627.5421025844928,-4.3837877988815395,8.132711410522461,0.0,0.0,0.2826603325415677,0.0,0.0,0,25.41168785095215,20.000000000000014,0.0812599372338934,0.358360421237154,0.0,0.0,20,1.0,0.18285714285714286,0.38857142857142857,0.42857142857142855,0.18285714285714286,0.38857142857142857,0.42857142857142855,0.5030671928301453,0.49,3.0,0.5048675084723246,0.8667542368173596,5.422983026179273e-12,3.3567666037015325e-06,6.55795838611084e-06,3.3567666037015325e-06,0.21739130434782608,0.5,0.5,118,32,12.908902736503972,0.0,1.0,0.0,0.95625,0.0,0.0,0.18803217858076096,3.1055413484573364,2.0709142208099367,-0.005265833251178265,0.17053835541009904,1.8576230883598328,0.04375,0.0,0,True,0.0003,1.4,1.7
19,200,29.27469038963318,20.0,-7.163161754608154,-1433.6323722949182,-3.2650358080863966,7.163161754608154,0.0,0.0,0.24641148325358853,0.0,0.0,0,24.938457489013672,20.000000000000014,0.06564803979234801,0.28882115846876955,0.0,0.0,20,1.0,0.13333333333333333,0.34545454545454546,0.5212121212121212,0.13333333333333333,0.34545454545454546,0.5212121212121212,0.5007269337007311,0.445,3.0,0.5003989571292023,0.8592527270317077,1.1096113611275271e-11,3.439030447083268e-08,2.489734470145777e-06,3.439030447083268e-08,0.23423423423423423,0.46923077106475836,0.5,117,22,10.43951120787008,0.0,1.0,0.0,0.95875,0.0,0.0,0.02103334665298462,3.56978440284729,2.3820769786834717,0.12169541418552399,0.0,1.2731014490127563,0.04125,0.0,0,True,0.0003,1.4,1.7
20,200,30.224435567855835,20.0,-8.77917766571045,-1756.8354681294481,-2.200577926635746,8.77917766571045,0.0,0.0,0.17209302325581396,0.0,0.0,0,25.37690544128418,20.000000000000014,0.04789531782923685,0.17972133797459555,0.0,0.0,20,1.0,0.07534246575342465,0.3835616438356164,0.541095890410959,0.07534246575342465,0.3835616438356164,0.541095890410959,0.5062436311254278,0.475,3.049999999999983,0.5048944341744545,0.8714623093605041,4.0023392586241435e-12,8.393524985876866e-05,1.0257157555315644e-05,8.393524985876866e-05,0.3465346534653465,0.3333333432674408,0.5,100,11,7.581390989878572,0.0,1.0,0.0,0.9635,0.0,0.0,0.1752575784921646,2.0241496562957764,2.3485310077667236,0.1015605628490448,0.1111111119389534,1.4630407094955444,0.0365,0.0,0,True,0.0003,1.4,1.7
21,200,29.42631959915161,20.0,-5.22434139251709,-1045.8683354653006,-0.3070084445178527,5.22434139251709,0.0,0.0,0.2188235294117647,0.0,0.0,0,24.75380516052246,20.000000000000014,0.07185571682660051,0.24144782961083705,0.0,0.0,20,1.0,0.16666666666666666,0.30952380952380953,0.5238095238095238,0.16666666666666666,0.30952380952380953,0.5238095238095238,0.49486294860724594,0.435,3.0,0.49518615188199805,0.8637158989906311,3.942755410352161e-12,2.356770600897554e-08,6.011292498442344e-06,2.356770600897554e-08,0.3069306930693069,0.3333333432674408,0.5,109,28,10.499049259687192,0.0,1.0,0.0,0.958,0.0,0.0,0.06279665728410085,1.749545971552531,2.11714243888855,0.008912440078953901,0.1931216965119044,1.6600454648335774,0.042,0.0,0,True,0.0003,1.4,1.7
22,200,28.890273094177246,20.0,-10.749289512634277,-2150.857928199717,-4.069391584396363,10.749289512634277,0.05,0.05,0.29698375870069604,8.799999999999985,8.799999999999985,1,24.752697467803955,20.000000000000014,0.10555234924490765,0.7442168199323059,0.0,0.0,19,0.95,0.18357487922705315,0.40096618357487923,0.41545893719806765,0.18357487922705315,0.40096618357487923,0.41545893719806765,0.4973071032692678,0.745,5.0,0.4961921072445392,0.8524697124958038,3.1458223179181566e-11,0.0001995266509766225,1.6365851479349658e-05,0.0001995266509766225,0.3381294964028777,0.3333333432674408,0.5,122,38,13.83840479453016,0.0,1.0,0.0,0.94825,0.0,0.0,-0.09329558431636542,1.6963710188865662,1.968652606010437,0.02969556860625744,0.20588235557079315,1.2792478203773499,0.05175,0.0,0,True,0.0003,1.4,1.7
23,200,26.313161373138428,20.0,-8.300619125366211,-1661.1237540446818,-4.392978203296691,8.300619125366211,0.0,0.0,0.4694835680751174,0.0,0.0,0,24.19882583618164,20.000000000000014,0.13189209155190662,1.2511634902001902,0.0,0.0,20,1.0,0.16666666666666666,0.4074074074074074,0.42592592592592593,0.16666666666666666,0.4074074074074074,0.42592592592592593,0.4999779101497261,0.845,5.0,0.4996162063739796,0.8561933815479278,2.30464193735902e-12,2.2808282267305805e-07,6.552353625011165e-06,2.2808282267305805e-07,0.18556701030927836,0.5,0.5,189,45,20.493451415208117,0.0,1.0,0.0,0.9325,0.0,0.0,0.12774555012583733,2.2495123147964478,2.157196283340454,0.0035623833537101746,0.12061403319239616,2.170492649078369,0.0675,0.0,0,True,0.0003,1.4,1.7
24,200,26.561110973358154,20.0,-4.2986860275268555,-860.7371762250998,-0.3414065092802048,4.2986860275268555,0.05,0.05,0.3559718969555035,7.599999999999989,7.599999999999989,1,23.900911235809325,20.000000000000014,0.12412201922167966,0.8835401405362973,0.0,0.0,19,0.95,0.16299559471365638,0.3876651982378855,0.44933920704845814,0.16299559471365638,0.3876651982378855,0.44933920704845814,0.4927736991951242,0.65,4.0,0.49361014900979594,0.8583186745643615,0.0,1.2121120662733627e-09,5.179463187232614e-07,1.2121120662733627e-09,0.2883435582822086,0.3333333432674408,0.5,143,37,16.158289987001382,0.0,1.0,0.0,0.94325,0.0,0.0,0.057967004676659904,1.5231404701868694,2.0734380880991616,0.010755621207257112,0.10722610851128896,1.861223081747691,0.05675,0.0,0,True,0.0003,1.4,1.7
25,200,27.47792625427246,20.0,-6.4350738525390625,-1288.0147261235045,-2.605320799350739,6.4350738525390625,0.05,0.05,0.30260047281323876,8.999999999999984,8.999999999999984,1,25.35783634185791,20.000000000000014,0.07271642514328412,0.5035186571334885,0.0,0.0,19,0.95,0.19095477386934673,0.39195979899497485,0.41708542713567837,0.19095477386934673,0.39195979899497485,0.41708542713567837,0.5007821147240465,0.615,4.0,0.5012934458365442,0.8558546304702759,1.290806329011518e-12,5.811506707686931e-05,1.072297163773328e-05,5.811506707686931e-05,0.2781954887218045,0.4285714328289032,0.5,124,38,14.613930007649056,0.0,1.0,0.0,0.95025,0.0,0.0,0.06126508116722107,1.501443862915039,2.169489860534668,0.030152715742588043,0.10882353037595749,0.9076495468616486,0.04975,0.0,0,True,0.0003,1.4,1.7
26,200,30.128615379333496,20.0,-8.217386245727539,-1644.4771905998912,-6.144233226776123,8.217386245727539,0.0,0.0,0.1362530413625304,0.0,0.0,0,25.199195861816406,20.000000000000014,0.043215013288308346,0.11892531517514572,0.0,0.0,20,1.0,0.1941747572815534,0.2524271844660194,0.5533980582524272,0.1941747572815534,0.2524271844660194,0.5533980582524272,0.49303016103594566,0.185,2.0,0.4909208848085371,0.85296550989151,8.29849687231099e-12,7.812925701955429e-07,5.412948212324409e-06,7.812925701955429e-07,0.32727272727272727,0.4000000059604645,0.5,65,20,6.3456120834580405,0.0,1.0,0.0,0.97425,0.0,0.0,0.5714364647865295,4.316840648651123,2.3771777153015137,0.03174710273742676,0.3333333432674408,2.4765689373016357,0.02575,0.0,0,True,0.0003,1.4,1.7
27,200,29.471612691879272,20.0,-8.419307708740234,-1684.861454631614,-2.8513614654541017,8.419307708740234,0.1,0.1,0.27058823529411763,5.449999999999997,6.034999999999995,2,24.49493274688721,20.000000000000014,0.07797518077832319,0.20324661228962243,0.0,0.0,18,0.9,0.19161676646706588,0.3652694610778443,0.4431137724550898,0.19161676646706588,0.3652694610778443,0.4431137724550898,0.4954545513278572,0.505,4.0,0.49456822909099396,0.8571813464164734,1.4014068985129802e-11,1.3932342994849003e-07,5.634025455947267e-06,1.3932342994849003e-07,0.18867924528301888,0.5,0.5,115,32,11.930068106935776,0.0,1.0,0.0,0.95825,0.0,0.0,0.18222548067569733,2.5706093311309814,2.1298691034317017,0.0325713399797678,0.04545454680919647,1.4281989336013794,0.04175,0.0,0,True,0.0003,1.4,1.7
28,200,27.32825541496277,20.0,-6.003670692443848,-1201.7340603052482,-0.9400629073381427,6.003670692443848,0.0,0.0,0.3211009174311927,0.0,0.0,0,24.449649810791016,20.000000000000014,0.10935856376145729,0.9966164159232667,0.0,0.0,20,1.0,0.25,0.3148148148148148,0.4351851851851852,0.25,0.3148148148148148,0.4351851851851852,0.48928323629661463,0.48,3.0,0.48901337960359614,0.8611643612384796,4.263166642620719e-12,7.416953650363104e-07,7.695614840486087e-06,7.416953650363104e-07,0.2692307692307692,0.5,0.5,127,54,15.729522929933404,0.0,1.0,0.0,0.946,0.0,0.0,-0.0026730354875326157,1.8680846095085144,2.086033821105957,0.03371832659468055,0.0,1.6387372612953186,0.054,0.0,0,True,0.0003,1.4,1.7
29,200,29.248305320739746,20.0,-9.496654510498047,-1900.3307889936123,-3.3065290451049814,9.496654510498047,0.0,0.0,0.23389021479713604,0.0,0.0,0,25.448806762695312,20.000000000000014,0.0500179654358853,0.21273040016447112,0.0,0.0,20,1.0,0.1888111888111888,0.27972027972027974,0.5314685314685315,0.1888111888111888,0.27972027972027974,0.5314685314685315,0.4926802192279138,0.32,2.0,0.49406988696133886,0.8551072001457214,1.5549384696500468e-11,2.712043183805654e-07,3.890646894433303e-06,2.712043183805654e-07,0.14772727272727273,0.5,0.5,103,27,10.237574485017316,0.0,1.0,0.0,0.96425,0.0,0.0,-0.2881581783294678,2.0986132621765137,2.2966175079345703,0.03674697643145919,0.0,1.9183524250984192,0.03575,0.0,0,True,0.0003,1.4,1.7
30,200,27.763806581497192,20.0,-6.340633392333984,-1269.1266828784314,-1.6226388216018826,6.340633392333984,0.0,0.0,0.32941176470588235,0.0,0.0,0,24.745864868164062,20.000000000000014,0.07471741121142787,0.32055549947571366,0.0,0.0,20,1.0,0.182648401826484,0.3561643835616438,0.4611872146118721,0.182648401826484,0.3561643835616438,0.4611872146118721,0.48735816319368314,0.65,4.0,0.48807231332631795,0.8454129666090011,2.8900417215621532e-12,1.310461588133183e-08,1.467744027650042e-06,1.310461588133183e-08,0.25333333333333335,0.5,0.5,141,40,14.295799683159705,0.0,1.0,0.0,0.94525,0.0,0.0,-0.04827786237001419,2.058029890060425,2.2121005058288574,0.044801950454711914,0.0,1.3226372003555298,0.05475,0.0,0,True,0.0003,1.4,1.7
31,200,27.410555362701416,20.0,-3.372887372970581,-675.5774765607586,0.006858394551090896,3.374974250793457,0.0,0.0,0.36904761904761907,0.0,0.0,0,24.940176010131836,20.000000000000014,0.10355513082805355,0.6527103676008772,0.0,0.0,20,1.0,0.1872146118721461,0.3744292237442922,0.4383561643835616,0.1872146118721461,0.3744292237442922,0.4383561643835616,0.4868509025837993,0.595,3.0,0.4858738572300756,0.850825896859169,0.0,9.46449452143835e-10,1.1921624718524981e-06,9.46449452143835e-10,0.22727272727272727,0.3333333432674408,0.5,143,41,16.250763228624372,0.0,1.0,0.0,0.94525,0.0,0.0,-0.0516318678855896,1.5152639150619507,2.1717662811279297,0.0384431928396225,0.125,2.041926622390747,0.05475,0.0,0,True,0.0003,1.4,1.7
32,200,28.446921586990356,20.0,-6.283609390258789,-1257.7219847597944,-3.186609256267551,6.283609390258789,0.0,0.0,0.3488372093023256,0.0,0.0,0,25.83328628540039,20.000000000000014,0.08039871313545069,0.3806772783118021,0.0,0.0,20,1.0,0.1782178217821782,0.37623762376237624,0.44554455445544555,0.1782178217821782,0.37623762376237624,0.44554455445544555,0.4882118758345605,0.755,5.0,0.48766500323921613,0.8475555837154388,1.264484773399327e-12,4.2290779020959226e-07,4.0434310903947335e-06,4.2290779020959226e-07,0.1357142857142857,0.5,0.5,147,36,15.660117606483183,0.0,1.0,0.0,0.9495,0.0,0.0,-0.10758212953805923,1.6007286310195923,2.2156121730804443,0.035392142832279205,0.10000000149011612,2.4322495460510254,0.0505,0.0,0,True,0.0003,1.4,1.7
33,200,28.308001279830933,20.0,-8.260978698730469,-1653.1956687188929,-0.48243957012891775,8.260978698730469,0.0,0.0,0.28132387706855794,0.0,0.0,0,24.633319854736328,20.000000000000014,0.07170383853037171,0.6823321714356344,0.0,0.0,20,1.0,0.1694915254237288,0.3220338983050847,0.5084745762711864,0.1694915254237288,0.3220338983050847,0.5084745762711864,0.4930462292691227,0.4,3.0,0.4951792556362884,0.8665266036987304,2.7654911780722324e-12,3.9730071330266774e-05,1.0025942174252123e-05,3.9730071330266774e-05,0.168141592920354,0.5,0.5,128,30,12.065104607896068,0.0,1.0,0.0,0.95575,0.0,0.0,0.5150216817855835,3.6291699409484863,2.326409101486206,0.06855903565883636,0.125,2.7404558658599854,0.04425,0.0,0,True,0.0003,1.4,1.7
