episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,I_total_mean,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,uncertainty_selected_mean,uncertainty_selected_p90,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue,on_task_rate,has_task_available_rate
2,LB-Greedy,-2.922548464318938,-584.5096928637876,0.1,0.1,0.5058548009367682,0.782051282051282,0.9375,0.04075,0.02175,0.9375,0.04075,0.02175,0.0093333955828886,0.149334329326218,1.0,20.000000000000018,24.50454921722412,6.0499999999999945,6.0499999999999945,6.184999999999994,0.9,1.0,0.0,0.9295,0.0,6.193552962940885e-06,0.0,5.124595747751926e-10,6.193552962940885e-06,5.124595747751926e-10,0.676435649394989,0.5,0.1002677977085113,,,,,0.1777262240648269,0.5,248,0.0,0.0,0.0,226,42,0.1858407079646017,42,0.082,1.945,0.07050000000000001,0.07050000000000001
2,Local-Only,-0.3467838558931338,-54.09828151932888,0.65,0.65,0.9133489461358314,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.59999999999996,16.381005611419656,7.484615384615375,7.484615384615375,10.599999999999978,0.35,0.0,0.0,0.8711538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.0929487179487178,0.0,0.12884615384615383,0.12884615384615383
2,Random,-5.099567837014601,-1019.9135674029202,0.0,0.0,0.1522248243559719,0.6219512195121951,0.07575,0.12575,0.7985,0.07575,0.12575,0.7985,0.6300377627465458,0.5997162702153599,0.96561876858795,20.000000000000018,25.456125259399418,0.0,0.0,0.0,1.0,1.0,0.0,0.971,0.0,2.7280766516923904e-06,2.278045373865778e-12,2.5593077879193515e-08,2.7280766516923904e-06,2.5593077879193515e-08,0.5608050227165222,0.5,0.1504801362752914,,,,,0.3920067548751831,0.5,105,0.0,0.0,0.0,74,14,0.1891891891891892,14,0.08575,0.095,0.029000000000000026,0.029000000000000026
2,Static,-0.1153721308209393,-15.459865530005873,0.75,0.75,0.9859484777517564,0.0,0.2701492537313433,0.7298507462686568,0.0,0.2701492537313433,0.7298507462686568,0.0,1.0,1.0,1.0,13.399999999999968,13.490402736663793,9.05882352941175,9.05882352941175,12.139999999999972,0.25,0.0,0.0,0.8044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,0.7612839341163635,0.7125540971755981,0.0604487918317317,,,,,0.054200068116188,0.1111111119389534,453,0.0,0.0,0.0,451,100,0.2217294900221729,100,0.1343283582089552,18.70149253731343,0.19552238805970146,0.19552238805970146
3,CP-EFT,-4.319009385862106,-863.8018771724213,0.25,0.25,0.5799522673031027,0.7894736842105263,0.95325,0.031,0.01575,0.95325,0.031,0.01575,0.0044158524568956,0.0944567370458955,1.0,20.000000000000018,23.31527557373047,6.459999999999992,6.459999999999992,9.67999999999998,0.75,1.0,0.0,0.93125,0.0,6.6299735408392735e-06,0.0,3.2838245260791155e-06,6.6299735408392735e-06,3.2838245260791155e-06,0.7658374905586243,0.5,0.0676289349794387,,,,,0.1973938792943954,0.5,187,0.0,0.0,0.0,175,15,0.0857142857142857,15,0.105,1.4,0.06874999999999998,0.06874999999999998
3,EFT,-2.8570607736346627,-571.4121547269325,0.1,0.1,0.5632458233890215,0.83,0.9195,0.04725,0.03325,0.9195,0.04725,0.03325,0.0096302416998227,0.1196303316748161,1.0,20.000000000000018,25.01718873977661,9.79999999999998,9.79999999999998,11.239999999999975,0.9,1.0,0.0,0.906,0.0,5.543044153455412e-06,0.0,4.4149736311283056e-08,5.543044153455412e-06,4.4149736311283056e-08,0.5351017117500305,0.3404255211353302,0.1639561206102371,,,,,0.1576820313930511,0.5,320,0.0,0.0,0.0,300,117,0.39,117,0.1445,2.28,0.09399999999999997,0.09399999999999997
3,Greedy,-0.0005081399996928,-0.0604686599634486,0.95,0.95,0.9976133651551312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.899999999999974,11.911067085266088,7.494736842105253,7.494736842105253,10.999999999999975,0.05,0.0,0.0,0.7743697478991597,0.0,0.0,0.0,0.0,0.0,0.0,0.7032061815261841,0.5,0.0878119319677352,,,,,0.0572676137089729,0.1428571492433548,537,0.0,0.0,0.0,536,118,0.2201492537313432,118,0.0,18.529411764705884,0.2256302521008403,0.2256302521008403
3,LB-Greedy,-5.002787778547154,-1000.5575557094307,0.1,0.1,0.441527446300716,0.6847826086956522,0.941,0.02975,0.02925,0.941,0.02975,0.02925,0.0091951411874632,0.1558498506349702,1.0,20.000000000000018,24.528456115722655,7.24999999999999,7.24999999999999,8.284999999999986,0.9,1.0,0.0,0.9335,0.0,8.43751786305802e-06,0.0,1.3683139741260677e-06,8.43751786305802e-06,1.3683139741260677e-06,0.6285845041275024,0.4000000059604645,0.1226222664117813,,,,,0.2085049748420715,0.5,234,0.0,0.0,0.0,204,51,0.25,51,0.10125,1.35,0.0665,0.0665
3,Local-Only,-0.3346595083700173,-48.19096920528249,0.8,0.8,0.9212410501193318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.399999999999965,15.442597789764378,7.737499999999989,7.737499999999989,11.074999999999976,0.2,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.1666666666666667,0.0,0.13749999999999996,0.13749999999999996
3,Random,-9.04157242390388,-1808.3144847807764,0.0,0.0,0.0835322195704057,0.3787878787878788,0.07275,0.114,0.81325,0.07275,0.114,0.81325,0.6304404845033033,0.6014456559755232,0.9651312990664,20.000000000000018,25.88263511657715,0.0,0.0,0.0,1.0,1.0,0.0,0.97725,0.0,5.287540261633694e-06,1.824184900356407e-11,5.0722046580631286e-05,5.287540261633694e-06,5.0722046580631286e-05,0.5453488826751709,0.5,0.1570107042789459,,,,,0.4098836779594421,0.5,86,0.0,0.0,0.0,45,14,0.3111111111111111,14,0.04975,0.03,0.022750000000000048,0.022750000000000048
3,Static,-0.1159377818961457,-13.33284491805676,0.95,0.95,0.9952267303102624,0.0,0.2821739130434783,0.7178260869565217,0.0,0.2821739130434783,0.7178260869565217,0.0,1.0,1.0,1.0,11.499999999999975,11.529582595825172,7.689473684210515,7.689473684210515,10.329999999999975,0.05,0.0,0.0,0.7982608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.8492622971534729,0.791111171245575,0.0334758982062339,,,,,0.0642883703112602,0.2000000029802322,377,0.0,0.0,0.0,376,46,0.1223404255319148,46,0.2626086956521739,16.252173913043478,0.20173913043478264,0.20173913043478264
4,CP-EFT,-8.20913917263571,-1641.8278345271422,0.1,0.1,0.4987531172069825,0.7377049180327869,0.9565,0.02525,0.01825,0.9565,0.02525,0.01825,0.0067920385748825,0.1561388178133916,1.0,20.000000000000018,24.13521327972412,7.899999999999988,7.899999999999988,8.259999999999987,0.9,1.0,0.0,0.93875,0.0,1.0392546755610963e-05,0.0,0.0001995262427954,1.0392546755610963e-05,0.0001995262427954,0.7078068256378174,0.5,0.0864148139953613,,,,,0.2165690064430236,0.5,172,0.0,0.0,0.0,156,22,0.141025641025641,22,0.10925,1.35,0.06125000000000003,0.06125000000000003
4,EFT,-3.633038869544392,-726.6077739088784,0.2,0.2,0.543640897755611,0.7294117647058823,0.9395,0.035,0.0255,0.9395,0.035,0.0255,0.011276243224198,0.1863841855239345,1.0,20.000000000000018,24.45982608795166,8.399999999999986,8.399999999999986,12.40499999999997,0.8,1.0,0.0,0.9315,0.0,3.1135127755987924e-06,0.0,1.374721847469118e-08,3.1135127755987924e-06,1.374721847469118e-08,0.7576498985290527,0.5,0.0683412849903106,,,,,0.186020091176033,0.5,236,0.0,0.0,0.0,212,29,0.1367924528301886,29,0.091,1.83,0.0685,0.0685
4,Greedy,0.0073341706508721,0.7334170650872126,0.8,0.8,0.9900249376558604,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.99999999999998,10.056226253509504,8.074999999999989,8.074999999999989,9.474999999999982,0.2,0.0,0.0,0.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8599196076393127,0.75,0.0328974425792694,,,,,0.066645435988903,0.2000000029802322,439,0.0,0.0,0.0,436,39,0.0894495412844036,39,0.0,28.47,0.21950000000000003,0.21950000000000003
4,LB-Greedy,-5.292667796124679,-1058.5335592249355,0.1,0.1,0.3865336658354115,0.618421052631579,0.9465,0.02875,0.02475,0.9465,0.02875,0.02475,0.0110953768023017,0.2073902206037719,1.0,20.000000000000018,23.937653923034667,9.349999999999984,9.349999999999984,12.724999999999971,0.9,1.0,0.0,0.94225,0.0,4.987006377632497e-06,0.0,9.730304384447665e-08,4.987006377632497e-06,9.730304384447665e-08,0.6780002117156982,0.5,0.0978144183754921,,,,,0.2109609544277191,0.5,207,0.0,0.0,0.0,176,44,0.25,44,0.079,1.415,0.05774999999999997,0.05774999999999997
4,Local-Only,-0.2767975481491124,-40.96603712606864,0.75,0.75,0.9226932668329176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.799999999999963,15.619805431365938,8.059999999999986,8.059999999999986,10.789999999999976,0.25,0.0,0.0,0.8706081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.1655405405405406,0.0,0.12939189189189193,0.12939189189189193
4,Random,-7.543073027452912,-1508.6146054905826,0.0,0.0,0.0798004987531172,0.3888888888888889,0.05725,0.095,0.84775,0.05725,0.095,0.84775,0.6257838603801354,0.6030589874093195,0.9576665326161004,20.000000000000018,25.706043243408203,0.0,0.0,0.0,1.0,1.0,0.0,0.9805,0.0,9.751474863151088e-06,1.054529380484226e-11,3.742710396181792e-05,9.751474863151088e-06,3.742710396181792e-05,0.5372587442398071,0.5,0.1606395840644836,,,,,0.4288770854473114,0.5,74,0.0,0.0,0.0,41,12,0.2926829268292683,12,0.0335,0.11,0.019499999999999962,0.019499999999999962
4,Static,-0.0260345314906956,-2.8117294009951315,0.8,0.8,0.9600997506234414,0.0,0.2444444444444444,0.7555555555555555,0.0,0.2444444444444444,0.7555555555555555,0.0,1.0,1.0,1.0,10.799999999999978,11.007758264541607,8.411764705882339,8.411764705882339,10.639999999999976,0.2,0.0,0.0,0.7893518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.8028774857521057,0.7142857313156128,0.0507696121931076,,,,,0.0646864771842956,0.2000000029802322,395,0.0,0.0,0.0,393,65,0.1653944020356234,65,0.2444444444444444,20.71296296296296,0.21064814814814814,0.21064814814814814
5,CP-EFT,-3.486079389013865,-697.215877802773,0.3,0.3,0.5687203791469194,0.8,0.9385,0.03475,0.02675,0.9385,0.03475,0.02675,0.0122294481922731,0.198852816134522,1.0,20.000000000000018,23.648737525939943,7.266666666666656,7.266666666666656,8.149999999999988,0.7,1.0,0.0,0.92125,0.0,1.690380486252252e-06,0.0,2.3234800194948943e-10,1.690380486252252e-06,2.3234800194948943e-10,0.6800035238265991,0.343339592218399,0.1076198369264602,,,,,0.1791819930076599,0.5,245,0.0,0.0,0.0,228,53,0.2324561403508772,53,0.1255,1.725,0.07874999999999999,0.07874999999999999
5,EFT,-3.65812619875193,-731.625239750386,0.2,0.2,0.5947867298578199,0.8260869565217391,0.92575,0.04125,0.033,0.92575,0.04125,0.033,0.0146366982088675,0.1971272486042773,1.0,20.000000000000018,22.965158557891847,8.749999999999986,8.749999999999986,11.069999999999975,0.8,1.0,0.0,0.91575,0.0,6.492865395557601e-06,0.0,1.783825922530014e-07,6.492865395557601e-06,1.783825922530014e-07,0.6732276082038879,0.5,0.1042766571044921,,,,,0.1703430563211441,0.5,294,0.0,0.0,0.0,277,67,0.2418772563176895,67,0.16425,2.22,0.08425000000000005,0.08425000000000005
5,Greedy,-0.0012334031501105,-0.1406079591125998,0.9,0.9,0.995260663507109,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.399999999999975,11.428744564056377,8.777777777777764,8.777777777777764,10.464999999999977,0.1,0.0,0.0,0.7728070175438596,0.0,0.0,0.0,0.0,0.0,0.0,0.7640601396560669,0.7130435109138489,0.059982556849718,,,,,0.0584666058421134,0.1666666716337204,518,0.0,0.0,0.0,518,98,0.1891891891891892,98,0.0,26.06140350877193,0.2271929824561404,0.2271929824561404
5,LB-Greedy,-4.716127085111496,-943.2254170222992,0.3,0.3,0.6492890995260664,0.8548387096774194,0.91125,0.049,0.03975,0.91125,0.049,0.03975,0.0195501711324359,0.2202836183936449,1.0,20.000000000000018,23.063792800903325,9.349999999999984,9.349999999999984,10.899999999999975,0.7,1.0,0.0,0.90375,0.0,3.2729687973187538e-06,0.0,1.57681956380884e-08,3.2729687973187538e-06,1.57681956380884e-08,0.6294646263122559,0.4705882370471954,0.119432158768177,,,,,0.1469356268644333,0.5,350,0.0,0.0,0.0,332,92,0.2771084337349397,92,0.1465,2.28,0.09624999999999995,0.09624999999999995
5,Local-Only,-0.3576170747563043,-53.28494413868935,0.6,0.6,0.90521327014218,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.899999999999965,15.907320966720558,7.574999999999989,7.574999999999989,9.534999999999982,0.4,0.0,0.0,0.8671140939597315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.1906040268456377,0.0,0.1328859060402685,0.1328859060402685
5,Random,-7.291843085192889,-1458.368617038578,0.0,0.0,0.1327014218009478,0.5142857142857142,0.08325,0.11475,0.802,0.08325,0.11475,0.802,0.6384570409360429,0.6056253514437334,0.9600149138304532,20.000000000000018,25.023468017578125,0.0,0.0,0.0,1.0,1.0,0.0,0.97525,0.0,1.0526862297410844e-06,1.7358996184935196e-12,3.089166256131648e-08,1.0526862297410844e-06,3.089166256131648e-08,0.5809901356697083,0.5,0.1398341655731201,,,,,0.4077003002166748,0.5,84,0.0,0.0,0.0,50,4,0.08,4,0.0595,0.065,0.02475000000000005,0.02475000000000005
5,Static,-0.0305605656211841,-3.94231296513276,0.9,0.9,0.976303317535545,0.0,0.2864341085271318,0.7135658914728682,0.0,0.2864341085271318,0.7135658914728682,0.0,1.0,1.0,1.0,12.89999999999997,13.176507625579807,8.366666666666653,8.366666666666653,10.389999999999976,0.1,0.0,0.0,0.8321705426356589,0.0,0.0,0.0,0.0,0.0,0.0,0.8526584506034851,0.5714285969734192,0.036754697561264,,,,,0.0661751106381416,0.2000000029802322,378,0.0,0.0,0.0,378,17,0.0449735449735449,17,0.2395348837209302,19.868217054263567,0.16782945736434107,0.16782945736434107
6,CP-EFT,-6.424611241264211,-1284.922248252842,0.15,0.15,0.5253012048192771,0.7068965517241379,0.9495,0.03075,0.01975,0.9495,0.03075,0.01975,0.0085739131596659,0.169780458607246,1.0,20.000000000000018,23.627263641357423,7.133333333333323,7.133333333333323,9.049999999999985,0.85,1.0,0.0,0.92675,0.0,6.200817097123945e-06,0.0,1.1672743767121574e-06,6.200817097123945e-06,1.1672743767121574e-06,0.6318626999855042,0.4724999964237213,0.1198732331395149,,,,,0.1905121207237243,0.5,202,0.0,0.0,0.0,183,53,0.2896174863387978,53,0.1165,1.505,0.07325000000000004,0.07325000000000004
6,EFT,-3.2411749742582843,-648.2349948516569,0.1,0.1,0.3590361445783132,0.676923076923077,0.94725,0.03475,0.018,0.94725,0.03475,0.018,0.0091854855587862,0.1741324276547161,1.0,20.000000000000018,24.6222243309021,7.649999999999989,7.649999999999989,9.044999999999984,0.9,1.0,0.0,0.939,0.0,2.9011955575697357e-06,0.0,2.7397073498747204e-10,2.9011955575697357e-06,2.7397073498747204e-10,0.5462309122085571,0.3125,0.1625857949256897,,,,,0.1908979564905166,0.5,211,0.0,0.0,0.0,189,69,0.365079365079365,69,0.057,1.47,0.061000000000000054,0.061000000000000054
6,Greedy,0.0113944782219138,1.1394478221913884,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.99999999999998,9.99999999999998,7.979999999999985,7.979999999999985,9.524999999999984,0.0,0.0,0.0,0.7685,0.0,0.0,0.0,0.0,0.0,0.0,0.859182596206665,0.7761194109916687,0.0343031547963619,,,,,0.066362515091896,0.2000000029802322,463,0.0,0.0,0.0,463,48,0.1036717062634989,48,0.0,26.21,0.23150000000000004,0.23150000000000004
6,LB-Greedy,-3.3201147224803713,-664.0229444960743,0.1,0.1,0.3710843373493976,0.6268656716417911,0.954,0.02575,0.02025,0.954,0.02575,0.02025,0.0104237472532641,0.2266032011579156,1.0,20.000000000000018,24.733319664001463,4.949999999999998,4.949999999999998,5.084999999999998,0.9,1.0,0.0,0.94875,0.0,6.099065558373695e-06,0.0,5.793527435571377e-09,6.099065558373695e-06,5.793527435571377e-09,0.6983702182769775,0.5,0.0940645039081573,,,,,0.232434943318367,0.5,184,0.0,0.0,0.0,159,23,0.1446540880503144,23,0.0545,1.135,0.05125000000000002,0.05125000000000002
6,Local-Only,-0.3604520557372139,-51.90509602615881,0.8,0.8,0.9253012048192772,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.399999999999965,15.156501598358128,8.037499999999987,8.037499999999987,12.79999999999997,0.2,0.0,0.0,0.8635416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1.1041666666666667,0.0,0.13645833333333335,0.13645833333333335
6,Random,-6.835222870809076,-1367.0445741618153,0.0,0.0,0.1759036144578313,0.5632183908045977,0.07425,0.12025,0.8055,0.07425,0.12025,0.8055,0.6267362476032131,0.5967985391339048,0.956456196272388,20.000000000000018,25.38313865661621,0.0,0.0,0.0,1.0,1.0,0.0,0.969,0.0,9.109301572607365e-06,7.271184522539276e-12,3.386011303518899e-05,9.109301572607365e-06,3.386011303518899e-05,0.5916341543197632,0.5,0.1360092312097549,,,,,0.3766125738620758,0.5,110,0.0,0.0,0.0,72,9,0.125,9,0.07125,0.14,0.031000000000000028,0.031000000000000028
6,Static,-0.1378437034954013,-19.711649599842396,0.55,0.55,0.8289156626506025,0.0,0.2975524475524475,0.7024475524475524,0.0,0.2975524475524475,0.7024475524475524,0.0,1.0,1.0,1.0,14.299999999999963,15.275910892486554,8.309090909090896,8.309090909090896,12.99999999999997,0.45,0.0,0.0,0.8090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5426772832870483,0.3214094638824463,0.1728993058204651,,,,,0.0561491101980209,0.1428571492433548,450,0.0,0.0,0.0,445,192,0.4314606741573034,192,0.2356643356643356,16.41958041958042,0.19090909090909092,0.19090909090909092
7,CP-EFT,-2.290442516879234,-458.0885033758468,0.35,0.35,0.5777262180974478,0.7115384615384616,0.944,0.03875,0.01725,0.944,0.03875,0.01725,0.0065289738216574,0.1165888182438838,1.0,20.000000000000018,23.56865911483765,7.84285714285713,7.84285714285713,11.109999999999976,0.65,1.0,0.0,0.92275,0.0,4.1908269849955104e-06,0.0,1.2050955788822644e-09,4.1908269849955104e-06,1.2050955788822644e-09,0.7166724801063538,0.5,0.0829587504267692,,,,,0.1676806062459945,0.5,222,0.0,0.0,0.0,207,43,0.2077294685990338,43,0.12125,1.66,0.07725000000000004,0.07725000000000004
7,EFT,-3.497039453681788,-699.4078907363577,0.35,0.35,0.6102088167053364,0.8089887640449438,0.921,0.04975,0.02925,0.921,0.04975,0.02925,0.0152939185583771,0.1935939058022422,1.0,20.000000000000018,24.625666332244876,8.78571428571427,8.78571428571427,13.829999999999965,0.65,1.0,0.0,0.9075,0.0,7.4513441177259665e-06,0.0,2.3167415008629177e-07,7.4513441177259665e-06,2.3167415008629177e-07,0.628067672252655,0.3883084654808044,0.1246153488755226,,,,,0.1608476787805557,0.5,314,0.0,0.0,0.0,297,87,0.2929292929292929,87,0.16075,2.575,0.09250000000000003,0.09250000000000003
