source,metric,mean
LB-Greedy,ratio_local,0.9348488320706125
Local-Only,ratio_local,1.0
Random,ratio_local,0.08957916666666667
Static,ratio_local,0.13143737792345084
CP-EFT,ratio_rsu,0.030078278730831815
EFT,ratio_rsu,0.03684040578490508
Greedy,ratio_rsu,1.0
LB-Greedy,ratio_rsu,0.03054711069159227
Local-Only,ratio_rsu,0.0
Random,ratio_rsu,0.10496666666666667
Static,ratio_rsu,0.8685626220765491
CP-EFT,ratio_v2v,0.02927373903511769
EFT,ratio_v2v,0.03598181246515234
Greedy,ratio_v2v,0.0
LB-Greedy,ratio_v2v,0.0346040572377952
Local-Only,ratio_v2v,0.0
Random,ratio_v2v,0.8054541666666667
Static,ratio_v2v,0.0
CP-EFT,decision_frac_local,0.9406479822340506
EFT,decision_frac_local,0.9271777817499426
Greedy,decision_frac_local,0.0
LB-Greedy,decision_frac_local,0.9348488320706125
Local-Only,decision_frac_local,1.0
Random,decision_frac_local,0.08957916666666667
Static,decision_frac_local,0.13143737792345084
CP-EFT,decision_frac_rsu,0.030078278730831815
EFT,decision_frac_rsu,0.03684040578490508
Greedy,decision_frac_rsu,1.0
LB-Greedy,decision_frac_rsu,0.03054711069159227
Local-Only,decision_frac_rsu,0.0
Random,decision_frac_rsu,0.10496666666666667
Static,decision_frac_rsu,0.8685626220765491
CP-EFT,decision_frac_v2v,0.02927373903511769
EFT,decision_frac_v2v,0.03598181246515234
Greedy,decision_frac_v2v,0.0
LB-Greedy,decision_frac_v2v,0.0346040572377952
Local-Only,decision_frac_v2v,0.0
Random,decision_frac_v2v,0.8054541666666667
Static,decision_frac_v2v,0.0
CP-EFT,avg_power,0.008586653745400883
EFT,avg_power,0.012438448733380791
Greedy,avg_power,1.0
LB-Greedy,avg_power,0.011411831861398856
Local-Only,avg_power,1.0
Random,avg_power,0.6361407120449398
Static,avg_power,1.0
CP-EFT,power_ratio_mean,0.14570051250460372
EFT,power_ratio_mean,0.1726962794433827
Greedy,power_ratio_mean,1.0
LB-Greedy,power_ratio_mean,0.17809187362840243
Local-Only,power_ratio_mean,0.0
Random,power_ratio_mean,0.6003429079528269
Static,power_ratio_mean,1.0
CP-EFT,power_ratio_p95,0.9525510371251315
EFT,power_ratio_p95,0.9853009804116479
Greedy,power_ratio_p95,1.0
LB-Greedy,power_ratio_p95,0.9864087673921148
Local-Only,power_ratio_p95,0.0
Random,power_ratio_p95,0.9601459602109542
Static,power_ratio_p95,1.0
CP-EFT,episode_time_seconds,19.590000000000007
EFT,episode_time_seconds,19.665000000000006
Greedy,episode_time_seconds,13.745833333333302
LB-Greedy,episode_time_seconds,19.772500000000004
Local-Only,episode_time_seconds,15.458333333333298
Random,episode_time_seconds,20.00000000000001
Static,episode_time_seconds,14.117499999999968
CP-EFT,mean_cft_est,22.6167132434845
EFT,mean_cft_est,23.20759630060196
Greedy,mean_cft_est,14.436299720207833
LB-Greedy,mean_cft_est,23.43633330353101
Local-Only,mean_cft_est,16.173364295562084
Random,mean_cft_est,25.103076469898223
Static,mean_cft_est,14.875108585834486
CP-EFT,mean_cft_completed,8.522382966570452
EFT,mean_cft_completed,8.254413690476177
Greedy,mean_cft_completed,9.30443573552492
LB-Greedy,mean_cft_completed,8.554686177248662
Local-Only,mean_cft_completed,7.8905937124844705
Random,mean_cft_completed,0.2866666666666662
Static,mean_cft_completed,8.886254117227786
CP-EFT,task_duration_mean,8.522382966570452
EFT,task_duration_mean,8.254413690476177
Greedy,task_duration_mean,9.30443573552492
LB-Greedy,task_duration_mean,8.554686177248662
Local-Only,task_duration_mean,7.8905937124844705
Random,task_duration_mean,0.2866666666666662
Static,task_duration_mean,8.886254117227786
CP-EFT,task_duration_p95,10.856666666666644
EFT,task_duration_p95,10.718999999999976
Greedy,task_duration_p95,12.575208333333304
LB-Greedy,task_duration_p95,10.524374999999976
Local-Only,task_duration_p95,11.107833333333309
Random,task_duration_p95,0.2866666666666662
Static,task_duration_p95,12.499999999999972
CP-EFT,deadline_miss_rate,0.7695833333333333
EFT,deadline_miss_rate,0.7533333333333334
Greedy,deadline_miss_rate,0.44375
LB-Greedy,deadline_miss_rate,0.8383333333333333
Local-Only,deadline_miss_rate,0.255
Random,deadline_miss_rate,0.9983333333333333
Static,deadline_miss_rate,0.44125000000000003
CP-EFT,time_limit_rate,0.8666666666666667
EFT,time_limit_rate,0.9
Greedy,time_limit_rate,0.0
LB-Greedy,time_limit_rate,0.925
Local-Only,time_limit_rate,0.008333333333333333
Random,time_limit_rate,1.0
Static,time_limit_rate,0.0
CP-EFT,illegal_action_rate,0.0
EFT,illegal_action_rate,0.0
Greedy,illegal_action_rate,0.0
LB-Greedy,illegal_action_rate,0.0
Local-Only,illegal_action_rate,0.0
Random,illegal_action_rate,0.0
Static,illegal_action_rate,0.0
CP-EFT,no_task_rate,0.9192508401206878
EFT,no_task_rate,0.9161767110717851
Greedy,no_task_rate,0.8194731812373787
LB-Greedy,no_task_rate,0.9272840362479181
Local-Only,no_task_rate,0.8685550997745554
Random,no_task_rate,0.9719583333333334
Static,no_task_rate,0.830475063593455
CP-EFT,on_task_rate,0.08074915987931214
EFT,on_task_rate,0.08382328892821479
Greedy,on_task_rate,0.18052681876262128
LB-Greedy,on_task_rate,0.07271596375208185
Local-Only,on_task_rate,0.1314449002254446
Random,on_task_rate,0.028041666666666624
Static,on_task_rate,0.16952493640654503
CP-EFT,has_task_available_rate,0.08074915987931214
EFT,has_task_available_rate,0.08382328892821479
Greedy,has_task_available_rate,0.18052681876262128
LB-Greedy,has_task_available_rate,0.07271596375208185
Local-Only,has_task_available_rate,0.1314449002254446
Random,has_task_available_rate,0.028041666666666624
Static,has_task_available_rate,0.16952493640654503
CP-EFT,unified_illegal_trigger_rate,0.0
EFT,unified_illegal_trigger_rate,0.0
Greedy,unified_illegal_trigger_rate,0.0
LB-Greedy,unified_illegal_trigger_rate,0.0
Local-Only,unified_illegal_trigger_rate,0.0
Random,unified_illegal_trigger_rate,0.0
Static,unified_illegal_trigger_rate,0.0
CP-EFT,I_total_mean,4.117781416113076e-06
EFT,I_total_mean,3.6555471550533034e-06
Greedy,I_total_mean,0.0
LB-Greedy,I_total_mean,4.9965245388250425e-06
Local-Only,I_total_mean,0.0
Random,I_total_mean,5.501750152347995e-06
Static,I_total_mean,0.0
CP-EFT,I_total_p50,5.824584303324162e-13
EFT,I_total_p50,3.27655487302716e-14
Greedy,I_total_p50,0.0
LB-Greedy,I_total_p50,3.7430852202570566e-13
Local-Only,I_total_p50,0.0
Random,I_total_p50,1.0624492848518781e-11
Static,I_total_p50,0.0
CP-EFT,I_total_p95,6.9209399279158025e-06
EFT,I_total_p95,3.4336131731172263e-06
Greedy,I_total_p95,0.0
LB-Greedy,I_total_p95,1.380170351362497e-05
Local-Only,I_total_p95,0.0
