episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
13,Static,-1.75106092432218,-264.41019957264916,0.3333333333333333,0.3333333333333333,0.7870967741935484,0.0,0.1640176600441501,0.8359823399558499,0.0,1.0,1.0,1.0,15.099999999999962,16.2806439590454,10.79090909090907,10.79090909090907,14.349999999999966,0.6666666666666666,0.0,0.0,0.0,0.8656354546546936,0.800000011920929,0.03004602901637554,,,,,553,0.0,0.0,0.0,519,62,0.11946050096339114,62,0.054304635761589407,38.43046357615894
14,Static,-1.7572649575402801,-246.0170940556392,0.26666666666666666,0.26666666666666666,0.7006369426751592,0.0,0.1788095238095238,0.8211904761904761,0.0,1.0,1.0,1.0,13.999999999999966,15.630387878417958,9.537499999999982,9.537499999999982,11.959999999999972,0.7333333333333333,0.0,0.0,0.0,0.6953249573707581,0.6031638860702515,0.08711723983287811,,,,,563,0.0,0.0,0.0,532,161,0.3026315789473684,161,0.145,38.93571428571428
15,Static,-1.7980201390628066,-289.48124238911186,0.3333333333333333,0.3333333333333333,0.8381877022653722,0.0,0.27163561076604553,0.7283643892339544,0.0,1.0,1.0,1.0,16.09999999999996,17.173748016357408,10.29999999999998,10.29999999999998,13.609999999999966,0.6666666666666666,0.0,0.0,0.0,0.7933675646781921,0.75,0.05002991482615471,,,,,534,0.0,0.0,0.0,519,88,0.16955684007707128,88,0.1701863354037267,30.236024844720497
16,Static,-1.818948722732337,-327.41077009182067,0.36666666666666664,0.36666666666666664,0.7435897435897436,0.0,0.27944444444444444,0.7205555555555555,0.0,1.0,1.0,1.0,17.999999999999986,19.610386594136553,9.145454545454529,9.145454545454529,12.249999999999972,0.6333333333333333,0.0,0.0,0.0,0.7151339650154114,0.6000000238418579,0.080931656062603,,,,,531,0.0,0.0,0.0,505,124,0.24554455445544554,124,0.1925925925925926,27.644444444444446
17,Static,-1.7588927984970615,-246.2449917895886,0.3,0.3,0.7797427652733119,0.0,0.26595238095238094,0.7340476190476191,0.0,1.0,1.0,1.0,13.999999999999966,15.42001177469888,8.366666666666653,8.366666666666653,10.11999999999998,0.7,0.0,0.0,0.0,0.8003698587417603,0.7142857313156128,0.04810519143939018,,,,,505,0.0,0.0,0.0,477,81,0.16981132075471697,81,0.15357142857142858,37.135714285714286
18,Static,-1.7628706215942767,-241.5132751584159,0.4666666666666667,0.4666666666666667,0.821656050955414,0.0,0.22579075425790754,0.7742092457420925,0.0,1.0,1.0,1.0,13.699999999999967,14.778181705474841,9.071428571428557,9.071428571428557,10.519999999999978,0.5333333333333333,0.0,0.0,0.0,0.8025608658790588,0.75,0.04728998616337776,,,,,515,0.0,0.0,0.0,491,83,0.1690427698574338,83,0.18467153284671534,35.34306569343066
19,Static,-1.7522297900018156,-248.81663018025782,0.4,0.4,0.8346709470304976,0.0,0.20422535211267606,0.795774647887324,0.0,1.0,1.0,1.0,14.199999999999966,15.006530996958405,9.966666666666647,9.966666666666647,12.84499999999997,0.6,0.0,0.0,0.0,0.8310704231262207,0.6666666865348816,0.043339986354112625,,,,,536,0.0,0.0,0.0,510,64,0.12549019607843137,64,0.16056338028169015,37.598591549295776
20,Static,-1.8246509599601097,-310.19066319321865,0.3,0.3,0.673374613003096,0.0,0.23058823529411765,0.7694117647058824,0.0,1.0,1.0,1.0,16.99999999999997,19.359271876017246,7.811111111111099,7.811111111111099,10.999999999999977,0.7,0.0,0.0,0.0,0.7552430629730225,0.6428571343421936,0.06334967911243439,,,,,479,0.0,0.0,0.0,442,103,0.2330316742081448,103,0.153921568627451,33.54705882352941
21,Static,-1.7526952092577346,-278.6785382719798,0.3333333333333333,0.3333333333333333,0.7565485362095532,0.0,0.20775681341719077,0.7922431865828092,0.0,1.0,1.0,1.0,15.89999999999996,17.461853726704906,9.179999999999982,9.179999999999982,11.87999999999997,0.6666666666666666,0.0,0.0,0.0,0.8004302382469177,0.7039999961853027,0.052745502442121506,,,,,551,0.0,0.0,0.0,524,90,0.1717557251908397,90,0.20230607966457023,35.16352201257862
22,Static,-1.7459783511334601,-219.99327224281598,0.43333333333333335,0.43333333333333335,0.8226837060702875,0.0,0.10185185185185185,0.8981481481481481,0.0,1.0,1.0,1.0,12.599999999999971,13.66443473180134,11.121428571428549,11.121428571428549,12.404999999999971,0.5666666666666667,0.0,0.0,0.0,0.8768465518951416,0.800000011920929,0.02664538286626339,,,,,545,0.0,0.0,0.0,515,47,0.0912621359223301,47,0.082010582010582,41.642857142857146
23,Static,-1.8504735047809049,-281.2719727266975,0.4666666666666667,0.4666666666666667,0.7788309636650869,0.0,0.22785087719298244,0.7721491228070175,0.0,1.0,1.0,1.0,15.199999999999962,16.413995736440008,8.635714285714272,8.635714285714272,12.87499999999997,0.5333333333333333,0.0,0.0,0.0,0.8352081775665283,0.6666666865348816,0.039528630673885345,,,,,470,0.0,0.0,0.0,441,49,0.1111111111111111,49,0.1482456140350877,31.473684210526315
24,Static,-1.7949006258208284,-280.00449762804925,0.4,0.4,0.7986798679867987,0.0,0.21047008547008547,0.7895299145299145,0.0,1.0,1.0,1.0,15.59999999999996,16.787813860575344,8.724999999999985,8.724999999999985,12.88999999999997,0.6,0.0,0.0,0.0,0.8442097902297974,0.7638888955116272,0.03480254486203194,,,,,486,0.0,0.0,0.0,460,54,0.11739130434782609,54,0.19294871794871796,33.42307692307692
25,Static,-1.7918189183193942,-272.3564755845479,0.26666666666666666,0.26666666666666666,0.752827140549273,0.0,0.1875,0.8125,0.0,1.0,1.0,1.0,15.199999999999962,16.612086601257314,8.687499999999986,8.687499999999986,10.11999999999998,0.7333333333333333,0.0,0.0,0.0,0.7785146236419678,0.6666666865348816,0.05515206605195999,,,,,525,0.0,0.0,0.0,493,95,0.1926977687626775,95,0.10657894736842105,35.36842105263158
26,Static,-1.8542152442438808,-337.4671744523863,0.5,0.5,0.8883720930232558,0.0,0.3364468864468865,0.6635531135531135,0.0,1.0,1.0,1.0,18.19999999999999,18.91694456736246,9.119999999999983,9.119999999999983,12.53999999999997,0.5,0.0,0.0,0.0,0.8328940868377686,0.699999988079071,0.03916952759027481,,,,,519,0.0,0.0,0.0,505,59,0.11683168316831684,59,0.16941391941391942,25.87912087912088
27,Static,-1.7982662364447093,-293.1173965404876,0.3,0.3,0.7681388012618297,0.0,0.24171779141104294,0.758282208588957,0.0,1.0,1.0,1.0,16.29999999999996,17.63729754130044,11.599999999999973,11.599999999999973,15.25999999999996,0.7,0.0,0.0,0.0,0.6515197157859802,0.3467741906642914,0.12372119724750519,,,,,567,0.0,0.0,0.0,549,178,0.3242258652094718,178,0.22106339468302658,33.355828220858896
28,Static,-1.7690409986642583,-260.049026803646,0.5,0.5,0.8436018957345972,0.0,0.25351473922902495,0.7464852607709751,0.0,1.0,1.0,1.0,14.699999999999964,15.665189812978094,9.918749999999982,9.918749999999982,14.324999999999966,0.5,0.0,0.0,0.0,0.8026050329208374,0.7419354915618896,0.04868032783269882,,,,,535,0.0,0.0,0.0,519,83,0.1599229287090559,83,0.18458049886621314,32.925170068027214
29,Static,-1.7888740714446378,-268.33111071669566,0.3333333333333333,0.3333333333333333,0.7268370607028753,0.0,0.2826666666666667,0.7173333333333334,0.0,1.0,1.0,1.0,14.999999999999963,16.663718159993476,10.18181818181816,10.18181818181816,13.599999999999968,0.6666666666666666,0.0,0.0,0.0,0.616037130355835,0.453125,0.1259162425994873,,,,,569,0.0,0.0,0.0,548,223,0.40693430656934304,223,0.22111111111111112,32.18
30,Static,-1.7260891724442997,-248.55684083197917,0.36666666666666664,0.36666666666666664,0.8223583460949464,0.0,0.16319444444444445,0.8368055555555556,0.0,1.0,1.0,1.0,14.399999999999965,15.616912771860745,11.891666666666643,11.891666666666643,14.124999999999966,0.6333333333333333,0.0,0.0,0.0,0.8251610994338989,0.6206896305084229,0.046366143971681595,,,,,575,0.0,0.0,0.0,546,69,0.12637362637362637,69,0.16064814814814815,40.708333333333336
31,Static,-1.8430549128816327,-270.9290721936,0.36666666666666664,0.36666666666666664,0.8434108527131783,0.0,0.30385487528344673,0.6961451247165533,0.0,1.0,1.0,1.0,14.699999999999964,15.903513565063463,8.55454545454544,8.55454545454544,10.699999999999978,0.6333333333333333,0.0,0.0,0.0,0.8041409850120544,0.7266666889190674,0.046975813806056976,,,,,493,0.0,0.0,0.0,480,69,0.14375,69,0.2800453514739229,29.01360544217687
32,Static,-1.7879452847370791,-243.16055872424278,0.36666666666666664,0.36666666666666664,0.7515432098765432,0.0,0.2323529411764706,0.7676470588235295,0.0,1.0,1.0,1.0,13.599999999999968,15.111404851277657,8.499999999999986,8.499999999999986,11.299999999999976,0.6333333333333333,0.0,0.0,0.0,0.7703005075454712,0.6796172380447388,0.05943433940410614,,,,,507,0.0,0.0,0.0,477,96,0.20125786163522014,96,0.21495098039215688,36.23529411764706
33,Static,-1.817774926872734,-254.48848976218275,0.6,0.6,0.919093851132686,0.0,0.2966666666666667,0.7033333333333334,0.0,1.0,1.0,1.0,13.999999999999966,14.514175287882463,9.715789473684191,9.715789473684191,12.19999999999997,0.4,0.0,0.0,0.0,0.8486080765724182,0.6666666865348816,0.03993300721049309,,,,,501,0.0,0.0,0.0,491,51,0.10386965376782077,51,0.19214285714285714,32.74285714285714
34,Static,-1.77114285422838,-267.4425709884854,0.3333333333333333,0.3333333333333333,0.8359872611464968,0.0,0.2543046357615894,0.7456953642384105,0.0,1.0,1.0,1.0,15.099999999999962,16.10891943613687,11.349999999999975,11.349999999999975,13.149999999999968,0.6666666666666666,0.0,0.0,0.0,0.7284213304519653,0.625,0.07270747423171997,,,,,559,0.0,0.0,0.0,541,119,0.2199630314232902,119,0.2099337748344371,36.75496688741722
35,Static,-1.7229597376718977,-225.7077256350186,0.26666666666666666,0.26666666666666666,0.7777777777777778,0.0,0.19618320610687023,0.8038167938931298,0.0,1.0,1.0,1.0,13.09999999999997,14.58263018290201,9.849999999999982,9.849999999999982,12.564999999999971,0.7333333333333333,0.0,0.0,0.0,0.7098404765129089,0.46887966990470886,0.09898395091295242,,,,,562,0.0,0.0,0.0,543,147,0.27071823204419887,147,0.16463104325699746,38.229007633587784
36,Static,-1.765470374491478,-268.35149692270465,0.4,0.4,0.8138801261829653,0.0,0.1850877192982456,0.8149122807017544,0.0,1.0,1.0,1.0,15.199999999999962,16.361508426666244,9.328571428571411,9.328571428571411,13.569999999999967,0.6,0.0,0.0,0.0,0.8137475252151489,0.5714285969734192,0.05028565227985382,,,,,537,0.0,0.0,0.0,516,63,0.12209302325581395,63,0.1168859649122807,34.07236842105263
37,Static,-1.7449450564982616,-249.5271430792514,0.4,0.4,0.8081123244929798,0.0,0.2456876456876457,0.7543123543123543,0.0,1.0,1.0,1.0,14.299999999999965,15.44914616266885,9.249999999999982,9.249999999999982,12.434999999999972,0.6,0.0,0.0,0.0,0.7884106636047363,0.7307692170143127,0.05204072594642639,,,,,529,0.0,0.0,0.0,513,92,0.1793372319688109,92,0.23146853146853147,35.08391608391609
38,Static,-1.7553999063231622,-244.00058697891956,0.36666666666666664,0.36666666666666664,0.7886435331230284,0.0,0.20191846522781776,0.7980815347721822,0.0,1.0,1.0,1.0,13.899999999999967,15.291292203267403,10.38181818181816,10.38181818181816,13.249999999999968,0.6333333333333333,0.0,0.0,0.0,0.825946569442749,0.7798165082931519,0.04004716873168945,,,,,544,0.0,0.0,0.0,518,79,0.1525096525096525,79,0.15227817745803357,41.431654676258994
39,Static,-1.8174908687729658,-308.9734476914042,0.1,0.1,0.6708860759493671,0.0,0.25,0.75,0.0,1.0,1.0,1.0,16.99999999999997,19.289155960083004,12.333333333333306,12.333333333333306,13.709999999999967,0.9,0.0,0.0,0.0,0.6205934286117554,0.2893668234348297,0.13957276940345764,,,,,563,0.0,0.0,0.0,532,197,0.37030075187969924,197,0.2019607843137255,33.53529411764706
40,Static,-1.756210090203026,-242.3569924480176,0.43333333333333335,0.43333333333333335,0.8715447154471545,0.0,0.2400966183574879,0.759903381642512,0.0,1.0,1.0,1.0,13.799999999999967,14.798523661295556,9.946153846153827,9.946153846153827,11.879999999999974,0.5666666666666667,0.0,0.0,0.0,0.8203732371330261,0.695652186870575,0.04482857137918472,,,,,530,0.0,0.0,0.0,512,70,0.13671875,70,0.1927536231884058,33.52173913043478
41,Static,-1.7491471229442874,-229.13827310570164,0.26666666666666666,0.26666666666666666,0.7495934959349594,0.0,0.19541984732824427,0.8045801526717558,0.0,1.0,1.0,1.0,13.09999999999997,14.61995558420816,9.388888888888873,9.388888888888873,11.939999999999973,0.7333333333333333,0.0,0.0,0.0,0.7476856112480164,0.6666666865348816,0.06590095162391663,,,,,524,0.0,0.0,0.0,500,113,0.226,113,0.17709923664122137,40.099236641221374
42,Static,-1.8392658305390632,-283.24693790301575,0.26666666666666666,0.26666666666666666,0.6338028169014085,0.0,0.11969696969696969,0.8803030303030303,0.0,1.0,1.0,1.0,15.399999999999961,17.229406077067047,6.562499999999993,6.562499999999993,10.564999999999976,0.7333333333333333,0.0,0.0,0.0,0.73299241065979,0.6000000119209291,0.07568162679672241,,,,,469,0.0,0.0,0.0,433,91,0.21016166281755197,91,0.09220779220779221,38.1948051948052
43,Static,-1.768996750994955,-235.276567882329,0.6333333333333333,0.6333333333333333,0.9196141479099679,0.0,0.29974937343358393,0.700250626566416,0.0,1.0,1.0,1.0,13.299999999999969,13.809048913319884,9.947368421052614,9.947368421052614,12.009999999999971,0.36666666666666664,0.0,0.0,0.0,0.8289604187011719,0.75,0.03992794081568718,,,,,503,0.0,0.0,0.0,495,66,0.13333333333333333,66,0.29223057644110273,31.902255639097746
44,Static,-1.7798554194965164,-266.97831292447745,0.43333333333333335,0.43333333333333335,0.745253164556962,0.0,0.1771111111111111,0.8228888888888889,0.0,1.0,1.0,1.0,14.999999999999963,16.086215909322085,9.230769230769214,9.230769230769214,14.939999999999962,0.5666666666666667,0.0,0.0,0.0,0.8195142149925232,0.6800000071525576,0.04230868071317673,,,,,505,0.0,0.0,0.0,475,61,0.12842105263157894,61,0.07466666666666667,35.84
45,Static,-1.7649098663939269,-268.2662996918769,0.26666666666666666,0.26666666666666666,0.7244582043343654,0.0,0.1817982456140351,0.8182017543859649,0.0,1.0,1.0,1.0,15.199999999999962,16.55198362986246,11.812499999999975,11.812499999999975,12.69499999999997,0.7333333333333333,0.0,0.0,0.0,0.6526474952697754,0.4047619104385376,0.12265142053365707,,,,,587,0.0,0.0,0.0,556,171,0.30755395683453235,171,0.15767543859649122,37.51315789473684
46,Static,-1.7895145678519366,-277.37475801705017,0.3333333333333333,0.3333333333333333,0.7754777070063694,0.0,0.28559139784946236,0.7144086021505376,0.0,1.0,1.0,1.0,15.499999999999961,16.97763477961221,9.379999999999981,9.379999999999981,10.719999999999978,0.6666666666666666,0.0,0.0,0.0,0.6558308005332947,0.5,0.10627768933773041,,,,,542,0.0,0.0,0.0,527,159,0.301707779886148,159,0.1939784946236559,31.72258064516129
47,Static,-1.7415217142818902,-245.55456171374652,0.43333333333333335,0.43333333333333335,0.8371335504885994,0.0,0.12387706855791962,0.8761229314420804,0.0,1.0,1.0,1.0,14.099999999999966,15.11021918614704,9.96923076923075,9.96923076923075,12.71999999999997,0.5666666666666667,0.0,0.0,0.0,0.8551333546638489,0.75,0.03386393189430237,,,,,538,0.0,0.0,0.0,515,48,0.09320388349514563,48,0.1198581560283688,39.333333333333336
48,Static,-1.831003560375398,-316.76361594494387,0.43333333333333335,0.43333333333333335,0.7534668721109399,0.0,0.333140655105973,0.666859344894027,0.0,1.0,1.0,1.0,17.299999999999976,18.652571182250963,8.45384615384614,8.45384615384614,12.459999999999969,0.5666666666666667,0.0,0.0,0.0,0.7534722089767456,0.6666666865348816,0.06669870018959045,,,,,499,0.0,0.0,0.0,478,100,0.20920502092050208,100,0.16396917148362236,27.716763005780347
49,Static,-1.7721682211172445,-264.0530649464694,0.26666666666666666,0.26666666666666666,0.722488038277512,0.0,0.17628635346756152,0.8237136465324385,0.0,1.0,1.0,1.0,14.899999999999963,16.719331239064527,8.087499999999988,8.087499999999988,12.159999999999972,0.7333333333333333,0.0,0.0,0.0,0.8716496825218201,0.6666666865348816,0.03219657018780708,,,,,481,0.0,0.0,0.0,449,36,0.0801781737193764,36,0.1348993288590604,35.53691275167785
50,Static,-1.7403626256705624,-229.72786658851425,0.5666666666666667,0.5666666666666667,0.925984251968504,0.0,0.24065656565656565,0.7593434343434343,0.0,1.0,1.0,1.0,13.199999999999969,13.615257504781072,10.172222222222201,10.172222222222201,12.94499999999997,0.43333333333333335,0.0,0.0,0.0,0.8750529289245605,0.7777777910232544,0.02748759277164936,,,,,528,0.0,0.0,0.0,522,52,0.09961685823754789,52,0.21262626262626264,37.234848484848484
51,Static,-1.7816403386764852,-245.86636673735495,0.26666666666666666,0.26666666666666666,0.807131280388979,0.0,0.2688405797101449,0.731159420289855,0.0,1.0,1.0,1.0,13.799999999999967,15.258597984313955,9.533333333333315,9.533333333333315,10.719999999999978,0.7333333333333333,0.0,0.0,0.0,0.7478719353675842,0.7123287916183472,0.06625616550445557,,,,,532,0.0,0.0,0.0,510,129,0.2529411764705882,129,0.24154589371980675,33.51449275362319
52,Static,-1.836313537137928,-282.7922847192409,0.43333333333333335,0.43333333333333335,0.8370607028753994,0.0,0.23809523809523808,0.7619047619047619,0.0,1.0,1.0,1.0,15.399999999999961,16.372155354817693,8.746153846153833,8.746153846153833,14.559999999999963,0.5666666666666667,0.0,0.0,0.0,0.8898757696151733,0.75,0.025512907654047012,,,,,441,0.0,0.0,0.0,415,16,0.03855421686746988,16,0.19177489177489176,33.75974025974026
53,Static,-1.749938560680982,-229.24195144920864,0.4,0.4,0.8317460317460318,0.0,0.13842239185750635,0.8615776081424936,0.0,1.0,1.0,1.0,13.09999999999997,14.102665926615382,11.107692307692282,11.107692307692282,12.45999999999997,0.6,0.0,0.0,0.0,0.8050204515457153,0.7142857313156128,0.04879775643348694,,,,,557,0.0,0.0,0.0,536,74,0.13805970149253732,74,0.1282442748091603,42.31297709923664
54,Static,-1.7401943303890628,-248.847789245636,0.36666666666666664,0.36666666666666664,0.8092948717948718,0.0,0.1703962703962704,0.8296037296037296,0.0,1.0,1.0,1.0,14.299999999999965,15.499829667409248,10.336363636363616,10.336363636363616,13.449999999999967,0.6333333333333333,0.0,0.0,0.0,0.8158885836601257,0.75,0.042554691433906555,,,,,542,0.0,0.0,0.0,519,72,0.13872832369942195,72,0.14825174825174825,35.88111888111888
55,Static,-1.8042650725194782,-315.7463876909087,0.3,0.3,0.7770897832817337,0.0,0.2820952380952381,0.7179047619047619,0.0,1.0,1.0,1.0,17.49999999999998,19.00027885437011,9.872727272727253,9.872727272727253,12.749999999999972,0.7,0.0,0.0,0.0,0.7074970006942749,0.5,0.0851675420999527,,,,,539,0.0,0.0,0.0,518,125,0.2413127413127413,125,0.20552380952380953,28.422857142857143
56,Static,-1.7579186797826452,-253.1402898887009,0.4,0.4,0.6865912762520194,0.0,0.2222222222222222,0.7777777777777778,0.0,1.0,1.0,1.0,14.399999999999965,16.387181275685617,8.591666666666653,8.591666666666653,10.839999999999977,0.6,0.0,0.0,0.0,0.6256722807884216,0.39773584604263307,0.1304652988910675,,,,,515,0.0,0.0,0.0,494,148,0.29959514170040485,148,0.2037037037037037,30.819444444444443
57,Static,-1.7424547479193429,-221.29175298575655,0.4,0.4,0.8453947368421053,0.0,0.17244094488188977,0.8275590551181102,0.0,1.0,1.0,1.0,12.69999999999997,13.7428940963745,10.438461538461517,10.438461538461517,12.179999999999973,0.6,0.0,0.0,0.0,0.8064905405044556,0.6499999761581421,0.04736356809735298,,,,,542,0.0,0.0,0.0,521,81,0.15547024952015356,81,0.14068241469816273,42.14173228346457
58,Static,-1.7744130062970003,-266.16195094455003,0.23333333333333334,0.23333333333333334,0.7886435331230284,0.0,0.2311111111111111,0.7688888888888888,0.0,1.0,1.0,1.0,14.999999999999963,16.436950016021715,10.477777777777757,10.477777777777757,13.059999999999969,0.7666666666666667,0.0,0.0,0.0,0.7195248603820801,0.6285714507102966,0.07633277028799057,,,,,555,0.0,0.0,0.0,538,131,0.24349442379182157,131,0.184,35.94
59,Static,-1.852681426972086,-264.9334440570083,0.5,0.5,0.8387622149837134,0.0,0.23543123543123542,0.7645687645687645,0.0,1.0,1.0,1.0,14.299999999999965,14.964046796162904,9.433333333333316,9.433333333333316,13.949999999999966,0.5,0.0,0.0,0.0,0.8304488658905029,0.6466386735439301,0.045015230774879456,,,,,470,0.0,0.0,0.0,445,63,0.14157303370786517,63,0.151981351981352,35.55944055944056
60,Static,-1.7730687243242544,-234.04507161080159,0.43333333333333335,0.43333333333333335,0.8795986622073578,0.0,0.2909090909090909,0.7090909090909091,0.0,1.0,1.0,1.0,13.199999999999969,13.942500546773262,9.369230769230752,9.369230769230752,11.819999999999974,0.5666666666666667,0.0,0.0,0.0,0.7174421548843384,0.6000000238418579,0.07769247144460678,,,,,526,0.0,0.0,0.0,511,119,0.2328767123287671,119,0.22954545454545455,31.265151515151516
