episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,Local-Only,-2.1127685264871054,-333.81742718496264,0.7666666666666667,0.7666666666666667,0.953968253968254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.79999999999996,16.3171125857035,7.326086956521732,7.326086956521732,11.689999999999973,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.0128691983122362,0.0
2,Local-Only,-2.0188194862576543,-302.82292293864816,0.6666666666666666,0.6666666666666666,0.9208074534161491,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.999999999999963,15.856559403737359,8.249999999999986,8.249999999999986,11.659999999999975,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.2224444444444444,0.0
3,Local-Only,-1.9732737418482156,-317.6970724375627,0.6,0.6,0.9326923076923077,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.09999999999996,16.762567927042618,7.744444444444434,7.744444444444434,11.159999999999975,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1161490683229813,0.0
4,Local-Only,-1.9841212407307574,-353.1735808500748,0.6333333333333333,0.6333333333333333,0.9107981220657277,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.799999999999983,19.03393806457518,8.01052631578946,8.01052631578946,11.339999999999971,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.04812734082397,0.0
5,Local-Only,-2.023725382395383,-273.2029266233767,0.7333333333333333,0.7333333333333333,0.9235569422776911,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.499999999999968,14.36707874933876,8.131818181818169,8.131818181818169,10.699999999999978,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.3190123456790124,0.0
6,Local-Only,-1.9848649398845604,-289.7902812231458,0.7333333333333333,0.7333333333333333,0.9539170506912442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.599999999999964,15.134378267923962,9.108695652173896,9.108695652173896,13.399999999999967,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.2470319634703195,0.0
7,Local-Only,-2.025783154734922,-366.6667510070208,0.7666666666666667,0.7666666666666667,0.9244094488188976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.099999999999987,18.95594014485676,7.913043478260858,7.913043478260858,11.239999999999975,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,0.9515653775322284,0.0
8,Local-Only,-2.0392756442536,-307.9306222822936,0.7,0.7,0.9193037974683544,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.099999999999962,15.977185999552383,8.004761904761892,8.004761904761892,11.499999999999975,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1434878587196469,0.0
9,Local-Only,-2.123190001377693,-278.1378901804778,0.7666666666666667,0.7666666666666667,0.9210950080515298,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.09999999999997,13.907448476155576,7.421739130434774,7.421739130434774,11.539999999999973,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1676844783715012,0.0
10,Local-Only,-2.111849647495078,-318.88929677175673,0.7,0.7,0.9335443037974683,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.099999999999962,15.855120665232313,7.459090909090898,7.459090909090898,9.459999999999981,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1386313465783664,0.0
11,Local-Only,-2.1196088950508556,-290.3864186219672,0.7,0.7,0.9173553719008265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.699999999999967,14.781331513722716,6.914285714285706,6.914285714285706,9.89999999999998,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.162043795620438,0.0
12,Local-Only,-2.0775714782910035,-373.96286609238064,0.6333333333333333,0.6333333333333333,0.8930817610062893,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.999999999999986,19.238806915283195,7.110526315789464,7.110526315789464,12.399999999999972,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.0237037037037038,0.0
13,Local-Only,-2.0403076329349776,-342.7716823330762,0.7,0.7,0.9150641025641025,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.79999999999997,17.64556533813474,8.013636363636351,8.013636363636351,11.084999999999976,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.0279761904761904,0.0
14,Local-Only,-2.1471388151772226,-352.1307656890645,0.6,0.6,0.8833865814696485,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.399999999999963,17.76884890238442,6.222222222222216,6.222222222222216,8.814999999999985,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.0380081300813009,0.0
15,Local-Only,-2.0146446636692454,-324.35779085074853,0.6,0.6,0.9038461538461539,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.09999999999996,17.31549621582029,7.383333333333322,7.383333333333322,10.459999999999976,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1128364389233953,0.0
16,Local-Only,-1.9969504416241897,-347.469376842609,0.5666666666666667,0.5666666666666667,0.8787878787878788,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.399999999999977,18.768212216695137,7.176470588235284,7.176470588235284,9.539999999999981,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.049808429118774,0.0
17,Local-Only,-2.028464670133282,-281.9565891485262,0.7333333333333333,0.7333333333333333,0.9540229885057471,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.899999999999967,14.4094396972656,7.799999999999989,7.799999999999989,13.099999999999966,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.1350119904076739,0.0
18,Local-Only,-2.102131222814346,-290.09410874837977,0.7333333333333333,0.7333333333333333,0.9360374414976599,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.799999999999967,14.4978656641642,7.73181818181817,7.73181818181817,11.079999999999977,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.2065217391304348,0.0
19,Local-Only,-1.9901183889341862,-318.4189422294698,0.7,0.7,0.9082426127527217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.99999999999996,17.125673484802217,8.599999999999985,8.599999999999985,12.099999999999973,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,0.0,0,1.17,0.0
