episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,EFT,-2.984616002128604,-596.9232004257208,0.16666666666666666,0.16666666666666666,0.48264984227129337,0.726027397260274,0.9385,0.03216666666666667,0.029333333333333333,0.008945981941903398,0.14546312100655934,0.8273667336500505,20.000000000000014,24.165685017903645,9.399999999999983,9.399999999999983,12.439999999999971,0.8333333333333334,1.0,1.3315677449554641e-07,2.1514723596433053e-11,0.6936814785003662,0.5,0.09523092210292816,,,,,368,0.0,0.0,0.0,326,63,0.19325153374233128,63,0.10083333333333333,3.265
2,EFT,-2.513986201874975,-502.797240374995,0.13333333333333333,0.13333333333333333,0.4800637958532695,0.7727272727272727,0.945,0.028833333333333332,0.026166666666666668,0.005645328959286371,0.10264234471429769,0.7604436626933404,20.000000000000014,24.698499743143717,8.439999999999985,8.439999999999985,9.97999999999998,0.8666666666666667,1.0,6.653805684209146e-08,1.817408203097504e-11,0.7168348431587219,0.5,0.0882546454668045,,,,,326,0.0,0.0,0.0,295,36,0.12203389830508475,36,0.11766666666666667,2.8
3,EFT,-3.6245796354335362,-724.9159270867073,0.13333333333333333,0.13333333333333333,0.47086614173228347,0.7481481481481481,0.9406666666666667,0.0315,0.027833333333333335,0.0064303765991554455,0.10837713369363108,0.7549535928526625,20.000000000000014,25.84126033782959,7.899999999999988,7.899999999999988,8.909999999999984,0.8666666666666667,1.0,1.0316789911257729e-07,3.3579405089856365e-10,0.6429406404495239,0.5,0.11170177906751633,,,,,354,0.0,0.0,0.0,319,78,0.2445141065830721,78,0.123,3.42
4,EFT,-3.156443663004895,-631.288732600979,0.26666666666666666,0.26666666666666666,0.5260663507109005,0.79375,0.939,0.029833333333333333,0.031166666666666665,0.0052757879838558645,0.08648832760419449,0.7322873990428431,20.000000000000014,23.165708223978683,7.837499999999989,7.837499999999989,9.609999999999982,0.7333333333333333,1.0,5.243085752226762e-07,4.271916934778244e-11,0.7078285813331604,0.5,0.08612984418869019,,,,,365,0.0,0.0,0.0,332,50,0.15060240963855423,50,0.11283333333333333,3.55
5,EFT,-2.68662809552801,-537.3256191056021,0.1,0.1,0.4810126582278481,0.795774647887324,0.9331666666666667,0.035166666666666666,0.03166666666666667,0.006408406297236866,0.0958863785122723,0.7280370019862822,20.000000000000014,24.143511899312337,7.799999999999987,7.799999999999987,9.92999999999998,0.9,1.0,6.653385753452312e-07,1.6681570187693235e-11,0.640864372253418,0.4166666567325592,0.12139874696731567,,,,,399,0.0,0.0,0.0,367,107,0.29155313351498635,107,0.12666666666666668,3.815
6,EFT,-2.313502957401722,-462.70059148034437,0.2,0.2,0.5757575757575758,0.8353658536585366,0.93,0.0345,0.0355,0.007660975762488236,0.10944251089268907,0.7725045652453111,20.000000000000014,23.490001551310222,9.249999999999982,9.249999999999982,11.949999999999974,0.8,1.0,6.657804618726004e-08,5.961735987693179e-12,0.6768000721931458,0.38393665850162506,0.10648227483034134,,,,,418,0.0,0.0,0.0,389,98,0.2519280205655527,98,0.14433333333333334,3.71
7,EFT,-2.6475074203376248,-529.501484067525,0.13333333333333333,0.13333333333333333,0.49434571890145396,0.8068965517241379,0.937,0.032,0.031,0.007235220978123218,0.11484477743052726,0.7958109901986644,20.000000000000014,24.10291837056478,5.549999999999996,5.549999999999996,6.084999999999995,0.8666666666666667,1.0,1.882624611759809e-11,1.8279600142584452e-11,0.6362307667732239,0.4166666567325592,0.12099268287420273,,,,,375,0.0,0.0,0.0,345,89,0.2579710144927536,89,0.116,3.305
8,EFT,-2.7209726343486325,-544.1945268697265,0.16666666666666666,0.16666666666666666,0.5382215288611545,0.8013698630136986,0.9375,0.0315,0.031,0.008051700948463391,0.12882721517541418,0.8340563534263122,20.000000000000014,23.85271275838216,8.399999999999986,8.399999999999986,11.199999999999976,0.8333333333333334,1.0,2.3280439620521065e-07,2.3771607252087773e-11,0.6941768527030945,0.5,0.09151553362607956,,,,,372,0.0,0.0,0.0,341,74,0.21700879765395895,74,0.1205,3.41
9,EFT,-2.061969306040343,-412.39386120806853,0.3333333333333333,0.3333333333333333,0.5793650793650794,0.8475609756097561,0.9325,0.0355,0.032,0.006403053732528691,0.09486005529672137,0.688616474277294,20.000000000000014,23.030145136515305,8.049999999999986,8.049999999999986,11.569999999999974,0.6666666666666666,1.0,9.985532756218163e-08,1.7518692713939387e-12,0.7235445976257324,0.5,0.08343274891376495,,,,,400,0.0,0.0,0.0,372,57,0.1532258064516129,57,0.13466666666666666,3.905
10,EFT,-2.9186287970542977,-583.7257594108595,0.16666666666666666,0.16666666666666666,0.4515625,0.7559055118110236,0.9448333333333333,0.027333333333333334,0.027833333333333335,0.006996100147887049,0.12681752533934226,0.9326504456594515,20.000000000000014,24.421429189046226,7.539999999999989,7.539999999999989,9.459999999999981,0.8333333333333334,1.0,1.430079805686546e-06,4.029906078978354e-11,0.7020653486251831,0.5,0.09564097225666046,,,,,320,0.0,0.0,0.0,289,39,0.13494809688581316,39,0.13066666666666665,3.335
