episode,policy,reward_mean,reward_total,vehicle_sr,task_sr,subtask_sr,v2v_subtask_sr,ratio_local,ratio_rsu,ratio_v2v,avg_power,power_ratio_mean,power_ratio_p95,episode_time_seconds,mean_cft_est,mean_cft_completed,task_duration_mean,task_duration_p95,deadline_miss_rate,time_limit_rate,I_total_mean,I_total_p95,rho_selected_mean,rho_selected_p10,risk_penalty_mean,rho_selected_p50,rho_selected_p95,rho_selected_lt_0p6_rate,rho_selected_lt_0p7_rate,chain_tx_total,chain_p95_mean,chain_pfail_mean,chain_risk_cost_total,trust_attempts,trust_failures,trust_failure_rate,trust_retry_count,avg_queue_len,avg_rsu_queue
1,Greedy,-1.6685400153373369,-235.2641421625645,0.43333333333333335,0.43333333333333335,0.8385093167701864,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.099999999999966,14.96376545588174,11.64615384615382,11.64615384615382,13.379999999999967,0.5666666666666667,0.0,0.0,0.0,0.777432918548584,0.4767441749572754,0.0643656924366951,,,,,722,0.0,0.0,0.0,696,156,0.22413793103448276,156,0.0,40.87943262411348
2,Greedy,-1.7271903111656615,-255.6241660525179,0.16666666666666666,0.16666666666666666,0.6699186991869919,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.799999999999963,16.499463558197014,11.619999999999974,11.619999999999974,14.339999999999964,0.8333333333333334,0.0,0.0,0.0,0.6665844917297363,0.5869841277599335,0.09806627035140991,,,,,636,0.0,0.0,0.0,595,183,0.30756302521008405,183,0.0,39.898648648648646
3,Greedy,-1.6943916557838452,-225.35409021925142,0.23333333333333334,0.23333333333333334,0.7701863354037267,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.299999999999969,14.552085863749177,9.799999999999983,9.799999999999983,11.419999999999975,0.7666666666666667,0.0,0.0,0.0,0.8229122161865234,0.6666666865348816,0.041529588401317596,,,,,620,0.0,0.0,0.0,574,78,0.13588850174216027,78,0.0,49.954887218045116
4,Greedy,-1.6920773737786468,-260.5799155619116,0.16666666666666666,0.16666666666666666,0.7580893682588598,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15.399999999999961,16.881786600748693,12.93999999999997,12.93999999999997,15.279999999999962,0.8333333333333334,0.0,0.0,0.0,0.6385746002197266,0.3692307770252228,0.11588836461305618,,,,,756,0.0,0.0,0.0,718,226,0.3147632311977716,226,0.0,40.52597402597402
5,Greedy,-1.7211011525168418,-246.11746480990837,0.23333333333333334,0.23333333333333334,0.7220447284345048,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.299999999999965,15.653301035563144,10.128571428571409,10.128571428571409,13.16999999999997,0.7666666666666667,0.0,0.0,0.0,0.7282149791717529,0.4931506812572479,0.08847116678953171,,,,,625,0.0,0.0,0.0,587,135,0.22998296422487224,135,0.0,43.11188811188811
6,Greedy,-1.7145573044402893,-240.0380226216405,0.16666666666666666,0.16666666666666666,0.5862068965517241,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.999999999999966,16.27736320495605,9.419999999999982,9.419999999999982,12.039999999999973,0.8333333333333334,0.0,0.0,0.0,0.6283406615257263,0.47154471278190613,0.11974301934242249,,,,,635,0.0,0.0,0.0,590,216,0.36610169491525424,216,0.0,43.22142857142857
7,Greedy,-1.7398184331974968,-254.01349124683455,0.3,0.3,0.7793650793650794,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.599999999999964,15.90894047419229,9.759999999999982,9.759999999999982,13.609999999999966,0.7,0.0,0.0,0.0,0.8190292119979858,0.658730149269104,0.051562633365392685,,,,,593,0.0,0.0,0.0,560,74,0.13214285714285715,74,0.010273972602739725,41.49315068493151
8,Greedy,-1.748481118729337,-257.0267244532125,0.0,0.0,0.483974358974359,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.699999999999964,17.34128761291504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5021482110023499,0.3294117748737335,0.1833488494157791,,,,,611,0.0,0.0,0.0,565,263,0.4654867256637168,263,0.0,42.0
9,Greedy,-1.708656894980395,-232.37733771733372,0.1,0.1,0.6025236593059937,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.599999999999968,15.717682577768958,9.866666666666648,9.866666666666648,12.049999999999972,0.9,0.0,0.0,0.0,0.604651153087616,0.4962962865829468,0.12894530594348907,,,,,635,0.0,0.0,0.0,590,208,0.3525423728813559,208,0.0,43.5514705882353
10,Greedy,-1.7613712658677583,-287.1035163364446,0.3,0.3,0.5958132045088567,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16.29999999999996,18.29087343851724,10.788888888888867,10.788888888888867,14.899999999999963,0.7,0.0,0.0,0.0,0.5818077921867371,0.3739837408065796,0.14799925684928894,,,,,625,0.0,0.0,0.0,593,223,0.3760539629005059,223,0.0,34.50920245398773
11,Greedy,-1.6991807169125446,-236.1861196508437,0.3,0.3,0.8236220472440945,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.899999999999967,14.674632981618235,10.355555555555533,10.355555555555533,13.619999999999967,0.7,0.0,0.0,0.0,0.8118694424629211,0.5,0.046508386731147766,,,,,644,0.0,0.0,0.0,610,91,0.14918032786885246,91,0.007673860911270983,42.53237410071942
12,Greedy,-1.7021502307480465,-224.68383045874214,0.3,0.3,0.8459119496855346,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.199999999999969,14.229866847991936,10.955555555555533,10.955555555555533,12.81999999999997,0.7,0.0,0.0,0.0,0.8951979279518127,0.7142857313156128,0.0241854228079319,,,,,597,0.0,0.0,0.0,564,26,0.04609929078014184,26,0.0,46.75757575757576
13,Greedy,-1.7238426301446916,-225.8233845489546,0.16666666666666666,0.16666666666666666,0.7154742096505824,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.09999999999997,14.519386227925613,10.25999999999998,10.25999999999998,12.199999999999973,0.8333333333333334,0.0,0.0,0.0,0.7877992987632751,0.5719696879386903,0.05889350548386574,,,,,558,0.0,0.0,0.0,515,85,0.1650485436893204,85,0.0,47.43511450381679
14,Greedy,-1.6953107326583692,-220.390395245588,0.36666666666666664,0.36666666666666664,0.8016,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.99999999999997,13.927863566080719,11.199999999999976,11.199999999999976,12.79999999999997,0.6333333333333333,0.0,0.0,0.0,0.8201574683189392,0.701098918914795,0.04192980378866196,,,,,605,0.0,0.0,0.0,568,67,0.11795774647887323,67,0.0,45.40769230769231
15,Greedy,-1.6961240651747624,-237.45736912446674,0.23333333333333334,0.23333333333333334,0.7845911949685535,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.999999999999966,15.342768796284984,10.749999999999979,10.749999999999979,13.284999999999968,0.7666666666666667,0.0,0.0,0.0,0.7749341130256653,0.75,0.05574457347393036,,,,,657,0.0,0.0,0.0,622,123,0.1977491961414791,123,0.0,43.16428571428571
16,Greedy,-1.7156496399827632,-257.34744599741447,0.26666666666666666,0.26666666666666666,0.7732283464566929,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.999999999999963,16.160667419433583,11.111111111111088,11.111111111111088,13.819999999999967,0.7333333333333333,0.0,0.0,0.0,0.7532753944396973,0.5,0.06823091208934784,,,,,660,0.0,0.0,0.0,623,133,0.21348314606741572,133,0.0017777777777777779,42.153333333333336
17,Greedy,-1.7077075230075573,-247.61759083609581,0.13333333333333333,0.13333333333333333,0.6661392405063291,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.499999999999964,16.20260403951009,9.674999999999981,9.674999999999981,11.069999999999975,0.8666666666666667,0.0,0.0,0.0,0.6661492586135864,0.48701298236846924,0.10639087110757828,,,,,671,0.0,0.0,0.0,632,211,0.3338607594936709,211,0.0,43.3448275862069
18,Greedy,-1.7341846608326985,-253.190960481574,0.26666666666666666,0.26666666666666666,0.6984375,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.599999999999964,16.25328769048054,10.462499999999979,10.462499999999979,11.724999999999975,0.7333333333333333,0.0,0.0,0.0,0.7767090201377869,0.7581227421760559,0.05511649325489998,,,,,603,0.0,0.0,0.0,564,119,0.21099290780141844,119,0.0027397260273972603,44.68493150684932
19,Greedy,-1.6835331760479246,-220.54284606227813,0.3,0.3,0.7654516640253566,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.09999999999997,14.43039866765339,9.955555555555536,9.955555555555536,12.93999999999997,0.7,0.0,0.0,0.0,0.7694656848907471,0.6666666865348816,0.059001028537750244,,,,,637,0.0,0.0,0.0,605,122,0.20165289256198346,122,0.0,45.18320610687023
20,Greedy,-1.6945029836674577,-225.36889682777186,0.3333333333333333,0.3333333333333333,0.880064829821718,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.299999999999969,13.854845256805406,11.091666666666642,11.091666666666642,13.14499999999997,0.6666666666666666,0.0,0.0,0.0,0.867201566696167,0.7692307829856873,0.029503580182790756,,,,,616,0.0,0.0,0.0,591,48,0.08121827411167512,48,0.0,45.744360902255636
21,Greedy,-1.6880855277713085,-241.39623047129712,0.3333333333333333,0.3333333333333333,0.81875,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.299999999999965,15.197817274729395,11.446153846153821,11.446153846153821,14.299999999999965,0.6666666666666666,0.0,0.0,0.0,0.7599555850028992,0.4844827502965929,0.06754371523857117,,,,,692,0.0,0.0,0.0,664,140,0.21084337349397592,140,0.0,41.06993006993007
22,Greedy,-1.708245984151661,-242.57092974953588,0.23333333333333334,0.23333333333333334,0.721259842519685,0.0,0.0,1.0,0.0,1.0,1.0,1.0,14.199999999999966,15.572715517679843,11.128571428571405,11.128571428571405,14.109999999999966,0.7666666666666667,0.0,0.0,0.0,0.7184820175170898,0.597160130739212,0.07956689596176147,,,,,646,0.0,0.0,0.0,600,142,0.23666666666666666,142,0.0,43.29577464788732
23,Greedy,-1.6942246075871135,-227.0260974166732,0.3333333333333333,0.3333333333333333,0.7790143084260731,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.399999999999968,14.55885850270588,10.099999999999982,10.099999999999982,12.99999999999997,0.6666666666666666,0.0,0.0,0.0,0.7717416286468506,0.5560000240802765,0.06405199319124222,,,,,632,0.0,0.0,0.0,608,118,0.19407894736842105,118,0.0,42.78358208955224
