episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,run_tag,config_overrides
42000,200,0.0935,0.9065,18.7,19.0,20.1,2.285,0.0,8.0,9.0,0.54675,2.0,7.041436464088398,6.0,13.0,0.06,0.47,0.005,0.525,0.5352506999236447,3.0,0.12,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42001,200,0.095,0.905,19.0,19.0,21.0,2.31,0.0,9.0,11.0,0.51175,2.0,6.275204359673024,5.0,11.0,0.07,0.515,0.485,0.0,0.470736629667003,2.0,0.11833333333333333,1.0,0.95,0.05,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42002,200,0.0945,0.9055,18.9,19.0,22.1,2.385,0.0,8.0,11.0,0.48275,2.0,6.393854748603352,6.0,11.0,0.09,0.435,0.015,0.55,0.469839653855943,2.0,0.10833333333333334,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42003,200,0.09625,0.90375,19.25,19.0,21.0,2.375,0.0,8.0,10.0,0.5675,3.0,7.185286103542234,7.0,13.0,0.085,0.41,0.0,0.59,0.55580981439105,3.0,0.10833333333333334,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42004,200,0.09025,0.90975,18.05,18.0,21.0,2.27,0.0,8.0,10.0,0.495,2.0,6.593220338983051,6.0,11.0,0.04,0.38,0.0,0.62,0.47943118334179785,3.0,0.14,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42005,200,0.0915,0.9085,18.3,18.5,20.1,2.275,0.0,9.0,11.0,0.47125,2.0,6.280112044817927,6.0,11.0,0.045,0.365,0.005,0.63,0.4489588623666836,2.0,0.18,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42006,200,0.09325,0.90675,18.65,19.0,20.0,2.375,0.0,7.099999999999994,9.049999999999983,0.57375,2.0,7.270491803278689,6.0,12.0,0.035,0.45,0.0,0.55,0.5598279787503162,2.0,0.125,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42007,200,0.09625,0.90375,19.25,19.0,21.0,2.46,0.0,9.0,12.0,0.482,2.0,6.224932249322493,5.0,11.0,0.06,0.39,0.0,0.61,0.4568308786185881,2.0,0.18833333333333332,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42008,200,0.09575,0.90425,19.15,19.0,21.0,2.43,0.0,8.0,11.0,0.509,2.0,6.833810888252149,6.0,12.0,0.115,0.405,0.01,0.58,0.4833164812942366,2.0,0.15,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42009,200,0.09375,0.90625,18.75,19.0,20.200000000000003,2.365,0.0,9.0,11.049999999999983,0.47225,2.0,6.247222222222222,6.0,11.0,0.075,0.365,0.0,0.635,0.4510595358224016,2.0,0.14333333333333334,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42010,200,0.094,0.906,18.8,19.0,20.1,2.415,0.0,9.0,12.0,0.52075,3.0,6.629729729729729,6.0,12.0,0.03,0.385,0.005,0.61,0.5062325108114983,3.0,0.145,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42011,200,0.095,0.905,19.0,19.0,21.0,2.35,0.0,9.0,11.0,0.53725,2.0,7.019607843137255,7.0,12.0,0.085,0.445,0.0,0.555,0.5233477928042868,2.0,0.12333333333333334,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42012,200,0.09125,0.90875,18.25,18.0,20.0,2.355,0.0,9.099999999999994,12.0,0.4565,2.0,6.086350974930362,5.0,11.0,0.025,0.375,0.005,0.62,0.42973316391359595,2.0,0.215,2.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42013,200,0.089,0.911,17.8,17.0,20.1,2.185,0.0,8.0,10.0,0.5695,2.0,7.246376811594203,7.0,12.0,0.045,0.435,0.565,0.0,0.5257362355953905,3.0,0.15666666666666668,1.0,0.95,0.05,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42014,200,0.094,0.906,18.8,19.0,20.1,2.41,0.0,9.0,12.0,0.4645,2.0,6.248587570621469,6.0,11.0,0.09,0.37,0.005,0.625,0.43324873096446703,2.0,0.215,2.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42015,200,0.0945,0.9055,18.9,18.0,22.0,2.985,1.0,8.0,10.0,0.64675,3.0,8.0,7.0,14.0,0.095,0.46,0.54,0.0,0.5978728792099266,3.0,0.12166666666666667,1.0,0.9,0.1,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42016,200,0.093,0.907,18.6,19.0,20.0,2.395,0.0,8.0,10.049999999999983,0.51175,2.0,6.717877094972067,6.0,12.0,0.07,0.4,0.0,0.6,0.4907430890185138,2.0,0.16333333333333333,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42017,200,0.0935,0.9065,18.7,18.5,21.0,2.39,0.0,8.0,10.0,0.4915,2.0,6.538028169014084,6.0,12.600000000000023,0.095,0.405,0.01,0.585,0.4687022900763359,2.0,0.175,2.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42018,200,0.0945,0.9055,18.9,19.0,21.1,2.45,0.0,9.0,11.0,0.52325,2.0,6.862745098039215,7.0,11.400000000000034,0.075,0.4,0.0,0.6,0.5065922920892495,2.0,0.12333333333333334,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42019,200,0.0905,0.9095,18.1,18.0,20.0,2.3,0.0,7.0,8.0,0.71225,3.0,8.518105849582172,8.0,14.0,0.01,0.5,0.5,0.0,0.6667509481668774,3.0,0.125,1.0,0.95,0.05,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42020,200,0.093,0.907,18.6,18.0,21.1,2.43,0.0,10.0,12.0,0.46275,2.0,6.141666666666667,5.0,11.100000000000023,0.045,0.37,0.0,0.63,0.4391789153573239,2.0,0.17666666666666667,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
42021,200,0.0935,0.9065,18.7,18.0,21.1,2.365,0.0,9.0,11.0,0.4875,2.0,6.492957746478873,6.0,12.0,0.085,0.425,0.01,0.56,0.47274579724910853,2.0,0.125,1.0,1.0,0.0,nodes_xl,"MIN_NODES=16,MAX_NODES=20"
