task_success_rate,deadline_miss_rate,decision_rsu_frac,decision_v2v_frac,trust_failure_rate,rho_selected_p10,reward_mean
0.18711224562361375,0.18711224562361378,0.0015996177999262002,0.0014285694068161138,0.11592460632210069,0.14735029293396393,0.017890667056205168
