source,metric,mean
Ours (MAPPO),steps,53.618
Ours (MAPPO),elapsed_sec,3.6850733869075776
Ours (MAPPO),seed,42.0
Ours (MAPPO),terminated,0.995
Ours (MAPPO),truncated,0.005
Ours (MAPPO),time_limit_rate,0.005
Ours (MAPPO),episode_time_seconds,5.361799999999997
Ours (MAPPO),mean_cft_est,5.921255771324633
Ours (MAPPO),mean_cft_completed,2.9931775644453595
Ours (MAPPO),vehicle_cft_count,20.0
Ours (MAPPO),cft_est_valid,1.0
Ours (MAPPO),deadline_gamma,3.1483757781954345
Ours (MAPPO),deadline_seconds,3.504293478370324
Ours (MAPPO),critical_path_cycles,13218480232.501148
Ours (MAPPO),r_time,-0.010785754869613442
Ours (MAPPO),r_interf,-0.0008970168615496296
Ours (MAPPO),r_risk,-0.012046426138423959
Ours (MAPPO),r_illegal,-8.521766965428921e-05
Ours (MAPPO),r_pbrs,0.0
Ours (MAPPO),r_term,0.10518996790539549
Ours (MAPPO),r_step,-0.04233340453414495
Ours (MAPPO),r_total,0.06287103172358215
Ours (MAPPO),abs_ratio_r_time,0.08135427682010574
Ours (MAPPO),abs_ratio_r_energy,0.0042835787692998145
Ours (MAPPO),abs_ratio_r_interf,0.006357949339847326
Ours (MAPPO),abs_ratio_r_risk,0.08554714650837246
Ours (MAPPO),abs_ratio_r_illegal,0.0007704895246978013
Ours (MAPPO),abs_ratio_r_pbrs,0.0
Ours (MAPPO),abs_ratio_r_term,0.8216865590376767
Ours (MAPPO),I_total_mean,1.3936809737085525e-10
Ours (MAPPO),I_total_p50,0.0
Ours (MAPPO),I_total_p95,8.33750567010767e-10
Ours (MAPPO),I_caused_mean,1.316882783349363e-10
Ours (MAPPO),I_caused_p95,7.939806501274314e-10
Ours (MAPPO),rho_selected_mean,0.8306134169697762
Ours (MAPPO),rho_selected_p10,0.5002000000238419
Ours (MAPPO),uncertainty_selected_mean,0.16874262164533138
Ours (MAPPO),uncertainty_selected_p90,0.49980000001192093
Ours (MAPPO),rho_selected_p50,0.9204100490510464
Ours (MAPPO),rho_selected_p95,0.9817656784832477
Ours (MAPPO),rho_selected_lt_0p6_rate,0.18459506808057655
Ours (MAPPO),rho_selected_lt_0p7_rate,0.24179969184284705
Ours (MAPPO),risk_penalty_mean,0.06830432670935986
Ours (MAPPO),chain_tx_total,182.379
Ours (MAPPO),chain_p95_mean,0.0
Ours (MAPPO),chain_pfail_mean,0.0
Ours (MAPPO),chain_risk_cost_total,0.0
Ours (MAPPO),trust_attempts,175.092
Ours (MAPPO),trust_failures,1.555
Ours (MAPPO),trust_failure_rate,0.009252298639166014
Ours (MAPPO),trust_retry_count,1.555
Ours (MAPPO),episode_vehicle_count,20.0
Ours (MAPPO),episode_task_count,20.0
Ours (MAPPO),total_subtasks,239.441
Ours (MAPPO),reward_mean,0.06287103181466225
Ours (MAPPO),reward_p50,-0.039472402461804404
Ours (MAPPO),reward_p95,0.7254173407896884
Ours (MAPPO),reward_min,-0.207055286064744
Ours (MAPPO),reward_max,1.415799886452034
Ours (MAPPO),reward_abs_mean,0.14955756438523532
Ours (MAPPO),dT_mean,0.048477769490934804
Ours (MAPPO),cft_prev_rem_mean,1.5132304145375541
Ours (MAPPO),cft_curr_rem_mean,1.4647526450466195
Ours (MAPPO),dCFT_abs_mean,-0.05152223050906595
Ours (MAPPO),dCFT_abs_p95,0.22167862458229057
Ours (MAPPO),dCFT_rem_mean,0.048477769490934804
Ours (MAPPO),dCFT_rem_p95,0.3216786245822905
Ours (MAPPO),dt_used_mean,0.09999999999999849
Ours (MAPPO),implied_dt_mean,0.09999999999999849
Ours (MAPPO),dT_eff_mean,-0.051522230509065944
Ours (MAPPO),dT_eff_p95,0.22167862458229057
Ours (MAPPO),energy_norm_mean,0.01746855368495418
Ours (MAPPO),energy_norm_p95,0.08383886366410567
