episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,61,5.033137083053589,6.1000000000000005,idle,terminated,0.0016653855564072728,0.10158849760477408,0.10158849760477408,0.002823866903781891,0.007066127844154835,0.2,0.2,0.5745614035087719,1.5500000000000003,1.8000000000000005,4,7.495176239013671,6.099999999999994,0.006178146871635387,0.0,0.002088053800082585,-0.09058855813057663,16,0.8,0.35668789808917195,0.37579617834394907,0.267515923566879,0.35668789808917195,0.37579617834394907,0.267515923566879,0.4932349480440474,0.0,0.0,0.4895922277600729,0.8364893078804015,0.0,0.0,1.949814615320733e-11,0.0,0.0,0.800000011920929,0.20000000298023224,101,56,7.997642030666674,0.016393442622950834,0.0,0.0,0.0,0.8713114754098361,0.1286885245901639,0.1286885245901639,0.0,0.0,-0.0002797273481945966,-0.0028578461836145696,-0.0009324244939819913,0.1945854774303524,0.0,0.0,0.678327264072475,0.1219721404126811,157,1063,0,0.0,unified_latency_centric_excl_energy_interf,-0.04087304777931422,1.7829478323459624,1.7829478323459624,1.7829478323459624,1.8999360740184783,0.006442167467321269,0.1807416534051299,1.998736846446991,0.12868852459016394,0.1306640625,0.4132521486375481,3.375041460990906,0.6043267518281936,5,20,0.05520797520875931,0.045375489257276067,-1,-1,0,False,0.0002,0.0,0.099939
