episode,steps,wall_time,sim_time,reward_mean,reward_total,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,136,9.78079628944397,13.600000000000001,-0.0018268179846927524,-0.24844720196167253,0.022112269420176744,0.022347768768668175,0.25,0.25,0.5921052631578947,2.720000000000001,3.1600000000000015,5,15.426352691650383,13.599999999999968,0.002578700637819441,0.0,0.0010801788515816353,-0.09109041603172431,15,0.75,0.4049079754601227,0.31901840490797545,0.27607361963190186,0.4049079754601227,0.31901840490797545,0.27607361963190186,0.49716347683741546,0.7426470588235294,5.0,0.49531835982874395,0.8598542273044586,0.0,0.0,8.83959398734202e-12,0.0,0.011764705882352941,0.800000011920929,0.20000000298023224,96,66,23.562978759111164,0.007352941176470606,0.0,0.0,0.9400735294117647,0.0599264705882353,0.0599264705882353,0.0,0.0,-0.030879542231559753,0.9957762956619263,1.5832524061203004,7.201116532087326e-05,0.11916667073965073,1.5363216400146484,0.059926470588235296,0.059375,0.03359375,0,True,0.0002,0.0,0.09986400000000001
2,200,14.411423683166504,20.0,-0.010563170537352562,-3.1126340778733774,0.011625403817743008,0.01420851144939661,0.05,0.05,0.6255506607929515,3.900000000000002,3.900000000000002,1,21.664229011535646,20.000000000000014,0.004644751621673251,0.0,0.0013497955157742256,-0.094330773919821,19,0.95,0.3111111111111111,0.3,0.3888888888888889,0.3111111111111111,0.3,0.3888888888888889,0.49844422316085546,0.41,3.0,0.49755669126164975,0.8617827892303467,0.0,1.8377261865043488e-11,7.103767660915361e-12,0.0,0.009433962264150943,0.800000011920929,0.20000000298023224,123,56,15.915936617599991,0.0,1.0,0.0,0.955,0.04500000000000004,0.04500000000000004,0.0,0.0,-0.4460516571998596,1.9584699869155884,1.5475505590438843,0.04568830132484436,0.0,15.596573829650879,0.045,0.03125,0.01953125,0,True,0.0002,0.0,0.099664
3,200,15.835558891296387,20.0,-0.012041015550494194,-3.4082032195859586,0.012067766208201637,0.015315077267587185,0.0,0.0,0.5263157894736842,0.0,0.0,0,22.24008560180664,20.000000000000014,0.005380838130778918,0.0,0.006698801996466042,-0.09499858683347702,20,1.0,0.30864197530864196,0.3148148148148148,0.3765432098765432,0.30864197530864196,0.3148148148148148,0.3765432098765432,0.5022452465263195,0.395,3.0,0.5033954578847932,0.872503876686096,0.0,7.27446247770352e-12,7.410843640143217e-12,0.0,0.021739130434782608,0.800000011920929,0.20000000298023224,110,50,13.56720286079999,0.0,1.0,0.0,0.9595,0.04049999999999998,0.04049999999999998,0.0,0.0,-0.014003920010649241,1.7653701305389404,1.706269465959989,-0.004210413863452582,0.12808580639270636,4.149470246755159,0.0405,0.03936298076923077,0.8269230769230769,0,True,0.0002,0.0,0.09946400000000001
4,180,12.061776876449585,18.0,-0.001590210827998817,-0.2862377919544041,0.015148837026208636,0.023732969537377357,0.2,0.2,0.6443514644351465,2.9750000000000014,3.455000000000002,4,19.691942787170408,17.999999999999986,0.006475015920622786,0.0,0.002412073089136985,-0.09436646842294315,16,0.8,0.3770491803278688,0.30601092896174864,0.31693989071038253,0.3770491803278688,0.30601092896174864,0.31693989071038253,0.4989001633816709,0.6888888888888889,5.049999999999983,0.49826112787615956,0.8729924201965331,0.0,2.890985976951092e-14,4.406290003006186e-12,0.0,0.019801980198019802,0.800000011920929,0.20000000298023224,112,69,19.941606851396678,0.00555555555555556,0.0,0.0,0.9491666666666667,0.050833333333333286,0.050833333333333286,0.0,0.0,0.021636148914694786,0.9833444207906723,1.6332698464393616,0.03108517313376069,0.02500000037252903,1.388324797153473,0.050833333333333335,0.0498046875,0.0009765625,0,True,0.0002,0.0,0.09928400000000001
5,200,14.329405546188354,20.0,-0.009812303818762302,-2.962460812271139,0.025154606532305477,0.014194843359291553,0.0,0.0,0.504,0.0,0.0,0,22.058258056640625,20.000000000000014,0.0016511837990876785,0.0,0.0006579939527487362,-0.09490701630711555,20,1.0,0.38372093023255816,0.18023255813953487,0.436046511627907,0.38372093023255816,0.18023255813953487,0.436046511627907,0.5023665460438933,0.24,2.0,0.5037474996736236,0.8667479604482651,0.0,5.0827669574289634e-14,2.80857368611942e-12,0.0,0.011904761904761904,0.800000011920929,0.20000000298023224,105,66,14.925193203200008,0.0,1.0,0.0,0.957,0.04300000000000004,0.04300000000000004,0.0,0.0,0.03410935401916504,1.5636975765228271,1.5472869873046875,0.09384255856275558,0.1818181872367859,11.543538093566895,0.043,0.04296875,0.01171875,0,True,0.0002,0.0,0.099084
6,67,4.997331857681274,6.7,-0.029084842652082443,-1.9486845094330338,0.02822387814521785,0.03725045546889305,0.0,0.0,0.5039370078740157,0.0,0.0,0,9.075056076049805,6.699999999999992,0.00906947419549993,0.0,0.0016949435281019597,-0.08679745748861512,20,1.0,0.4411764705882353,0.20588235294117646,0.35294117647058826,0.4411764705882353,0.20588235294117646,0.35294117647058826,0.5067927117424725,0.6716417910447762,2.0,0.5107591415306302,0.8687782734632492,0.0,5.990795126685835e-13,1.2753963683775904e-11,1.6833059418060015e-14,0.0,0.800000011920929,0.20000000298023224,95,75,47.043768329697045,0.014925373134328377,0.0,0.0007462686567164179,0.8731343283582089,0.12686567164179108,0.12686567164179108,0.0007462686567164179,0.0007462686567164179,0.011430203914642334,1.0635857284069061,1.5809895992279053,0.013905619271099567,0.03990378603339195,2.3613821640610695,0.12611940298507462,0.1357421875,0.23193359375,0,True,0.0002,0.0,0.09901700000000001
7,200,13.97771430015564,20.0,-0.015668191015720367,-4.133638082450746,0.01383353671990333,0.018738245591521263,0.0,0.0,0.5168067226890757,0.0,0.0,0,22.16145133972168,20.000000000000014,0.0019303648091401773,0.0,0.0006803489866172855,-0.09626163908839226,19,0.95,0.4431818181818182,0.19886363636363635,0.35795454545454547,0.4431818181818182,0.19886363636363635,0.35795454545454547,0.5012817703241017,0.16,1.0,0.5021238944889838,0.8564014077186584,0.0,1.1516751772079883e-13,3.6201651485573416e-12,0.0,0.027777777777777776,0.800000011920929,0.20000000298023224,94,70,15.637177721685902,0.0,1.0,0.00025,0.956,0.04400000000000004,0.04400000000000004,0.00025,0.00025,0.05095817645390829,1.096716046333313,1.55072816212972,0.0054634809494018555,0.07905983179807663,2.5559112429618835,0.04375,0.044270833333333336,0.01171875,0,True,0.0002,0.0,0.098817
8,200,14.573643207550049,20.0,-0.01074968557804823,-3.1499371765558357,0.011421887017786493,0.013623782433569431,0.0,0.0,0.5912698412698413,0.0,0.0,0,21.968671798706055,20.000000000000014,0.003785061400161201,0.0,0.001602862196530474,-0.09575363525748253,20,1.0,0.3968253968253968,0.21693121693121692,0.3862433862433862,0.3968253968253968,0.21693121693121692,0.3862433862433862,0.4999069856160786,0.295,2.049999999999983,0.49984261525563217,0.8637509524822236,0.0,3.0141035744753067e-13,3.896000275865896e-12,0.0,0.021739130434782608,0.800000011920929,0.20000000298023224,112,75,15.7454271196,0.0,1.0,0.0,0.95275,0.047250000000000014,0.047250000000000014,0.0,0.0,0.05937981605529785,1.6422120730082195,1.5265342394510906,0.03789035246397058,0.08333333333333333,10.665273269017538,0.04725,0.03125,0.3502604166666667,0,True,0.0002,0.0,0.09861700000000001
9,200,13.8993661403656,20.0,-0.008425249718129635,-2.6850499904456346,0.017109120544046157,0.014711664989590645,0.05,0.05,0.5867768595041323,3.3000000000000016,3.3000000000000016,1,21.776764965057374,20.000000000000014,0.004104391735896495,0.0,0.0014362965845886161,-0.09524944049119972,19,0.95,0.3409090909090909,0.2840909090909091,0.375,0.3409090909090909,0.2840909090909091,0.375,0.500453462024685,0.58,4.0,0.5007754801619239,0.8689018607139587,0.0,1.0314974074269575e-13,4.458454438971415e-12,0.0,0.041666666666666664,0.800000011920929,0.20000000298023224,112,60,16.784722975599994,0.0,1.0,0.0,0.956,0.04400000000000004,0.04400000000000004,0.0,0.0,0.1458605583757162,1.1323163211345673,1.580831527709961,-0.005899874959141016,0.08134920708835125,3.8683745861053467,0.044,0.03125,0.4140625,0,True,0.0002,0.0,0.098417
10,192,14.577048540115356,19.200000000000003,-0.010442518629133701,-2.004963561991493,0.012953494954854249,0.013523501344025135,0.0,0.0,0.4838709677419355,0.0,0.0,0,21.59523582458496,19.200000000000003,0.004399826171349256,0.0,0.010529739502809563,-0.09556560907512904,20,1.0,0.37267080745341613,0.2111801242236025,0.4161490683229814,0.37267080745341613,0.2111801242236025,0.4161490683229814,0.4967488862069634,0.2552083333333333,2.0,0.4946188461356636,0.8635157316923141,0.0,1.3099915813566337e-11,3.964252537347335e-12,0.0,0.012658227848101266,0.800000011920929,0.20000000298023224,100,60,14.557295180732991,0.005208333333333333,0.0,0.0,0.9580729166666667,0.04192708333333328,0.04192708333333328,0.0,0.0,0.09202231243252754,0.9387821555137634,1.5652475118637086,0.0002450141124427319,0.10416666716337204,3.0133519411087035,0.04192708333333333,0.046875,0.32578125,0,True,0.0002,0.0,0.098225
