window,method,policy,n,on_task_rate_mean,illegal_action_rate_all_steps_mean,illegal_action_rate_on_task_mean,unified_illegal_trigger_rate_all_steps_mean,unified_illegal_trigger_rate_on_task_mean,decision_frac_local_all_steps_mean,decision_frac_local_on_task_mean,decision_frac_rsu_all_steps_mean,decision_frac_rsu_on_task_mean,decision_frac_v2v_all_steps_mean,decision_frac_v2v_on_task_mean
全程,CP-EFT,CP-EFT,10,0.40810569755037757,0.0,0.0,0.0,0.0,0.6734347628096182,0.6734347628096182,0.29167654228950196,0.29167654228950196,0.03488869490087961,0.03488869490087961
全程,EFT,EFT,10,0.39146104242979235,0.0,0.0,0.0,0.0,0.6159080611518112,0.6159080611518112,0.36669152930402926,0.36669152930402926,0.017400409544159508,0.017400409544159508
全程,Greedy,Greedy,10,0.43538322772374494,0.0,0.0,0.0,0.0,0.5749420670006876,0.5749420670006876,0.42332220011788974,0.42332220011788974,0.0017357328814225103,0.0017357328814225103
全程,LB-Greedy,LB-Greedy,10,0.38918190120065116,0.0,0.0,0.0,0.0,0.6181342923280424,0.6181342923280424,0.36517958384208377,0.36517958384208377,0.01668612382987379,0.01668612382987379
全程,Local-Only,Local-Only,10,0.2054546893431028,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
全程,Oracle-Min,Oracle-Min,10,0.39028528972520904,0.0,0.0,0.0,0.0,0.6165488113290534,0.6165488113290534,0.3649658581636404,0.3649658581636404,0.018485330507306278,0.018485330507306278
全程,Random,Random,10,0.04178492396293648,0.0,0.0,0.0,0.0,0.1551970284960633,0.1551970284960633,0.1631631565186178,0.1631631565186178,0.6816398149853189,0.6816398149853189
全程,Static,Static,10,0.3819457130037775,0.0,0.0,0.0,0.0,0.025004955680358883,0.025004955680358883,0.9749950443196411,0.9749950443196411,0.0,0.0
全程,当前算法(MAPPO),MAPPO,1000,0.28347503942051455,0.0,0.0,0.0,0.0,0.12388494349882763,0.12388494349882763,0.7336825909023152,0.7336825909023152,0.142432465598857,0.142432465598857
末100,CP-EFT,CP-EFT,10,0.40810569755037757,0.0,0.0,0.0,0.0,0.6734347628096182,0.6734347628096182,0.29167654228950196,0.29167654228950196,0.03488869490087961,0.03488869490087961
末100,EFT,EFT,10,0.39146104242979235,0.0,0.0,0.0,0.0,0.6159080611518112,0.6159080611518112,0.36669152930402926,0.36669152930402926,0.017400409544159508,0.017400409544159508
末100,Greedy,Greedy,10,0.43538322772374494,0.0,0.0,0.0,0.0,0.5749420670006876,0.5749420670006876,0.42332220011788974,0.42332220011788974,0.0017357328814225103,0.0017357328814225103
末100,LB-Greedy,LB-Greedy,10,0.38918190120065116,0.0,0.0,0.0,0.0,0.6181342923280424,0.6181342923280424,0.36517958384208377,0.36517958384208377,0.01668612382987379,0.01668612382987379
末100,Local-Only,Local-Only,10,0.2054546893431028,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末100,Oracle-Min,Oracle-Min,10,0.39028528972520904,0.0,0.0,0.0,0.0,0.6165488113290534,0.6165488113290534,0.3649658581636404,0.3649658581636404,0.018485330507306278,0.018485330507306278
末100,Random,Random,10,0.04178492396293648,0.0,0.0,0.0,0.0,0.1551970284960633,0.1551970284960633,0.1631631565186178,0.1631631565186178,0.6816398149853189,0.6816398149853189
末100,Static,Static,10,0.3819457130037775,0.0,0.0,0.0,0.0,0.025004955680358883,0.025004955680358883,0.9749950443196411,0.9749950443196411,0.0,0.0
末100,当前算法(MAPPO),MAPPO,100,0.4155326571224471,0.0,0.0,0.0,0.0,0.00039931921092957207,0.00039931921092957207,0.9982549114898192,0.9982549114898192,0.0013457692992513348,0.0013457692992513348
末300,CP-EFT,CP-EFT,10,0.40810569755037757,0.0,0.0,0.0,0.0,0.6734347628096182,0.6734347628096182,0.29167654228950196,0.29167654228950196,0.03488869490087961,0.03488869490087961
末300,EFT,EFT,10,0.39146104242979235,0.0,0.0,0.0,0.0,0.6159080611518112,0.6159080611518112,0.36669152930402926,0.36669152930402926,0.017400409544159508,0.017400409544159508
末300,Greedy,Greedy,10,0.43538322772374494,0.0,0.0,0.0,0.0,0.5749420670006876,0.5749420670006876,0.42332220011788974,0.42332220011788974,0.0017357328814225103,0.0017357328814225103
末300,LB-Greedy,LB-Greedy,10,0.38918190120065116,0.0,0.0,0.0,0.0,0.6181342923280424,0.6181342923280424,0.36517958384208377,0.36517958384208377,0.01668612382987379,0.01668612382987379
末300,Local-Only,Local-Only,10,0.2054546893431028,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末300,Oracle-Min,Oracle-Min,10,0.39028528972520904,0.0,0.0,0.0,0.0,0.6165488113290534,0.6165488113290534,0.3649658581636404,0.3649658581636404,0.018485330507306278,0.018485330507306278
末300,Random,Random,10,0.04178492396293648,0.0,0.0,0.0,0.0,0.1551970284960633,0.1551970284960633,0.1631631565186178,0.1631631565186178,0.6816398149853189,0.6816398149853189
末300,Static,Static,10,0.3819457130037775,0.0,0.0,0.0,0.0,0.025004955680358883,0.025004955680358883,0.9749950443196411,0.9749950443196411,0.0,0.0
末300,当前算法(MAPPO),MAPPO,300,0.40045986683211415,0.0,0.0,0.0,0.0,0.013077589722425946,0.013077589722425946,0.9671305566628604,0.9671305566628604,0.019791853614713587,0.019791853614713587
末500,CP-EFT,CP-EFT,10,0.40810569755037757,0.0,0.0,0.0,0.0,0.6734347628096182,0.6734347628096182,0.29167654228950196,0.29167654228950196,0.03488869490087961,0.03488869490087961
末500,EFT,EFT,10,0.39146104242979235,0.0,0.0,0.0,0.0,0.6159080611518112,0.6159080611518112,0.36669152930402926,0.36669152930402926,0.017400409544159508,0.017400409544159508
末500,Greedy,Greedy,10,0.43538322772374494,0.0,0.0,0.0,0.0,0.5749420670006876,0.5749420670006876,0.42332220011788974,0.42332220011788974,0.0017357328814225103,0.0017357328814225103
末500,LB-Greedy,LB-Greedy,10,0.38918190120065116,0.0,0.0,0.0,0.0,0.6181342923280424,0.6181342923280424,0.36517958384208377,0.36517958384208377,0.01668612382987379,0.01668612382987379
末500,Local-Only,Local-Only,10,0.2054546893431028,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
末500,Oracle-Min,Oracle-Min,10,0.39028528972520904,0.0,0.0,0.0,0.0,0.6165488113290534,0.6165488113290534,0.3649658581636404,0.3649658581636404,0.018485330507306278,0.018485330507306278
末500,Random,Random,10,0.04178492396293648,0.0,0.0,0.0,0.0,0.1551970284960633,0.1551970284960633,0.1631631565186178,0.1631631565186178,0.6816398149853189,0.6816398149853189
