window,n,task_success_rate,subtask_success_rate,deadline_miss_rate,time_limit_rate,mean_cft_est,reward_mean,decision_local_frac,decision_rsu_frac,decision_v2v_frac,illegal_action_rate,no_task_rate,unified_illegal_trigger_rate,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_risk,abs_ratio_r_illegal,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,I_total_p95,I_caused_p95,avail_V,neighbor_count_mean,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu
全程,600,0.412,0.620640597085272,0.588,0.5,11.966887886710962,-0.01015374368987977,0.6853330131329778,0.04651420464660148,0.2681527822204206,0.0,0.6546606749746628,0.0,0.33766390850519373,0.04380608166993458,0.24925920934794174,0.015500379844007437,0.0,0.15881788605114736,0.36607142894963424,0.3724444444477558,9.767572046661548e-10,9.767572046661548e-10,0.5248777609797354,9.972677458614971,0.0,0.07594455089541732
末500,500,0.49440000000000006,0.7097839573526403,0.5056,0.436,10.433558909640313,0.006086157944053412,0.7739695424681282,0.03915314718805654,0.1868773103438152,0.0,0.5907817156760947,0.0,0.31759875264988796,0.051764593747149854,0.1998308182738817,0.012729176999189457,0.0,0.14892277788770816,0.3412857146203518,0.34693333333730697,8.368008670698096e-10,8.368008670698096e-10,0.5246925812367872,9.969159043498955,0.0,0.060877557868764115
末300,300,0.806,0.9580295006787772,0.19399999999999998,0.1,3.780181076486905,0.06981025213996565,0.9720892616439757,0.0071074697870878705,0.02080326856893635,0.0,0.33992900328380754,0.0,0.2172012192099594,0.08116721509525954,0.02528162800313918,0.004067775140240915,0.0,0.10527385286111743,0.24320000009735424,0.24488888889551164,1.7428756726814983e-11,1.7428756726814983e-11,0.5279010245652551,10.030119466739848,0.0,0.014818217398766575
末200,200,0.8835,0.9948705584062963,0.1165,0.0,1.5845185102105146,0.08685666725970802,0.9981743808826968,0.0009006632574717144,0.0009249558598313807,0.0,0.2502430555555556,0.0,0.15716159192939536,0.08975702185963141,0.0,0.000797416328369874,0.0,0.07529761904761904,0.14475000002980232,0.14491666667163372,0.0,0.0,0.5298600536267138,10.067341018907562,0.0,0.008331265366265909
末100,100,0.8865,0.9956349953942337,0.11350000000000002,0.0,1.5844331598997121,0.08637412160634991,0.9976529692477611,0.0012969272329187889,0.0010501035193200981,0.0,0.24707394374416436,0.0,0.15818202193963615,0.08825874774340382,0.0,0.001019508943968561,0.0,0.07059523809523809,0.14450000005960464,0.14483333334326745,0.0,0.0,0.5256350969335103,9.987066841736695,0.0,0.00841618803486053
末50,50,0.8939999999999999,0.9963565541266362,0.106,0.0,1.5783733662843706,0.08997994191944596,0.9997583647868978,0.000161953938201786,7.9681274900398e-05,0.0,0.24514583333333334,0.0,0.15370958080045233,0.08897208384943568,0.0,0.00010470391440122999,0.0,0.02,0.03,0.03,0.0,0.0,0.5311428571428571,10.091714285714286,0.0,0.008500733793262943
