episodes,episode_min,episode_max,r_interf_min,r_interf_p50,r_interf_p95,r_interf_max,r_total_min,r_total_p50,r_total_p95,r_total_max,reward_mean_min,reward_mean_p50,reward_mean_p95,reward_mean_max,task_success_rate_min,task_success_rate_p50,task_success_rate_p95,task_success_rate_max,deadline_miss_rate_min,deadline_miss_rate_p50,deadline_miss_rate_p95,deadline_miss_rate_max,decision_rsu_frac_min,decision_rsu_frac_p50,decision_rsu_frac_p95,decision_rsu_frac_max,decision_v2v_frac_min,decision_v2v_frac_p50,decision_v2v_frac_p95,decision_v2v_frac_max,no_task_rate_min,no_task_rate_p50,no_task_rate_p95,no_task_rate_max,I_total_p95_min,I_total_p95_p50,I_total_p95_p95,I_total_p95_max,I_caused_p95_min,I_caused_p95_p50,I_caused_p95_p95,I_caused_p95_max
600,1,600,-0.5267635287582343,-0.0016465444653836498,0.0,0.0,-0.5564023166998027,-0.0288548819950937,0.11363671832084214,0.143147183318852,-0.556402325630188,-0.0288548832759261,0.11363671757280824,0.1431471854448318,0.0,0.125,0.95,1.0,0.0,0.875,1.0,1.0,0.0,0.0434609250398724,0.1304347826086956,0.184,0.0,0.22499999999999995,0.7174191750278707,0.8208955223880597,0.1433333333333333,0.954125,0.9785125,0.9855,0.0,1.3756722562312244e-11,1.6598374150133957e-09,9.941212049113788e-08,0.0,1.3756722562312244e-11,1.6598374150133957e-09,9.941212049113788e-08
