task_success_rate_mean,task_success_rate_std,task_success_rate_cv,deadline_miss_rate_mean,deadline_miss_rate_std,deadline_miss_rate_cv,decision_rsu_frac_mean,decision_rsu_frac_std,decision_rsu_frac_cv,decision_v2v_frac_mean,decision_v2v_frac_std,decision_v2v_frac_cv,no_task_rate_mean,no_task_rate_std,no_task_rate_cv,trust_failure_rate_mean,trust_failure_rate_std,trust_failure_rate_cv,rho_selected_p10_mean,rho_selected_p10_std,rho_selected_p10_cv,reward_mean_mean,reward_mean_std,reward_mean_cv,entropy_mean,entropy_std,entropy_cv,approx_kl_mean,approx_kl_std,approx_kl_cv,clip_frac_mean,clip_frac_std,clip_frac_cv
0.8835,0.06874868660234701,0.07781401983535144,0.1165,0.06874868660234704,0.5901174764998245,0.0009006632574717144,0.0024770118263115837,2.7502055352622614,0.0009249558598313807,0.0025572227434560247,2.7646940679181573,0.2502430555555556,0.03517469298192054,0.14056211375483868,0.07529761904761904,0.25454073649809655,3.3804619101788633,0.14475000002980232,0.22710998072894362,1.5689808574314577,0.08685666725970802,0.02426724120440572,0.27939410629757094,0.0,0.0,0.0,0.0012636287742397861,0.002349891929333016,1.8596364039829132,0.002717164995148749,0.004292619746043343,1.5798150549901706
