episode_seed,episode_steps,active_ratio,no_task_ratio,decision_events_per_vehicle_mean,decision_events_per_vehicle_p50,decision_events_per_vehicle_p90,ready_subtask_count_mean,ready_subtask_count_p50,ready_subtask_count_p90,ready_subtask_count_p95,inflight_subtask_count_mean,inflight_subtask_count_p95,avg_subtask_service_steps_mean,avg_subtask_service_steps_p50,avg_subtask_service_steps_p90,phase_comm_ratio,phase_compute_ratio,phase_wait_ratio,phase_finished_ratio,queue_len_vehicle_mean,queue_len_vehicle_p95,queue_len_rsu_mean,queue_len_rsu_p95,task_success_rate,deadline_miss_rate,run_tag,config_overrides
42000,200,0.0415,0.9585,8.3,8.0,10.100000000000001,0.96,0.0,3.0,8.0,0.18475,1.0,5.533742331288344,5.0,10.0,0.015,0.195,0.0,0.805,0.19095744680851065,1.0,0.03,0.0,1.0,0.0,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42001,200,0.03825,0.96175,7.65,7.5,10.0,0.97,0.0,3.0999999999999943,8.0,0.2715,1.0,5.900662251655629,5.0,11.0,0.0,0.23,0.77,0.0,0.18274111675126903,1.0,0.051666666666666666,0.0,0.9,0.1,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42002,200,0.043,0.957,8.6,9.0,10.100000000000001,1.05,0.0,4.099999999999994,9.0,0.19475,1.0,5.636904761904762,5.0,10.0,0.02,0.215,0.0,0.785,0.17711518858307848,1.0,0.13166666666666665,1.0,1.0,0.0,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42003,200,0.04425,0.95575,8.85,9.0,10.100000000000001,1.955,1.0,4.099999999999994,7.0,0.24,2.0,6.783132530120482,6.0,12.0,0.045,0.245,0.755,0.0,0.2346212506354855,2.0,0.043333333333333335,0.0,0.9,0.1,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42004,200,0.04225,0.95775,8.45,9.0,10.0,1.05,0.0,3.0999999999999943,8.049999999999983,0.28075,1.0,5.895061728395062,5.0,10.0,0.025,0.215,0.785,0.0,0.18660531697341512,2.0,0.115,0.0,0.85,0.15,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42005,200,0.04,0.96,8.0,7.5,10.0,0.96,0.0,3.0,5.0,0.262,1.0,5.6644736842105265,5.0,9.0,0.03,0.26,0.74,0.0,0.17548076923076922,1.0,0.095,0.0,0.9,0.1,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42006,200,0.04125,0.95875,8.25,8.0,10.100000000000001,1.025,0.0,4.099999999999994,7.0,0.338,2.0,6.42483660130719,6.0,11.800000000000011,0.045,0.23,0.77,0.0,0.20607594936708862,2.0,0.075,0.0,0.85,0.15,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42007,200,0.04125,0.95875,8.25,8.0,10.0,1.77,1.0,3.0999999999999943,7.0,0.35075,2.0,6.787096774193548,5.0,12.599999999999994,0.03,0.26,0.74,0.0,0.2193695983731571,2.0,0.06666666666666667,0.0,0.75,0.25,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42008,200,0.04,0.96,8.0,7.0,11.0,0.945,0.0,4.099999999999994,7.0,0.2195,1.0,5.601307189542483,5.0,10.0,0.025,0.21,0.79,0.0,0.17209775967413443,1.0,0.043333333333333335,0.0,0.9,0.1,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
42009,200,0.0425,0.9575,8.5,8.5,10.100000000000001,1.015,0.0,4.0,6.049999999999983,0.19075,1.0,5.829113924050633,5.0,10.300000000000011,0.06,0.21,0.005,0.785,0.18241702558905498,1.699999999999818,0.05,0.0,0.95,0.05,nodes_mid,"MIN_NODES=6,MAX_NODES=10"
