episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,16.679981231689453,20.0,time_limit,time_limit,-0.0008970756316557527,-1.1794151115249243,-1.1794151115249243,0.0008425025676842765,0.002283233217895031,0.15,0.15,0.5921052631578947,1.5000000000000002,1.8700000000000006,3,21.46869239807129,20.000000000000014,0.0018843220008697285,0.0,0.0006368561960206407,-0.09749709102511481,17,0.85,0.3584905660377358,0.37735849056603776,0.2641509433962264,0.3584905660377358,0.37735849056603776,0.2641509433962264,0.5000092204042011,0.015,0.0,0.5000144577094492,0.8608011603355408,0.0,0.0,5.998432653364638e-12,0.0,0.0,0.800000011920929,0.20000000298023224,102,57,2.409966782799998,0.0,1.0,0.0,0.0,0.96025,0.03974999999999995,0.03974999999999995,0.0,0.0,0.002111736350366622,0.0009824797383861958,0.0070391211678888,0.4540609838581892,0.0,0.0010323017436702053,0.2537394356979931,0.2911672787001475,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.014844844033968033,-0.01401042135583878,0.0,0.08112781103570353,0.01401042135583878,0.0,0.4736131500872782,0.08179093836845487,0.4445959115442669,-0.07685973774641752,1.3044579128424327,1.3044579128424327,1.304457813501358,1.973380486170451,0.016087056525672477,0.13316250902911028,2.30790376663208,0.03975,0.04296875,0.24853336438536644,3.1530798375606537,0.935820053021113,1,6,0.09038306772708893,0.07834798004478216,0,5,0,True,0.0002,0.0,0.0998
2,200,15.514116764068604,20.0,time_limit,time_limit,-0.0012626717798411846,-1.252534340198086,-1.252534340198086,0.0006894312013173333,0.0016864974750205874,0.05,0.05,0.75,2.500000000000001,2.500000000000001,1,20.92569856643677,20.000000000000014,0.001054670452634173,0.0,0.000428880336712303,-0.09512817807495617,19,0.95,0.4393939393939394,0.3333333333333333,0.22727272727272727,0.4393939393939394,0.3333333333333333,0.22727272727272727,0.49735078522900583,0.01,0.0,0.4956552443280129,0.8576482057571411,0.0,0.0,3.826883254731683e-12,0.0,0.009615384615384616,0.800000011920929,0.20000000298023224,110,87,3.130592993999998,0.0,1.0,0.0,0.0,0.9505,0.04949999999999999,0.04949999999999999,0.0,0.0,0.0030189800331294745,0.0018205707349177559,0.010063266777098442,0.5268450867526763,0.0,0.0007187881843075299,0.1346111898625959,0.33782493520042023,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.007715238115971632,-0.013252924587780135,0.0,0.09115466003897435,0.013252924587780135,0.0,0.7612951289124767,0.11068426922120671,0.1280206018663166,-0.004071301470200221,1.628822922706604,1.628822922706604,1.6288229028383892,1.8881428440411885,0.00797726419599106,0.10697751492261887,2.9437400499979653,0.0495,0.045572916666666664,0.4938365363826354,2.2029222548007965,1.4858378569285076,1,6,0.08583004027605057,0.07797714974731207,0,5,0,True,0.0002,0.0,0.09960000000000001
3,200,16.730109214782715,20.0,time_limit,time_limit,-0.001204164233058691,-1.2408328231972705,-1.2408328231972705,0.0013265953923109895,0.0017494299681857228,0.05,0.05,0.659919028340081,2.2000000000000006,2.2000000000000006,1,21.313636302947998,20.000000000000014,0.0012599966275722023,0.0,0.0004905669051987354,-0.09785722494125391,19,0.95,0.42328042328042326,0.31746031746031744,0.25925925925925924,0.42328042328042326,0.31746031746031744,0.25925925925925924,0.4972709504616214,0.03,0.0,0.49554804316740847,0.8441875010728835,0.0,0.0,4.424168063149603e-12,0.0,0.010416666666666666,0.800000011920929,0.20000000298023224,108,80,3.061015983999997,0.0,1.0,0.0,0.0,0.95275,0.047250000000000014,0.047250000000000014,0.0,0.0,0.001919818125762463,0.000790763635856609,0.006399393752541502,0.5245589439063716,0.0,0.0008516146362246502,0.1394990641625614,0.3350903772948425,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.02269678170655529,-0.013228000576027705,0.0,0.08511107018304405,0.013228000576027705,0.0,0.8654858087032775,0.13451419129672249,0.0,-0.007773309946060181,4.323821624120076,4.323821624120076,4.3238217035929365,1.9422112703323364,0.09439027402549982,0.13888889302810034,13.100799719492594,0.04725,0.041666666666666664,0.005482456336418788,5.767958263556163,3.907426039377848,1,3,0.20534291863441467,0.1913017176091671,0,2,0,True,0.0002,0.0,0.0994
4,84,6.538998603820801,8.4,idle,terminated,-0.00036160601302981377,-0.030374898054875622,-0.030374898054875622,0.0028781522531062345,0.002629934111610055,0.15,0.15,0.756198347107438,2.2000000000000006,3.290000000000001,4,9.455833177566525,8.399999999999986,0.0052627135921210245,0.0,0.0012956715924813892,-0.08964671051218345,17,0.85,0.38235294117647056,0.39215686274509803,0.22549019607843138,0.38235294117647056,0.39215686274509803,0.22549019607843138,0.49427105757141754,0.08333333333333333,0.8499999999999943,0.4903464159678851,0.8575559735298156,0.0,7.414162894736591e-11,2.206631058432329e-11,0.0,0.016666666666666666,0.800000011920929,0.20000000298023224,124,78,8.065540049156642,0.011904761904761925,0.0,0.0,0.0,0.8785714285714286,0.12142857142857144,0.12142857142857144,0.0,0.0,0.005789731363423991,0.003995926334008718,0.019299104544746665,0.2694754720128461,0.0,0.0023345901917400185,0.24410536055983528,0.4840845772355785,1680,0,0,0.0,unified_margin_term_illegal,0.0,-0.01709403762293056,-0.013842073951856873,0.0,0.08781007000709541,0.013842073951856873,0.0,0.7958834931087028,0.12546030503998734,0.07865620185131003,0.01648068552215894,1.9673130909601848,1.9673130909601848,1.9673131108283997,1.729263961315155,0.016242551306883495,0.12044513846437137,3.545291244983673,0.12142857142857143,0.11783854166666667,0.7371580839777986,3.9361824989318848,0.7225822707017263,1,6,0.10017471015453339,0.083801687695086,0,5,0,True,0.0002,0.0,0.099316
5,40,3.042802095413208,4.0,idle,terminated,0.00044669961789622903,0.017867984768958553,0.017867984768958553,0.010986217856407165,0.003304670797660947,0.2,0.2,0.812206572769953,2.1800000000000006,2.680000000000001,5,4.817944359779358,4.000000000000002,0.0048289118541483215,0.0,0.0018901913201506233,-0.07155173674225825,16,0.8,0.43455497382198954,0.39267015706806285,0.17277486910994763,0.43455497382198954,0.39267015706806285,0.17277486910994763,0.4997917840123409,0.25,2.0,0.4996347087935806,0.8476910442113876,0.0,2.2274278047018577e-10,2.6756813778505695e-11,2.013722431859487e-10,0.02,0.800000011920929,0.20000000298023224,106,83,15.902469804030094,0.02499999999999999,0.0,0.0,0.0,0.76125,0.23875000000000002,0.23875000000000002,0.0,0.0,0.017897065463964475,0.011553306453474316,0.05965688487988147,0.15858435272860308,0.0,0.001163974497229141,0.27229154721272103,0.5679601255614467,800,0,0,0.0,unified_margin_term_illegal,0.0,0.0012277953439792158,-0.014724135133390033,0.0,0.09636989828740312,0.014724135133390033,0.0,0.759311012564498,0.11601338338999047,0.12467560404551148,0.018554632862408955,3.5609899361928306,3.5609899361928306,3.56099009513855,1.659545103708903,0.008122136273110906,0.1052309865752856,2.623623200257619,0.23875,0.23697916666666666,0.7902813591063023,4.8899982611338295,1.4976673364639281,5,15,0.03785375505685806,0.02661859747022389,-1,-1,0,False,0.0002,0.0,0.099276
6,143,11.007089138031006,14.3,idle,terminated,-0.00042466161539778113,-0.06072663966294964,-0.06072663966294964,0.002582666045054796,0.00250454805791378,0.25,0.25,0.7822222222222223,2.000000000000001,2.740000000000001,5,15.031718969345084,14.299999999999965,0.0029055823566680747,0.0,0.0006476119919399069,-0.0944447144344964,15,0.75,0.4517766497461929,0.38578680203045684,0.16243654822335024,0.4517766497461929,0.38578680203045684,0.16243654822335024,0.5031340006177177,0.04895104895104895,0.0,0.5053479962808309,0.865448459982872,0.0,0.0,1.404304970920034e-11,0.0,0.019801980198019802,0.800000011920929,0.20000000298023224,106,89,4.661293716056348,0.00699300699300701,0.0,0.0,0.0,0.9311188811188811,0.06888111888111892,0.06888111888111892,0.0,0.0,0.0036191766222560856,0.002168830482359275,0.012063922074187322,0.35158294275658186,0.0,0.0021232244869653903,0.3086483797526258,0.33764545300382703,2860,0,0,0.0,unified_margin_term_illegal,0.0,-0.006759072854683254,-0.013765376424175227,0.0,0.08146983769899416,0.013765376424175227,0.0,0.5786346310849585,0.09776775962629121,0.3235976092887502,-0.031939389339337744,2.6118835111459098,2.6118835111459098,2.6118835508823395,1.7112473646799724,0.037610434507466074,0.07878531701862812,4.1195194820563,0.06888111888111888,0.07096354166666667,0.7261969537163774,7.897257506847382,0.6494972581664721,2,12,0.1589086949825287,0.11002103015780443,1,0,0,True,0.0002,0.0,0.099133
7,200,14.949076890945435,20.0,time_limit,time_limit,-0.0005634021945297718,-1.1126804562748134,-1.1126804562748134,0.002198463992681345,0.0023131119087338448,0.3,0.3,0.7306122448979592,2.1166666666666676,2.675000000000001,6,20.805711746215824,20.000000000000014,0.0017928837388744329,0.0,0.0004306309292260126,-0.09662118276953842,14,0.7,0.4926829268292683,0.2731707317073171,0.23414634146341465,0.4926829268292683,0.2731707317073171,0.23414634146341465,0.4925160210873,0.015,0.0,0.4869161207819931,0.8558436274528504,0.0,0.0,4.3622518791641696e-12,0.0,0.043478260869565216,0.800000011920929,0.20000000298023224,100,101,3.2170015703999977,0.0,1.0,0.0,0.0,0.94875,0.05125000000000002,0.05125000000000002,0.0,0.0,0.0021158120352127987,0.0012544747098210674,0.007052706784042603,0.4192345344238617,0.0,0.0006729826822548874,0.2839026164748013,0.29618986641908196,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.02347213390717983,-0.013406978144795243,0.0,0.08377214282500454,0.013406978144795243,0.0,0.5234871353101543,0.0837794085898665,0.39273345609997923,-0.03282447401822234,1.5565170844395955,1.5565170844395955,1.5565171142419179,1.7719247837861378,0.029775017421343364,0.09707642036179702,2.732982099056244,0.05125,0.052408854166666664,0.5274914861268675,2.2931956375638642,1.3746441006660461,1,12,0.11138255894184113,0.09069285355508325,0,11,0,True,0.0002,0.0,0.09893300000000001
8,200,16.02516269683838,20.0,time_limit,time_limit,-0.0008052939083427191,-1.161058778445092,-1.161058778445092,0.0009539100399706338,0.0022183021064847708,0.25,0.25,0.6440677966101694,1.7800000000000005,2.1600000000000006,5,34.310146522521975,20.000000000000014,0.0018371155250899525,0.0,0.0005271064901922068,-0.06506394399702627,14,0.7,0.43783783783783786,0.33513513513513515,0.22702702702702704,0.43783783783783786,0.33513513513513515,0.22702702702702704,0.4934544476293959,0.02,0.0,0.48819557732983926,0.8491129577159882,0.0,0.0,5.369813968481019e-12,0.0,0.02247191011235955,0.800000011920929,0.20000000298023224,99,77,2.9416566135986693,0.0,1.0,0.0,0.0,0.95375,0.04625000000000001,0.04625000000000001,0.0,0.0,0.002507141974676236,0.001482054546902785,0.008357139915587664,0.4346002352485082,0.0,0.000713245607504486,0.2530337935437297,0.3116527256002577,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.005933589263936617,-0.014430103788430055,0.0,0.0973943479516971,0.014430103788430055,0.0,0.4698571285963622,0.06961479052913655,0.4605280808745012,-0.0655960173656543,1.2237340013186138,1.2237340013186138,1.223734050989151,1.7030368049939473,0.02494706492871046,0.14212732141216597,2.0900641083717346,0.04625,0.043619791666666664,0.007113135769031942,2.2266260931889215,0.9517505864302317,1,6,0.11416592448949814,0.09391595609486103,0,5,0,True,0.0002,0.0,0.098733
9,200,15.501989126205444,20.0,time_limit,time_limit,-0.0011006706627085805,-1.2201341260797753,-1.2201341260797753,0.0011186046001967,0.0017202137969434261,0.15,0.15,0.7188755020080321,2.500000000000001,3.030000000000001,3,21.26227445602417,20.000000000000014,0.0018876110279724626,0.0,0.0006799914147833841,-0.09585549432039331,17,0.85,0.5742574257425742,0.24257425742574257,0.18316831683168316,0.5742574257425742,0.24257425742574257,0.18316831683168316,0.4939516235354822,0.025,0.0,0.4874057751910093,0.8614376187324524,0.0,0.0,6.51678884466822e-12,0.0,0.013513513513513514,0.800000011920929,0.20000000298023224,85,116,3.199431909999998,0.0,1.0,0.0,0.0,0.9495,0.05049999999999999,0.05049999999999999,0.0,0.0,0.002528400662703652,0.0014050275308724347,0.008428002209012284,0.49526449402493383,0.0,0.0017042626048426209,0.14451409165796436,0.3585171517122592,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.013682492766737392,-0.01340150801699438,0.0,0.08034858522643427,0.01340150801699438,0.0,0.7826762877980387,0.13054420953495488,0.08677950266700636,0.015789336524903774,1.9950123876333237,1.9950123876333237,1.995012328028679,1.61438649892807,0.03187470915145241,0.09450757782906294,2.7526570856571198,0.0505,0.05029296875,0.21904656826518476,2.9980612248182297,1.7587226927280426,1,8,0.17305906116962433,0.13717042058706277,0,7,0,True,0.0002,0.0,0.09853300000000001
10,200,15.773842096328735,20.0,time_limit,time_limit,-0.001056067063473165,-1.2112134101256966,-1.2112134101256966,0.0013295555312652085,0.0017195002874359488,0.2,0.2,0.6064814814814815,2.500000000000001,3.3500000000000014,4,21.182318687438965,20.000000000000014,0.0015575807621061955,0.0,0.00041372697118065077,-0.09697903324663736,16,0.8,0.5974842767295597,0.18867924528301888,0.2138364779874214,0.5974842767295597,0.18867924528301888,0.2138364779874214,0.49602030649920925,0.005,0.0,0.490893149883774,0.856578016281128,0.0,0.0,1.541857462018792e-12,0.0,0.0,0.800000011920929,0.20000000298023224,64,95,2.545369893599998,0.0,1.0,0.0,0.0,0.96025,0.03974999999999995,0.03974999999999995,0.0,0.0,0.0022925872812269445,0.0010390778854047033,0.007641957604089891,0.5013173274303582,0.0,0.00027174713698830674,0.1649872096076431,0.3334237158250104,4000,0,0,0.0,unified_margin_term_illegal,0.0,-0.02487483122298441,-0.013618137534471534,0.0,0.08694085084538815,0.013618137534471534,0.0,0.6065974901766,0.09501549581083243,0.2983870140125674,0.053916637785732746,1.6920122851928074,1.6920122851928074,1.692012349764506,1.5082309196392696,0.019967861129165005,0.15080378840987882,2.145191458364328,0.03975,0.03955078125,0.5882842276090136,1.043813806027174,1.8314723869164784,2,24,0.09726998955011368,0.06949069648981093,1,8,0,True,0.0002,0.0,0.098333
