episode,reward,task_sr,subtask_sr,task_duration,completed_tasks,energy,ratio_local,ratio_rsu,ratio_v2v,actor_loss,critic_loss,entropy
1,4.7683716530855236e-06,0.0,0.0,0.0,0,0.0,0.08333333333333333,0.0,0.9166666666666666,0.002031631643573443,0.03806190993636847,0.06518564998275704
2,4.7683716530855236e-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.0024089419696893956,0.03609687021623055,0.04292693166062236
3,1.668930025289228e-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.001714575259635846,0.03711905313862695,0.01680691132787615
4,4.7683716530855236e-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.00203607634951671,0.03809901177883148,0.014792688147604673
5,-7.152557657263969e-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0021577364661627347,0.03909485197315613,0.03591110611127483
6,-7.152557657263969e-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.0012553765231536494,0.04041223372850153,0.019552529178973703
7,-4.7683716530855236e-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.0029158629063102933,0.04021810121420357,0.005200200534373936
