episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_completed,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,v2v_link_break_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,r_prog_on_task_mean,r_margin_on_task_mean,r_time_on_task_mean,r_prog_on_task_abs_mean,r_margin_on_task_abs_mean,r_time_on_task_abs_mean,abs_ratio_on_task_r_prog,abs_ratio_on_task_r_margin,abs_ratio_on_task_r_time,abs_ratio_on_task_r_term,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,mode_aux_loss,mode_aux_acc,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,13.769198894500732,20.0,time_limit,time_limit,-0.01118282787501812,-3.2365651184964497,-3.2365651184964497,-0.0011546172900125384,0.01118282787501812,0.15,0.15,0.549407114624506,2.9628414629743802,3.4396718269362694,3,2.9628414629743802,20.000000000000014,0.002819260933403698,0.0,0.0005709174405195301,0.0,10,0.5,0.3107344632768362,0.23163841807909605,0.4576271186440678,0.3107344632768362,0.23163841807909605,0.4576271186440678,0.49774004006176253,0.05,0.0,0.49668019105657374,0.8578481197357178,0.0,0.0,1.7694279201563301e-12,0.0,122,55,2.509853819199998,0.0,1.0,0.0,0.0,0.95575,0.04425000000000001,0.04425000000000001,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.09857656492816123,0.0008457307323444165,5.042962693914707e-05,0.9005272747125551,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.01133570994065917,0.0,0.0,0.01133570994065917,0.0,0.0,0.0118020287216993,0.9881979712783008,0.06684543564915657,1.2202283442020416,1.2202283442020416,1.2202284336090088,1.8369915783405304,0.018657192937098444,0.02777777798473835,2.1289747655391693,0.04425,0.0439453125,0.10641194973140955,1.9332420527935028,0.9691455066204071,0.0,0.0,1,4,0.1004989743232727,0.0875148842576891,0,3,0,True,0.0002,0.0,0.0
2,200,12.578758955001831,20.0,time_limit,time_limit,-0.009531007148325443,-2.9062012014530847,-2.9062012014530847,-0.001159657840617001,0.010882142931222916,0.25,0.25,0.604,2.216206983180365,3.0950535612980943,5,2.216206983180365,20.000000000000014,0.002949105270384178,0.0,0.0004601038975927642,0.0,9,0.45,0.39226519337016574,0.3314917127071823,0.27624309392265195,0.39226519337016574,0.3314917127071823,0.27624309392265195,0.5034723906046711,0.11,0.04999999999998295,0.5053196332511238,0.8768835365772247,0.0,0.0,2.017683329441633e-12,0.0,110,71,2.910203693599998,0.0,1.0,0.0,0.0,0.95475,0.04525000000000001,0.04525000000000001,0.8856502242152466,0.0,0.0,0.0,0.0,0.0,0.1050919933740197,0.0010706514190011013,5.818210965394446e-05,0.8937791730973252,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011267530479927023,0.0,0.0,0.011267530479927023,0.0,0.0,0.013030286944552879,0.9869697130554471,0.028769399754183238,1.404144797214242,1.404144797214242,1.4041448083034782,1.8855894443600676,0.015291896673071003,0.06297548323176629,1.7860050811324009,0.04525,0.04514898255813953,0.3686300299541895,3.523225742717122,0.9244860313659491,0.0,0.0,3,43,0.08460774272680283,0.06660462245345115,2,12,0,True,0.0002,0.0,0.0
3,200,12.943368911743164,20.0,time_limit,time_limit,-0.011399864219129086,-3.2799726988008704,-3.2799726988008704,-0.0010843954514712095,0.012593971565365791,0.15,0.15,0.49206349206349204,2.03953528706212,2.618320479930735,3,2.03953528706212,20.000000000000014,0.004273055400203114,0.0,0.0013633001274737867,0.0,11,0.55,0.3236994219653179,0.3699421965317919,0.3063583815028902,0.3236994219653179,0.3699421965317919,0.3063583815028902,0.49918250011064813,0.135,1.0,0.498776655608901,0.8644193649291995,0.0,0.0,3.9959155775926014e-12,0.0,107,53,2.5138192130285866,0.0,1.0,0.0,0.0,0.95675,0.04325000000000001,0.04325000000000001,0.8589211618257261,0.0,0.0,0.0,0.0,0.0,0.08644961527533278,0.0012113186059411658,0.00012613084213298407,0.9122129352765931,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011100820584662104,0.0,0.0,0.011100820584662104,0.0,0.0,0.012276210127139465,0.9877237898728606,-0.012409567832946777,1.7786971400765812,1.7786971400765812,1.7786971611135147,1.8515971478293924,0.012336294933715287,0.05929462830809986,1.7854263011146994,0.04325,0.04250919117647059,0.2462189424481681,6.342628913767197,0.8003140582757837,0.0,0.0,2,17,0.1263522207736969,0.0778652727603912,1,1,0,True,0.0002,0.0,0.0
4,200,13.590956449508667,20.0,time_limit,time_limit,-0.011769243516027927,-3.3538486760257737,-3.3538486760257737,-0.0011435431661084294,0.012186434119939804,0.1,0.1,0.532520325203252,2.2078016585092493,2.754443204516001,2,2.2078016585092493,20.000000000000014,0.003539318044192239,0.0,0.000901393608816265,0.0,13,0.65,0.37349397590361444,0.3313253012048193,0.29518072289156627,0.37349397590361444,0.3313253012048193,0.29518072289156627,0.5026059574380052,0.14,1.049999999999983,0.503920206751418,0.8707183003425598,0.0,0.0,2.1856832749939104e-12,0.0,104,62,2.459649930399998,0.0,1.0,0.0,0.0,0.9585,0.04149999999999998,0.04149999999999998,0.6807017543859649,0.0,0.0,0.0,0.0,0.0,0.09210551044101804,0.0009473770794968279,4.9406987008673794e-05,0.9068977054924764,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011388167896192727,0.0,0.0,0.011388167896192727,0.0,0.0,0.015509304378665864,0.9844906956213342,0.08327920505633721,1.222669032903818,1.222669032903818,1.2226690191489,1.8086657432409434,0.02789732563094451,0.029215229818454154,2.0035673563296976,0.0415,0.03665865384615385,0.257532614032523,2.7816607539470377,0.986214605661539,0.0,0.0,1,13,0.09811796247959137,0.08275260627269741,0,12,0,True,0.0002,0.0,0.0
5,200,12.847564220428467,20.0,time_limit,time_limit,-0.012574123218655586,-3.5148246793931355,-3.5148246793931355,-0.0012145256623625755,0.012574123218655586,0.05,0.05,0.5856573705179283,2.9234957277088154,3.6063820396326216,2,2.9234957277088154,20.000000000000014,0.002073271857579867,0.0,0.0004377522233591277,0.0,13,0.65,0.3977272727272727,0.36363636363636365,0.23863636363636365,0.3977272727272727,0.36363636363636365,0.23863636363636365,0.5095621762061492,0.105,0.04999999999998295,0.5145653864526263,0.8755601942539215,0.0,0.0,3.280379873987771e-12,0.0,106,70,2.5900567607999987,0.0,1.0,0.0,0.0,0.956,0.04400000000000004,0.04400000000000004,0.8708133971291866,0.0,0.0,0.0,0.0,0.0,0.09353832372003772,0.0006107291388728392,8.873272214977943e-05,0.9057622144189397,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.011699494410461949,0.0,0.0,0.011699494410461949,0.0,0.0,0.009036336640768474,0.9909636633592315,-0.2054488497475783,1.5999056498209636,1.5999056498209636,1.5999057292938232,1.7672838767369587,0.023520194614926975,0.035087719559669495,1.6015102863311768,0.044,0.049479166666666664,0.0,3.8646761775016785,0.9216808676719666,0.0,0.0,1,3,0.07588285207748413,0.06992019359022378,0,2,0,True,0.0002,0.0,0.0
6,200,14.56787395477295,20.0,time_limit,time_limit,-0.009254259057343006,-2.850851580046232,-2.850851580046232,-0.0012853736989200115,0.011635132133960724,0.3,0.3,0.6792452830188679,1.643459119152241,2.111979561754917,6,1.643459119152241,20.000000000000014,0.0032325745975192786,0.0,0.0006489373694842081,0.0,12,0.6,0.32947976878612717,0.35260115606936415,0.3179190751445087,0.32947976878612717,0.35260115606936415,0.3179190751445087,0.5133362499896903,0.07,0.04999999999998295,0.5199569771637714,0.8740761995315552,0.0,0.0,2.2009601172851e-12,0.0,110,54,2.5732897123999967,0.0,1.0,0.0,0.0,0.95675,0.04325000000000001,0.04325000000000001,0.9289902280130293,0.0,0.0,0.0,0.0,0.0,0.11002656472214722,0.001017354067354442,6.3062037980314e-05,0.888893019172518,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012940552672522396,0.0,0.0,0.012940552672522396,0.0,0.0,0.03645997487495318,0.9635400251250468,0.1370012307073921,2.236796259880066,2.236796259880066,2.236796188354492,1.9546103477478027,0.023887653648853303,0.020000000298023225,2.712516689300537,0.04325,0.04296875,0.0,4.830122375488282,1.6700517416000367,0.0,0.0,1,5,0.07600797712802887,0.06596248261630534,0,4,0,True,0.0002,0.0,0.0
7,200,11.54212474822998,20.0,time_limit,time_limit,-0.008942355401813984,-2.7884711245979465,-2.7884711245979465,-0.0012195694725960493,0.009726457297801971,0.3,0.3,0.7264957264957265,2.209539214857042,2.8050181174034723,6,2.209539214857042,20.000000000000014,0.006085063431554316,0.0,0.0012555225637335106,0.0,10,0.5,0.39037433155080214,0.3850267379679144,0.22459893048128343,0.39037433155080214,0.3850267379679144,0.22459893048128343,0.5058512502359226,0.165,2.0,0.5090157938920226,0.8678450584411621,0.0,0.0,3.369041374004511e-12,0.0,114,73,2.9412310283999985,0.0,1.0,0.0,0.0,0.95325,0.04674999999999996,0.04674999999999996,0.8041958041958042,0.0,0.0,0.0,0.0,0.0,0.11522054051543655,0.002154905151040453,8.978880199578284e-05,0.8825347655315273,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.01214852780507035,0.0,0.0,0.01214852780507035,0.0,0.0,0.021111151288292457,0.9788888487117076,-0.031343083338517895,1.0709394655729596,1.0709394655729596,1.070939468710046,1.7899259705292552,0.010018702657697233,0.0893498451301926,1.6298424695667468,0.04675,0.049958881578947366,0.3375240870212254,1.3560469730904228,0.9834100227606924,0.0,0.0,2,19,0.16140012443065643,0.08288464471697789,1,3,0,True,0.0002,0.0,0.0
8,200,12.773171424865723,20.0,time_limit,time_limit,-0.010253867134451866,-3.0507733938836528,-3.0507733938836528,-0.001218399964272976,0.011723619885742664,0.2,0.2,0.6376146788990825,1.8339751882533761,2.169188359077296,4,1.8339751882533761,20.000000000000014,0.0016502432033776962,0.0,0.0002629646337472873,0.0,16,0.8,0.4695121951219512,0.3048780487804878,0.22560975609756098,0.4695121951219512,0.3048780487804878,0.22560975609756098,0.5094882200409192,0.08,0.0,0.5161984123617913,0.8690329134464264,0.0,0.0,1.722338092459419e-12,0.0,87,77,2.4622644459999963,0.0,1.0,0.0,0.0,0.959,0.041000000000000036,0.041000000000000036,0.8313725490196079,0.0,0.0,0.0,0.0,0.0,0.10349668660648347,0.0005666579782828557,4.017946338948037e-05,0.8958964759518442,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012173113808451458,0.0,0.0,0.012173113808451458,0.0,0.0,0.04580134055983106,0.954198659440169,-0.0015582442283630371,6.471246719360352,6.471246719360352,6.47124719619751,1.9858356714248657,0.10520143061876297,0.0714285746216774,4.57148551940918,0.041,0.0546875,0.0,8.474817276000977,5.8917012214660645,0.0,0.0,1,1,0.10520143061876297,0.10520143061876297,0,0,0,True,0.0002,0.0,0.0
9,200,10.767088890075684,20.0,time_limit,time_limit,-0.01081131026148796,-3.1622617546571505,-3.1622617546571505,-0.0012104504276067019,0.011694559827446938,0.15,0.15,0.6930232558139535,2.092821039304512,2.6470694413967473,4,2.092821039304512,20.000000000000014,0.0033339543355875704,0.0,0.000720943246299155,0.0,15,0.75,0.4251497005988024,0.3413173652694611,0.23353293413173654,0.4251497005988024,0.3413173652694611,0.23353293413173654,0.5132832490154542,0.095,1.0,0.5223529642666457,0.8822448253631591,0.0,0.0,2.778231854641544e-12,0.0,96,71,3.012404275199998,0.0,1.0,0.0,0.0,0.95825,0.041749999999999954,0.041749999999999954,0.6958174904942965,0.0,0.0,0.0,0.0,0.0,0.0983169372966289,0.0009827435648091232,8.454704735770822e-05,0.9006157720912044,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012080581814149437,0.0,0.0,0.012080581814149437,0.0,0.0,0.014880304878847355,0.9851196951211527,0.04258366098458117,2.5573316487399014,2.5573316487399014,2.557331594553861,1.6874826171181418,0.01280863227492029,0.08653581481088292,2.807660135355863,0.04175,0.04367897727272727,0.37846392528577283,3.3014693693681196,2.3760898221622813,0.0,0.0,1,11,0.10975957661867142,0.08020750433206558,0,10,0,True,0.0002,0.0,0.0
10,200,12.00508451461792,20.0,time_limit,time_limit,-0.011225623078644276,-3.24512421598307,-3.24512421598307,-0.001240062527358532,0.011502839624881744,0.15,0.15,0.597457627118644,2.3464882967833405,2.4471023306743973,3,2.3464882967833405,20.000000000000014,0.004425941990287779,0.0,0.0009127507101568045,0.0,12,0.6,0.4294117647058823,0.27647058823529413,0.29411764705882354,0.4294117647058823,0.27647058823529413,0.29411764705882354,0.5117261636569165,0.085,0.0,0.5192468833104907,0.8726664304733276,0.0,0.0,2.0840328161103594e-12,0.0,97,73,2.6795500355999984,0.0,1.0,0.0,0.0,0.9575,0.04249999999999998,0.04249999999999998,0.7611607142857143,0.0,0.0,0.0,0.0,0.0,0.10384443790772438,0.0013638904394606677,5.229719671184626e-05,0.8947393744561031,0.0,0,0,0,0.0,unified_mainline,0.0,0.0,-0.012111961832153153,0.0,0.0,0.012111961832153153,0.0,0.0,0.013359555320184088,0.9866404446798159,-0.003196040367973702,3.081796101161412,3.081796101161412,3.0817960943494525,1.8083520174026488,0.014329379452725074,0.06720551763262067,2.1839312979153225,0.0425,0.04296875,0.6461085396951862,2.690679017135075,3.1596345560891286,0.0,0.0,3,35,0.21421433985233307,0.06136419847607611,2,4,0,True,0.0002,0.0,0.0
