episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,23.385233286576824,0.12192616643288412,0.41467350482940674,0.8,0.8,0.8,0.9666666666666667,0.972972972972973,0.36585365853658536,0.3170731707317073,0.3170731707317073,0.4980267907422967,0.08225,0.08225,0.775,0.6390643145825482,55.61279484885634,92.3076923076923,0.2623232164317021,0.9230769230769231,0.2875433368525897,37.25635081498185,-18.356444033874492,7.911627807834766,20,20,3.8263931274414062
1,Random,16.980131549766995,0.08490065774883497,0.0,0.65,0.65,0.65,0.9292035398230089,0.9523809523809523,0.1385,0.149,0.7125,0.6031592222451776,0.11825,0.11825,0.18,1.0,0.0,89.01098901098901,0.24168145160165752,0.8901098901098901,0.27691569729874094,16.980131549766995,16.980131549766995,0.0,20,20,0.0
1,Local-Only,15.138973247561156,0.07569486623780577,0.0,0.7,0.7,0.7,0.9302325581395349,0.0,1.0,0.0,0.0,1.0,0.179,0.179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.138973247561156,15.138973247561156,0.0,20,20,0.0
1,Greedy,9.543579281384874,0.04771789640692437,0.0,0.5,0.5,0.5,0.816,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.815,1.0,0.0,0.0,0.0,0.0,0.0,9.543579281384874,9.543579281384874,0.0,20,20,0.0
1,EFT,15.671374506583145,0.07835687253291573,0.0,0.65,0.65,0.65,0.7583333333333333,0.0,0.97525,0.02475,0.0,1.0,0.0,0.0,2.68,1.0,0.0,0.0,0.0,0.0,0.0,15.671374506583145,15.671374506583145,0.0,20,20,0.0
1,Static,3.92103996262706,0.0196051998131353,0.0,0.4,0.4,0.4,0.6495726495726496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.64,1.0,0.0,0.0,0.0,0.0,0.0,3.92103996262706,3.92103996262706,0.0,20,20,0.0
2,,27.944220160912355,0.14472110080456177,0.14028139216204485,0.9,0.9,0.9,0.9915966386554622,1.0,0.4214876033057851,0.30578512396694213,0.2727272727272727,0.5125451842268812,0.10475,0.10475,0.405,0.8566031617672956,54.235361311534454,81.81818181818183,0.23869691928567666,0.8181818181818182,0.3116861304907295,36.22516437850148,-18.010196933032972,7.691231848224018,20,20,4.042330026626587
3,,26.34796116880072,0.13673980584400358,0.08106686065904796,0.9,0.9,0.9,0.9754098360655737,1.0,0.21311475409836064,0.4098360655737705,0.3770491803278688,0.5033276018572506,0.06325,0.06325,0.855,0.763974569036568,56.066471393289774,78.26086956521739,0.09897294361294659,0.782608695652174,0.14112941642848859,36.99946612008317,-19.067005273206604,8.081318289053804,20,20,3.9777610301971436
4,,22.238874515768092,0.11619437257884047,0.06085272282982866,0.75,0.75,0.75,0.9609375,0.9787234042553191,0.234375,0.390625,0.375,0.49612006905907763,0.0665,0.0665,1.025,0.6207164435479557,57.29610958800905,79.16666666666666,0.2478213013275242,0.7916666666666666,0.3219745880259454,37.92043973729058,-19.375669850718474,8.421501734471066,20,20,3.810863733291626
5,,23.022387702518458,0.12011193851259229,0.06340173051382104,0.75,0.75,0.75,0.9655172413793104,0.9811320754716981,0.2698412698412698,0.2698412698412698,0.4603174603174603,0.5081015850375407,0.1225,0.1225,0.45,0.6214812298137918,55.29904374983045,82.75862068965517,0.36230558469640584,0.8275862068965517,0.4610404704468101,36.936069114036115,-18.362974635794338,8.125744202177621,20,20,3.7726080417633057
6,,24.827075011691655,0.12913537505845826,0.03710867465163271,0.85,0.85,0.85,0.9741379310344828,0.975609756097561,0.13793103448275862,0.5,0.3620689655172414,0.5093711599132512,0.053,0.053,1.195,0.6784536642932385,55.99957829226147,88.09523809523809,0.276780863968188,0.8809523809523809,0.3191556605975734,37.20566779876688,-18.793910493494586,8.207068204139054,20,20,3.7210800647735596
7,,31.535746006484246,0.16267873003242123,0.011308359388882916,0.95,0.95,0.95,1.0,1.0,0.21052631578947367,0.37719298245614036,0.41228070175438597,0.5085643624654039,0.084,0.084,0.61,0.9747225526056019,25.52492152552616,82.97872340425532,0.3567440265135804,0.8297872340425532,0.44389299367613916,36.214967115957855,10.690045590431694,7.672608605533832,20,20,3.6084890365600586
8,,24.539327349399457,0.12769663674699727,0.02326813764559726,0.85,0.85,0.85,0.9596774193548387,0.9787234042553191,0.13934426229508196,0.47540983606557374,0.38524590163934425,0.4999119604714215,0.055,0.055,1.14,0.6628493287497174,57.252106513166126,87.2340425531915,0.18923945875549314,0.8723404255319149,0.22460184386003482,37.83651142923527,-19.415595083930857,8.326092139135133,20,20,3.736992120742798
9,,30.385846334799673,0.15692923167399836,0.002978343544527888,0.95,0.95,0.95,1.0,1.0,0.17073170731707318,0.4065040650406504,0.42276422764227645,0.4980904920385219,0.0625,0.0625,0.82,0.982439364268844,21.022589669208998,82.6923076923077,0.12905252936303516,0.8269230769230769,0.16063268141560255,35.05421031527349,14.03162064606449,8.518028443333671,20,20,3.5766687393188477
