episode,step,veh_id,target,power,reward,q_len
1,0,0,1,0.575,-0.000,0
1,0,1,1,0.156,-0.000,0
1,0,2,1,0.119,-0.000,0
1,0,3,1,0.816,-0.000,0
1,0,4,1,0.423,-0.000,0
1,0,5,0,0.781,-0.000,0
1,0,6,1,0.386,-0.000,0
1,0,7,1,0.575,-0.000,0
1,0,8,1,0.582,-0.000,0
1,0,9,1,0.199,-0.000,0
1,0,10,1,0.868,-0.000,0
1,0,11,1,0.927,-0.000,0
1,1,0,1,0.346,-0.000,0
1,1,1,1,0.908,-0.000,0
1,1,2,1,0.235,-0.000,0
1,1,3,1,0.870,-0.000,0
1,1,4,1,0.402,-0.000,0
1,1,5,1,0.672,-0.000,0
1,1,6,1,0.416,-0.000,0
1,1,7,1,0.633,-0.000,0
1,1,8,1,0.382,-0.000,0
1,1,9,1,0.026,-0.000,0
1,1,10,1,0.737,-0.000,0
1,1,11,1,0.405,-0.000,0
1,2,0,1,0.586,0.000,0
1,2,1,1,0.593,0.000,0
1,2,2,1,0.716,0.000,0
1,2,3,1,0.714,0.000,0
1,2,4,1,0.540,0.000,0
1,2,5,1,0.432,0.000,0
1,2,6,0,0.802,0.000,0
1,2,7,1,0.617,0.000,0
1,2,8,0,0.364,0.000,0
1,2,9,1,0.223,0.000,0
1,2,10,1,0.846,0.000,0
1,2,11,1,0.186,0.000,0
1,3,0,1,0.634,0.000,0
1,3,1,1,0.076,0.000,0
1,3,2,1,0.366,0.000,0
1,3,3,1,0.483,0.000,0
1,3,4,1,0.290,0.000,0
1,3,5,1,0.576,0.000,0
1,3,6,1,0.677,0.000,0
1,3,7,1,0.693,0.000,0
1,3,8,1,0.709,0.000,0
1,3,9,1,0.084,0.000,0
1,3,10,1,0.440,0.000,0
1,3,11,1,0.589,0.000,0
1,4,0,1,0.784,-0.000,0
1,4,1,1,0.355,-0.000,0
1,4,2,1,0.740,-0.000,0
1,4,3,1,0.515,-0.000,0
1,4,4,1,0.531,-0.000,0
1,4,5,1,0.496,-0.000,0
1,4,6,1,0.655,-0.000,0
1,4,7,1,0.798,-0.000,0
1,4,8,1,0.536,-0.000,0
1,4,9,1,0.855,-0.000,0
1,4,10,1,0.424,-0.000,0
1,4,11,1,0.910,-0.000,0
1,5,0,1,0.323,-0.000,0
1,5,1,1,0.528,-0.000,0
1,5,2,1,0.958,-0.000,0
1,5,3,1,0.611,-0.000,0
1,5,4,1,0.899,-0.000,0
1,5,5,1,0.616,-0.000,0
1,5,6,0,0.483,-0.000,0
1,5,7,1,0.440,-0.000,0
1,5,8,1,0.470,-0.000,0
1,5,9,1,0.256,-0.000,0
1,5,10,0,0.761,-0.000,0
1,5,11,1,0.529,-0.000,0
1,6,0,1,0.181,-0.000,0
1,6,1,1,0.743,-0.000,0
1,6,2,1,0.889,-0.000,0
1,6,3,1,0.589,-0.000,0
1,6,4,1,0.845,-0.000,0
1,6,5,1,0.448,-0.000,0
1,6,6,1,0.758,-0.000,0
1,6,7,1,0.519,-0.000,0
1,6,8,1,0.710,-0.000,0
1,6,9,1,0.628,-0.000,0
1,6,10,1,0.710,-0.000,0
1,6,11,1,0.589,-0.000,0
1,7,0,1,0.642,0.000,0
1,7,1,1,0.009,0.000,0
1,7,2,1,0.590,0.000,0
1,7,3,1,0.877,0.000,0
1,7,4,1,0.126,0.000,0
1,7,5,1,0.199,0.000,0
1,7,6,1,0.138,0.000,0
1,7,7,1,0.090,0.000,0
1,7,8,1,0.561,0.000,0
1,7,9,1,0.362,0.000,0
1,7,10,1,0.871,0.000,0
1,7,11,1,0.715,0.000,0
1,8,0,1,0.360,0.000,0
1,8,1,1,0.697,0.000,0
1,8,2,1,0.558,0.000,0
1,8,3,1,0.522,0.000,0
1,8,4,1,0.826,0.000,0
1,8,5,1,0.251,0.000,0
1,8,6,1,0.619,0.000,0
1,8,7,1,0.209,0.000,0
1,8,8,1,0.360,0.000,0
1,8,9,1,0.795,0.000,0
1,8,10,1,0.630,0.000,0
1,8,11,1,0.394,0.000,0
1,9,0,1,0.572,-0.000,0
1,9,1,1,0.552,-0.000,0
1,9,2,1,0.650,-0.000,0
1,9,3,1,0.711,-0.000,0
1,9,4,1,0.624,-0.000,0
1,9,5,1,0.655,-0.000,0
1,9,6,1,0.455,-0.000,0
1,9,7,1,0.332,-0.000,0
1,9,8,1,0.877,-0.000,0
1,9,9,1,0.352,-0.000,0
1,9,10,1,0.701,-0.000,0
1,9,11,1,0.514,-0.000,0
1,10,0,1,0.478,-0.000,0
1,10,1,1,0.540,-0.000,0
1,10,2,1,0.753,-0.000,0
1,10,3,1,0.698,-0.000,0
1,10,4,1,0.182,-0.000,0
1,10,5,1,0.649,-0.000,0
1,10,6,1,0.602,-0.000,0
1,10,7,1,0.278,-0.000,0
1,10,8,1,0.614,-0.000,0
1,10,9,1,0.459,-0.000,0
1,10,10,1,0.574,-0.000,0
1,10,11,1,0.869,-0.000,0
1,11,0,1,0.364,-0.000,0
1,11,1,1,0.182,-0.000,0
1,11,2,1,0.325,-0.000,0
1,11,3,1,0.183,-0.000,0
1,11,4,1,0.972,-0.000,0
1,11,5,1,0.517,-0.000,0
1,11,6,1,0.691,-0.000,0
1,11,7,1,0.721,-0.000,0
1,11,8,1,0.241,-0.000,0
1,11,9,1,0.503,-0.000,0
1,11,10,1,0.081,-0.000,0
1,11,11,1,0.478,-0.000,0
1,12,0,0,0.295,0.000,0
1,12,1,1,0.561,0.000,0
1,12,2,0,0.384,0.000,0
1,12,3,1,0.264,0.000,0
1,12,4,1,0.512,0.000,0
1,12,5,1,0.572,0.000,0
1,12,6,1,0.200,0.000,0
1,12,7,1,0.400,0.000,0
1,12,8,1,0.206,0.000,0
1,12,9,1,0.400,0.000,0
1,12,10,1,0.163,0.000,0
1,12,11,1,0.336,0.000,0
1,13,0,1,0.154,0.000,0
1,13,1,1,0.703,0.000,0
1,13,2,0,0.528,0.000,0
1,13,3,1,0.474,0.000,0
1,13,4,1,0.845,0.000,0
1,13,5,1,0.679,0.000,0
1,13,6,1,0.757,0.000,0
1,13,7,1,0.670,0.000,0
1,13,8,1,0.451,0.000,0
1,13,9,1,0.288,0.000,0
1,13,10,1,0.663,0.000,0
1,13,11,1,0.295,0.000,0
1,14,0,1,0.063,-0.000,0
1,14,1,1,0.154,-0.000,0
1,14,2,1,0.506,-0.000,0
1,14,3,1,0.836,-0.000,0
1,14,4,1,0.476,-0.000,0
1,14,5,1,0.271,-0.000,0
1,14,6,1,0.377,-0.000,0
1,14,7,1,0.752,-0.000,0
1,14,8,1,0.383,-0.000,0
1,14,9,1,0.380,-0.000,0
1,14,10,1,0.191,-0.000,0
1,14,11,0,0.106,-0.000,0
1,15,0,1,0.352,0.000,0
1,15,1,1,0.626,0.000,0
1,15,2,1,0.708,0.000,0
1,15,3,1,0.677,0.000,0
1,15,4,1,0.211,0.000,0
1,15,5,1,0.746,0.000,0
1,15,6,1,0.225,0.000,0
1,15,7,1,0.698,0.000,0
1,15,8,1,0.462,0.000,0
