episode,steps,elapsed_sec,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,dT_mean,cft_prev_rem_mean,cft_curr_rem_mean,dCFT_abs_mean,dCFT_abs_p95,dCFT_rem_mean,dCFT_rem_p95,dt_used_mean,implied_dt_mean,dT_eff_mean,dT_eff_p95,energy_norm_mean,energy_norm_p95,t_tx_mean,reward_step_p95,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,200,11.789132356643677,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,114,-0.040880631655454636,0.0004539131186902523,0.07489439211785787,-2.9679973125457764,1.6390929222106934,0.11560313403606415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.2,0.2,0.7017543859649122,0.8,0.0,0.0,0.24742268041237114,0.36082474226804123,0.3917525773195876,0.24742268041237114,0.36082474226804123,0.3917525773195876,,,1.5908840227127075,0.01198125177063048,0.17770833333333333,0.0002335259939233462,19.061951382954916,0.4989234983921051,0.3647939294576645,1.5908840227127075,-1.5908840227127075,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
2,200,10.633325099945068,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,123,0.011032010428607464,0.00021800724789500237,0.11779577657580317,-0.9997819662094116,2.0076334476470947,0.07919751852750778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.4,0.4,0.8373983739837398,0.6,0.0,0.0,0.28695652173913044,0.2782608695652174,0.43478260869565216,0.28695652173913044,0.2782608695652174,0.43478260869565216,,,1.6063389937082926,0.007550673031558593,0.18880208333333334,-0.002840581933657328,24.83224750518799,0.4960625179608663,0.3420806723833084,1.6063389937082926,-1.6063389937082926,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
3,200,9.468698740005493,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,130,0.11700558662414551,7.05397833371535e-05,1.502863311767578,-1.4880762100219727,3.088996648788452,0.1319727748632431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.8,0.8,0.9692307692307692,0.2,0.0,0.0,0.32061068702290074,0.15267175572519084,0.5267175572519084,0.32061068702290074,0.15267175572519084,0.5267175572519084,,,1.612574135462443,0.011872983919456601,0.12875,-0.004074818330506483,28.397521832784015,0.4451354897022247,0.39955110430717466,1.612574135462443,-1.612574135462443,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
4,200,9.878978967666626,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,124,0.08594100922346115,0.00014410658332053572,0.5025186955928799,-0.9753557443618774,3.0548014640808105,0.10467176139354706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.7,0.7,0.9193548387096774,0.3,0.0,0.0,0.3140495867768595,0.18181818181818182,0.5041322314049587,0.3140495867768595,0.18181818181818182,0.5041322314049587,,,1.6061358165740967,0.00895712203035752,0.12604166666666666,-0.0019262220958868662,22.145569864908854,0.2924704001347224,0.4088723317782084,1.6061358165740967,-1.6061358165740967,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
5,200,9.606842517852783,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,115,0.11086296290159225,7.204230496427044e-05,1.5063687264919279,-0.9985324740409851,3.0350167751312256,0.13567093014717102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.8,0.8,0.9391304347826087,0.2,0.0,0.0,0.2542372881355932,0.1440677966101695,0.6016949152542372,0.2542372881355932,0.1440677966101695,0.6016949152542372,,,1.5557335488001505,0.006887286864221096,0.07520833333333334,-0.001093301164607207,18.000796337127685,0.22255836645762125,0.46497056643168133,1.5557335488001505,-1.5557335488001505,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
6,200,9.311212301254272,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,121,0.12917588651180267,3.575990194804035e-05,0.2705197051167437,-0.9861598610877991,4.523079872131348,0.13903748989105225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.85,0.85,0.9752066115702479,0.15,0.0,0.0,0.30158730158730157,0.11904761904761904,0.5793650793650794,0.30158730158730157,0.11904761904761904,0.5793650793650794,,,1.5384514617919922,0.006810233971724908,0.10453125,-0.004705503849933545,11.996749477386475,0.1134966729208827,0.4834274192651113,1.5384514617919922,-1.5384514617919922,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
7,200,10.265563726425171,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,122,0.07287286967039108,0.00018283494864590466,0.25258239209651834,-1.0155483484268188,4.513935565948486,0.11227574199438095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.65,0.65,0.8934426229508197,0.35,0.0,0.0,0.31932773109243695,0.17647058823529413,0.5042016806722689,0.31932773109243695,0.17647058823529413,0.5042016806722689,,,1.5535777870814005,0.006676989197731018,0.08901041666666666,0.0005013313268621763,16.081799608866373,0.14367764189839363,0.4984105626742045,1.5535777870814005,-1.5535777870814005,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
8,200,10.052121639251709,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,122,0.0622844398021698,0.00017081723490264267,0.19523736685514445,-1.4969812631607056,3.105670213699341,0.11583709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.6,0.6,0.9098360655737705,0.4,0.0,0.0,0.2,0.18333333333333332,0.6166666666666667,0.2,0.18333333333333332,0.6166666666666667,,,1.5749249696731566,0.009475065406101445,0.10276041666666667,0.0029908039048314097,16.889349352518717,0.17414951391285285,0.6883013927936554,1.5749249696731566,-1.5749249696731566,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
9,200,11.212332010269165,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,122,0.010547356680035591,0.0003839459677692503,0.12862633839249604,-2.996664047241211,3.0054337978363037,0.11849287897348404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.4,0.4,0.7704918032786885,0.6,0.0,0.0,0.29906542056074764,0.21495327102803738,0.48598130841121495,0.29906542056074764,0.21495327102803738,0.48598130841121495,,,1.5785178422927857,0.006938376243536671,0.09369791666666667,0.0025028583904107412,22.049098383585612,0.27933096200227736,0.8063338832060496,1.5785178422927857,-1.5785178422927857,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
10,200,9.468416929244995,42,False,True,time_limit,,20.000000000000014,,,,,,,,20,20,112,0.1304769665002823,3.317046503070742e-05,1.503418987989425,3.317046503070742e-05,3.1408584117889404,0.1304769665002823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000014,,,0.0,0.85,0.85,0.9732142857142857,0.15,0.0,0.0,0.2605042016806723,0.10084033613445378,0.6386554621848739,0.2605042016806723,0.10084033613445378,0.6386554621848739,,,1.5617356204986572,0.009455596107679109,0.08510416666666666,0.00019823562974731127,12.375800870259603,0.13595538499765097,0.534230786561966,1.5617356204986572,-1.5617356204986572,0.0,0.0,0.0,0.0,nan,0.0,0.0,,,,True,-1.0,0.0,0.0
