task_success_rate_mean,task_success_rate_std,task_success_rate_cv,deadline_miss_rate_mean,deadline_miss_rate_std,deadline_miss_rate_cv,decision_rsu_frac_mean,decision_rsu_frac_std,decision_rsu_frac_cv,decision_v2v_frac_mean,decision_v2v_frac_std,decision_v2v_frac_cv,no_task_rate_mean,no_task_rate_std,no_task_rate_cv,trust_failure_rate_mean,trust_failure_rate_std,trust_failure_rate_cv,rho_selected_p10_mean,rho_selected_p10_std,rho_selected_p10_cv,reward_mean_mean,reward_mean_std,reward_mean_cv,entropy_mean,entropy_std,entropy_cv,approx_kl_mean,approx_kl_std,approx_kl_cv,clip_frac_mean,clip_frac_std,clip_frac_cv
0.8817500000000001,0.07369935873117844,0.08358305488811497,0.11825,0.07369935873117842,0.6232503856907233,0.00033871726188699645,0.0012244310055209299,3.6148951600649917,0.000293085489471839,0.0010715452742691425,3.656071885811376,0.2483469275210084,0.03621939997280736,0.14584194855360758,0.015,0.1110706235558501,7.404707743409491,0.0675,0.1712905492469056,2.5376377290261902,0.11740188257768747,0.02858467754040855,0.2434771629664138,0.0,0.0,0.0,0.0003657845937627745,0.001927148714046451,5.268519993426199,0.000490653146058316,0.0013522694854049362,2.7560543333189607
