episodes,episode_min,episode_max,r_interf_min,r_interf_p50,r_interf_p95,r_interf_max,r_total_min,r_total_p50,r_total_p95,r_total_max,reward_mean_min,reward_mean_p50,reward_mean_p95,reward_mean_max,task_success_rate_min,task_success_rate_p50,task_success_rate_p95,task_success_rate_max,deadline_miss_rate_min,deadline_miss_rate_p50,deadline_miss_rate_p95,deadline_miss_rate_max,decision_rsu_frac_min,decision_rsu_frac_p50,decision_rsu_frac_p95,decision_rsu_frac_max,decision_v2v_frac_min,decision_v2v_frac_p50,decision_v2v_frac_p95,decision_v2v_frac_max,no_task_rate_min,no_task_rate_p50,no_task_rate_p95,no_task_rate_max,I_total_p95_min,I_total_p95_p50,I_total_p95_p95,I_total_p95_max,I_caused_p95_min,I_caused_p95_p50,I_caused_p95_p95,I_caused_p95_max
600,1,600,-0.5380237125764125,-5.249805859715569e-05,0.0,0.0,-0.5682782006027479,-0.0269300065463106,0.15520429862092552,0.2045986710662499,-0.5682781934738159,-0.0269302297383546,0.15520428717136378,0.2045986652374267,0.0,0.32499999999999996,0.95,1.0,0.0,0.675,1.0,1.0,0.0,0.05413961038961035,0.26323529411764696,0.390728476821192,0.0,0.11437908496732024,0.646377331420373,0.7727272727272727,0.15,0.9356295253419148,0.9770125,0.9835,0.0,3.672491488432985e-12,1.6066046606976957e-09,3.45915827892892e-07,0.0,3.672491488432985e-12,1.6066046606976957e-09,3.45915827892892e-07
