episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,best_mode_local_rate,best_mode_rsu_rate,best_mode_v2v_rate,oracle_match_rate,oracle_match_eps_abs_rate,oracle_match_eps_rel_rate,action_regret_mean,action_regret_p95,oracle_rsu_chosen_v2v_rate,oracle_v2v_chosen_rsu_rate,oracle_v2v_chosen_v2v_rate,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,-1.1955730256770802,-0.0006519100855902673,904.7274536132812,0.1,0.1,0.1,0.5522388059701493,0.6666666666666666,0.27848101265822783,0.5126582278481012,0.2088607594936709,0.5019169515635198,0.015166666666666667,0.015166666666666667,0.11666666666666667,0.4474279345801042,0.8556298192032201,39.39393939393939,-3.2751223157426,0.3939393939393939,0.05572263200580948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45174996464173217,-0.40387985456148795,1.6362442374532438,20,20,26.611974000930786
2,,-0.7717781945075954,0.0007607393516413484,272.53880004882814,0.6,0.6,0.6,0.7761194029850746,0.8846153846153846,0.37857142857142856,0.40714285714285714,0.21428571428571427,0.5002064772451607,0.0018333333333333333,0.0018333333333333333,0.05,0.2204654795721444,1.2923722133345206,46.666666666666664,-16.01898878052618,0.4666666666666667,0.014128233744922059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.99101222826356,-0.3013599850709606,2.090611078774585,20,20,17.259761095046997
3,,-1.021985696746096,-7.328565582032035e-05,546.38974609375,0.15,0.15,0.15,0.7013888888888888,0.8076923076923077,0.39416058394160586,0.35036496350364965,0.25547445255474455,0.4987606405348827,0.059666666666666666,0.059666666666666666,0.13666666666666666,0.0051798137708446365,1.0573551107843069,52.85714285714286,-217.68213759200222,0.5285714285714286,0.1346515629981485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.829424522049802,-0.22793058873450478,2.038726534619832,20,20,21.706449031829834
4,,-0.949824749602461,0.0001672508346584634,52.580142974853516,0.45,0.45,0.45,0.7746478873239436,0.8867924528301887,0.4,0.3452054794520548,0.2547945205479452,0.500926611566334,0.09416666666666666,0.09416666666666666,0.16333333333333333,0.033117737067944686,0.8846124492201538,40.86021505376344,-12.174760928234022,0.40860215053763443,0.1595448351625437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6515219885863069,-0.23309046063384684,1.7275416233341718,20,20,24.21152114868164
5,,-0.8876362765223181,0.00037454574492560606,203.6836151123047,0.3,0.3,0.3,0.5985663082437276,0.6578947368421053,0.3890909090909091,0.4036363636363636,0.20727272727272728,0.5006201813376199,0.051,0.051,0.18,0.07604997867346772,1.3707909006768872,38.59649122807017,-21.671649643296895,0.38596491228070173,0.07857229254680033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9368285086473945,-0.4339623920294928,1.7167756622862778,20,20,31.986117839813232
6,,0.2575994728075315,0.0025504898297775396,188.05687561035157,0.75,0.75,0.75,0.9083969465648855,0.8125,0.328,0.416,0.256,0.49298978089124407,0.010396039603960397,0.010396039603960397,0.04950495049504951,0.3926635295374081,0.7689721975741439,40.625,-0.412908011847936,0.40625,0.01733212847158999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4682161467486552,-0.30075605082548873,2.1358962068582628,20,20,5.978171110153198
7,,0.4487202839178109,0.04487202839178109,38.38350830078125,1.0,1.0,1.0,1.0,1.0,0.390625,0.421875,0.1875,0.5031140923500061,0.085,0.085,0.5,0.9994936788962935,0.03987490088931067,41.66666666666667,-0.0037879265801830353,0.4166666666666667,0.009513194501970797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46502376316534283,0.42514886227603216,2.313423058858437,20,20,1.0295557975769043
8,,-0.8138888319232007,0.0006203705602559978,22.88477783203125,0.6,0.6,0.6,0.8324873096446701,0.90625,0.4182692307692308,0.3942307692307692,0.1875,0.5002815265100604,0.03166666666666667,0.03166666666666667,0.12,0.18775357615234006,1.3731516765290563,38.46153846153847,-2.3355265928834754,0.38461538461538464,0.07146111261227608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8160549986605544,-0.557096677868502,2.321028257960999,20,20,14.956490993499756
9,,-0.77803958646087,0.0007398680451304333,15.864670372009277,0.7,0.7,0.7,0.8814432989690721,0.9736842105263158,0.3817427385892116,0.4107883817427386,0.2074688796680498,0.49781994817297287,0.028666666666666667,0.028666666666666667,0.12666666666666668,0.20438235196792276,1.6038070776075415,42.0,-0.34602269016035864,0.42,0.09124035667010488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8524193603578926,-0.7513877172496488,2.2368298216828313,20,20,17.386375904083252
10,,-0.5209534690870454,0.0015968217697098486,1.4256529808044434,0.9,0.9,0.9,0.9175257731958762,1.0,0.46062992125984253,0.3858267716535433,0.15354330708661418,0.49952234767680054,0.035666666666666666,0.035666666666666666,0.12333333333333334,0.6997371620352287,1.4672213644765528,51.28205128205128,0.027075884388483604,0.5128205128205128,0.1423490604390309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2122516980455265,-0.2549696664310264,2.4372403820150037,20,20,14.112240076065063
11,,-0.7997922395844023,0.0006673592013853257,89.48914031982422,0.45,0.45,0.45,0.8812260536398467,0.9032258064516129,0.40993788819875776,0.468944099378882,0.12111801242236025,0.4998782756887376,0.075,0.075,0.35,0.18895103760888138,1.1358928070293441,64.1025641025641,0.014324278697462353,0.6410256410256411,0.10277999913562462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8968558347006265,-0.23903697232871773,2.3384076985080604,20,20,19.4377338886261
12,,-0.8936595094785491,0.0003544683017381698,165.944140625,0.5,0.5,0.5,0.7875457875457875,0.9354838709677419,0.37920489296636084,0.46788990825688076,0.1529051987767584,0.5013634279691614,0.0505,0.0505,0.19,0.07101176879800675,1.5440778904306018,44.0,-0.6869718640000255,0.44,0.07252163001485197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8613254611846678,-0.6827524292459339,2.0480362435918487,20,20,23.22737979888916
13,,-0.7433719088412134,0.0008554269705292886,4.0274358749389645,0.65,0.65,0.65,0.8232558139534883,0.9259259259259259,0.3953488372093023,0.43410852713178294,0.17054263565891473,0.5032749427990445,0.03716666666666667,0.03716666666666667,0.11666666666666667,0.27829228866845146,1.3487556186151008,61.36363636363637,-0.06030719665667863,0.6136363636363636,0.07361966223236216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8281323097957141,-0.5206233088193868,2.017905725254525,20,20,19.476651191711426
14,,-0.548283076981071,0.0015057230767297632,2.260568904876709,0.85,0.85,0.85,0.9140625,1.0,0.4444444444444444,0.45751633986928103,0.09803921568627451,0.5016648108741889,0.0036666666666666666,0.0036666666666666666,0.016666666666666666,0.6730623932243703,1.211546379384489,66.66666666666666,0.001570048013577688,0.6666666666666666,0.01754457473518567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9197829826242733,-0.29176339676021573,1.9552229200611133,20,20,15.900032997131348
