episode,steps,elapsed_sec,reward_mode,seed,terminated,truncated,termination_reason,time_limit_rate,episode_time_seconds,mean_cft_est,mean_cft_completed,vehicle_cft_count,cft_est_valid,deadline_gamma,deadline_seconds,critical_path_cycles,episode_vehicle_count,episode_task_count,total_subtasks,reward_mean,reward_p50,reward_p95,reward_min,reward_max,reward_abs_mean,mean_cft,delta_cft_rem_mean,delta_cft_rem_p95,mean_cft_rem,success_rate_end,task_success_rate,subtask_success_rate,deadline_miss_rate,illegal_action_rate,hard_trigger_rate,decision_local_frac,decision_rsu_frac,decision_v2v_frac,decision_frac_local,decision_frac_rsu,decision_frac_v2v,power_ratio_mean,power_ratio_p95,entropy,approx_kl,clip_frac,policy_loss,value_loss,total_loss,grad_norm,policy_entropy,entropy_loss,avail_L,avail_R,avail_V,neighbor_count_mean,best_v2v_rate_mean,best_v2v_valid_rate,v2v_beats_rsu_rate,mean_cost_gap_v2v_minus_rsu,mean_cost_rsu,mean_cost_v2v,time_limit_penalty_applied,time_limit_penalty_value,remaining_time_seconds_used,remaining_ratio_used
1,300,18.48762035369873,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.317743301391602,,13,True,2.887843063737857,1.4948118069612673,465613487.0957507,13,13,150,0.011176851578056812,-8.777324183029123e-06,8.10377168818377e-05,-5.4025564168114215e-05,0.8498319387435913,0.0108898065186153,15.000000000000078,0.0007458062641217605,5.402514332406334e-06,0.3230654241641274,0.0,0.0,0.18,1.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48148148148148145,0.5185185185185185,0.0,0.48054879117343163,0.8372069001197815,0.5831946435159651,0.0172153402557436,0.1557112068965517,0.0002167840961944954,0.02301095432932047,5.836820767807036e-05,0.44784750538910256,0.5831946435159651,-0.5831946435159651,1.0,1.0,0.9999747474747475,11.408183760683766,669318350.8350102,1.0,0.0,0.022522345563696672,0.005897109759825864,0.028419455323522563,False,0.0,0.0,0.0
2,300,14.888520002365112,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.244392463139132,,14,True,3.102678220815156,1.522880386171298,505439191.7202497,14,14,181,0.026991726830601692,-1.1425708180468064e-05,0.12680680528283123,-0.24841320514678955,1.5544483661651611,0.026993896043520607,15.000000000000078,0.0018012250812802233,0.008639055084548854,0.23396497692088652,0.07142857142857142,0.07142857142857142,0.3425414364640884,0.8571428571428571,0.0,0.0,0.1935483870967742,0.8064516129032258,0.0,0.1935483870967742,0.8064516129032258,0.0,0.502930194199566,0.841381847858429,0.5909419690569242,0.005805921639936666,0.12825520833333334,-0.004033498543625076,0.12482564433982285,0.046560484613291916,0.5665648171678186,0.5909419690569242,-0.5909419690569242,1.0,1.0,0.9999567099567099,11.867582417582417,627037920.8164347,1.0,0.0,0.021822209154269027,0.005645767669965463,0.027467976824234464,False,0.0,0.0,0.0
3,300,19.285029888153076,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.314188957214355,,14,True,2.9768270256109446,1.5953396338386714,467806183.1899255,14,14,163,0.018224267289042473,-9.106063771469053e-06,0.00012748427980113775,-0.8930373191833496,2.1200273036956787,0.02199854497028521,15.000000000000078,0.0012171966667573093,8.498951595877308e-06,0.30180140405892436,0.0,0.0,0.24539877300613497,1.0,0.0,0.0,0.35,0.65,0.0,0.35,0.65,0.0,0.4936443667858839,0.8260916471481323,0.5945968685611602,0.010128987841345671,0.13218245967741934,0.0005133596789692679,0.07248834158282637,0.024865593045814743,0.5193322930905607,0.5945968685611602,-0.5945968685611602,1.0,1.0,1.0,12.297857142857136,558725775.4330078,1.0,0.0,0.023589690206296036,0.005859342323872864,0.029449032530168853,False,0.0,0.0,0.0
4,300,18.399614810943604,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.231344731648768,,15,True,2.90293747074653,1.4770006665441469,398596583.8727779,15,15,149,0.0322406068444252,-6.5941576394834556e-06,0.13787134289741557,-1.8369401004747488e-05,1.9160479307174683,0.029732084715290222,15.000000000000078,0.002151504026512083,0.011393946848372118,0.23574078188002015,0.06666666666666667,0.06666666666666667,0.38926174496644295,0.9333333333333333,0.0,0.0,0.25862068965517243,0.7413793103448276,0.0,0.25862068965517243,0.7413793103448276,0.0,0.4470861276675915,0.8379160165786743,0.603519788286725,0.006823998627817777,0.08689805327868852,-0.0017724859444271835,0.12725187842848665,0.049783057933978615,0.6814526294770299,0.603519788286725,-0.603519788286725,1.0,1.0,0.9971659451659465,11.994190476190495,559402624.5626265,1.0,0.0,0.025237736740655464,0.006118016121733148,0.03135575286238852,False,0.0,0.0,0.0
5,300,18.771246910095215,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.399432182312012,,15,True,3.1868902100400773,1.799370156860443,466360248.1985548,15,15,178,0.011191973462700844,-6.9890902523184195e-06,0.0001013311994029209,-4.34279500041157e-05,1.077773094177246,0.01055536012214344,15.000000000000078,0.0007471010119074273,6.755413500657548e-06,0.400780133008948,0.0,0.0,0.1797752808988764,1.0,0.0,0.0,0.46875,0.53125,0.0,0.46875,0.53125,0.0,0.40733634517528117,0.7360246777534485,0.6041121780872345,0.006245011916063482,0.11866034836065574,-0.000622015942620938,0.024264978914288804,-0.0005717700248065054,0.5612992970120223,0.6041121780872345,-0.6041121780872345,1.0,1.0,1.0,11.93583882783878,528668179.1920553,1.0,0.0,0.02783030825046895,0.0057211784026448935,0.03355148665311381,False,0.0,0.0,0.0
6,300,20.58511757850647,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.350488662719727,,17,True,2.886879115144267,1.7393784362479467,467276603.37772375,17,17,197,0.022317366674542427,-8.148201231961139e-06,0.11862803921103478,-8.96305573405698e-05,0.885914146900177,0.02011733385125275,15.000000000000078,0.0014885760019430216,0.007919301827259403,0.35120581646759413,0.0,0.0,0.27411167512690354,1.0,0.0,0.0,0.3148148148148148,0.6851851851851852,0.0,0.3148148148148148,0.6851851851851852,0.0,0.4318513663278686,0.7740218639373779,0.6043675655304496,0.0054508081069146634,0.0826142723880597,-0.003395257969456377,0.06003371689906483,0.014534249738442586,0.5183288484478175,0.6043675655304496,-0.6043675655304496,1.0,1.0,1.0,13.129773468361694,624162327.6547605,1.0,0.0,0.024820694573328105,0.0060354816423624546,0.03085617621569063,False,0.0,0.0,0.0
7,300,17.248475790023804,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.2156209264483,,14,True,3.03404260640828,1.6816504382447053,498892777.3821144,14,14,171,0.048046015202999115,-5.270221208775183e-06,0.19036603495478632,-1.1169949769973755,1.7640541791915894,0.05467404855027114,15.000000000000078,0.003206003972582084,0.01278008935184375,0.1905777245300669,0.2857142857142857,0.2857142857142857,0.5730994152046783,0.6428571428571429,0.0,0.0,0.11224489795918367,0.8877551020408163,0.0,0.11224489795918367,0.8877551020408163,0.0,0.5063930589477627,0.9480878114700317,0.5901689092841065,0.007711966959106033,0.026384320175438597,-0.003552251838539776,0.3090874864107096,0.13918811273597703,1.4606934808717484,0.5901689092841065,-0.5901689092841065,1.0,1.0,0.9997161172161172,11.216913919413933,568726079.8093548,1.0,0.0,0.025600514877710263,0.006634756047461939,0.03223527092517223,False,0.0,0.0,0.0
8,300,16.920735120773315,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.13861717496603,,14,True,2.7292126318505803,1.3270504545112465,474188882.9486026,14,14,163,0.05636497959494591,-1.1925099897780456e-05,0.36118579059839256,-1.3219692707061768,2.183987855911255,0.06964948633875406,15.000000000000078,0.003761828007680131,0.024496677645430735,0.14978500849868623,0.42857142857142855,0.42857142857142855,0.7116564417177914,0.5714285714285714,0.0,0.0,0.0603448275862069,0.9310344827586207,0.008620689655172414,0.0603448275862069,0.9310344827586207,0.008620689655172414,0.5011059390380979,0.870728611946106,0.5834964077200806,0.0022088304650152856,0.01493969298245614,-0.0021510150226388583,0.28964680895666806,0.13100246194619358,1.679162684828043,0.5834964077200806,-0.5834964077200806,1.0,1.0,0.9972902097902073,11.083012820512801,583675693.9425792,1.0,0.00027329871549603714,0.02084910358949718,0.008956868996060973,0.029805972585558102,False,0.0,0.0,0.0
9,300,17.968015909194946,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.040386708577527,,15,True,2.8793727613607825,1.6748296440313486,442632795.5411554,15,15,162,0.18691159784793854,5.912778306083055e-06,1.3655467629432683,-1.1891083717346191,4.053358554840088,0.1993021777989136,15.000000000000078,0.012465550500632753,0.0932465416092111,0.04875305959037989,0.6666666666666666,0.6666666666666666,0.8950617283950617,0.3333333333333333,0.0,0.0,0.041379310344827586,0.9586206896551724,0.0,0.041379310344827586,0.9586206896551724,0.0,0.5019960510448135,0.9125049114227295,0.5702504229450983,0.0038116690250010127,0.02058531746031746,-0.00025487775426535377,4.194762412044737,2.085721309695925,5.729106672817752,0.5702504229450983,-0.5702504229450983,1.0,1.0,0.9963694083694107,12.108727716727715,556198912.0393227,1.0,0.0,0.019519175951851625,0.010148860045084244,0.029668035996935842,False,0.0,0.0,0.0
10,300,16.522070169448853,delta_cft,7,False,True,time_limit,1.0,15.000000000000078,15.012574536459855,,14,True,3.0581991937475377,1.5281570399030158,441541146.2950117,14,14,158,0.22125743329524994,-2.0347123381725396e-06,2.0809058904647832,-3.5910282135009766,5.533614635467529,0.26329968290155525,15.000000000000078,0.014754915134002951,0.13872073515604044,0.024580338572315494,0.8571428571428571,0.8571428571428571,0.9493670886075949,0.14285714285714285,0.0,0.0,0.013333333333333334,0.9866666666666667,0.0,0.013333333333333334,0.9866666666666667,0.0,0.4782819994399324,0.8264901041984558,0.5687099861896644,0.0032776993703318097,0.03939353813559322,0.00010690747728666006,9.763710438700045,4.870587954834356,8.948668587258307,0.5687099861896644,-0.5687099861896644,1.0,1.0,0.99997668997669,11.432545787545804,581997566.6442981,1.0,0.0005295207836907599,0.017502280779147263,0.01103777484917883,0.02854005562832613,False,0.0,0.0,0.0
