episode,policy,total_reward,avg_step_reward,loss,veh_success_rate,vehicle_success_rate,task_success_rate,subtask_success_rate,v2v_subtask_success_rate,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_queue_len,avg_veh_queue,avg_rsu_queue,ma_fairness,ma_reward_gap,ma_collaboration,v2v_gain_mean,v2v_gain_pos_rate,v2v_gain_pos_mean,max_agent_reward,min_agent_reward,avg_assigned_cpu_ghz,episode_vehicle_count,episode_task_count,duration
1,,-22.494673356453852,-0.19560585527351176,0.0,0.0,0.0,0.0,0.07017543859649122,0.35135135135135137,0.13043478260869565,0.021739130434782608,0.8478260869565217,0.49442380770514516,0.0,0.0,0.0,0.36074933819907307,128.85133091690093,15.384615384615385,-126274.99089294061,0.15384615384615385,0.013734034122066899,-2.9449973066789488,-131.79632822357988,5.165166945628426,20,20,13.801624059677124
2,,-121.81472623705513,-0.6040736311852757,50.76994705200195,0.0,0.0,0.0,0.10810810810810811,0.32075471698113206,0.20270270270270271,0.013513513513513514,0.7837837837837838,0.5090092434058897,0.00025,0.00025,0.0,0.20008601823979683,807.141378317657,15.517241379310345,-407316.6281075024,0.15517241379310345,0.005554151946446291,-3.8177896620388205,-810.9591679796958,5.611650220821009,20,20,22.239060878753662
3,,-100.26135620092484,-0.49630678100462416,1.0700990408658981,0.0,0.0,0.0,0.11403508771929824,0.2708333333333333,0.13636363636363635,0.09090909090909091,0.7727272727272727,0.4945353159303777,0.0,0.0,0.0,0.3164229638011471,606.0879258400264,31.372549019607842,-12231.554630155524,0.3137254901960784,0.00398058746022954,-5.742432102448268,-611.8303579424746,5.1855421692201835,20,20,23.155601263046265
4,,-109.60074467606488,-0.7611162824726727,0.0,0.0,0.0,0.0,0.04017857142857143,0.14285714285714285,0.18181818181818182,0.0,0.8181818181818182,0.5025566797341323,0.0,0.0,0.0,0.33079692224824064,528.5489955224881,22.22222222222222,-687513.0803371537,0.2222222222222222,0.0054976312750636275,-3.716854164101979,-532.2658496865901,4.988948846227197,20,20,15.911426067352295
5,,-128.98810985242875,-0.6399405492621437,1.5066777467727661,0.0,0.0,0.0,0.148,0.3076923076923077,0.26506024096385544,0.07228915662650602,0.6626506024096386,0.5006102162739262,0.0,0.0,0.0,0.3535567354102696,572.6159437035459,25.454545454545453,-26177.674549730444,0.2545454545454545,0.005480482621284867,-6.327213873956542,-578.9431575775025,5.458066654873276,20,20,22.447328567504883
6,,-100.01314852184595,-0.49506574260922975,0.0,0.0,0.0,0.0,0.0821917808219178,0.2564102564102564,0.22807017543859648,0.017543859649122806,0.7543859649122807,0.49735140665853395,0.0,0.0,0.0,0.4126444124900988,412.1267786976099,27.906976744186046,-606240.3291590563,0.27906976744186046,0.004650414209105949,-5.859480885676557,-417.9862595832864,5.447554749609065,20,20,21.06165385246277
7,,-24.277635304121553,-0.31944256979107305,0.0,0.0,0.0,0.0,0.0794979079497908,0.21951219512195122,0.2,0.03333333333333333,0.7666666666666667,0.5009475267381946,0.0,0.0,0.0,0.3716702058409218,117.40111520807217,19.565217391304348,-2145402.3694151137,0.1956521739130435,0.004933951847224918,-2.2832756701074826,-119.68439087817966,5.087309662281423,20,20,8.88269567489624
8,,-36.122039208152046,-0.24911751178035893,0.7696966528892517,0.0,0.0,0.0,0.13765182186234817,0.4107142857142857,0.16666666666666666,0.038461538461538464,0.7948717948717948,0.5031398267066106,0.0,0.0,0.0,0.18911756367035074,334.5657202163332,17.741935483870968,-51388.693352019145,0.1774193548387097,0.00467994676698262,-3.8076413417276047,-338.3733615580608,5.540189887607364,20,20,15.94199824333191
9,,-238.38911487301465,-1.1869455743650732,0.0,0.0,0.0,0.0,0.05405405405405406,0.15625,0.25925925925925924,0.09259259259259259,0.6481481481481481,0.49863621741975656,0.0,0.0,0.0,0.18721609653558746,1755.2710844024712,8.571428571428571,-3291719.3634196147,0.08571428571428572,0.007054173485417697,-9.425319496896416,-1764.6964038993676,4.940341223806281,20,20,22.381046533584595
10,,-21.431643667557996,-0.17424100542730078,0.7776100039482117,0.0,0.0,0.0,0.0975609756097561,0.20454545454545456,0.25,0.03125,0.71875,0.4932339358101864,0.0,0.0,0.0,0.29975043688018554,126.9544098024841,21.73913043478261,-349633.26841659076,0.21739130434782608,0.00812070869838643,-3.667039137567605,-130.6214489400517,5.3188372209184225,20,20,13.637872457504272
11,,-36.747920390959735,-0.3951389289350509,0.22922378778457642,0.0,0.0,0.0,0.13857677902621723,0.2830188679245283,0.2345679012345679,0.06172839506172839,0.7037037037037037,0.4966833478891321,0.0005376344086021505,0.0005376344086021505,0.0,0.40243318000669503,143.28310187108582,17.543859649122805,-17519.941180517646,0.17543859649122806,0.0050903581365754295,-2.784914749081818,-146.06801662016764,5.291840237240194,20,20,11.371180772781372
12,,-20.107500963467484,-0.09553750481733742,0.7042192220687866,0.0,0.0,0.0,0.19913419913419914,0.4098360655737705,0.22105263157894736,0.07368421052631578,0.7052631578947368,0.49662452361022585,0.00025,0.00025,0.0,0.36180849802017667,103.23505551587668,29.850746268656714,-10550.216368046726,0.29850746268656714,0.0038456502092338828,-4.53214852402784,-107.76720403990453,5.13967605949533,20,20,21.667526483535767
13,,-70.3124663366575,-0.3465623316832875,1.6482149958610535,0.0,0.0,0.0,0.10810810810810811,0.3191489361702128,0.19696969696969696,0.06060606060606061,0.7424242424242424,0.5004661975782365,0.0,0.0,0.0,0.3704147462654998,333.51149075018776,24.489795918367346,-404343.0464254864,0.24489795918367346,0.011524208872476778,-6.4109587540590125,-339.9224495042468,4.846007045719897,20,20,21.79734754562378
14,,-45.27721703513962,-0.2213860851756981,1.132248878479004,0.0,0.0,0.0,0.19004524886877827,0.375,0.2441860465116279,0.05813953488372093,0.6976744186046512,0.4917324445364065,0.0,0.0,0.0,0.2842024155841939,270.7146987835513,31.666666666666664,-10.945707314040748,0.31666666666666665,0.0030449926390864216,-5.58123009709707,-276.2959288806484,5.284939295946063,20,20,21.620178937911987
15,,-58.80106318981334,-0.2890053159490667,0.7208216786384583,0.0,0.0,0.0,0.1722689075630252,0.39655172413793105,0.2247191011235955,0.06741573033707865,0.7078651685393258,0.49262294762267267,0.0,0.0,0.0,0.26512543927228577,373.6884529409791,22.22222222222222,-41816.630617942574,0.2222222222222222,0.0030560512204024838,-6.141239610019269,-379.8296925509984,5.6287277954189285,20,20,21.400774002075195
