episode,steps,wall_time,sim_time,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
1,200,16.18257164955139,20.0,-0.0031469750683754683,-1.629395065296455,-1.629395065296455,-0.0014872124826069964,0.003162270411849022,0.0,0.0,0.36403508771929827,1.6000000000000003,1.6000000000000003,1,21.76503143310547,20.000000000000014,0.002918467204501905,0.0,0.0010971375478893626,-0.09897878620028523,20,1.0,0.3937007874015748,0.25196850393700787,0.3543307086614173,0.3937007874015748,0.25196850393700787,0.3543307086614173,0.49967828880343584,0.0,0.0,0.4994633674786253,0.8670653223991396,0.0,0.0,2.165843025758729e-12,0.0,0.0,0.800000011920929,0.20000000298023224,77,50,1.8726484747999987,0.0,1.0,0.0,0.0,0.96825,0.031749999999999945,0.031749999999999945,0.0,0.0,-0.05884164808826013,1.9012226516550237,1.9012226516550237,1.9012226950038562,2.0026351755315606,0.02616091459904882,0.06317066875371066,2.7741422219709917,0.03175,0.030539772727272728,0.8405089974403381,6.055301200259816,1.1293616728349165,1,11,0.09659023582935333,0.07922384515404701,0,10,0,True,0.0002,0.0,0.09960000000000001
2,199,15.36251449584961,19.900000000000002,-0.003407964250072837,-0.6781848733447176,-0.6781848733447176,-0.002352325012907387,0.0034199273213744164,0.0,0.0,0.3389830508474576,0.0,0.0,0,21.64438819885254,19.900000000000013,0.0023123277803307955,0.0,0.0006402894171994149,-0.09922023893301211,20,1.0,0.31932773109243695,0.2689075630252101,0.4117647058823529,0.31932773109243695,0.2689075630252101,0.4117647058823529,0.49339179122403976,0.01507537688442211,0.0,0.49030925905367656,0.8581703305244445,0.0,0.0,1.0199760957715909e-12,0.0,0.03333333333333333,0.800000011920929,0.20000000298023224,79,38,1.6671721228282819,0.005025125628140701,0.0,0.0,0.0,0.9701005025125629,0.029899497487437143,0.029899497487437143,0.0,0.0,0.20922126434743404,12.7669677734375,12.7669677734375,12.766968727111816,2.239401544843401,0.014325078310711043,0.14241393761975424,14.789627313613892,0.029899497487437185,0.027901785714285716,0.4302415114029178,38.693566049848286,9.581024714878627,1,7,0.08273803442716599,0.0711652502417564,0,6,0,True,0.0002,0.0,0.09920200000000001
3,123,9.740391731262207,12.3,-0.003493590746074915,-0.42971165142803996,-0.42971165142803996,-0.0006456311617512272,0.003515042597427964,0.0,0.0,0.4493927125506073,0.0,0.0,0,13.839204788208008,12.299999999999972,0.004285809271651019,0.0,0.0018308128668643672,-0.0983497030366727,20,1.0,0.3157894736842105,0.35526315789473684,0.32894736842105265,0.3157894736842105,0.35526315789473684,0.32894736842105265,0.5013286948741633,0.0,0.0,0.5018199272775288,0.8703383058309555,0.0,0.0,8.485137072133941e-12,0.0,0.0,0.800000011920929,0.20000000298023224,104,48,4.062079266885255,0.008130081300813026,0.0,0.0,0.0,0.9382113821138212,0.06178861788617884,0.06178861788617884,0.0,0.0,-0.05060261962200074,2.7493365689327844,2.7493365689327844,2.7493366442228617,2.220365624678762,0.022936336760482703,0.11964558359039457,1.9958858646844562,0.061788617886178863,0.06044407894736842,0.6252482060441061,5.118922431217997,1.9894252450842607,3,19,0.11489854007959366,0.0672691799700259,2,0,0,True,0.0002,0.0,0.098956
4,47,3.6241488456726074,4.7,-0.005343215074390173,-0.25113112863155307,-0.25113112863155307,-0.0007566426822450018,0.005343215074390173,0.0,0.0,0.4297520661157025,0.0,0.0,0,6.349591255187988,4.699999999999999,0.011915542946404957,0.0,0.003667253164708053,-0.09412941336631774,20,1.0,0.2571428571428571,0.34285714285714286,0.4,0.2571428571428571,0.34285714285714286,0.4,0.5069749210584671,0.0425531914893617,0.0,0.5092867220891771,0.8825494199991226,0.0,3.598878226679367e-11,1.9357739369785243e-11,1.7607748852704695e-11,0.024390243902439025,0.800000011920929,0.20000000298023224,102,36,9.249799979130437,0.021276595744680854,0.0,0.0,0.0,0.851063829787234,0.14893617021276595,0.14893617021276595,0.0,0.0,0.010919445954884092,2.245458547274272,2.245458547274272,2.2454585870107016,2.0912024974823,0.004654943710193038,0.09632700011134147,2.034842618306478,0.14893617021276595,0.14869791666666668,0.4292783518632253,3.9756717840830484,0.7721038619677226,5,15,0.03721264749765396,0.027734483405947672,-1,-1,0,False,0.0002,0.0,0.098862
5,200,15.054049730300903,20.0,-0.003928489051759243,-1.7856977840958117,-1.7856977840958117,-0.001500243035843599,0.0039296941831707954,0.0,0.0,0.4084507042253521,0.0,0.0,0,22.124589920043945,20.000000000000014,0.003745593127237527,0.0,0.0010387763340970833,-0.1008435803949833,20,1.0,0.192,0.376,0.432,0.192,0.376,0.432,0.49614997824956664,0.02,0.0,0.49521290425808717,0.8638017296791076,0.0,0.0,4.110982821520226e-12,0.0,0.0,0.800000011920929,0.20000000298023224,101,24,1.8524505399999986,0.0,1.0,0.0,0.0,0.96875,0.03125,0.03125,0.0,0.0,-0.2695830836892128,10.35549545288086,10.35549545288086,10.35549513498942,2.1274524529774985,0.017718651642402012,0.08095238357782364,8.18654982248942,0.03125,0.028645833333333332,0.0,3.2682155768076577,11.294682184855143,1,3,0.07737033069133759,0.07548909150063991,0,2,0,True,0.0002,0.0,0.09846200000000001
6,176,13.517287969589233,17.6,-0.0035840822383761406,-0.6307984236474754,-0.6307984236474754,-0.0017578388506080955,0.003593237604945898,0.0,0.0,0.48,0.0,0.0,0,18.844043731689453,17.59999999999998,0.003602983776005706,0.0,0.0016769888821819554,-0.0983972595835274,20,1.0,0.12244897959183673,0.35374149659863946,0.5238095238095238,0.12244897959183673,0.35374149659863946,0.5238095238095238,0.49893971368199513,0.011363636363636364,0.0,0.4986890734670259,0.8564401388168335,0.0,0.0,5.143066961893483e-12,0.0,0.01,0.800000011920929,0.20000000298023224,128,18,2.5772576662857176,0.005681818181818189,0.0,0.0,0.0,0.9582386363636364,0.041761363636363624,0.041761363636363624,0.0,0.0,-0.022449132468965318,4.867571221457587,4.867571221457587,4.867571234703064,2.0785064895947776,-0.00038328572797278565,0.07484320468372768,2.971755133734809,0.04176136363636364,0.042534722222222224,0.7210158492541976,4.104916903707716,5.017407774925232,2,18,0.10088522732257843,0.07125825509428974,1,4,0,True,0.0002,0.0,0.09811
7,40,3.2144534587860107,4.0,-0.006220696028321981,-0.24882784716824663,-0.24882784716824663,-0.0006455907350755302,0.006276760250329971,0.0,0.0,0.5142857142857142,2.2000000000000006,2.2000000000000006,1,5.4490025520324705,4.000000000000002,0.015481148736458455,0.13364616251366226,0.005152355673662394,-0.09918818399310109,20,1.0,0.19135802469135801,0.3333333333333333,0.47530864197530864,0.19135802469135801,0.3333333333333333,0.47530864197530864,0.4963562167342752,0.025,0.0,0.4954945492850389,0.8654265403747556,0.0,1.1091248371120066e-10,2.4360837999615192e-11,6.229064070106733e-11,0.03773584905660377,0.800000011920929,0.20000000298023224,127,31,11.65692558564102,0.02499999999999999,0.0,0.0,0.0,0.7975,0.2025,0.2025,0.0,0.0,0.001314246499290069,1.4863845189412435,1.4863845189412435,1.4863845666249593,2.119680817921956,0.015598384438393016,0.09126182620724042,1.1736164251963297,0.2025,0.20026041666666666,0.32254614929358166,2.0197139978408813,0.8284229914347331,5,15,0.05185344070196152,0.05088065005838871,-1,-1,0,False,0.0002,0.0,0.09803
8,200,16.397693634033203,20.0,-0.0034663910046219826,-1.6932782534227933,-1.6932782534227933,-0.0013798926665913314,0.0034957355819642544,0.0,0.0,0.3177966101694915,1.3,1.3,1,36.713631343841556,20.000000000000014,0.003102854914028581,0.0,0.001057797151125981,0.03912798343598828,19,0.95,0.19696969696969696,0.26515151515151514,0.5378787878787878,0.19696969696969696,0.26515151515151514,0.5378787878787878,0.5097410883803386,0.0,0.0,0.512540828297829,0.8706315517425537,0.0,0.0,3.534294384932579e-12,0.0,0.045454545454545456,0.800000011920929,0.20000000298023224,98,24,1.8339539027986713,0.0,1.0,0.0,0.0,0.967,0.03300000000000003,0.03300000000000003,0.0,0.0,0.026101859658956526,2.009861636161804,2.009861636161804,2.0098615646362306,2.115964877605438,-0.0006741475313901901,0.07222222313284873,2.534579646587372,0.033,0.03359375,0.5306270778179168,4.043214654922485,1.628536343574524,1,10,0.12040997296571732,0.09546972736716264,0,9,0,True,0.0002,0.0,0.09763000000000001
9,71,5.673464298248291,7.1000000000000005,-0.0042752488516271114,-0.3035426649991058,-0.3035426649991058,-0.000439154842752032,0.004310595337301493,0.0,0.0,0.3815261044176707,0.0,0.0,0,8.868348121643066,7.099999999999991,0.012472194483208491,0.0,0.0037495090910843755,-0.09545312481866756,20,1.0,0.26811594202898553,0.2608695652173913,0.47101449275362317,0.26811594202898553,0.2608695652173913,0.47101449275362317,0.5124398739391964,0.0,0.0,0.5161468199210776,0.8819750994443893,0.0,0.0,8.791620209613882e-12,0.0,0.038461538461538464,0.800000011920929,0.20000000298023224,98,37,5.563371057142864,0.01408450704225354,0.0,0.0,0.0,0.9028169014084507,0.09718309859154928,0.09718309859154928,0.0,0.0,0.013863641768693924,1.6256238438866355,1.6256238438866355,1.6256238655610518,2.2602296742525967,0.036604784429073334,0.12224957075985995,1.323355577208779,0.09718309859154929,0.09623579545454546,0.014599817889657888,3.228106368671764,0.7620639855211432,3,11,0.11699368804693222,0.09255504980683327,2,0,0,True,0.0002,0.0,0.097488
10,61,4.5748748779296875,6.1000000000000005,-0.004855075851082802,-0.2961596425070844,-0.2961596425070844,-0.0003302267286926508,0.004882581532001495,0.0,0.0,0.36574074074074076,0.0,0.0,0,7.595824241638184,6.099999999999994,0.007254935949104119,0.0,0.0018820749722669298,-0.09523462042456768,20,1.0,0.2711864406779661,0.1864406779661017,0.5423728813559322,0.2711864406779661,0.1864406779661017,0.5423728813559322,0.5074475993035881,0.0,0.0,0.5100620942972064,0.8734185159206389,0.0,0.0,2.3952413403388606e-12,0.0,0.03508771929824561,0.800000011920929,0.20000000298023224,84,32,6.002173220661071,0.016393442622950834,0.0,0.0,0.0,0.9032786885245901,0.09672131147540985,0.09672131147540985,0.0,0.0,-0.012478739939979278,2.1808364033699035,2.1808364033699035,2.180836445093155,2.059402847290039,-0.002029338214197196,0.12206387687474489,1.8073614120483399,0.09672131147540984,0.095703125,0.5980164527893066,4.430971300601959,1.0116077005863189,5,20,0.053615979850292206,0.036372168734669696,-1,-1,0,False,0.0002,0.0,0.09736600000000001
