episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
443,28,1.9840223789215088,2.8000000000000003,idle,terminated,0.04208477586507797,1.1783736636147135,1.1783736636147135,0.18407897651195523,0.044886428862810135,0.75,0.75,0.9439655172413793,1.6533333333333338,2.2600000000000007,15,3.0159414410591134,2.800000000000001,0.10071100920244158,0.685537804870593,0.022879018315594194,-0.03508249872497147,5,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.6629187773514007,2.5714285714285716,7.649999999999999,0.6629187773514007,0.9760377377271652,6.504126404127675e-11,4.695854288749853e-10,1.2299791740666421e-10,4.86473181182667e-10,0.0,0.800000011920929,0.20000000298023224,221,0,33.500969074285706,0.24999999999999992,0.0,0.0,0.0,0.6053571428571428,0.3946428571428572,0.3946428571428572,0.0,0.0,0.023578078694737496,0.014788334708042321,0.07859359564912499,0.03260577622685947,0.0,0.0,0.8792097791603155,0.08135277137086665,221,339,0,0.0,unified_latency_centric_excl_energy_interf,-0.010655058454722166,1.2850576400756837,1.2850576400756837,1.2850576519966126,0.44445454478263857,0.004020544262311887,0.001970873773097992,1.261585545539856,0.39464285714285713,0.393359375,0.0,1.3930716037750244,0.9316159665584565,5,10,0.012854265049099922,0.010955336922779675,-1,-1,0,False,0.00016290124999999997,0.0,0.084774
444,25,1.8154871463775635,2.5,idle,terminated,0.054797496646642685,1.3699373367950747,1.3699373367950747,0.21824342310428607,0.058270163834095,0.85,0.85,0.9563318777292577,1.616666666666667,2.145,18,2.5723116040229805,2.500000000000001,0.07787711019192789,0.4188880791604,0.022851295908903103,-0.02269415163993823,3,0.15,0.004545454545454545,0.9863636363636363,0.00909090909090909,0.004545454545454545,0.9863636363636363,0.00909090909090909,0.6597672608345747,2.88,8.599999999999994,0.6600874357059867,0.9697697877883911,7.603879331741226e-11,2.2619046288752105e-10,8.389264283259479e-11,3.6990549789894794e-10,0.0,0.800000011920929,0.20000000298023224,219,1,32.258056447272715,0.11999999999999998,0.0,0.0,0.0,0.56,0.43999999999999995,0.43999999999999995,0.0,0.0,0.028016237256005307,0.019959815811714424,0.09338745752001767,0.026587316761257113,0.0,0.0,0.8892014928220718,0.0776618322717746,220,280,0,0.0,unified_latency_centric_excl_energy_interf,0.02116546407341957,2.206201124191284,2.206201124191284,2.2062012434005736,0.4834956169128418,0.00023530469334218652,0.012301633320748805,1.827914261817932,0.44,0.44140625,0.0,2.4005672931671143,1.4478699445724488,5,5,0.005843161605298519,0.005259295692667364,-1,-1,0,False,0.00016290124999999997,0.0,0.084749
445,23,1.6871931552886963,2.3000000000000003,idle,terminated,0.05739251524209976,1.3200278291917915,1.3200278291917915,0.2200531244277954,0.06100379303097725,0.9,0.9,0.9251101321585903,1.5888888888888892,2.015,18,2.4545294117927554,2.3000000000000007,0.09346211443972924,0.7415422083201214,0.022525556993930777,-0.011522998032362562,2,0.1,0.004739336492890996,0.990521327014218,0.004739336492890996,0.004739336492890996,0.990521327014218,0.004739336492890996,0.6422047416801038,2.5652173913043477,8.899999999999999,0.6425145559321301,0.9595969557762146,9.562352298875254e-11,4.374622969427452e-10,1.4412404603092455e-10,5.392098129108865e-10,0.004761904761904762,0.800000011920929,0.20000000298023224,209,1,34.091085527999994,0.13043478260869562,0.0,0.0,0.0,0.5413043478260869,0.45869565217391306,0.45869565217391306,0.0,0.0,0.03277695180760671,0.02101999701945945,0.1092565060253556,0.02656966839908599,0.0,0.0,0.8745390938303065,0.09188564475033743,211,249,0,0.0,unified_latency_centric_excl_energy_interf,-0.029193344712257385,1.2923200368881225,1.2923200368881225,1.2923199892044068,0.46041104197502136,0.00640140837058425,0.0253897774964571,0.9269295454025268,0.45869565217391306,0.46328125,0.0,1.359356164932251,1.0086036443710327,5,5,0.02961023710668087,0.025579685159027574,-1,-1,0,False,0.00016290124999999997,0.0,0.08472600000000001
446,24,1.8134887218475342,2.4000000000000004,idle,terminated,0.04131026566028595,0.9914463791398611,0.9914463791398611,0.15510357767343522,0.04411058500409126,0.7,0.7,0.885593220338983,1.778571428571429,2.335000000000001,14,2.639065651893616,2.400000000000001,0.137775270004806,0.6304158990006395,0.032071476566381776,-0.03489150871833164,6,0.3,0.009478672985781991,0.985781990521327,0.004739336492890996,0.009478672985781991,0.985781990521327,0.004739336492890996,0.6547957918451478,2.1666666666666665,5.849999999999998,0.6554434729825752,0.9699831604957581,1.4214392857203606e-10,3.9369194015925705e-10,1.527167003967378e-10,4.826939542512675e-10,0.0,0.800000011920929,0.20000000298023224,209,2,31.38024247652173,0.04166666666666666,0.0,0.0,0.0,0.5604166666666667,0.4395833333333333,0.4395833333333333,0.0,0.0,0.022903718514579303,0.007337018092638017,0.07634572838193102,0.0336205241708921,0.0,0.0,0.8667792570142026,0.09158189098005005,211,269,0,0.0,unified_latency_centric_excl_energy_interf,-0.04379964005202055,1.262857723236084,1.262857723236084,1.262857723236084,0.4836929261684418,0.01453685099259019,0.01772750150412321,0.6797139048576355,0.4395833333333333,0.44375,0.0,1.3184229135513306,1.0419747352600097,5,5,0.027152225375175476,0.025024691596627235,-1,-1,0,False,0.00016290124999999997,0.0,0.084702
447,29,2.064258337020874,2.9000000000000004,idle,terminated,0.0384993776679039,1.1164819771197503,1.1164819771197503,0.20880276262760153,0.04121930152177811,0.85,0.85,0.9704641350210971,1.7500000000000004,2.39,18,2.957899448871613,2.9000000000000012,0.10390674713682314,0.7276125528954264,0.02313349713451578,-0.035555450176370594,3,0.15,0.0,0.9956521739130435,0.004347826086956522,0.0,0.9956521739130435,0.004347826086956522,0.6654741163654574,1.8275862068965518,6.0,0.665759909312548,0.9716624021530151,1.1013511977409074e-10,4.691839111670144e-10,1.5349309323564597e-10,5.71944064331475e-10,0.0,0.800000011920929,0.20000000298023224,230,0,32.890206987999996,0.31034482758620685,0.0,0.0,0.0,0.603448275862069,0.39655172413793105,0.39655172413793105,0.0,0.0,0.02504102208692791,0.014378284878352339,0.08347007362309303,0.036948142364064775,0.0,0.0,0.8585464820526603,0.0966274432477658,230,350,0,0.0,unified_latency_centric_excl_energy_interf,-0.00295995288179256,1.060509979724884,1.060509979724884,1.0605099558830262,0.43817874789237976,0.008895133031182922,0.00666618961840868,0.43503132462501526,0.39655172413793105,0.39296875,0.0,0.8627627491950989,1.6967136859893799,5,10,0.025735456496477127,0.024070131592452523,-1,-1,0,False,0.00016290124999999997,0.0,0.084673
448,28,2.0406954288482666,2.8000000000000003,idle,terminated,0.03994538262486458,1.1184707633507924,1.1184707633507924,0.1868610359728336,0.04390512779355049,0.7,0.7,0.9465020576131687,1.8812500000000005,2.6500000000000012,16,2.936895754337312,2.800000000000001,0.10319100093323381,0.5719982562681909,0.02636000647921342,-0.024934443171535137,6,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.6452614577287542,2.1785714285714284,7.949999999999996,0.6452614577287542,0.9619391739368438,9.702526282406865e-11,2.983837399384013e-10,1.1534082716702088e-10,4.733003933221624e-10,0.0,0.800000011920929,0.20000000298023224,232,0,36.228705891999994,0.28571428571428564,0.0,0.0,0.0,0.5857142857142857,0.41428571428571426,0.41428571428571426,0.0,0.0,0.024496301828272792,0.012559633828622565,0.08165433942757594,0.03330310088166452,0.0,0.0,0.8668449307875625,0.09257217127120469,232,328,0,0.0,unified_latency_centric_excl_energy_interf,0.005004915036261081,1.449445080757141,1.449445080757141,1.4494450449943543,0.4593207061290741,0.0058964779891539365,0.0,0.7737213134765625,0.4142857142857143,0.409375,0.0,1.6092360854148864,0.8971235990524292,5,10,0.01680411957204342,0.013758520269766443,-1,-1,0,False,0.00016290124999999997,0.0,0.084645
449,28,2.068004846572876,2.8000000000000003,idle,terminated,0.051232364028692245,1.4345062618149393,1.4345062618149393,0.17600240036845208,0.05401310697197914,0.75,0.75,0.89453125,1.6400000000000006,2.22,15,2.9862246870994578,2.800000000000001,0.08820264919659537,0.5253819037008742,0.022149420416304626,-0.03150027692317958,5,0.25,0.004366812227074236,0.9912663755458515,0.004366812227074236,0.004366812227074236,0.9912663755458515,0.004366812227074236,0.6504522145991879,2.2142857142857144,5.649999999999999,0.6509914698486473,0.9612141966819763,1.0103108974424124e-10,4.2293038515772645e-10,1.1481354061926297e-10,3.8827592530044055e-10,0.0,0.800000011920929,0.20000000298023224,228,1,32.19573670399999,0.10714285714285714,0.0,0.0,0.0,0.5910714285714286,0.4089285714285714,0.4089285714285714,0.0,0.0,0.025023732254554006,0.014630450524231746,0.08341244084851336,0.02564389854764284,0.0,0.0,0.8964325058794773,0.07184468463950584,229,331,0,0.0,unified_latency_centric_excl_energy_interf,-0.004113558121025563,0.9963046491146088,0.9963046491146088,0.9963047206401825,0.4347024649381638,-0.0002971393492771313,0.006772439274936914,0.5433937609195709,0.4089285714285714,0.40625,0.0,1.0558361947536468,0.7950847983360291,5,10,0.00523752998560667,0.0044867939315736275,-1,-1,0,False,0.00016290124999999997,0.0,0.084617
450,26,1.8620131015777588,2.6,idle,terminated,0.047958001494407654,1.2469081147615182,1.2469081147615182,0.27501552924513817,0.05087990313768387,0.8,0.8,0.9707112970711297,1.7333333333333336,2.5150000000000006,18,2.6679341101646434,2.600000000000001,0.09156031345238534,0.6258229444831432,0.021052060061109844,-0.03564835211405386,4,0.2,0.0,0.9956896551724138,0.004310344827586207,0.0,0.9956896551724138,0.004310344827586207,0.650857139017003,3.423076923076923,8.0,0.6511478078783075,0.9708169221878051,7.857074019179677e-11,3.661663527942948e-10,1.1528859117371226e-10,4.267207143193727e-10,0.0,0.800000011920929,0.20000000298023224,232,0,33.43994110608694,0.11538461538461538,0.0,0.0,0.0,0.5538461538461539,0.4461538461538461,0.4461538461538461,0.0,0.0,0.025111646484058628,0.015665662631007472,0.08370548828019549,0.029296705220635363,0.0,0.0,0.8865912629299633,0.0772717330525579,232,288,0,0.0,unified_latency_centric_excl_energy_interf,-0.0015119063667953015,1.0045571446418762,1.0045571446418762,1.0045572102069855,0.45545896589756013,0.004991936875740066,0.007046993635594845,0.3530526846647263,0.4461538461538462,0.446875,0.0,1.0588628470897674,0.7860345602035522,5,10,0.016194459050893784,0.013701773248612874,-1,-1,0,False,0.00016290124999999997,0.0,0.084591
451,32,2.254453659057617,3.2,idle,terminated,0.022247277200222015,0.7119128948242096,0.7119128948242096,0.13654810041189194,0.027202080935239792,0.55,0.55,0.8898305084745762,1.8846153846153852,2.5200000000000005,13,3.533362071514131,3.2000000000000015,0.15034495520417973,0.7839261667425306,0.027765076938024897,-0.04447002006694692,9,0.45,0.004608294930875576,0.9953917050691244,0.0,0.004608294930875576,0.9953917050691244,0.0,0.6437705317162908,1.34375,4.449999999999999,0.6446747488968965,0.965204730629921,5.105866597576725e-11,6.920622741546354e-10,1.668744725735749e-10,6.882458575274694e-10,0.0,0.800000011920929,0.20000000298023224,216,1,26.597117470769224,0.18749999999999994,0.0,0.0,0.0,0.6609375,0.33906250000000004,0.33906250000000004,0.0,0.0,0.017143688384147007,0.007141632184705729,0.0571456279471567,0.052247323758215135,0.0,0.0,0.8223382477982388,0.11608177862774287,217,423,0,0.0,unified_latency_centric_excl_energy_interf,-0.018426036462187767,1.4638486862182618,1.4638486862182618,1.4638486504554749,0.5810118675231933,0.00017687404761090875,0.024709413386881353,0.5715088367462158,0.3390625,0.33984375,0.0,1.1196193873882294,2.3429734468460084,5,10,0.012197957374155521,0.011438997834920882,-1,-1,0,False,0.00016290124999999997,0.0,0.08455900000000001
452,29,2.08432674407959,2.9000000000000004,idle,terminated,0.03835192322731018,1.112205803653824,1.112205803653824,0.16715470850467662,0.04133322462439537,0.85,0.85,0.9313304721030042,1.794117647058824,2.5000000000000004,17,3.0472942137718206,2.9000000000000012,0.1319556286783537,0.8264339834650316,0.02682011928761272,-0.040784861383767086,3,0.15,0.004608294930875576,0.9907834101382489,0.004608294930875576,0.004608294930875576,0.9907834101382489,0.004608294930875576,0.6669068416516328,1.5172413793103448,5.0,0.6674843739756869,0.9731218099594117,1.2745287464310806e-10,4.1832682734499434e-10,1.6401585645198224e-10,5.816875980890756e-10,0.0,0.800000011920929,0.20000000298023224,216,1,29.81192074818912,0.17241379310344823,0.0,0.0,0.0,0.6258620689655172,0.3741379310344828,0.3741379310344828,0.0,0.0,0.019107228870041702,0.010647985248559566,0.063690762900139,0.035675055988759356,0.0,0.0,0.8685063371243975,0.08845499263693708,217,363,0,0.0,unified_latency_centric_excl_energy_interf,0.0033382315654307605,1.1297330737113953,1.1297330737113953,1.1297331213951112,0.504702115058899,0.006021331995725632,0.02291822535917163,0.7708671748638153,0.3741379310344828,0.376171875,0.0007621951517648995,1.1912618458271027,0.9489448189735412,5,10,0.01516313198953867,0.014240264752879737,-1,-1,0,False,0.00016290124999999997,0.0,0.08453000000000001
453,27,1.816587209701538,2.7,idle,terminated,0.0476442389190197,1.2863943277504015,1.2863943277504015,0.22016796618700019,0.05029188096523285,0.95,0.95,0.9775784753363229,1.7210526315789476,2.34,19,2.7897534275054943,2.700000000000001,0.10839639578701712,0.8568021076800941,0.023669532085369604,-0.03398041270397325,1,0.05,0.0045871559633027525,0.9908256880733946,0.0045871559633027525,0.0045871559633027525,0.9908256880733946,0.0045871559633027525,0.6341752956862803,2.8518518518518516,8.7,0.6349248783437456,0.9688297152519226,5.774029865346364e-11,2.671333126924564e-10,7.579198380014418e-11,2.8998658613277296e-10,0.0,0.800000011920929,0.20000000298023224,217,1,35.05154741473683,0.2962962962962962,0.0,0.0,0.0,0.5962962962962963,0.4037037037037037,0.4037037037037037,0.0,0.0,0.023952947565440225,0.014886497582752373,0.07984315855146741,0.03076045134029799,0.0,0.0,0.8805346536581035,0.08208733292594128,218,322,0,0.0,unified_latency_centric_excl_energy_interf,0.006318033928982914,2.656953740119934,2.656953740119934,2.6569538593292235,0.4889637023210526,-0.00019169575534760952,0.011188524682074786,4.33653504550457,0.40370370370370373,0.401953125,0.31666278135962783,3.02807993888855,1.4180761218070983,5,10,0.01760217361152172,0.012159700994379807,-1,-1,0,False,0.00016290124999999997,0.0,0.08450300000000001
454,26,2.002696990966797,2.6,idle,terminated,0.031152712181210518,0.8099705292011741,0.8099705292011741,0.10114005580544472,0.03481525555253029,0.75,0.75,0.9669421487603306,1.929411764705883,2.520000000000001,17,2.6928659415245066,2.600000000000001,0.12341977638110822,0.6071147838067534,0.027489330664299257,-0.03583507230648632,5,0.25,0.0,0.9957446808510638,0.00425531914893617,0.0,0.9957446808510638,0.00425531914893617,0.6168069115481698,3.1153846153846154,8.0,0.6170319730347751,0.9453751325607299,6.433882593359641e-11,7.889089354007337e-10,1.6532451796447134e-10,7.014993863574403e-10,0.0,0.800000011920929,0.20000000298023224,235,0,32.104476692173904,0.11538461538461538,0.0,0.0,0.0,0.5480769230769231,0.45192307692307687,0.45192307692307687,0.0,0.0,0.02362054129744167,0.0110936344529924,0.07873513765813886,0.04291478152832369,0.0,0.0,0.8281627407051128,0.11931358968460441,235,285,0,0.0,unified_latency_centric_excl_energy_interf,-0.00021305233240127565,2.550363874435425,2.550363874435425,2.550363874435425,0.5397927284240722,0.008513778708038443,0.013797698635607957,4.6419103890657425,0.4519230769230769,0.4515625,0.4121582837542519,2.436531901359558,3.02843120098114,5,10,0.01731865666806698,0.015664876159280534,-1,-1,0,False,0.00016290124999999997,0.0,0.084477
455,31,2.277583360671997,3.1,idle,terminated,0.02403314597904682,0.7450275401918957,0.7450275401918957,0.16050314158201218,0.02753978781402111,0.75,0.75,0.9637096774193549,1.9722222222222225,2.5300000000000007,18,3.205619015693666,3.1000000000000014,0.09359744711158452,0.563878000864331,0.02443893024423286,-0.0391932418077224,5,0.25,0.0,0.99581589958159,0.0041841004184100415,0.0,0.99581589958159,0.0041841004184100415,0.6720004018275968,2.2903225806451615,7.5,0.6720004018275968,0.9725323140621185,6.638083138721385e-11,5.752910980927338e-10,1.5955863019723182e-10,6.400882074375499e-10,0.0,0.800000011920929,0.20000000298023224,239,0,31.01233339839999,0.19354838709677413,0.0,0.0,0.0,0.614516129032258,0.38548387096774195,0.38548387096774195,0.0,0.0,0.021216149473163654,0.011383258989277122,0.07072049824387883,0.05363546724836479,0.0,0.0,0.8021799290151973,0.13363410555720767,239,381,0,0.0,unified_latency_centric_excl_energy_interf,0.007128665875643492,1.063191109895706,1.063191109895706,1.063191109895706,0.5103390395641327,0.004178976772527676,0.011502214055508376,0.8094969004392624,0.38548387096774195,0.373828125,0.001814860268495977,1.0548370718955993,1.0916662812232971,5,10,0.017312563955783844,0.01330665838904678,-1,-1,0,False,0.00016290124999999997,0.0,0.08444600000000001
456,28,2.0235509872436523,2.8000000000000003,idle,terminated,0.036458104848861694,1.0208268944371355,1.0208268944371355,0.19891018643975253,0.04084940627217293,0.8,0.8,0.9428571428571428,1.7500000000000004,2.1250000000000004,16,3.0655598664283765,2.800000000000001,0.12063214490169642,0.7905333998407565,0.023576899217351278,-0.027512227616139733,4,0.2,0.0,0.987012987012987,0.012987012987012988,0.0,0.987012987012987,0.012987012987012988,0.6425433889663379,2.2857142857142856,7.649999999999999,0.6430542971705183,0.9700098395347595,5.959940874156189e-11,4.801116004760075e-10,1.3353274042060548e-10,4.5354498073857367e-10,0.0,0.800000011920929,0.20000000298023224,231,0,32.45915361391303,0.17857142857142852,0.0,0.0,0.0,0.5875,0.4125,0.4125,0.0,0.0,0.024814710215409715,0.014868163276421402,0.08271570071803237,0.0375256819073249,0.0,0.0,0.8504816127378978,0.10335565971962868,231,329,0,0.0,unified_latency_centric_excl_energy_interf,-0.00314405495300889,1.6305094599723815,1.6305094599723815,1.6305094599723815,0.5301787763833999,0.0019436946191490278,0.011986934952437878,1.6466042518615722,0.4125,0.41015625,0.0,1.8107304453849793,0.9986517667770386,5,10,0.02056131139397621,0.016000452591106284,-1,-1,0,False,0.00016290124999999997,0.0,0.084418
457,32,2.366342067718506,3.2,idle,terminated,0.02972457930445671,0.95118653966351,0.95118653966351,0.1550957236438989,0.03348448872566223,0.7,0.7,0.796,1.7000000000000004,2.1700000000000004,14,3.637790610790254,3.2000000000000015,0.08586721750991957,0.35445638010243724,0.025455725356432292,-0.05347825817763833,6,0.3,0.004901960784313725,0.9803921568627451,0.014705882352941176,0.004901960784313725,0.9803921568627451,0.014705882352941176,0.648767671227688,1.625,5.449999999999999,0.6494683039022296,0.9638455390930176,1.944393864666827e-11,5.963717852885963e-10,9.448516274934704e-11,5.477191394875902e-10,0.005025125628140704,0.800000011920929,0.20000000298023224,202,1,22.685892281080555,0.06249999999999997,0.0,0.0,0.0,0.68125,0.31875,0.31875,0.0,0.0,0.014105440027893257,0.0062852977473670775,0.04701813342631087,0.04418386266567603,0.0,0.0,0.8635993880511555,0.08366277069379165,204,436,0,0.0,unified_latency_centric_excl_energy_interf,-0.0028145634569227695,1.0200049877166748,1.0200049877166748,1.0200049817562102,0.5884844124317169,0.00172401312738657,0.016770718712359668,0.8265723288059235,0.31875,0.313671875,0.0,1.0621793508529662,0.9243383347988129,5,10,0.025300778448581696,0.018636920675635323,-1,-1,0,False,0.00016290124999999997,0.0,0.084386
458,24,1.8573925495147705,2.4000000000000004,idle,terminated,0.04055983945727348,0.9734361183326437,0.9734361183326437,0.1493311583995819,0.04573318362236023,0.75,0.75,0.9240506329113924,1.6400000000000001,2.0600000000000005,15,2.629014563560486,2.400000000000001,0.11326198413728862,0.6630523802850036,0.025258181806967706,-0.039827045674125365,5,0.25,0.004545454545454545,0.9818181818181818,0.013636363636363636,0.004545454545454545,0.9818181818181818,0.013636363636363636,0.653498588463602,2.5833333333333335,6.0,0.654463988391046,0.9674208879470825,1.2993332104693778e-10,4.317945168086364e-10,1.534219418175553e-10,4.5955417110610203e-10,0.0,0.800000011920929,0.20000000298023224,219,1,32.66039860642168,0.08333333333333331,0.0,0.0,0.0,0.5416666666666666,0.45833333333333337,0.45833333333333337,0.0,0.0,0.020896503906297444,0.00987596123965902,0.06965501302099142,0.03549174614078863,0.0,0.0,0.8667977307580774,0.0890302731723899,220,260,0,0.0,unified_latency_centric_excl_energy_interf,0.006976933544501662,1.8228593111038207,1.8228593111038207,1.8228594064712524,0.562569534778595,0.015907148085534572,0.020540782250463963,0.9710517644882202,0.4583333333333333,0.45390625,0.0,2.0150675058364866,1.023734974861145,5,5,0.022810176014900208,0.02278304435312748,-1,-1,0,False,0.00016290124999999997,0.0,0.084362
459,30,2.200683116912842,3.0,idle,terminated,0.03274255618453026,0.9822766951845281,0.9822766951845281,0.18732386454939826,0.037278078496456146,0.65,0.65,0.8821138211382114,1.6230769230769235,2.0400000000000005,13,3.372229957580567,3.0000000000000013,0.11399108453932798,0.7827283567105604,0.022597084080271255,-0.04135142465432491,7,0.35,0.0,0.9954545454545455,0.004545454545454545,0.0,0.9954545454545455,0.004545454545454545,0.6662459488088885,1.9,6.549999999999997,0.6662459488088885,0.9724964022636413,5.6932479564064664e-11,4.5526037523169185e-10,1.6213111408980296e-10,5.152010845721464e-10,0.0,0.800000011920929,0.20000000298023224,220,0,25.984500171851842,0.09999999999999999,0.0,0.0,0.0,0.6333333333333333,0.3666666666666667,0.3666666666666667,0.0,0.0,0.0200577541143435,0.011473106746911065,0.06685918038114502,0.03979290558930881,0.0,0.0,0.8585006902552609,0.09378410529637964,220,380,0,0.0,unified_latency_centric_excl_energy_interf,-0.002288800198584795,1.1046216368675232,1.1046216368675232,1.1046216249465943,0.5720964252948761,0.005762417678488419,0.03691209238022566,0.30592482089996337,0.36666666666666664,0.369921875,0.0,1.1657617330551147,0.9239540576934815,5,10,0.02130168117582798,0.02020871117711067,-1,-1,0,False,0.00016290124999999997,0.0,0.084332
460,28,2.039560079574585,2.8000000000000003,idle,terminated,0.03180941566824913,0.8906637286097521,0.8906637286097521,0.1503477171063423,0.03713741898536682,0.6,0.6,0.8376068376068376,1.6583333333333334,2.1350000000000002,12,3.1925162601470953,2.800000000000001,0.1351673567912377,0.8242187297058716,0.03182498209718526,-0.04544653771179074,8,0.4,0.0,0.9949238578680203,0.005076142131979695,0.0,0.9949238578680203,0.005076142131979695,0.6375661045545712,1.6428571428571428,4.0,0.6378121977648656,0.9633610844612122,7.980585636779836e-11,4.57552173926956e-10,1.339009320089346e-10,5.351581927603985e-10,0.0,0.800000011920929,0.20000000298023224,197,0,27.374961839999994,0.17857142857142852,0.0,0.0,0.0,0.6482142857142857,0.35178571428571426,0.35178571428571426,0.0,0.0,0.018165346238406217,0.009279544357648824,0.06055115412802075,0.03906342935257857,0.0,0.0,0.8651661443604215,0.0874268431696822,197,363,0,0.0,unified_latency_centric_excl_energy_interf,0.009360751323401927,0.9530237495899201,0.9530237495899201,0.9530237853527069,0.5570273876190186,0.014292540512542473,0.022460566088557243,0.27192191779613495,0.3517857142857143,0.347265625,0.0,0.9515105962753296,0.956790417432785,5,10,0.03557975962758064,0.03313164040446281,-1,-1,0,False,0.00016290124999999997,0.0,0.084304
461,25,1.995072841644287,2.5,idle,terminated,0.038577668368816376,0.964441729333212,0.964441729333212,0.18380830287933336,0.04187309369444847,0.75,0.75,0.8842975206611571,1.8812500000000005,2.4250000000000007,16,2.732539308071137,2.500000000000001,0.1284881360022651,0.6820501709360886,0.031590596878251914,-0.03591111993789674,5,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.6485617173612118,2.16,6.799999999999997,0.6491583507642689,0.9667403936386109,8.119275737850096e-11,5.4816740591157e-10,1.494523949041593e-10,5.986800222235176e-10,0.0,0.800000011920929,0.20000000298023224,215,0,31.631795465454537,0.11999999999999998,0.0,0.0,0.0,0.57,0.43000000000000005,0.43000000000000005,0.0,0.0,0.021703992074447082,0.008935493160381586,0.07234664024815696,0.03514416150366198,0.0,0.0,0.8621321957487089,0.09428681816612483,215,285,0,0.0,unified_latency_centric_excl_energy_interf,-0.040983518678694965,1.2919686555862426,1.2919686555862426,1.2919686317443848,0.5337022125720978,0.004751870431937278,0.0,0.41783192157745364,0.43,0.4390625,0.0,1.2220499038696289,1.56649169921875,5,5,0.00951054971665144,0.008882456552237272,-1,-1,0,False,0.00016290124999999997,0.0,0.084279
462,24,1.8041868209838867,2.4000000000000004,idle,terminated,0.03940979763865471,0.9458351446680381,0.9458351446680381,0.15139572992920872,0.043773066252470016,0.5,0.5,0.8864628820960698,1.6363636363636365,2.1500000000000004,11,2.705369646549225,2.400000000000001,0.1776480949131231,0.9150181059223716,0.03249655670249372,-0.018508162523309352,10,0.5,0.004878048780487805,0.9951219512195122,0.0,0.004878048780487805,0.9951219512195122,0.0,0.654714920387293,4.041666666666667,9.0,0.6553622631504197,0.9695475459098816,6.924410350661603e-11,3.8281840891718447e-10,1.260240384270972e-10,4.079535986800664e-10,0.0,0.800000011920929,0.20000000298023224,204,1,32.913431716363625,0.08333333333333331,0.0,0.0,0.0,0.5729166666666666,0.42708333333333337,0.42708333333333337,0.0,0.0,0.028619443503818693,0.018461356588975762,0.09539814501272893,0.034443657345232415,0.0,0.0,0.8553066587921702,0.10254094070923074,205,275,0,0.0,unified_latency_centric_excl_energy_interf,0.011157213617116213,1.1391710758209228,1.1391710758209228,1.1391711473464965,0.4757751882076263,0.0007483127061277628,0.009630004316568375,0.2889209479093552,0.4270833333333333,0.42421875,0.0,1.2094839096069336,0.8815383195877076,5,5,0.007608035579323769,0.007582516502588987,-1,-1,0,False,0.00016290124999999997,0.0,0.084255
