episode,steps,wall_time,sim_time,termination_reason_raw,termination_reason_bucket,reward_mean,reward_total,episode_reward,reward_p95,reward_abs_mean,vehicle_sr,task_sr,subtask_sr,task_duration_mean,task_duration_p95,completed_tasks,mean_cft_est,episode_time_seconds,energy_mean,energy_p95,t_tx_mean,dT_eff_mean,deadline_misses,deadline_miss_rate,ratio_local,ratio_rsu,ratio_v2v,decision_frac_local,decision_frac_rsu,decision_frac_v2v,avg_power,avg_rsu_queue,rsu_queue_p95,power_ratio_mean,power_ratio_p95,I_total_p50,I_total_p95,I_caused_mean,I_caused_p95,trust_failure_rate,rho_selected_p10,uncertainty_selected_p90,tx_created,same_node_no_tx,service_rate_ghz,idle_fraction,time_limit_rate,illegal_action_rate,illegal_action_ratio,no_task_rate,on_task_rate,has_task_available_rate,unified_illegal_trigger_rate,hard_trigger_rate,r_margin,r_margin_raw,r_margin_norm,abs_ratio_r_time,abs_ratio_r_energy,abs_ratio_r_interf,abs_ratio_r_term,abs_ratio_r_margin,margin_valid_count,margin_skip_count,reward_clip_hit_count,reward_clip_hit_rate,abs_ratio_basis,actor_loss,critic_loss,critic_loss_raw_mean,normalized_value_loss,entropy,approx_kl,clip_frac,grad_norm,active_ratio,actor_update_active_frac,value_clip_fraction,critic_loss_active,critic_loss_inactive,ppo_epochs_executed,num_minibatches_executed,mb_kl_max,mb_kl_p95,early_stop_epoch_idx,early_stop_batch_idx,skipped_update_count,early_stop,lr,bias_rsu,bias_local
48,32,2.3163204193115234,3.2,idle,terminated,0.017482716590166092,0.5594469445501435,0.5594469445501435,0.09520487077534197,0.022336004301905632,0.45,0.45,0.8898678414096917,1.7300000000000004,2.255000000000001,10,3.7676104664802557,3.2000000000000015,0.03220343212503981,0.25306487013189644,0.00804186014206297,-0.05630235774442577,11,0.55,0.1643192488262911,0.7464788732394366,0.0892018779342723,0.1643192488262911,0.7464788732394366,0.0892018779342723,0.4661334261618322,0.8125,4.0,0.45963760287443683,0.8063368320465087,0.0,3.268592882466048e-10,5.786745388425274e-11,2.8930036977126147e-10,0.0,0.800000011920929,0.20000000298023224,178,35,23.203715935888408,0.031249999999999986,0.0,0.0,0.0,0.6671875,0.33281249999999996,0.33281249999999996,0.0,0.0,0.010101519751814484,0.007487475192928204,0.0336717325060483,0.061773347458839,0.0,0.0,0.8159129017392149,0.10992676571003436,213,427,0,0.0,unified_latency_centric_excl_energy_interf,-0.017176528461277485,1.2306170821189881,1.2306170821189881,1.230617070198059,1.156852662563324,0.0021949857124127447,0.10779013186693191,1.0369596481323242,0.3328125,0.326953125,0.01599695663899183,1.421565091609955,0.7740476250648498,5,10,0.025651151314377785,0.02423862880095839,-1,-1,0,False,0.0002,0.0,0.095875
49,29,2.103764772415161,2.9000000000000004,idle,terminated,0.02018580585718155,0.5853883638779185,0.5853883638779185,0.11001466959714887,0.023211514577269554,0.55,0.55,0.9396551724137931,1.8615384615384618,2.3400000000000007,13,3.1524048542976386,2.9000000000000012,0.031573371685533654,0.36090626206109755,0.008337508465993492,-0.051691158598867214,9,0.45,0.14798206278026907,0.7847533632286996,0.06726457399103139,0.14798206278026907,0.7847533632286996,0.06726457399103139,0.45900405223063867,1.206896551724138,4.599999999999998,0.451175257276736,0.8182487726211548,0.0,5.760937837884212e-10,7.783063082911212e-11,3.9186677791569474e-10,0.0,0.800000011920929,0.20000000298023224,190,33,25.7126139602797,0.03448275862068964,0.0,0.0,0.0,0.6155172413793103,0.3844827586206897,0.3844827586206897,0.0,0.0,0.011652435823288128,0.007654165463641912,0.03884145274429378,0.05844908449531559,0.0,0.0,0.8180084200745835,0.11264843953779496,223,357,0,0.0,unified_latency_centric_excl_energy_interf,0.010179420420899987,1.1751234412193299,1.1751234412193299,1.1751235008239747,1.0644651174545288,0.008888424781616777,0.11272886544466018,1.4532919943332672,0.38448275862068965,0.385546875,0.2057361077517271,1.2556716680526734,0.9206941902637482,5,10,0.037392400205135345,0.030469715129584057,-1,-1,0,False,0.0002,0.0,0.095846
50,29,2.165148973464966,2.9000000000000004,idle,terminated,0.016696201637387276,0.4841898329737357,0.4841898329737357,0.082977382838726,0.022643573582172394,0.35,0.35,0.8678414096916299,1.9800000000000009,2.7650000000000006,10,3.3172635674476623,2.9000000000000012,0.04452093683246213,0.34196601172351726,0.016204558401640205,-0.05192673720162508,13,0.65,0.125,0.8221153846153846,0.052884615384615384,0.125,0.8221153846153846,0.052884615384615384,0.4613488765947264,0.8275862068965517,3.0,0.45507484654296854,0.832034957408905,0.0,5.045214468424315e-10,9.975033299358671e-11,4.493890537471398e-10,0.00558659217877095,0.800000011920929,0.20000000298023224,181,26,23.628833220112295,0.03448275862068964,0.0,0.0,0.0,0.6413793103448275,0.35862068965517246,0.35862068965517246,0.0,0.0,0.012032515052436769,0.007284724378797766,0.04010838350812253,0.06069176894711775,0.0,0.0,0.8011560084293313,0.12686764685217053,208,372,0,0.0,unified_latency_centric_excl_energy_interf,-0.018111405591480435,1.2376778721809387,1.2376778721809387,1.2376779437065124,1.0763479709625243,0.0006602754932828247,0.09059025831520558,1.1907175123691558,0.3586206896551724,0.365234375,0.2566782400943339,1.4144497871398927,0.7319424271583557,5,10,0.023340485990047455,0.022700408659875392,-1,-1,0,False,0.0002,0.0,0.095817
51,32,2.352100372314453,3.2,idle,terminated,0.01272922195494175,0.4073351044319107,0.4073351044319107,0.09783549755811685,0.017927583307027817,0.45,0.45,0.8296943231441049,1.755555555555556,2.3000000000000007,9,3.5604520583152777,3.2000000000000015,0.03318113872362683,0.2553084188305233,0.011575083052706311,-0.059047072641551734,11,0.55,0.18226600985221675,0.7733990147783252,0.04433497536945813,0.18226600985221675,0.7733990147783252,0.04433497536945813,0.4604863570915768,0.90625,3.8999999999999986,0.4531690158122392,0.8280752152204511,0.0,3.5531540071298544e-10,6.550765485613397e-11,3.069687004586537e-10,0.0,0.800000011920929,0.20000000298023224,166,37,21.461114710538734,0.031249999999999986,0.0,0.0,0.0,0.6828125,0.31718749999999996,0.31718749999999996,0.0,0.0,0.007839014093790467,0.0032932993732643647,0.026130046979301557,0.0762989721922356,0.0,0.0,0.8009459414873729,0.10896965651579184,203,437,0,0.0,unified_latency_centric_excl_energy_interf,-0.006037572957575321,1.2006037354469299,1.2006037354469299,1.200603759288788,1.0775125801563263,-0.005330572184175253,0.11073480397462845,1.1392818570137024,0.3171875,0.31640625,0.025543175358325242,1.3672036290168763,0.8055461287498474,5,10,0.024492863565683365,0.017231109552085382,-1,-1,0,False,0.0002,0.0,0.09578500000000001
52,31,2.4580554962158203,3.1,idle,terminated,0.005996393971145153,0.18588824380925667,0.18588824380925667,0.06379858963191509,0.011938255280256271,0.3,0.3,0.664,1.9428571428571435,2.2700000000000005,7,4.007029757499696,3.1000000000000014,0.07052937738718351,0.4689856967092093,0.022708347887104366,-0.06307856077148087,14,0.7,0.16304347826086957,0.7771739130434783,0.059782608695652176,0.16304347826086957,0.7771739130434783,0.059782608695652176,0.46545463379232155,0.7741935483870968,4.0,0.46018935492795415,0.8224269956350326,0.0,5.254084944894544e-10,8.074027557647412e-11,4.468474881780256e-10,0.0,0.800000011920929,0.20000000298023224,154,30,19.823220192258997,0.03225806451612902,0.0,0.0,0.0,0.7032258064516129,0.2967741935483871,0.2967741935483871,0.0,0.0,0.004666949341108313,0.0009338714338275671,0.015556497803694374,0.10960473264826842,0.0,0.0,0.7028531893443888,0.16667742739007563,184,436,0,0.0,unified_latency_centric_excl_energy_interf,0.023957016132771968,1.193803060054779,1.193803060054779,1.193803071975708,1.086795437335968,0.009581030090339481,0.09638980366289615,0.6779134035110473,0.2967741935483871,0.294921875,0.0,1.3687983751296997,0.827787846326828,5,10,0.028830328956246376,0.0277944422326982,-1,-1,0,False,0.0002,0.0,0.095754
53,31,2.34182071685791,3.1,idle,terminated,0.012560343369841576,0.3893706208339259,0.3893706208339259,0.058806417509913445,0.016666321083903313,0.55,0.55,0.8987854251012146,2.183333333333334,2.7350000000000008,12,3.53029299736023,3.1000000000000014,0.04762134665068313,0.362501902031696,0.011055450731677248,-0.04756238385554306,9,0.45,0.16883116883116883,0.7922077922077922,0.03896103896103896,0.16883116883116883,0.7922077922077922,0.03896103896103896,0.47383064123982144,1.6129032258064515,5.0,0.4693289178992236,0.8293398737907408,0.0,4.6357707395028305e-10,7.713883698468038e-11,4.3090244983279235e-10,0.0,0.800000011920929,0.20000000298023224,192,39,26.062023466816576,0.03225806451612902,0.0,0.0,0.0,0.6274193548387097,0.3725806451612903,0.3725806451612903,0.0,0.0,0.011003030718881777,0.007055319821917797,0.036676769062939256,0.07274442279443534,0.0,0.0,0.7758616666142445,0.1377571943807243,231,389,0,0.0,unified_latency_centric_excl_energy_interf,-0.013547052722424268,1.1121316075325012,1.1121316075325012,1.1121316075325012,1.01492537856102,0.007772646370722214,0.09652548171579838,0.667350634932518,0.3725806451612903,0.371484375,0.0,1.167496931552887,0.9466085851192474,5,10,0.026743728667497635,0.021328660892322646,-1,-1,0,False,0.0002,0.0,0.095723
54,31,2.2952072620391846,3.1,idle,terminated,0.014303642325103283,0.44341288294351966,0.44341288294351966,0.09930338710546494,0.020469103008508682,0.4,0.4,0.8616071428571429,1.9916666666666671,2.880000000000001,12,3.425147280693055,3.1000000000000014,0.04209711312027508,0.28400543088774566,0.013546838519482622,-0.04421635368177986,12,0.6,0.1,0.855,0.045,0.1,0.855,0.045,0.468600642344644,0.9354838709677419,3.5,0.46326867595033827,0.8214285135269165,0.0,1.1653456144511395e-09,6.250861633860794e-11,2.982404448403919e-10,0.0056179775280898875,0.800000011920929,0.20000000298023224,179,20,23.03409113709487,0.06451612903225803,0.0,0.0,0.0,0.6774193548387096,0.32258064516129037,0.32258064516129037,0.0,0.0,0.016859719778292235,0.01073161124812854,0.056199065927640755,0.06877430651495627,0.0,0.0,0.7859106356337473,0.13467815565195776,200,420,0,0.0,unified_latency_centric_excl_energy_interf,-0.00598027459345758,1.17067791223526,1.17067791223526,1.17067791223526,1.0036205708980561,0.012635013600811363,0.0856239452958107,0.8477649569511414,0.3225806451612903,0.323046875,0.0,1.1778667628765107,1.1465351581573486,5,10,0.03161627799272537,0.02837377144023775,-1,-1,0,False,0.0002,0.0,0.095692
55,38,2.7122087478637695,3.8000000000000003,idle,terminated,0.0168754905462265,0.6412686445668051,0.6412686445668051,0.10112153887748718,0.019160766154527664,0.55,0.55,0.9173553719008265,1.9833333333333336,2.5900000000000007,12,4.146020107269289,3.800000000000002,0.03828384996880447,0.36075903199053944,0.009636519385892887,-0.052045394919420826,9,0.45,0.11894273127753303,0.8281938325991189,0.05286343612334802,0.11894273127753303,0.8281938325991189,0.05286343612334802,0.4758825073557857,1.5526315789473684,7.149999999999999,0.47235400541538025,0.832944256067276,0.0,4.942515952066627e-10,7.299714999131623e-11,3.655135888402938e-10,0.0,0.800000011920929,0.20000000298023224,200,27,21.277113514941366,0.0263157894736842,0.0,0.0,0.0,0.7013157894736842,0.2986842105263158,0.2986842105263158,0.0,0.0,0.01335169239358894,0.009694717489485994,0.04450564131196312,0.06681175567713686,0.0,0.0,0.8088186433390837,0.11309961916103993,227,533,0,0.0,unified_latency_centric_excl_energy_interf,-0.002395688742399216,1.1843135595321654,1.1843135595321654,1.1843136072158813,0.999331796169281,0.017697454895824194,0.10428428798913955,0.6051953822374344,0.2986842105263158,0.312890625,0.0,1.3318403244018555,0.8519258558750152,5,10,0.04881197214126587,0.04678120464086532,-1,-1,0,False,0.0002,0.0,0.095654
56,29,2.213240623474121,2.9000000000000004,idle,terminated,0.02360755205154419,0.6846190692382477,0.6846190692382477,0.12455516457557675,0.026729172095656395,0.5,0.5,0.8772727272727273,1.6200000000000006,2.2650000000000006,10,3.5228350281715395,2.9000000000000012,0.03152351331074974,0.19332691328774568,0.010778855240288774,-0.04597380890928477,10,0.5,0.1485148514851485,0.7871287128712872,0.06435643564356436,0.1485148514851485,0.7871287128712872,0.06435643564356436,0.46839448089615027,0.9655172413793104,5.0,0.46281703634841204,0.8239331364631652,0.0,4.743216153180181e-10,5.528350693895234e-11,2.7637761523813243e-10,0.005917159763313609,0.800000011920929,0.20000000298023224,171,30,24.459032044519834,0.03448275862068964,0.0,0.0,0.0,0.6517241379310345,0.34827586206896555,0.34827586206896555,0.0,0.0,0.013362693370607316,0.009101755531215065,0.04454231123535774,0.05066429510738879,0.0,0.0,0.837728224550213,0.10068767311538876,202,378,0,0.0,unified_latency_centric_excl_energy_interf,-0.014220366906374692,1.3438850164413452,1.3438850164413452,1.3438850522041321,0.9692482769489288,0.03251751242205501,0.11019200459122658,0.6447536557912826,0.3482758620689655,0.34453125,0.0,1.5851760029792785,0.718005222082138,5,10,0.0446053221821785,0.0443878386169672,-1,-1,0,False,0.0002,0.0,0.095625
57,30,2.3727762699127197,3.0,idle,terminated,-0.0016205894062295556,-0.04861768739994969,-0.04861768739994969,0.0064759450498968335,0.00699243787676096,0.1,0.1,0.7248908296943232,2.6166666666666676,2.9750000000000014,6,3.6292244672775267,3.0000000000000013,0.12000114713460515,0.6541156627764028,0.029654116538596773,-0.06345472097396856,18,0.9,0.11538461538461539,0.8131868131868132,0.07142857142857142,0.11538461538461539,0.8131868131868132,0.07142857142857142,0.47420556808511416,0.6666666666666666,2.0,0.4704079174972629,0.8188097178936005,4.9594174253431156e-11,5.039115125171631e-10,9.137840484285675e-11,5.087478882614958e-10,0.0,0.800000011920929,0.20000000298023224,161,21,21.247617498441297,0.06666666666666664,0.0,0.0,0.0,0.6966666666666667,0.30333333333333334,0.30333333333333334,0.0,0.0,0.0028456173694106955,-0.0052675053895594225,0.00948539123136896,0.17343505390868535,0.0,0.0,0.541507458703654,0.25420031474079247,182,418,0,0.0,unified_latency_centric_excl_energy_interf,0.016666444018483162,1.0868784964084626,1.0868784964084626,1.0868784487247467,0.9741659283638,0.005716464365832508,0.08934762924909592,0.6826453536748887,0.30333333333333334,0.296875,0.003870967775583267,1.1661566853523255,0.9240262508392334,5,10,0.03196823596954346,0.027822116669267406,-1,-1,0,False,0.0002,0.0,0.095595
58,31,2.300675392150879,3.1,idle,terminated,0.023200277239084244,0.7192085770366136,0.7192085770366136,0.13558053225278854,0.02675270102918148,0.6,0.6,0.896,1.8923076923076927,2.440000000000001,13,3.47441151380539,3.1000000000000014,0.050700110498052,0.4143779951815793,0.013027402867270724,-0.04528623173313771,8,0.4,0.08370044052863436,0.8942731277533039,0.022026431718061675,0.08370044052863436,0.8942731277533039,0.022026431718061675,0.4872388635574269,1.7419354838709677,6.0,0.48582095950825216,0.8667064040899276,0.0,4.3107551694898585e-10,9.975113790527956e-11,3.663322756253246e-10,0.004807692307692308,0.800000011920929,0.20000000298023224,207,19,26.222698776695967,0.03225806451612902,0.0,0.0,0.0,0.6338709677419355,0.3661290322580645,0.3661290322580645,0.0,0.0,0.0184571990986822,0.01217207468250931,0.06152399699560734,0.0527998920220542,0.0,0.0,0.8283152519758007,0.10918102595062067,227,393,0,0.0,unified_latency_centric_excl_energy_interf,0.0040640695951879025,1.006950706243515,1.006950706243515,1.0069507122039796,0.943164199590683,0.020942529244348407,0.05679296851158142,0.8083088427782059,0.36612903225806454,0.36484375,0.018255360331386326,1.0662042915821075,0.8371154248714447,5,10,0.0434296652674675,0.041816158965229985,-1,-1,0,False,0.0002,0.0,0.09556400000000001
59,40,2.8039653301239014,4.0,idle,terminated,0.011757145635783672,0.4702858437836752,0.4702858437836752,0.10759495124220841,0.014691775664687157,0.55,0.55,0.9455252918287937,2.214285714285715,2.870000000000001,14,4.279011511802675,4.000000000000002,0.04809619109272544,0.38669056289077663,0.015040200208937496,-0.0557068545371298,9,0.45,0.08906882591093117,0.8785425101214575,0.032388663967611336,0.08906882591093117,0.8785425101214575,0.032388663967611336,0.47525240904418753,2.275,9.049999999999997,0.4720366203889124,0.8327062666416168,0.0,1.7125756229807718e-10,4.34024934048427e-11,2.303562722516527e-10,0.0,0.800000011920929,0.20000000298023224,225,22,21.6383976172366,0.02499999999999999,0.0,0.0,0.0,0.69125,0.30874999999999997,0.30874999999999997,0.0,0.0,0.013621250988413764,0.008409711106256545,0.04540416996137923,0.0903058475701747,0.0,0.0,0.7413232604466297,0.15454616142387856,247,553,0,0.0,unified_latency_centric_excl_energy_interf,-0.007491892335625986,1.620329205195109,1.620329205195109,1.620329205195109,0.9761671940485637,0.015604340559608925,0.057552383343378706,3.037341507275899,0.30875,0.30703125,0.4972938417767485,1.8001062631607057,1.2103988567988078,5,15,0.038765233010053635,0.037775200232863425,-1,-1,0,False,0.0002,0.0,0.09552400000000001
60,29,2.2691032886505127,2.9000000000000004,idle,terminated,0.017725465819239616,0.5140385054632608,0.5140385054632608,0.10066258460283277,0.022356944158673286,0.5,0.5,0.9031007751937985,2.027272727272728,2.600000000000001,11,3.339074881076814,2.9000000000000012,0.04588026993206321,0.3433800801196601,0.015650697883496045,-0.04758386348855921,10,0.5,0.1125,0.8333333333333334,0.05416666666666667,0.1125,0.8333333333333334,0.05416666666666667,0.46463297879692683,1.6896551724137931,5.599999999999998,0.4596996614974804,0.7947993040084838,0.0,4.924570362607736e-10,8.205422452611799e-11,3.774999590699932e-10,0.0,0.800000011920929,0.20000000298023224,213,27,28.549978719560308,0.03448275862068964,0.0,0.0,0.0,0.5862068965517241,0.4137931034482759,0.4137931034482759,0.0,0.0,0.01590100062669259,0.007862625172646283,0.05300333542230859,0.05922677531591621,0.0,0.0,0.7963897634635527,0.12975139314177064,240,340,0,0.0,unified_latency_centric_excl_energy_interf,-0.007694094395264983,1.6415899991989136,1.6415899991989136,1.6415899872779847,0.9350586652755737,0.016427361988462508,0.09807195328176022,2.2660224974155425,0.41379310344827586,0.4140625,0.212380301207304,1.8406274318695068,0.9398544251918792,5,10,0.03511728346347809,0.030260880012065162,-1,-1,0,False,0.0002,0.0,0.09549500000000001
61,32,2.3675906658172607,3.2,idle,terminated,0.022666040807962418,0.725313312014624,0.725313312014624,0.12628906480967997,0.02592339925467968,0.6,0.6,0.8740157480314961,1.9230769230769236,2.8400000000000003,13,3.491500394344331,3.2000000000000015,0.052939874422392064,0.457433726603975,0.01556457611993697,-0.05164944786578439,8,0.4,0.07894736842105263,0.8991228070175439,0.021929824561403508,0.07894736842105263,0.8991228070175439,0.021929824561403508,0.45238615786511216,1.6875,4.449999999999999,0.44799853418715324,0.831865057349205,0.0,2.4416286076300854e-10,5.4488292350329814e-11,2.3357654699296404e-10,0.0,0.800000011920929,0.20000000298023224,210,18,29.823621395272095,0.21874999999999992,0.0,0.0,0.0,0.64375,0.35624999999999996,0.35624999999999996,0.0,0.0,0.01516307432592599,0.008263350833215118,0.05054358108642002,0.05292092695649459,0.0,0.0,0.8328450848422602,0.10421057409320261,228,412,0,0.0,unified_latency_centric_excl_energy_interf,-0.03402235582470894,1.6139091014862061,1.6139091014862061,1.6139091849327087,0.9714035153388977,0.011941642698366195,0.0626063272356987,3.392129573225975,0.35625,0.35859375,0.536201778636314,1.751397442817688,1.229753351211548,5,10,0.01719837076961994,0.01643982697278261,-1,-1,0,False,0.0002,0.0,0.095463
62,32,2.3451764583587646,3.2,idle,terminated,0.020561467856168747,0.6579669450925149,0.6579669450925149,0.11510864347219465,0.02608487382531166,0.45,0.45,0.8661087866108786,1.6900000000000002,2.5100000000000007,10,3.6208090424537667,3.2000000000000015,0.048061804280411256,0.3167825011996443,0.015704607358436446,-0.05555637776851676,11,0.55,0.10697674418604651,0.8697674418604651,0.023255813953488372,0.10697674418604651,0.8697674418604651,0.023255813953488372,0.46058035764144734,1.75,7.449999999999999,0.4565773302762931,0.7942325472831726,0.0,4.37976881151324e-10,9.078075097201932e-11,3.8732742846381266e-10,0.0,0.800000011920929,0.20000000298023224,192,23,24.356298379547304,0.031249999999999986,0.0,0.0,0.0,0.6640625,0.3359375,0.3359375,0.0,0.0,0.013729375035746389,0.008160409416741576,0.04576458345248796,0.055181045551457066,0.0,0.0,0.8361069721468123,0.09782829707088897,215,425,0,0.0,unified_latency_centric_excl_energy_interf,0.0204142352566123,3.4653560400009153,3.4653560400009153,3.4653559923171997,0.8470189511775971,0.014662803919054567,0.0824235774576664,6.764291167259216,0.3359375,0.33359375,0.3639895260334015,4.205643963813782,1.6140146732330323,5,10,0.029666461050510406,0.028352887742221354,-1,-1,0,False,0.0002,0.0,0.095431
63,31,2.3024230003356934,3.1,idle,terminated,0.020328549668192863,0.6301849694828201,0.6301849694828201,0.10287440940737724,0.02472979575395584,0.65,0.65,0.8947368421052632,1.8307692307692314,2.3400000000000007,13,3.401605799198151,3.1000000000000014,0.06964512477887852,0.41437115630274474,0.020231686716455,-0.05178843705884899,7,0.35,0.084070796460177,0.8938053097345132,0.022123893805309734,0.084070796460177,0.8938053097345132,0.022123893805309734,0.4735100768506527,1.064516129032258,4.5,0.470931411765318,0.8329378843307493,7.771670113010387e-11,3.6519345880670073e-10,9.286749147463524e-11,3.8305645461145207e-10,0.0,0.800000011920929,0.20000000298023224,207,19,26.260458655756604,0.09677419354838707,0.0,0.0,0.0,0.635483870967742,0.36451612903225805,0.36451612903225805,0.0,0.0,0.011865240363759981,0.005829763226533069,0.03955080121253328,0.05728887165193663,0.0,0.0,0.8044256722423363,0.1262389574732684,226,394,0,0.0,unified_latency_centric_excl_energy_interf,0.01441848762333393,1.4263156533241272,1.4263156533241272,1.4263156414031983,0.8841720223426819,0.018240149365738034,0.07175335865467787,3.998986744880676,0.36451612903225805,0.35859375,0.0,1.6165646314620972,0.8960440456867218,5,10,0.04750679433345795,0.0413763005286455,-1,-1,0,False,0.0002,0.0,0.09540000000000001
64,28,2.0741209983825684,2.8000000000000003,idle,terminated,0.02444569207727909,0.6844793727688269,0.6844793727688269,0.1344826783984899,0.028648879379034042,0.55,0.55,0.908675799086758,1.7727272727272732,2.500000000000001,11,3.1360011601448066,2.800000000000001,0.03284858219138295,0.20921655456338167,0.018074450439354794,-0.04888701628361443,9,0.45,0.12195121951219512,0.8292682926829268,0.04878048780487805,0.12195121951219512,0.8292682926829268,0.04878048780487805,0.444062787254474,1.3928571428571428,4.649999999999999,0.4395273375724043,0.8015427708625793,0.0,2.0911625001063167e-10,4.304341605365636e-11,2.0195069574957492e-10,0.0,0.800000011920929,0.20000000298023224,180,25,26.48698055999653,0.0714285714285714,0.0,0.0,0.0,0.6339285714285714,0.3660714285714286,0.3660714285714286,0.0,0.0,0.012466359244484325,0.0058819492008116685,0.041554530814947754,0.04922385085690536,0.0,0.0,0.838912002639095,0.10094444856132774,205,355,0,0.0,unified_latency_centric_excl_energy_interf,0.021355699351988732,1.5715047478675843,1.5715047478675843,1.5715047717094421,0.8806035399436951,0.020272505655884742,0.08753698468208312,4.691461896896362,0.36607142857142855,0.3640625,0.0007961783558130264,1.7727438807487488,1.001452738046646,5,10,0.037466615438461304,0.03675729520618915,-1,-1,0,False,0.0002,0.0,0.09537200000000001
65,30,2.228114128112793,3.0,idle,terminated,0.02098400518298149,0.6295201580440825,0.6295201580440825,0.12629277855157833,0.02471405453979969,0.5,0.5,0.851063829787234,1.9500000000000004,2.690000000000001,12,3.525647723674775,3.0000000000000013,0.042201721043728546,0.23021116498615732,0.02220577787560892,-0.050092688699563584,10,0.5,0.057692307692307696,0.9230769230769231,0.019230769230769232,0.057692307692307696,0.9230769230769231,0.019230769230769232,0.4540183727070689,1.4,4.0,0.4519355812269013,0.8177034378051758,3.514073407262508e-11,3.984572768955793e-10,6.797011564696476e-11,2.8241678995399843e-10,0.0,0.800000011920929,0.20000000298023224,196,12,24.21658323623532,0.03333333333333332,0.0,0.0,0.0,0.6533333333333333,0.3466666666666667,0.3466666666666667,0.0,0.0,0.01270712426090659,0.002432801216918623,0.04235708086968864,0.05503551186548333,0.0,0.0,0.8217931139404535,0.11269195337464864,208,392,0,0.0,unified_latency_centric_excl_energy_interf,0.009793562628328801,1.160200822353363,1.160200822353363,1.1602007746696472,0.8449561595916748,0.0019344594329595566,0.047129628155380486,4.062805342674255,0.3466666666666667,0.34296875,0.014213802292943,1.0984571754932404,1.3135253548622132,5,10,0.012608752585947514,0.012097469484433531,-1,-1,0,False,0.0002,0.0,0.09534200000000001
66,31,2.2321338653564453,3.1,idle,terminated,0.03307853266596794,1.025434433962173,1.025434433962173,0.15668654441833496,0.03632737323641777,0.7,0.7,0.9356223175965666,1.692857142857143,2.2350000000000008,14,3.3906060886383065,3.1000000000000014,0.03800325402497116,0.29168173062470204,0.013796042690773122,-0.04190001395440879,6,0.3,0.08071748878923767,0.905829596412556,0.013452914798206279,0.08071748878923767,0.905829596412556,0.013452914798206279,0.4548019290646358,2.4838709677419355,7.5,0.45100908395117867,0.8290311813354488,0.0,4.517117985214368e-10,5.048038376198605e-11,2.537243803946152e-10,0.0,0.800000011920929,0.20000000298023224,205,18,24.119818320571824,0.03225806451612902,0.0,0.0,0.0,0.6403225806451613,0.35967741935483866,0.35967741935483866,0.0,0.0,0.020819006855775316,0.011856853176298929,0.0693966895192511,0.04017332193333015,0.0,0.0,0.8594752038700155,0.09280802240850396,223,397,0,0.0,unified_latency_centric_excl_energy_interf,-0.0011908170767128468,1.2325319409370423,1.2325319409370423,1.232531976699829,0.7950456798076629,0.010726308426819741,0.06079422235488892,1.5652865529060365,0.3596774193548387,0.358203125,0.0,1.369701373577118,0.8543130874633789,5,10,0.024432741105556488,0.023629927448928355,-1,-1,0,False,0.0002,0.0,0.095311
67,30,2.299736499786377,3.0,idle,terminated,0.021584250032901764,0.6475275012819915,0.6475275012819915,0.14924635365605346,0.024732645601034164,0.6,0.6,0.95,1.984615384615385,2.3400000000000007,13,3.196227383613587,3.0000000000000013,0.05843249560238379,0.34800967575925207,0.01762765413319495,-0.03877588570117962,8,0.4,0.06,0.928,0.012,0.06,0.928,0.012,0.4723807625441502,3.9,12.0,0.4708760237723903,0.8416017293930054,1.6113084824742607e-11,2.123580158941429e-10,4.453910851243137e-11,2.1459896637487908e-10,0.0,0.800000011920929,0.20000000298023224,235,15,31.08114187857169,0.06666666666666664,0.0,0.0,0.0,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.0,0.0,0.02050349580765147,0.012247403441627922,0.0683449860255049,0.0557848356642185,0.0,0.0,0.7916175290016068,0.13915658998038322,250,350,0,0.0,unified_latency_centric_excl_energy_interf,0.010487199947237968,0.8739415168762207,0.8739415168762207,0.873941570520401,0.7538270056247711,-0.0007307186257094145,0.043868654128164056,0.9888918817043304,0.4166666666666667,0.416796875,0.08391362505499274,0.7908119678497314,1.16432723402977,5,10,0.02070247195661068,0.019513985980302094,-1,-1,0,False,0.0002,0.0,0.095281
